snapshot,Fischer-Tropsch,low-temperature heat for industry,urban central air heat pump,urban central gas CHP,urban central gas boiler,urban central heat,urban central resistive heater,urban central solar thermal,urban central solid biomass CHP,urban central solid biomass CHP CC,urban central water tanks charger,urban central water tanks discharger
2013-10-18 06:00:00,37.85,-5.94,96.71,0.0,0.0,-139.38,6.63,0.64,0.0,9.23,-56.01,50.26
2013-10-18 09:00:00,37.85,-5.94,95.87,0.0,0.0,-128.94,5.62,16.18,0.0,1.13,-68.75,46.97
2013-10-18 12:00:00,37.85,-5.94,105.59,0.0,0.0,-128.44,5.14,19.65,0.0,6.34,-81.28,41.09
2013-10-18 15:00:00,37.85,-5.94,97.25,0.0,0.0,-135.27,4.8,4.27,0.0,12.69,-59.02,43.36
2013-10-18 18:00:00,37.85,-5.94,89.72,0.0,0.0,-123.94,3.36,0.0,0.0,11.72,-60.97,48.19
2013-10-18 21:00:00,37.85,-5.94,76.39,0.0,0.0,-96.62,0.21,0.0,0.0,5.19,-66.44,49.35
2013-10-19 00:00:00,37.85,-5.94,66.98,0.0,0.0,-98.5,2.6,0.0,0.0,12.26,-65.97,50.71
2013-10-19 03:00:00,37.85,-5.94,71.28,0.0,0.0,-130.38,6.73,0.0,0.0,24.5,-60.41,56.36
2013-10-19 06:00:00,37.85,-5.94,77.01,0.0,0.0,-121.3,8.07,0.31,0.0,15.21,-61.23,50.02
2013-10-19 09:00:00,37.85,-5.94,77.88,0.0,0.0,-113.06,6.14,9.15,0.0,7.92,-66.96,47.02
2013-10-19 12:00:00,37.85,-5.94,78.98,0.0,0.0,-113.73,4.71,12.19,0.0,9.37,-67.27,43.81
2013-10-19 15:00:00,37.85,-5.94,80.36,0.0,0.0,-120.35,7.21,2.39,0.0,14.88,-62.84,46.44
2013-10-19 18:00:00,37.85,-5.94,77.88,0.0,0.0,-111.24,5.37,0.0,0.0,14.48,-65.03,46.63
2013-10-19 21:00:00,37.85,-5.94,70.5,0.0,0.0,-87.66,1.56,0.0,0.0,5.62,-70.77,48.83
2013-10-20 00:00:00,37.85,-5.94,58.11,0.0,0.0,-78.37,4.57,0.0,0.0,4.87,-72.46,51.36
2013-10-20 03:00:00,37.85,-5.94,61.8,0.0,0.0,-97.43,8.84,0.0,0.0,9.46,-66.92,52.34
2013-10-20 06:00:00,37.85,-5.94,63.33,0.0,0.0,-92.17,7.65,0.32,0.0,5.89,-66.82,49.89
2013-10-20 09:00:00,37.85,-5.94,63.66,0.0,0.0,-87.07,6.88,5.69,0.0,3.64,-72.34,47.62
2013-10-20 12:00:00,37.85,-5.94,77.56,0.0,0.0,-87.51,5.07,8.41,0.0,4.12,-85.03,45.45
2013-10-20 15:00:00,37.85,-5.94,63.72,0.0,0.0,-91.54,6.81,2.43,0.0,6.3,-67.34,47.71
2013-10-20 18:00:00,37.85,-5.94,62.01,0.0,0.0,-85.59,4.53,0.0,0.0,5.47,-68.4,50.07
2013-10-20 21:00:00,37.85,-5.94,53.29,0.0,0.0,-71.06,1.02,0.0,0.0,2.59,-73.36,55.61
2013-10-21 00:00:00,37.85,-5.94,50.34,0.0,0.0,-70.39,3.89,0.0,0.0,2.32,-75.29,57.22
2013-10-21 03:00:00,37.85,-5.94,55.4,0.0,0.0,-86.68,7.1,0.0,0.0,4.35,-71.74,59.67
2013-10-21 06:00:00,37.85,-5.94,58.27,0.0,0.0,-82.28,7.09,0.28,0.0,2.84,-71.75,53.63
2013-10-21 09:00:00,37.85,-5.94,59.54,0.0,0.0,-78.26,5.12,9.7,0.0,0.32,-79.58,51.23
2013-10-21 12:00:00,37.85,-5.94,70.38,0.0,0.0,-78.34,5.09,12.65,0.0,0.29,-92.84,50.84
2013-10-21 15:00:00,37.85,-5.94,59.74,0.0,0.0,-81.03,6.3,1.83,0.0,2.46,-73.12,51.91
2013-10-21 18:00:00,37.85,-5.94,58.6,0.0,0.0,-75.44,3.88,0.0,0.0,2.32,-75.53,54.26
2013-10-21 21:00:00,37.85,-5.94,53.06,0.0,0.0,-64.83,1.0,0.0,0.0,1.42,-78.77,56.21
2013-10-22 00:00:00,37.85,-5.94,48.87,0.0,0.0,-62.5,2.24,0.0,0.0,1.37,-82.12,60.22
2013-10-22 03:00:00,37.85,-5.94,52.09,0.0,0.0,-73.52,4.52,0.0,0.0,2.21,-79.7,62.5
2013-10-22 06:00:00,37.85,-5.94,62.16,0.0,0.0,-70.19,8.76,0.32,0.0,0.36,-89.41,56.1
2013-10-22 09:00:00,37.85,-5.94,86.51,0.0,0.0,-67.49,8.03,7.33,0.0,0.0,-122.88,56.58
2013-10-22 12:00:00,37.85,-5.94,115.4,0.0,0.0,-67.64,6.05,9.09,0.0,0.13,-148.99,54.04
2013-10-22 15:00:00,37.85,-5.94,58.54,0.0,0.0,-69.48,6.75,1.33,0.0,0.33,-89.15,59.76
2013-10-22 18:00:00,37.85,-5.94,51.67,0.0,0.0,-65.27,4.32,0.0,0.0,0.3,-84.22,61.3
2013-10-22 21:00:00,37.85,-5.94,46.39,0.0,0.0,-58.17,2.53,0.0,0.0,0.18,-85.77,62.92
2013-10-23 00:00:00,37.85,-5.94,47.06,0.0,0.0,-60.87,2.4,0.0,0.0,0.23,-82.23,61.5
2013-10-23 03:00:00,37.85,-5.94,51.67,0.0,0.0,-72.25,2.64,0.0,0.0,0.42,-74.98,60.59
2013-10-23 06:00:00,37.85,-5.94,66.67,0.0,0.0,-70.46,5.72,0.32,0.0,0.0,-85.68,51.52
2013-10-23 09:00:00,37.85,-5.94,79.02,0.0,0.0,-67.45,5.62,5.74,0.0,0.0,-103.45,48.61
2013-10-23 12:00:00,37.85,-5.94,99.23,0.0,0.0,-67.14,4.51,7.34,0.0,0.0,-122.52,46.66
2013-10-23 15:00:00,37.85,-5.94,56.36,0.0,0.0,-68.95,0.27,1.33,0.0,1.49,-72.3,49.89
2013-10-23 18:00:00,37.85,-5.94,54.42,0.0,0.0,-66.21,0.19,0.0,0.0,1.66,-73.57,51.6
2013-10-23 21:00:00,37.85,-5.94,47.16,0.0,0.0,-58.51,0.15,0.0,0.0,0.93,-75.74,54.1
2013-10-24 00:00:00,37.85,-5.94,55.72,0.0,0.0,-79.43,0.17,0.0,0.0,1.82,-67.75,57.56
2013-10-24 03:00:00,37.85,-5.94,57.14,0.0,0.0,-104.56,0.06,0.0,0.0,3.22,-57.46,69.68
2013-10-24 06:00:00,37.85,-5.94,63.93,0.0,0.0,-100.28,0.12,0.19,0.0,2.13,-58.07,60.06
2013-10-24 09:00:00,37.85,-5.94,76.86,0.0,0.0,-93.85,0.19,7.78,0.0,0.5,-65.97,42.57
2013-10-24 12:00:00,37.85,-5.94,74.7,0.0,0.0,-93.13,0.2,12.11,0.0,0.13,-66.11,40.17
2013-10-24 15:00:00,37.85,-5.94,76.34,0.0,0.0,-97.05,0.11,2.34,0.0,1.95,-59.54,43.94
2013-10-24 18:00:00,37.85,-5.94,52.58,0.0,0.0,-91.61,0.18,0.0,0.0,2.39,-61.84,66.39
2013-10-24 21:00:00,37.85,-5.94,43.44,0.0,0.0,-74.95,0.16,0.0,0.0,1.55,-68.44,66.32
2013-10-25 00:00:00,37.85,-5.94,49.39,0.0,0.0,-72.62,0.06,0.0,0.0,1.88,-71.44,60.82
2013-10-25 03:00:00,37.85,-5.94,48.14,0.0,0.0,-91.72,0.05,0.0,0.0,4.08,-67.52,75.05
2013-10-25 06:00:00,37.85,-5.94,63.68,0.0,0.0,-86.88,0.08,0.29,0.0,1.96,-67.0,55.96
2013-10-25 09:00:00,37.85,-5.94,64.74,0.0,0.0,-82.28,0.11,8.28,0.0,0.19,-70.7,47.74
2013-10-25 12:00:00,37.85,-5.94,63.67,0.0,0.0,-82.23,0.1,11.21,0.0,0.08,-72.36,47.62
2013-10-25 15:00:00,37.85,-5.94,67.41,0.0,0.0,-85.34,0.02,2.05,0.0,1.79,-67.86,50.02
2013-10-25 18:00:00,37.85,-5.94,61.48,0.0,0.0,-79.66,0.02,0.0,0.0,1.47,-70.3,55.08
2013-10-25 21:00:00,37.85,-5.94,52.21,0.0,0.0,-67.46,0.0,0.0,0.0,1.24,-74.65,56.74
2013-10-26 00:00:00,37.85,-5.94,44.51,0.0,0.0,-62.51,0.02,0.0,0.0,1.45,-76.51,61.14
2013-10-26 03:00:00,37.85,-5.94,48.99,0.0,0.0,-72.7,0.09,0.0,0.0,2.59,-72.29,61.41
2013-10-26 06:00:00,37.85,-5.94,70.81,0.0,0.0,-70.0,9.65,0.29,0.0,0.0,-94.57,51.9
2013-10-26 09:00:00,37.85,-5.94,94.53,0.0,0.0,-67.23,9.57,12.31,0.0,0.0,-133.28,52.19
2013-10-26 12:00:00,37.85,-5.94,110.44,0.0,0.0,-67.45,9.31,16.04,0.0,0.0,-147.4,47.14
2013-10-26 15:00:00,37.85,-5.94,52.91,0.0,0.0,-69.61,2.35,3.34,0.0,0.0,-77.16,56.25
2013-10-26 18:00:00,37.85,-5.94,48.2,0.0,0.0,-66.36,2.52,0.0,0.0,0.0,-77.98,61.7
2013-10-26 21:00:00,37.85,-5.94,38.4,0.0,0.0,-58.7,2.31,0.0,0.0,0.0,-79.64,65.72
2013-10-27 00:00:00,37.85,-5.94,37.9,0.0,0.0,-63.53,2.33,0.0,0.0,0.0,-76.54,67.93
2013-10-27 03:00:00,37.85,-5.94,46.75,0.0,0.0,-76.37,2.72,0.0,0.0,0.0,-70.31,65.3
2013-10-27 06:00:00,37.85,-5.94,58.69,0.0,0.0,-78.62,5.18,0.18,0.0,0.0,-69.32,51.96
2013-10-27 09:00:00,37.85,-5.94,89.44,0.0,0.0,-74.18,9.07,7.85,0.0,0.0,-108.81,44.73
2013-10-27 12:00:00,37.85,-5.94,98.94,0.0,0.0,-72.71,8.34,10.14,0.0,0.0,-122.25,45.62
2013-10-27 15:00:00,37.85,-5.94,61.67,0.0,0.0,-75.04,2.26,3.01,0.0,0.26,-72.5,48.43
2013-10-27 18:00:00,37.85,-5.94,59.81,0.0,0.0,-75.34,2.34,0.0,0.0,0.19,-71.57,52.66
2013-10-27 21:00:00,37.85,-5.94,47.09,0.0,0.0,-65.23,2.05,0.0,0.0,0.08,-73.37,57.46
2013-10-28 00:00:00,37.85,-5.94,41.78,0.0,0.0,-66.67,1.8,0.0,0.0,0.13,-70.18,61.23
2013-10-28 03:00:00,37.85,-5.94,48.87,0.0,0.0,-82.59,2.22,0.0,0.0,0.3,-62.2,61.48
2013-10-28 06:00:00,37.85,-5.94,61.16,0.0,0.0,-87.53,2.57,0.21,0.0,0.0,-58.15,49.83
2013-10-28 09:00:00,37.85,-5.94,87.53,0.0,0.0,-81.72,3.01,11.04,0.0,0.0,-92.25,40.47
2013-10-28 12:00:00,37.85,-5.94,102.04,0.0,0.0,-79.55,3.45,14.03,0.0,0.0,-111.71,39.82
2013-10-28 15:00:00,37.85,-5.94,74.18,0.0,0.0,-81.71,2.35,3.14,0.0,0.07,-69.72,39.77
2013-10-28 18:00:00,37.85,-5.94,68.63,0.0,0.0,-81.96,2.58,0.0,0.0,0.19,-62.91,41.56
2013-10-28 21:00:00,37.85,-5.94,58.65,0.0,0.0,-69.93,2.07,0.0,0.0,0.02,-66.04,43.31
2013-10-29 00:00:00,37.85,-5.94,87.67,0.0,0.0,-99.93,3.01,0.0,0.0,0.56,-63.19,39.96
2013-10-29 03:00:00,37.85,-5.94,103.3,0.0,0.0,-140.49,7.42,0.0,0.0,4.02,-46.29,40.13
2013-10-29 06:00:00,37.85,-5.94,111.69,0.0,0.0,-149.64,8.12,0.33,0.0,3.9,-43.21,36.89
2013-10-29 09:00:00,37.85,-5.94,116.45,0.0,0.0,-135.65,5.71,6.6,0.0,0.98,-58.88,32.86
2013-10-29 12:00:00,37.85,-5.94,123.98,0.0,0.0,-130.67,3.94,8.05,0.0,2.36,-69.26,29.69
2013-10-29 15:00:00,37.85,-5.94,107.02,0.0,0.0,-136.21,0.52,2.11,0.0,7.8,-44.93,31.79
2013-10-29 18:00:00,37.85,-5.94,106.68,0.0,0.0,-136.36,0.38,0.0,0.0,9.25,-44.97,33.11
2013-10-29 21:00:00,37.85,-5.94,87.44,0.0,0.0,-106.21,0.28,0.0,0.0,4.04,-53.12,35.65
2013-10-30 00:00:00,37.85,-5.94,95.64,0.0,0.0,-121.77,0.31,0.0,0.0,8.75,-51.29,36.43
2013-10-30 03:00:00,37.85,-5.94,106.18,0.0,0.0,-179.46,1.1,0.0,0.0,28.9,-40.47,51.84
2013-10-30 06:00:00,37.85,-5.94,109.42,0.0,0.0,-189.47,1.64,0.23,0.0,27.38,-36.59,55.47
2013-10-30 09:00:00,37.85,-5.94,121.99,0.0,0.0,-170.35,0.72,8.97,0.0,15.99,-43.0,33.77
2013-10-30 12:00:00,37.85,-5.94,121.53,0.0,0.0,-163.85,0.46,12.51,0.0,16.57,-47.75,28.62
2013-10-30 15:00:00,37.85,-5.94,122.71,0.0,0.0,-171.88,0.75,3.11,0.0,24.55,-39.44,28.28
2013-10-30 18:00:00,37.85,-5.94,115.69,0.0,0.0,-171.37,0.78,0.0,0.0,27.11,-40.34,36.22
2013-10-30 21:00:00,37.85,-5.94,98.67,0.0,0.0,-128.85,0.09,0.0,0.0,12.16,-50.24,36.26
2013-10-31 00:00:00,37.85,-5.94,88.04,0.0,0.0,-124.29,0.14,0.0,0.0,16.28,-53.89,41.82
2013-10-31 03:00:00,37.85,-5.94,88.42,0.0,0.0,-184.91,1.49,0.0,0.0,40.65,-44.13,66.56
2013-10-31 06:00:00,37.85,-5.94,115.54,0.0,0.0,-193.23,2.27,0.13,0.0,37.65,-40.37,46.09
2013-10-31 09:00:00,37.85,-5.94,112.76,0.0,0.0,-173.75,1.34,8.75,0.0,29.78,-44.23,33.43
2013-10-31 12:00:00,37.85,-5.94,113.99,0.0,0.0,-167.39,0.58,13.18,0.0,25.44,-50.0,32.28
2013-10-31 15:00:00,37.85,-5.94,116.21,0.0,0.0,-175.96,0.83,3.67,0.0,35.03,-43.64,31.95
2013-10-31 18:00:00,37.85,-5.94,115.56,0.0,0.0,-174.83,0.74,0.0,0.0,36.38,-44.63,34.85
2013-10-31 21:00:00,37.85,-5.94,99.8,0.0,0.0,-130.38,0.11,0.0,0.0,17.15,-54.94,36.35
2013-11-01 00:00:00,37.85,-5.94,94.15,0.0,0.0,-116.0,0.13,0.0,0.0,11.35,-59.74,38.2
2013-11-01 03:00:00,37.85,-5.94,109.77,0.0,0.0,-170.09,1.29,0.0,0.0,34.88,-46.63,38.88
2013-11-01 06:00:00,37.85,-5.94,117.56,0.0,0.0,-178.28,1.57,0.09,0.0,32.48,-43.01,37.68
2013-11-01 09:00:00,37.85,-5.94,115.94,0.0,0.0,-160.77,1.49,7.53,0.0,22.11,-52.36,34.14
2013-11-01 12:00:00,37.85,-5.94,118.15,0.0,0.0,-155.0,0.34,8.55,0.0,19.55,-56.42,32.9
2013-11-01 15:00:00,37.85,-5.94,113.5,0.0,0.0,-162.67,0.55,1.92,0.0,27.03,-44.51,32.25
2013-11-01 18:00:00,37.85,-5.94,113.01,0.0,0.0,-161.8,0.54,0.0,0.0,27.88,-45.47,33.94
2013-11-01 21:00:00,37.85,-5.94,94.6,0.0,0.0,-122.36,0.06,0.0,0.0,11.38,-53.53,37.92
2013-11-02 00:00:00,37.85,-5.94,80.92,0.0,0.0,-99.21,0.11,0.0,0.0,4.26,-57.4,39.41
2013-11-02 03:00:00,37.85,-5.94,91.62,0.0,0.0,-137.6,0.4,0.0,0.0,12.72,-45.02,45.97
2013-11-02 06:00:00,37.85,-5.94,100.75,0.0,0.0,-142.58,0.36,0.15,0.0,11.05,-41.97,40.32
2013-11-02 09:00:00,37.85,-5.94,108.11,0.0,0.0,-130.1,1.52,5.74,0.0,6.82,-56.92,32.91
2013-11-02 12:00:00,37.85,-5.94,133.88,0.0,0.0,-126.04,1.91,8.99,0.0,5.32,-87.82,31.84
2013-11-02 15:00:00,37.85,-5.94,116.03,0.0,0.0,-132.89,1.6,2.72,0.0,8.75,-60.09,31.96
2013-11-02 18:00:00,37.85,-5.94,111.05,0.0,0.0,-133.81,1.99,0.0,0.0,9.38,-56.28,35.76
2013-11-02 21:00:00,37.85,-5.94,95.69,0.0,0.0,-104.54,1.19,0.0,0.0,4.08,-66.21,37.87
2013-11-03 00:00:00,37.85,-5.94,97.59,0.0,0.0,-116.84,1.2,0.0,0.0,6.21,-57.58,37.5
2013-11-03 03:00:00,37.85,-5.94,114.22,0.0,0.0,-167.2,3.74,0.0,0.0,16.76,-42.01,42.58
2013-11-03 06:00:00,37.85,-5.94,119.33,0.0,0.0,-173.77,5.97,0.1,0.0,16.74,-37.92,37.63
2013-11-03 09:00:00,37.85,-5.94,135.0,0.0,0.0,-157.28,21.41,5.67,0.0,0.04,-72.67,35.92
2013-11-03 12:00:00,37.85,-5.94,137.74,0.0,0.0,-151.82,22.42,10.46,0.0,0.84,-83.0,31.44
2013-11-03 15:00:00,37.85,-5.94,117.01,0.0,0.0,-160.76,16.8,3.21,0.0,7.69,-45.14,29.26
2013-11-03 18:00:00,37.85,-5.94,119.91,0.0,0.0,-162.2,15.83,0.0,0.0,10.28,-46.78,31.04
2013-11-03 21:00:00,37.85,-5.94,104.98,0.0,0.0,-123.55,14.04,0.0,0.0,5.15,-64.68,32.14
2013-11-04 00:00:00,37.85,-5.94,104.77,0.0,0.0,-125.85,11.31,0.0,0.0,6.3,-58.9,30.44
2013-11-04 03:00:00,37.85,-5.94,121.62,0.0,0.0,-185.59,9.73,0.0,0.0,22.36,-35.37,35.33
2013-11-04 06:00:00,37.85,-5.94,123.92,0.0,0.0,-198.37,5.53,0.08,0.0,28.08,-29.76,38.61
2013-11-04 09:00:00,37.85,-5.94,124.3,0.0,0.0,-178.07,8.52,3.5,0.0,14.76,-36.99,32.05
2013-11-04 12:00:00,37.85,-5.94,123.92,0.0,0.0,-170.95,6.91,2.73,0.0,14.12,-35.39,26.76
2013-11-04 15:00:00,37.85,-5.94,124.77,0.0,0.0,-179.26,7.03,0.25,0.0,21.63,-34.13,27.8
2013-11-04 18:00:00,37.85,-5.94,121.39,0.0,0.0,-179.35,7.21,0.0,0.0,23.86,-34.79,29.77
2013-11-04 21:00:00,37.85,-5.94,107.2,0.0,0.0,-134.84,2.01,0.0,0.0,10.46,-47.27,30.53
2013-11-05 00:00:00,37.85,-5.94,96.75,0.0,0.0,-131.02,1.88,0.0,0.0,15.2,-54.0,39.27
2013-11-05 03:00:00,37.85,-5.94,109.4,0.0,0.0,-195.47,5.86,0.0,0.0,39.1,-39.48,48.68
2013-11-05 06:00:00,37.85,-5.94,122.16,0.0,0.0,-207.58,8.47,0.05,0.0,41.18,-37.69,41.5
2013-11-05 09:00:00,37.85,-5.94,127.42,0.0,0.0,-186.11,5.75,5.92,0.0,32.84,-47.38,29.65
2013-11-05 12:00:00,37.85,-5.94,133.48,0.0,0.0,-178.74,3.05,7.37,0.0,30.5,-54.19,26.6
2013-11-05 15:00:00,37.85,-5.94,124.24,0.0,0.0,-187.76,3.85,0.87,0.0,37.25,-41.23,30.87
2013-11-05 18:00:00,37.85,-5.94,122.64,0.0,0.0,-187.56,3.54,0.0,0.0,38.32,-40.8,31.93
2013-11-05 21:00:00,37.85,-5.94,106.92,0.0,0.0,-139.74,0.28,0.0,0.0,17.58,-49.16,32.21
2013-11-06 00:00:00,37.85,-5.94,90.0,0.0,0.0,-112.41,0.39,0.0,0.0,10.88,-55.1,34.32
2013-11-06 03:00:00,37.85,-5.94,101.47,0.0,0.0,-163.73,5.25,0.0,0.0,32.37,-43.32,36.05
2013-11-06 06:00:00,37.85,-5.94,105.03,0.0,0.0,-172.19,3.74,0.09,0.0,34.63,-40.11,36.9
2013-11-06 09:00:00,37.85,-5.94,106.39,0.0,0.0,-155.52,2.45,8.99,0.0,26.19,-51.4,30.98
2013-11-06 12:00:00,37.85,-5.94,120.13,0.0,0.0,-149.99,2.19,14.13,0.0,22.26,-72.2,31.56
2013-11-06 15:00:00,37.85,-5.94,110.93,0.0,0.0,-157.33,2.94,4.36,0.0,27.26,-51.88,31.8
2013-11-06 18:00:00,37.85,-5.94,112.24,0.0,0.0,-156.73,3.57,0.0,0.0,27.18,-50.88,32.71
2013-11-06 21:00:00,37.85,-5.94,108.19,0.0,0.0,-118.66,0.5,0.0,0.0,11.63,-67.51,33.93
2013-11-07 00:00:00,37.85,-5.94,100.45,0.0,0.0,-100.61,0.47,0.0,0.0,5.74,-72.39,34.41
2013-11-07 03:00:00,37.85,-5.94,103.15,0.0,0.0,-141.95,3.69,0.0,0.0,15.34,-47.09,34.95
2013-11-07 06:00:00,37.85,-5.94,105.87,0.0,0.0,-150.32,4.66,0.28,0.0,14.74,-39.94,32.78
2013-11-07 09:00:00,37.85,-5.94,103.77,0.0,0.0,-136.47,3.19,13.06,0.0,5.15,-50.43,29.81
2013-11-07 12:00:00,37.85,-5.94,105.87,0.0,0.0,-131.76,2.6,16.74,0.0,5.83,-57.24,26.04
2013-11-07 15:00:00,37.85,-5.94,98.89,0.0,0.0,-137.62,3.11,3.93,0.0,11.81,-40.42,28.39
2013-11-07 18:00:00,37.83,-5.94,96.28,0.0,0.0,-137.22,2.81,0.0,0.0,14.57,-41.14,32.81
2013-11-07 21:00:00,37.81,-5.94,81.2,0.0,0.0,-106.42,0.38,0.0,0.0,8.45,-51.92,36.43
2013-11-08 00:00:00,37.85,-5.94,86.78,0.0,0.0,-113.45,0.31,0.0,0.0,6.69,-50.43,38.18
2013-11-08 03:00:00,37.85,-5.94,93.47,0.0,0.0,-163.77,3.08,0.0,0.0,18.21,-34.78,51.88
2013-11-08 06:00:00,37.85,-5.94,108.46,0.0,0.0,-174.71,4.46,0.16,0.0,16.52,-28.96,42.15
2013-11-08 09:00:00,37.85,-5.94,118.97,0.0,0.0,-157.57,2.54,7.67,0.0,6.63,-34.55,24.38
2013-11-08 12:00:00,37.85,-5.94,131.92,0.0,0.0,-151.6,1.53,6.69,0.0,5.72,-48.22,22.04
2013-11-08 15:00:00,37.85,-5.94,128.09,0.0,0.0,-158.61,2.57,0.44,0.0,10.77,-38.73,23.55
2013-11-08 18:00:00,37.85,-5.94,122.24,0.0,0.0,-158.45,3.47,0.0,0.0,11.25,-36.27,25.85
2013-11-08 21:00:00,37.85,-5.94,106.96,0.0,0.0,-121.31,0.22,0.0,0.0,4.52,-48.65,26.35
2013-11-09 00:00:00,37.85,-5.94,114.76,0.0,0.0,-133.22,0.21,0.0,0.0,8.02,-46.86,25.16
2013-11-09 03:00:00,37.85,-5.94,130.65,0.0,0.0,-194.43,5.89,0.0,0.0,28.26,-28.33,26.04
2013-11-09 06:00:00,37.85,-5.94,130.06,0.0,0.0,-203.54,9.85,0.13,0.0,28.12,-26.1,29.55
2013-11-09 09:00:00,37.85,-5.94,143.09,0.0,0.0,-183.24,20.24,8.26,0.0,5.24,-53.82,28.31
2013-11-09 12:00:00,37.85,-5.94,154.64,0.0,0.0,-176.36,19.63,13.64,0.0,5.55,-72.44,23.42
2013-11-09 15:00:00,37.85,-5.94,129.11,0.0,0.0,-187.18,7.49,3.19,0.0,25.07,-31.42,21.81
2013-11-09 18:00:00,37.85,-5.94,126.26,0.0,0.0,-189.24,11.52,0.0,0.0,26.28,-31.71,24.97
2013-11-09 21:00:00,37.85,-5.94,112.59,0.0,0.0,-142.67,3.25,0.0,0.0,11.89,-43.98,27.0
2013-11-10 00:00:00,37.85,-5.94,118.34,0.0,0.0,-153.33,1.13,0.0,0.0,21.53,-45.84,26.25
2013-11-10 03:00:00,37.85,-5.94,127.21,0.0,0.0,-229.41,22.47,0.0,0.0,48.91,-29.55,28.45
2013-11-10 06:00:00,37.85,-5.94,126.48,0.0,0.0,-238.95,30.35,0.05,0.0,48.59,-26.95,28.52
2013-11-10 09:00:00,37.85,-5.94,129.96,0.0,0.0,-214.24,17.34,4.18,0.0,42.91,-32.35,20.28
2013-11-10 12:00:00,37.85,-5.94,139.13,0.0,0.0,-206.1,9.59,6.31,0.0,40.56,-40.46,19.06
2013-11-10 15:00:00,36.36,-5.94,130.37,0.0,0.0,-219.62,3.82,1.65,0.66,47.19,-28.55,34.06
2013-11-10 18:00:00,36.4,-5.94,125.42,0.0,0.0,-221.82,3.79,0.0,4.43,47.97,-28.99,38.74
2013-11-10 21:00:00,36.48,-5.94,115.76,0.0,0.0,-163.36,2.02,0.0,0.0,43.47,-55.94,27.5
2013-11-11 00:00:00,36.41,-5.94,109.32,0.0,0.0,-154.53,1.39,0.0,0.02,43.19,-59.31,29.45
2013-11-11 03:00:00,36.63,-5.94,121.11,0.0,0.0,-238.14,5.7,0.0,12.06,49.49,-38.44,57.53
2013-11-11 06:00:00,36.63,-5.94,123.59,0.0,0.0,-249.41,7.65,0.0,11.11,49.65,-35.71,62.42
2013-11-11 09:00:00,36.4,-5.94,134.11,0.0,0.0,-222.68,18.15,10.54,1.22,45.32,-49.42,32.29
2013-11-11 12:00:00,36.4,-5.94,144.38,0.0,0.0,-213.99,13.34,16.01,1.74,44.4,-64.7,28.35
2013-11-11 15:00:00,35.99,-5.94,136.67,0.0,0.0,-225.88,9.89,4.1,10.38,48.12,-45.75,32.42
2013-11-11 18:00:00,35.99,-5.94,137.13,0.0,0.0,-224.33,9.97,0.0,10.38,48.77,-47.02,35.04
2013-11-11 21:00:00,36.07,-5.94,126.24,0.0,0.0,-162.93,0.6,0.0,0.17,47.55,-74.53,32.75
2013-11-12 00:00:00,36.19,-5.94,115.72,0.0,0.0,-147.32,0.21,0.0,0.1,48.18,-80.46,33.3
2013-11-12 03:00:00,36.35,-5.94,123.62,0.0,0.0,-225.23,11.61,0.0,11.12,51.77,-44.22,40.91
2013-11-12 06:00:00,35.99,-5.94,126.34,0.0,0.0,-236.8,13.91,0.0,11.72,51.19,-34.95,38.52
2013-11-12 09:00:00,35.99,-5.94,128.19,0.0,0.0,-211.69,8.53,11.37,4.6,46.63,-45.53,27.82
2013-11-12 12:00:00,35.99,-5.94,136.54,0.0,0.0,-203.41,3.7,16.51,5.95,47.54,-62.45,25.56
2013-11-12 15:00:00,35.92,-5.94,122.93,0.0,0.0,-214.5,2.31,4.2,10.21,55.12,-41.04,30.8
2013-11-12 18:00:00,35.95,-5.94,124.39,0.0,0.0,-213.41,3.77,0.0,10.04,55.12,-41.97,32.04
2013-11-12 21:00:00,35.95,-5.94,109.99,0.0,0.0,-155.94,0.67,0.0,0.52,55.12,-70.77,30.39
2013-11-13 00:00:00,35.95,-5.94,108.75,0.0,0.0,-153.69,0.69,0.0,0.69,55.12,-71.04,29.46
2013-11-13 03:00:00,35.95,-5.94,125.14,0.0,0.0,-235.21,12.19,0.0,12.59,55.12,-32.02,32.16
2013-11-13 06:00:00,35.95,-5.94,124.36,0.0,0.0,-249.31,11.67,0.02,13.0,55.12,-28.81,43.93
2013-11-13 09:00:00,35.96,-5.94,126.24,0.0,0.0,-222.5,8.29,6.18,8.27,52.68,-33.64,24.45
2013-11-13 12:00:00,35.94,-5.94,131.65,0.0,0.01,-213.47,2.78,7.77,4.68,54.29,-40.4,22.67
2013-11-13 15:00:00,35.52,-5.94,128.92,0.0,0.01,-224.97,4.92,1.04,9.93,55.12,-31.94,27.38
2013-11-13 18:00:00,35.83,-5.94,123.59,0.0,0.01,-224.21,7.79,0.0,10.67,55.12,-33.03,30.18
2013-11-13 21:00:00,35.79,-5.94,111.67,0.0,0.01,-163.86,3.02,0.0,1.31,55.12,-64.97,27.84
2013-11-14 00:00:00,35.91,-5.94,115.12,0.0,0.01,-163.97,0.28,0.0,2.04,55.12,-65.49,26.92
2013-11-14 03:00:00,35.93,-5.94,126.09,0.0,0.03,-253.97,18.0,0.0,15.35,55.12,-33.18,42.56
