snapshot,Fischer-Tropsch,agriculture heat,low-temperature heat for industry,residential rural gas boiler,residential rural ground heat pump,residential rural heat,residential rural resistive heater,residential rural solar thermal,residential rural water tanks charger,residential rural water tanks discharger,residential urban decentral air heat pump,residential urban decentral gas boiler,residential urban decentral heat,residential urban decentral resistive heater,residential urban decentral solar thermal,residential urban decentral water tanks charger,residential urban decentral water tanks discharger,services rural gas boiler,services rural ground heat pump,services rural heat,services rural resistive heater,services rural water tanks charger,services rural water tanks discharger,services urban decentral air heat pump,services urban decentral gas boiler,services urban decentral heat,services urban decentral resistive heater,services urban decentral solar thermal,services urban decentral water tanks charger,services urban decentral water tanks discharger,urban central air heat pump,urban central gas CHP,urban central gas boiler,urban central heat,urban central resistive heater,urban central solar thermal,urban central solid biomass CHP,urban central solid biomass CHP CC,urban central water tanks charger,urban central water tanks discharger
2013-01-10 03:00:00,26.65,-21.63,-5.94,1.59,103.51,-112.58,7.48,0.0,-0.0,0.0,103.32,20.64,-137.56,13.6,0.0,0.0,0.0,2.02,63.05,-47.25,3.8,-0.0,0.0,42.47,11.66,-61.62,7.5,0.0,0.0,0.0,104.25,53.69,72.33,-343.59,13.15,0.0,22.57,55.12,-8.1,9.86
2013-01-10 06:00:00,27.88,-21.63,-5.94,2.47,107.47,-118.87,8.91,0.0,0.0,0.0,104.21,25.56,-147.97,18.2,0.0,0.0,0.0,1.81,62.99,-46.83,3.65,0.0,0.0,42.54,11.54,-61.74,7.66,0.0,0.0,0.0,112.63,56.58,79.58,-361.75,12.75,0.0,22.57,55.12,-6.79,7.36
2013-01-10 09:00:00,27.98,-21.63,-5.94,1.03,101.21,-107.28,5.04,0.0,-0.0,0.0,105.36,16.63,-133.42,11.43,0.0,-0.0,0.0,0.51,59.59,-39.9,1.44,-0.0,0.0,42.55,6.19,-52.6,3.85,0.0,-0.0,0.0,137.8,11.36,53.11,-320.88,18.43,2.48,22.53,55.12,-8.05,6.04
2013-01-10 12:00:00,27.94,-21.63,-5.94,1.0,99.08,-104.45,4.37,0.0,-0.0,0.0,106.48,13.85,-129.52,9.18,0.0,-0.0,0.0,0.42,57.65,-37.21,0.77,-0.0,0.0,42.39,4.23,-48.93,2.31,0.0,-0.0,0.0,141.66,6.02,43.78,-307.82,16.69,6.48,22.53,55.12,-12.12,5.66
2013-01-10 15:00:00,28.23,-21.63,-5.94,1.5,104.58,-113.53,7.45,0.0,-0.0,0.0,107.15,20.31,-140.36,12.9,0.0,0.0,0.0,0.42,57.62,-37.15,0.74,-0.0,0.0,42.04,4.53,-48.81,2.24,0.0,0.0,0.0,136.87,25.95,47.85,-326.33,16.78,1.96,22.53,55.12,-8.96,5.94
2013-01-10 18:00:00,26.76,-21.63,-5.94,1.45,105.68,-114.08,6.96,0.0,-0.0,0.0,105.67,22.44,-142.09,13.98,0.0,0.0,0.0,0.25,55.38,-34.21,0.22,-0.0,0.0,40.47,3.14,-45.18,1.57,0.0,0.0,0.0,133.41,28.08,47.5,-323.05,17.32,0.0,22.53,55.12,-8.54,6.78
2013-01-10 21:00:00,25.16,-21.63,-5.94,0.0,75.04,-75.16,0.12,0.0,-0.0,0.0,90.1,3.35,-94.98,1.52,0.0,0.0,0.0,0.06,50.07,-28.49,0.0,-0.0,0.0,35.98,1.08,-37.5,0.43,0.0,0.0,0.0,111.0,8.3,14.64,-228.52,8.01,0.0,22.53,55.12,-16.87,6.55
2013-01-11 00:00:00,25.61,-21.63,-5.94,0.0,68.94,-68.93,0.0,0.0,-0.0,0.0,84.29,1.64,-86.61,0.69,0.0,-0.0,0.0,0.11,56.51,-35.19,0.2,-0.0,0.0,40.13,5.39,-46.87,1.36,0.0,0.0,0.0,114.31,11.04,5.87,-230.26,11.56,0.0,22.57,55.12,-16.3,6.39
2013-01-11 03:00:00,27.43,-21.63,-5.94,5.91,106.62,-117.96,5.43,0.0,-0.0,0.0,102.46,34.08,-146.97,10.43,0.0,0.0,0.0,3.09,63.41,-50.77,5.89,-0.0,0.0,41.79,15.96,-67.6,9.85,0.0,0.0,0.0,131.37,57.07,62.63,-370.14,19.22,0.0,22.57,55.12,-6.82,7.47
2013-01-11 06:00:00,27.52,-21.63,-5.94,9.22,108.92,-125.07,6.93,0.0,-0.0,0.0,102.31,39.49,-158.15,16.35,0.0,0.0,0.0,3.55,63.4,-50.35,5.02,-0.0,0.0,41.48,16.5,-67.57,9.6,0.0,-0.0,0.0,129.82,60.66,81.36,-389.38,16.9,0.0,22.57,55.12,-5.67,7.02
2013-01-11 09:00:00,30.19,-21.63,-5.94,4.8,105.74,-112.74,2.22,0.0,-0.05,0.03,103.93,31.97,-142.42,6.52,0.0,-0.0,0.0,1.72,61.84,-42.83,0.91,-0.05,0.03,42.03,12.84,-57.45,2.58,0.0,-0.0,0.0,135.04,17.63,74.74,-344.77,14.43,3.6,22.57,55.12,-7.17,4.54
2013-01-11 12:00:00,30.03,-21.63,-5.94,3.54,104.4,-109.61,1.69,0.0,-0.05,0.03,105.63,28.26,-138.14,4.25,0.0,-0.0,0.0,0.58,60.52,-39.9,0.45,-0.05,0.03,42.34,9.79,-53.42,1.29,0.0,-0.0,0.0,137.91,20.73,55.66,-330.44,13.54,9.34,22.57,55.12,-13.07,4.54
2013-01-11 15:00:00,30.14,-21.63,-5.94,7.56,107.59,-119.19,4.05,0.0,-0.05,0.03,105.26,35.95,-149.89,8.68,0.0,-0.0,0.0,0.58,60.48,-39.84,0.43,-0.05,0.03,41.78,10.22,-53.31,1.31,0.0,-0.0,0.0,135.75,54.67,46.75,-350.52,12.4,2.66,22.57,55.12,-8.39,4.8
2013-01-11 18:00:00,30.54,-21.63,-5.94,8.13,108.05,-120.21,4.03,0.0,-0.0,0.0,102.07,38.16,-152.07,11.84,0.0,0.0,0.0,0.02,58.08,-36.7,0.23,-0.0,0.0,40.14,8.2,-49.28,0.94,0.0,0.0,0.0,129.65,55.95,49.0,-347.34,13.18,0.0,22.57,55.12,-7.88,5.13
2013-01-11 21:00:00,28.58,-21.63,-5.94,0.0,78.69,-78.77,0.08,0.0,-0.0,0.0,91.77,7.84,-100.72,1.12,0.0,0.0,0.0,0.0,52.65,-31.04,0.02,-0.0,0.0,37.07,3.95,-41.51,0.49,0.0,-0.0,0.0,94.63,39.46,10.32,-245.35,8.62,0.0,22.57,55.12,-13.42,5.4
2013-01-12 00:00:00,29.13,-21.63,-5.94,0.0,75.24,-75.24,0.0,0.0,-0.0,0.0,86.13,6.71,-93.57,0.73,0.0,-0.0,0.0,1.55,61.27,-42.2,1.01,-0.0,0.0,39.94,12.89,-55.67,2.84,0.0,0.0,0.0,98.43,38.21,18.27,-257.44,9.68,0.0,22.57,55.12,-13.9,5.85
2013-01-12 03:00:00,32.06,-21.63,-5.94,10.58,109.23,-131.28,11.47,0.0,-0.0,0.0,98.76,41.93,-161.77,21.08,0.0,0.0,0.0,4.06,63.93,-56.69,10.33,-0.0,0.0,39.98,17.63,-75.03,17.41,0.0,0.0,0.0,124.75,56.98,111.65,-408.48,9.02,0.0,22.57,55.12,-7.53,9.79
2013-01-12 06:00:00,33.99,-21.63,-5.94,11.64,110.56,-139.16,16.96,0.0,-0.0,0.0,98.45,44.54,-173.98,30.98,0.0,0.0,0.0,3.83,63.65,-52.06,6.2,-0.0,0.0,39.78,17.35,-69.21,12.08,0.0,0.0,0.0,121.92,59.73,123.71,-419.5,7.67,0.0,22.57,55.12,-6.2,6.93
2013-01-12 09:00:00,33.74,-21.63,-5.94,9.45,108.98,-124.98,6.55,0.0,-0.0,0.0,101.85,40.32,-156.12,13.95,0.0,0.0,0.0,2.67,62.49,-45.01,1.49,-0.0,0.0,41.05,14.97,-59.84,3.82,0.0,-0.0,0.0,128.53,0.34,131.57,-372.53,4.96,4.42,22.57,55.12,-7.06,4.27
2013-01-12 12:00:00,33.48,-21.63,-5.94,8.42,108.16,-121.4,4.83,0.0,-0.0,0.0,104.43,37.72,-151.3,9.15,0.01,-0.0,0.0,1.8,61.65,-42.58,0.76,-0.0,0.0,41.87,12.64,-56.45,1.93,0.0,-0.0,0.0,130.23,14.71,100.88,-358.37,3.05,9.62,22.57,55.12,-9.58,4.22
2013-01-12 15:00:00,30.83,-21.63,-5.94,10.85,109.83,-132.22,11.53,0.0,-0.0,0.0,103.09,41.78,-164.41,19.54,0.0,0.0,0.0,2.59,62.3,-44.59,1.32,-0.0,0.0,41.39,14.55,-59.11,3.17,0.0,-0.0,0.0,124.56,66.86,87.56,-385.56,4.32,2.15,22.57,55.12,-7.13,4.67
2013-01-12 18:00:00,29.91,-21.63,-5.94,11.18,110.05,-133.68,12.45,0.0,-0.0,0.0,99.9,43.18,-167.19,24.11,0.0,0.0,0.0,1.9,61.84,-42.94,0.83,-0.0,0.0,40.17,14.08,-57.08,2.83,0.0,-0.0,0.0,117.09,67.13,97.76,-386.86,5.36,0.0,22.57,55.12,-6.8,4.64
2013-01-12 21:00:00,26.12,-21.63,-5.94,0.08,86.45,-86.7,0.18,0.0,-0.0,0.0,91.67,16.37,-109.65,1.62,0.0,-0.0,0.0,0.17,57.62,-36.25,0.1,-0.0,0.0,38.45,8.74,-48.14,0.95,0.0,-0.0,0.0,90.18,49.37,35.36,-272.19,2.7,0.0,22.57,55.12,-8.49,5.17
2013-01-13 00:00:00,26.41,-21.63,-5.94,0.01,78.17,-78.17,0.01,0.0,-0.0,0.0,86.57,10.87,-98.1,0.67,0.0,-0.0,0.0,2.37,61.92,-44.04,1.37,-0.0,0.0,39.19,14.94,-58.63,4.5,0.0,0.0,0.0,82.35,54.82,36.56,-270.35,1.38,0.0,22.57,55.12,-9.23,6.29
2013-01-13 03:00:00,27.79,-21.63,-5.94,10.77,109.59,-136.72,16.36,0.0,-0.0,0.0,96.5,43.28,-170.13,30.35,0.0,0.0,0.0,4.0,63.84,-59.27,13.06,0.0,0.0,39.15,17.68,-79.24,22.41,0.0,0.0,0.0,109.21,74.06,139.4,-430.17,3.52,0.0,22.57,55.12,-4.88,9.31
2013-01-13 06:00:00,28.24,-21.63,-5.94,11.35,110.22,-145.27,23.7,0.0,-0.0,0.0,96.52,44.33,-183.59,42.75,0.0,0.0,0.0,3.78,63.54,-54.48,8.79,-0.0,0.0,39.1,17.4,-73.18,16.67,0.0,0.0,0.0,111.92,73.45,148.67,-442.93,3.85,0.03,22.57,55.12,-4.4,9.4
2013-01-13 09:00:00,28.08,-21.63,-5.94,10.15,108.85,-130.38,11.39,0.0,-0.0,0.0,99.15,41.58,-164.6,23.87,0.0,-0.0,0.0,3.24,62.66,-47.07,2.8,-0.0,0.0,40.01,15.98,-63.21,7.22,0.0,0.0,0.0,118.71,49.22,117.76,-392.97,4.42,2.81,22.57,55.12,-4.81,5.02
2013-01-13 12:00:00,27.47,-21.63,-5.94,9.52,108.28,-126.6,8.79,0.0,-0.0,0.0,101.53,40.22,-159.42,17.67,0.01,-0.0,0.0,2.61,62.09,-44.48,1.41,-0.0,0.0,40.95,14.81,-59.55,3.79,0.0,0.0,0.0,122.74,57.49,91.71,-377.73,3.12,5.77,22.57,55.12,-5.87,3.54
2013-01-13 15:00:00,28.03,-21.63,-5.94,10.85,109.61,-137.89,17.43,0.0,-0.0,0.0,100.45,42.87,-173.25,29.93,0.0,0.0,0.0,3.19,62.58,-46.59,2.45,-0.0,0.0,40.49,15.87,-62.37,6.01,0.0,0.0,0.0,108.49,73.98,119.22,-406.45,5.26,0.98,22.57,55.12,-4.81,3.54
2013-01-13 18:00:00,27.7,-21.63,-5.94,11.07,109.8,-139.48,18.6,0.0,0.0,0.0,98.43,43.57,-176.35,34.35,0.0,0.0,0.0,2.77,62.19,-44.89,1.56,0.0,0.0,39.56,15.56,-60.27,5.15,0.0,0.0,0.0,106.41,73.99,122.67,-408.17,6.53,0.0,22.57,55.12,-4.69,3.79
2013-01-13 21:00:00,27.88,-21.63,-5.94,0.09,89.76,-90.55,0.71,0.0,-0.0,0.0,91.9,20.03,-115.72,3.79,0.0,0.0,0.0,0.22,58.44,-37.16,0.14,-0.0,0.0,38.34,10.25,-49.86,1.27,0.0,0.0,0.0,78.27,69.89,39.02,-285.64,3.14,0.0,22.57,55.12,-8.09,3.76
2013-01-14 00:00:00,29.05,-21.63,-5.94,0.0,76.81,-76.81,0.01,0.0,-0.0,0.0,84.98,13.18,-98.85,0.69,0.0,-0.0,0.0,1.15,60.48,-40.3,0.29,-0.0,0.0,38.08,14.63,-55.13,2.42,0.0,-0.0,0.0,73.73,69.24,27.64,-265.61,2.88,0.0,22.57,55.12,-12.9,4.19
2013-01-14 03:00:00,31.0,-21.63,-5.94,11.5,107.51,-133.0,13.98,0.0,0.0,0.0,94.84,43.52,-170.19,31.82,0.0,0.0,0.0,4.0,63.22,-58.55,12.95,0.0,0.0,38.53,17.35,-80.16,24.27,0.0,0.0,0.0,88.91,74.12,160.31,-431.84,5.9,0.0,22.57,55.12,-6.0,5.84
2013-01-14 06:00:00,32.35,-21.63,-5.94,11.89,108.17,-141.47,21.4,0.0,0.0,0.0,95.25,43.85,-183.73,44.62,0.0,0.0,0.0,3.99,63.16,-58.14,12.61,0.0,0.0,38.51,17.33,-80.19,24.36,0.0,0.0,0.0,87.26,67.42,188.41,-455.27,5.93,0.0,22.57,55.12,-4.82,6.95
2013-01-14 09:00:00,33.16,-21.63,-5.94,10.51,106.84,-127.27,9.92,0.0,0.0,0.0,97.27,41.85,-165.06,25.94,0.0,0.0,0.0,3.69,62.56,-49.32,4.71,0.0,0.0,39.3,16.86,-67.97,11.8,0.0,0.0,0.0,112.14,42.32,133.19,-401.98,8.85,3.01,22.57,55.12,-5.96,3.5
2013-01-14 12:00:00,34.34,-21.63,-5.94,9.79,106.42,-123.6,7.39,0.0,-0.0,0.0,99.55,40.69,-159.92,19.68,0.0,0.0,0.0,3.27,62.14,-45.88,2.1,0.0,0.0,40.17,16.15,-63.09,6.77,0.0,0.0,0.0,124.5,42.63,101.95,-384.69,6.06,7.09,22.57,55.12,-7.11,3.46
2013-01-14 15:00:00,35.37,-21.63,-5.94,11.6,107.67,-134.57,15.3,0.0,0.0,0.0,99.64,42.95,-173.8,31.21,0.0,0.0,0.0,3.29,62.12,-45.81,2.03,-0.0,0.0,39.93,16.27,-62.96,6.75,0.0,0.0,0.0,115.1,52.5,125.17,-408.42,9.76,1.82,22.57,55.12,-6.63,3.56
2013-01-14 18:00:00,34.99,-21.63,-5.94,11.48,107.59,-135.97,16.91,0.0,0.0,0.0,98.13,43.15,-176.65,35.36,0.0,0.0,0.0,1.86,61.16,-42.17,0.78,-0.0,0.0,38.98,15.04,-58.15,4.13,0.0,0.0,0.0,105.0,39.46,144.91,-405.03,11.16,0.0,22.57,55.12,-6.36,4.11
2013-01-14 21:00:00,33.29,-21.63,-5.94,0.09,88.15,-88.57,0.34,0.0,-0.0,0.0,89.76,23.23,-116.07,3.08,0.0,-0.0,0.0,0.07,56.32,-34.81,0.05,-0.0,0.0,37.11,9.95,-47.81,0.76,0.0,-0.0,0.0,85.54,44.78,49.15,-282.7,4.92,0.0,22.57,55.12,-10.42,3.67
2013-01-15 00:00:00,33.04,-21.63,-5.94,0.0,76.66,-76.65,0.0,0.0,-0.0,0.0,82.09,15.29,-98.07,0.69,0.0,-0.0,0.0,1.01,60.56,-40.41,0.47,-0.0,0.0,38.36,13.86,-54.81,2.59,0.0,0.0,0.0,81.08,43.58,40.39,-263.71,4.29,0.0,22.57,55.12,-14.38,3.95
2013-01-15 03:00:00,33.4,-21.63,-5.94,11.36,108.68,-132.56,12.51,0.0,-0.0,0.0,96.26,43.6,-168.48,28.61,0.0,0.0,0.0,4.06,63.63,-58.74,12.68,0.0,0.0,38.99,17.55,-79.68,23.13,0.0,0.0,0.0,86.32,62.97,162.43,-428.07,10.59,0.0,22.57,55.12,-5.84,6.42
2013-01-15 06:00:00,29.75,-21.63,-5.94,11.97,108.65,-141.68,21.06,0.0,-0.0,0.0,95.49,44.42,-182.65,42.74,0.0,0.0,0.0,3.93,63.53,-58.46,12.61,-0.0,0.0,38.82,17.53,-79.87,23.51,0.0,0.0,0.0,61.6,72.99,195.83,-452.84,8.17,0.0,22.57,55.12,-4.27,17.01
2013-01-15 09:00:00,29.76,-21.63,-5.94,10.01,107.09,-127.4,10.3,0.0,-0.0,0.0,97.07,42.79,-164.05,24.18,0.0,0.0,0.0,3.36,62.9,-49.57,4.94,-0.0,0.0,39.56,17.08,-67.69,11.05,0.0,0.0,0.0,56.48,73.63,159.69,-399.74,6.25,1.66,22.57,55.12,-4.68,5.18
2013-01-15 12:00:00,29.15,-21.63,-5.94,9.22,106.56,-123.61,7.84,0.0,-0.0,0.0,98.34,42.44,-158.81,18.03,0.0,0.0,0.0,2.87,62.34,-46.08,2.5,-0.0,0.0,39.9,16.77,-62.8,6.13,0.0,0.0,0.0,46.99,71.14,156.17,-382.29,2.35,5.49,22.57,55.12,-5.15,4.38
2013-01-15 15:00:00,28.8,-21.63,-5.94,11.09,108.32,-134.52,15.1,0.0,-0.0,0.0,98.5,44.63,-172.5,29.37,0.0,0.0,0.0,2.87,62.33,-46.01,2.44,-0.0,0.0,39.08,17.32,-62.67,6.27,0.0,0.0,0.0,29.75,74.13,194.55,-405.67,3.18,2.6,22.57,55.12,-4.81,5.71
2013-01-15 18:00:00,30.02,-21.63,-5.94,11.21,107.81,-136.27,17.24,0.0,-0.0,0.0,95.98,44.81,-175.68,34.88,0.0,0.0,0.0,1.64,61.21,-42.4,1.18,-0.0,0.0,36.21,17.31,-57.94,4.42,0.0,0.0,0.0,27.0,74.13,193.73,-402.98,4.31,0.0,22.57,55.12,-4.7,6.73
2013-01-15 21:00:00,28.96,-21.63,-5.94,0.11,87.97,-88.98,0.9,0.0,-0.0,0.0,66.91,43.7,-115.75,5.15,0.0,-0.0,0.0,0.06,56.47,-34.95,0.06,-0.0,0.0,29.23,17.29,-47.6,1.08,0.0,-0.0,0.0,15.89,74.13,96.74,-281.78,1.99,0.0,22.57,55.12,-11.34,3.66
2013-01-16 00:00:00,28.33,-21.63,-5.94,0.0,77.71,-77.71,0.0,0.0,-0.0,0.0,58.78,43.21,-103.28,1.29,0.0,-0.0,0.0,1.11,60.86,-41.09,0.75,-0.0,0.0,34.94,17.48,-58.27,5.84,0.0,-0.0,0.0,15.62,74.13,109.52,-278.67,0.31,0.0,22.57,55.12,-25.04,4.03
2013-01-16 03:00:00,28.72,-21.63,-5.94,11.43,108.53,-134.48,14.52,0.0,-0.0,0.0,92.91,45.01,-177.99,40.07,0.0,-0.0,0.0,3.96,63.51,-59.77,13.92,-0.0,0.0,37.91,17.7,-84.89,29.28,0.0,-0.0,0.0,32.05,74.11,216.28,-453.46,3.42,0.0,22.57,55.12,-5.22,32.34
2013-01-16 06:00:00,28.97,-21.63,-5.94,11.74,108.28,-143.98,23.96,0.0,-0.0,0.0,93.25,44.15,-193.78,56.38,0.0,-0.0,0.0,3.83,63.44,-59.51,13.86,-0.0,0.0,37.73,17.46,-85.26,30.07,0.0,-0.0,0.0,31.18,74.11,216.67,-481.35,3.71,0.0,22.57,55.12,-4.72,59.66
2013-01-16 09:00:00,27.94,-21.63,-5.94,10.75,106.8,-129.43,11.87,0.0,-0.0,0.0,93.8,43.44,-173.87,36.62,0.0,-0.0,0.0,3.41,62.77,-50.45,5.91,-0.0,0.0,38.04,17.22,-72.18,16.92,0.0,-0.0,0.0,46.13,74.11,197.29,-424.45,3.25,2.79,22.57,55.12,-6.08,7.26
2013-01-16 12:00:00,27.2,-21.63,-5.94,9.98,106.4,-125.54,9.15,0.0,-0.0,0.0,95.21,43.43,-168.19,29.53,0.02,-0.0,0.0,2.95,62.27,-46.89,3.29,-0.0,0.0,38.33,17.19,-66.91,11.38,0.0,-0.0,0.0,41.27,74.12,188.76,-405.55,2.25,5.76,22.57,55.12,-9.98,4.38
2013-01-16 15:00:00,27.42,-21.63,-5.94,11.44,107.98,-136.6,17.18,0.0,-0.0,0.0,95.62,44.39,-182.7,42.67,0.01,-0.0,0.0,2.95,62.25,-46.81,3.23,-0.0,0.0,37.73,17.39,-66.76,11.64,0.0,-0.0,0.0,42.8,74.13,205.25,-430.31,2.57,1.44,22.57,55.12,-5.31,10.24
2013-01-16 18:00:00,26.76,-21.63,-5.94,11.53,107.36,-138.48,19.59,0.0,-0.0,0.0,94.26,43.76,-186.33,48.32,0.0,-0.0,0.0,1.79,61.36,-43.15,1.63,-0.0,0.0,35.98,17.15,-61.74,8.6,0.0,-0.0,0.0,46.54,74.12,202.15,-427.92,3.24,0.0,22.57,55.12,-4.89,8.22
2013-01-16 21:00:00,25.39,-21.63,-5.94,0.14,88.74,-90.42,1.55,0.0,-0.0,0.0,71.67,42.02,-122.66,8.97,0.0,-0.0,0.0,0.07,56.91,-35.54,0.19,-0.0,0.0,30.97,16.94,-50.6,2.7,0.0,-0.0,0.0,17.95,74.12,128.55,-298.87,0.25,0.0,22.57,55.12,-22.97,3.81
2013-01-17 00:00:00,24.58,-21.63,-5.94,0.06,79.32,-79.42,0.04,0.0,-0.0,0.0,61.02,42.04,-104.19,1.14,0.0,-0.0,0.0,1.31,60.94,-42.0,1.38,-0.0,0.0,34.77,17.17,-58.77,6.84,0.0,-0.0,0.0,18.19,74.13,138.1,-281.12,0.01,0.0,22.57,55.12,-49.85,4.19
2013-01-17 03:00:00,27.27,-21.63,-5.94,12.16,108.6,-138.0,17.24,0.0,-0.0,0.0,92.46,44.99,-180.08,42.63,0.0,-0.0,0.0,4.12,63.29,-61.16,15.38,-0.0,0.0,37.29,17.75,-85.66,30.61,0.0,-0.0,0.0,44.64,74.12,217.01,-458.41,1.12,0.0,22.57,55.12,-6.2,28.67
2013-01-17 06:00:00,28.31,-21.63,-5.94,12.13,108.99,-147.14,26.02,0.0,-0.0,0.0,92.56,44.72,-195.18,57.89,0.0,-0.0,0.0,4.05,63.26,-60.72,15.04,-0.0,0.0,37.24,17.64,-85.78,30.91,0.0,-0.0,0.0,41.57,74.12,219.23,-484.66,1.59,0.0,22.57,55.12,-4.91,52.97
2013-01-17 09:00:00,31.6,-21.63,-5.94,11.05,107.56,-132.27,13.66,0.0,-0.0,0.0,94.7,43.04,-175.17,37.43,0.0,-0.0,0.0,3.63,62.69,-51.47,6.79,-0.0,0.0,37.97,17.1,-72.63,17.56,0.0,-0.0,0.0,98.98,49.67,172.34,-427.45,2.28,3.13,22.57,55.12,-7.33,5.03
2013-01-17 12:00:00,31.51,-21.63,-5.94,10.2,107.24,-128.37,10.93,0.0,-0.0,0.0,97.06,42.35,-169.56,30.15,0.01,-0.0,0.0,3.03,62.26,-47.86,4.19,-0.0,0.0,38.84,16.58,-67.37,11.96,0.0,-0.0,0.0,112.41,44.48,148.82,-408.71,1.69,7.86,22.57,55.12,-13.76,3.93
2013-01-17 15:00:00,32.71,-21.63,-5.94,11.97,108.63,-139.81,19.21,0.0,-0.0,0.0,96.72,44.09,-184.32,43.5,0.0,-0.0,0.0,3.04,62.24,-47.79,4.14,-0.0,0.0,38.47,16.67,-67.23,12.09,0.0,-0.0,0.0,112.24,64.02,152.19,-433.91,2.49,2.44,22.57,55.12,-8.65,4.71
2013-01-17 18:00:00,33.38,-21.63,-5.94,11.76,108.22,-141.49,21.51,0.0,-0.0,0.0,94.82,43.93,-187.65,48.9,0.0,-0.0,0.0,1.89,61.42,-43.98,2.3,-0.0,0.0,37.53,15.75,-62.08,8.8,0.0,-0.0,0.0,107.8,60.18,156.65,-430.79,4.01,0.0,22.57,55.12,-8.37,5.36
2013-01-17 21:00:00,31.65,-21.63,-5.94,0.8,90.23,-91.99,0.97,0.0,-0.0,0.0,89.26,26.39,-123.09,7.45,0.0,-0.0,0.0,0.42,57.19,-36.25,0.28,-0.01,0.0,36.34,11.9,-50.94,2.71,0.0,-0.0,0.0,88.95,31.08,93.57,-300.21,2.15,0.0,22.57,55.12,-23.13,4.18
2013-01-18 00:00:00,30.95,-21.63,-5.94,0.69,81.2,-81.94,0.05,0.0,-0.01,0.0,85.58,17.74,-105.02,1.71,0.0,-0.0,0.0,1.97,61.46,-42.97,1.17,-0.0,0.0,36.5,16.08,-58.66,6.08,0.0,-0.0,0.0,83.38,24.22,98.03,-282.35,1.78,0.0,22.57,55.12,-32.0,4.22
2013-01-18 03:00:00,32.87,-21.63,-5.94,12.65,108.23,-142.82,21.94,0.0,-0.0,0.0,92.2,45.37,-181.71,44.14,0.0,-0.0,0.0,4.12,62.62,-62.64,17.52,-0.0,0.0,36.83,17.77,-85.45,30.86,0.0,-0.0,0.0,111.57,25.91,210.0,-460.86,4.05,0.0,22.57,55.12,-9.73,14.42
2013-01-18 06:00:00,32.91,-21.63,-5.94,12.46,108.19,-152.33,31.68,0.0,-0.0,0.0,92.0,44.93,-196.63,59.69,0.0,-0.0,0.0,4.06,62.59,-62.18,17.16,-0.0,0.0,36.75,17.66,-85.49,31.07,0.0,-0.0,0.0,114.43,17.82,219.52,-486.65,6.8,0.0,22.57,55.12,-5.37,28.78
2013-01-18 09:00:00,32.59,-21.63,-5.94,11.62,107.21,-136.88,18.05,0.0,-0.0,0.0,93.48,43.92,-176.48,39.08,0.01,-0.0,0.0,3.71,62.22,-52.69,8.39,-0.0,0.0,37.27,17.26,-72.39,17.86,0.0,-0.0,0.0,120.49,0.11,187.59,-429.31,12.95,4.64,22.57,55.12,-7.81,6.98
2013-01-18 12:00:00,32.25,-21.63,-5.94,11.45,107.11,-132.82,14.27,0.0,-0.0,0.0,95.36,43.79,-170.89,31.72,0.02,-0.0,0.0,3.58,61.98,-48.99,5.06,-0.0,0.0,37.99,17.12,-67.17,12.06,0.0,-0.0,0.0,123.41,0.11,167.48,-410.65,12.13,10.71,22.57,55.12,-12.09,4.88
2013-01-18 15:00:00,31.72,-21.63,-5.94,12.38,108.01,-144.7,24.32,0.0,-0.0,0.0,94.83,44.56,-185.81,46.41,0.0,-0.0,0.0,3.64,61.96,-48.91,4.94,-0.0,0.0,37.64,17.15,-67.03,12.23,0.0,-0.0,0.0,121.89,0.86,194.25,-436.14,13.87,1.77,22.57,55.12,-8.35,8.37
2013-01-18 18:00:00,31.83,-21.63,-5.94,11.89,107.49,-146.46,27.09,0.0,-0.0,0.0,93.05,44.14,-189.0,51.8,0.0,-0.0,0.0,2.87,61.45,-45.01,2.31,-0.0,0.0,36.88,16.61,-61.86,8.37,0.0,-0.0,0.0,118.99,0.97,194.08,-432.73,15.65,0.0,22.57,55.12,-8.3,7.74
2013-01-18 21:00:00,31.0,-21.63,-5.94,0.06,93.71,-94.84,1.08,0.0,-0.01,0.0,88.75,27.36,-123.61,7.5,0.0,-0.0,0.0,0.24,58.94,-37.81,0.27,-0.01,0.0,36.22,12.81,-51.77,2.75,0.0,-0.0,0.0,106.54,0.2,95.14,-302.53,9.69,0.0,22.57,55.12,-16.49,4.69
2013-01-19 00:00:00,31.88,-21.63,-5.94,0.17,81.87,-82.13,0.1,0.0,-0.01,0.0,86.63,16.33,-104.55,1.59,0.0,-0.0,0.0,3.33,62.07,-46.57,2.79,-0.0,0.0,37.19,17.08,-63.07,8.8,0.0,-0.0,0.0,108.26,0.2,94.51,-289.15,5.46,0.0,22.57,55.12,-27.69,4.77
2013-01-19 03:00:00,34.01,-21.63,-5.94,12.08,108.68,-144.41,23.64,0.0,-0.0,0.0,92.92,45.22,-182.56,44.42,0.0,-0.0,0.0,3.97,63.14,-62.9,17.41,-0.0,0.0,37.77,17.7,-85.49,30.02,0.0,-0.0,0.0,117.54,10.26,192.95,-462.39,24.9,0.0,22.57,55.12,-5.09,16.05
