snapshot,Fischer-Tropsch,agriculture heat,low-temperature heat for industry,residential rural gas boiler,residential rural ground heat pump,residential rural heat,residential rural resistive heater,residential rural solar thermal,residential rural water tanks charger,residential rural water tanks discharger,residential urban decentral air heat pump,residential urban decentral gas boiler,residential urban decentral heat,residential urban decentral resistive heater,residential urban decentral solar thermal,residential urban decentral water tanks charger,residential urban decentral water tanks discharger,services rural gas boiler,services rural ground heat pump,services rural heat,services rural resistive heater,services rural water tanks charger,services rural water tanks discharger,services urban decentral air heat pump,services urban decentral gas boiler,services urban decentral heat,services urban decentral resistive heater,services urban decentral solar thermal,services urban decentral water tanks charger,services urban decentral water tanks discharger,urban central air heat pump,urban central gas CHP,urban central gas boiler,urban central heat,urban central resistive heater,urban central solar thermal,urban central solid biomass CHP,urban central solid biomass CHP CC,urban central water tanks charger,urban central water tanks discharger
2013-07-14 21:00:00,31.53,-21.63,-5.94,0.0,15.37,-15.37,0.0,0.0,-0.01,0.0,19.35,0.0,-19.34,0.0,0.0,-0.0,0.0,0.0,26.66,-5.03,0.0,-0.01,0.0,6.58,0.0,-6.58,0.0,0.0,-0.0,0.0,22.58,0.0,0.0,-44.71,0.0,0.0,0.0,0.0,-71.08,67.63
2013-07-15 00:00:00,31.59,-21.63,-5.94,0.0,15.37,-15.36,0.0,0.0,-0.01,0.0,19.31,0.0,-19.31,0.0,0.0,-0.0,0.0,0.0,26.71,-5.08,0.0,-0.01,0.0,6.6,0.0,-6.59,0.0,0.0,-0.0,0.0,13.28,0.0,0.0,-44.68,0.0,0.0,0.0,0.0,-71.28,77.02
2013-07-15 03:00:00,31.74,-21.63,-5.94,0.0,15.84,-15.84,0.0,0.0,-0.01,0.0,19.68,0.0,-19.68,0.0,0.0,-0.0,0.0,0.0,26.85,-5.22,0.0,-0.01,0.0,6.71,0.0,-6.71,0.0,0.0,-0.0,0.0,12.17,0.0,0.0,-45.52,0.0,0.0,0.0,0.0,-70.59,78.14
2013-07-15 06:00:00,34.15,-21.63,-5.94,0.0,15.75,-15.74,0.01,0.0,-0.08,0.05,19.61,0.0,-19.6,0.01,0.0,-0.06,0.04,0.0,26.8,-5.16,0.01,-0.07,0.04,6.67,0.0,-6.66,0.01,0.0,-0.07,0.04,37.73,0.0,0.0,-45.29,0.02,2.69,0.0,0.0,-74.64,51.27
2013-07-15 09:00:00,34.49,-21.63,-5.94,0.0,15.66,-15.65,0.01,0.0,-0.06,0.04,19.52,0.0,-19.53,0.01,0.02,-0.05,0.03,0.0,26.72,-5.09,0.01,-0.06,0.04,6.61,0.0,-6.6,0.01,0.0,-0.06,0.04,45.73,0.0,0.0,-45.09,0.01,17.75,0.0,0.0,-96.03,49.06
2013-07-15 12:00:00,34.45,-21.63,-5.94,0.0,15.67,-15.67,0.01,0.0,-0.07,0.04,19.53,0.0,-19.54,0.01,0.02,-0.06,0.03,0.0,26.71,-5.08,0.01,-0.06,0.04,6.6,0.0,-6.59,0.01,0.0,-0.07,0.04,82.87,0.0,0.0,-45.08,0.01,19.46,0.0,0.0,-132.76,46.98
2013-07-15 15:00:00,34.35,-21.63,-5.94,0.0,15.77,-15.77,0.0,0.0,-0.01,0.0,19.62,0.0,-19.62,0.0,0.0,-0.01,0.0,0.0,26.71,-5.08,0.0,-0.01,0.0,6.59,0.0,-6.59,0.0,0.0,-0.01,0.0,48.63,0.0,0.0,-45.21,0.0,6.37,0.0,0.0,-88.29,50.08
2013-07-15 18:00:00,31.11,-21.63,-5.94,0.0,15.65,-15.64,0.0,0.0,-0.01,0.0,19.53,0.0,-19.53,0.0,0.0,-0.0,0.0,0.0,26.64,-5.01,0.0,-0.01,0.0,6.54,0.0,-6.54,0.0,0.0,-0.0,0.0,27.1,0.0,0.0,-44.97,0.0,0.0,0.0,0.0,-69.09,61.77
2013-07-15 21:00:00,31.12,-21.63,-5.94,0.0,15.28,-15.28,0.0,0.0,-0.01,0.0,19.25,0.0,-19.24,0.0,0.0,-0.0,0.0,0.0,26.62,-4.99,0.0,-0.01,0.0,6.52,0.0,-6.52,0.0,0.0,-0.0,0.0,8.63,0.0,0.0,-44.44,0.0,0.0,0.0,0.02,-70.47,81.09
2013-07-16 00:00:00,31.15,-21.63,-5.94,0.0,15.31,-15.31,0.0,0.0,-0.01,0.0,19.3,0.0,-19.3,0.0,0.0,-0.0,0.0,0.0,26.66,-5.03,0.0,-0.01,0.0,6.59,0.0,-6.58,0.0,0.0,-0.0,0.0,1.12,0.0,0.0,-44.65,0.0,0.0,0.0,0.02,-71.24,89.52
2013-07-16 03:00:00,31.31,-21.63,-5.94,0.0,15.69,-15.68,0.0,0.0,-0.0,0.0,19.59,0.0,-19.59,0.0,0.0,-0.0,0.0,0.0,26.77,-5.14,0.0,-0.0,0.0,6.68,0.0,-6.67,0.0,0.0,-0.0,0.0,2.04,0.0,0.0,-45.3,0.0,0.0,0.0,0.12,-71.53,89.31
2013-07-16 06:00:00,33.02,-21.63,-5.94,0.0,15.63,-15.59,0.1,0.0,-0.47,0.32,19.56,0.0,-19.51,0.06,0.0,-0.39,0.27,0.0,26.76,-5.08,0.09,-0.48,0.33,6.68,0.0,-6.62,0.05,0.0,-0.39,0.27,43.86,0.0,0.0,-45.07,0.17,2.42,0.0,0.0,-79.92,51.46
2013-07-16 09:00:00,34.25,-21.63,-5.94,0.0,15.53,-15.52,0.1,0.0,-0.38,0.27,19.48,0.0,-19.46,0.06,0.01,-0.33,0.23,0.0,26.68,-5.03,0.09,-0.39,0.27,6.62,0.0,-6.58,0.05,0.0,-0.33,0.23,67.49,0.0,0.0,-44.91,0.17,16.4,0.0,0.0,-114.48,47.0
2013-07-16 12:00:00,34.24,-21.63,-5.94,0.0,15.55,-15.54,0.1,0.0,-0.39,0.27,19.5,0.0,-19.48,0.06,0.02,-0.34,0.24,0.0,26.67,-5.02,0.09,-0.4,0.27,6.61,0.0,-6.57,0.05,0.0,-0.35,0.24,126.08,0.0,0.0,-44.92,0.16,18.68,0.0,0.0,-177.24,48.92
2013-07-16 15:00:00,33.45,-21.63,-5.94,0.0,15.63,-15.62,0.0,0.0,-0.01,0.0,19.54,0.0,-19.54,0.0,0.0,-0.01,0.0,0.0,26.65,-5.02,0.0,-0.01,0.0,6.57,0.0,-6.56,0.0,0.0,-0.01,0.0,43.45,0.0,0.0,-45.03,0.0,5.96,0.0,0.0,-80.09,48.19
2013-07-16 18:00:00,30.72,-21.63,-5.94,0.0,15.5,-15.49,0.0,0.0,-0.0,0.0,19.43,0.0,-19.42,0.0,0.0,-0.0,0.0,0.0,26.59,-4.96,0.0,-0.0,0.0,6.51,0.0,-6.51,0.0,0.0,-0.0,0.0,29.97,0.0,0.0,-44.74,0.0,0.0,0.0,0.01,-68.7,58.67
2013-07-16 21:00:00,30.69,-21.63,-5.94,0.0,15.2,-15.2,0.0,0.0,-0.01,0.0,19.2,0.0,-19.19,0.0,0.0,-0.0,0.0,0.0,26.58,-4.94,0.0,-0.0,0.0,6.51,0.0,-6.5,0.0,0.0,-0.0,0.0,6.89,0.0,0.0,-44.33,0.0,0.0,0.0,0.05,-70.23,82.87
2013-07-17 00:00:00,30.64,-21.63,-5.94,0.0,15.24,-15.23,0.0,0.0,-0.01,0.0,19.17,0.0,-19.16,0.0,0.0,-0.0,0.0,0.0,26.63,-5.0,0.0,-0.01,0.0,6.49,0.0,-6.49,0.0,0.0,-0.0,0.0,0.83,0.0,0.0,-44.25,0.0,0.0,0.0,0.07,-71.08,89.72
2013-07-17 03:00:00,30.73,-21.63,-5.94,0.0,15.56,-15.56,0.0,0.0,-0.0,0.0,19.38,0.0,-19.38,0.0,0.0,-0.0,0.0,0.0,26.73,-5.1,0.0,-0.0,0.0,6.56,0.0,-6.56,0.0,0.0,-0.0,0.0,2.26,0.0,0.0,-44.74,0.0,0.0,0.0,0.68,-70.7,87.7
2013-07-17 06:00:00,32.45,-21.63,-5.94,0.0,15.52,-15.48,0.04,0.0,-0.29,0.19,19.37,0.0,-19.33,0.04,0.0,-0.27,0.19,0.0,26.71,-5.04,0.04,-0.26,0.17,6.56,0.0,-6.52,0.03,0.0,-0.23,0.16,38.85,0.0,0.0,-44.59,1.07,1.43,0.0,0.0,-73.26,49.99
2013-07-17 09:00:00,33.83,-21.63,-5.94,0.0,15.44,-15.42,0.05,0.0,-0.23,0.16,19.3,0.0,-19.29,0.04,0.01,-0.24,0.17,0.0,26.64,-5.0,0.04,-0.21,0.14,6.51,0.0,-6.49,0.03,0.0,-0.21,0.14,43.93,0.0,0.0,-44.47,1.26,13.34,0.0,0.0,-89.29,47.32
2013-07-17 12:00:00,33.7,-21.63,-5.94,0.0,15.45,-15.43,0.04,0.0,-0.22,0.15,19.32,0.0,-19.3,0.04,0.01,-0.24,0.16,0.0,26.63,-4.99,0.04,-0.2,0.14,6.51,0.0,-6.48,0.03,0.0,-0.21,0.14,105.14,0.0,0.0,-44.47,0.38,15.77,0.0,0.0,-152.32,47.73
2013-07-17 15:00:00,33.12,-21.63,-5.94,0.0,15.51,-15.5,0.01,0.0,-0.06,0.04,19.35,0.0,-19.35,0.01,0.0,-0.06,0.03,0.0,26.62,-4.98,0.01,-0.06,0.04,6.49,0.0,-6.48,0.01,0.0,-0.06,0.04,54.35,0.0,0.0,-44.55,0.0,4.68,0.0,0.0,-88.68,47.01
2013-07-17 18:00:00,30.85,-21.63,-5.94,0.0,15.4,-15.39,0.01,0.0,-0.05,0.03,19.28,0.0,-19.27,0.01,0.0,-0.05,0.03,0.0,26.56,-4.93,0.01,-0.05,0.03,6.45,0.0,-6.44,0.01,0.0,-0.05,0.03,30.59,0.0,0.0,-44.36,0.0,0.0,0.0,0.11,-68.16,56.89
2013-07-17 21:00:00,30.81,-21.63,-5.94,0.0,15.15,-15.14,0.01,0.0,-0.05,0.03,19.11,0.0,-19.1,0.01,0.0,-0.04,0.03,0.0,26.56,-4.92,0.01,-0.05,0.04,6.45,0.0,-6.44,0.01,0.0,-0.05,0.03,17.75,0.0,0.0,-44.06,0.0,0.0,0.0,0.11,-70.48,71.8
2013-07-18 00:00:00,30.79,-21.63,-5.94,0.0,15.35,-15.34,0.01,0.0,-0.05,0.03,19.37,0.0,-19.36,0.01,0.0,-0.04,0.03,0.0,26.71,-5.07,0.01,-0.05,0.04,6.63,0.0,-6.62,0.01,0.0,-0.05,0.03,3.17,0.0,0.0,-44.83,0.0,0.0,0.0,0.14,-71.99,88.66
2013-07-18 03:00:00,30.89,-21.63,-5.94,0.0,15.79,-15.78,0.01,0.0,-0.05,0.04,19.74,0.0,-19.74,0.01,0.0,-0.05,0.03,0.0,26.84,-5.2,0.01,-0.05,0.04,6.74,0.0,-6.74,0.01,0.0,-0.05,0.03,3.72,0.0,0.0,-45.67,0.0,0.0,0.0,0.18,-70.3,87.11
2013-07-18 06:00:00,32.74,-21.63,-5.94,0.0,15.69,-15.68,0.01,0.0,-0.07,0.04,19.65,0.0,-19.65,0.01,0.0,-0.05,0.03,0.0,26.77,-5.13,0.01,-0.07,0.04,6.68,0.0,-6.67,0.01,0.0,-0.06,0.04,38.61,0.0,0.0,-45.41,0.01,1.64,0.0,0.0,-72.38,50.72
2013-07-18 09:00:00,34.1,-21.63,-5.94,0.0,15.61,-15.6,0.01,0.0,-0.05,0.03,19.57,0.0,-19.58,0.01,0.01,-0.05,0.03,0.0,26.7,-5.08,0.01,-0.05,0.03,6.62,0.0,-6.62,0.01,0.0,-0.05,0.03,37.77,0.0,0.0,-45.2,0.01,14.32,0.0,0.0,-85.27,50.2
2013-07-18 12:00:00,34.12,-21.63,-5.94,0.0,15.62,-15.62,0.01,0.0,-0.05,0.03,19.59,0.0,-19.6,0.01,0.01,-0.05,0.03,0.0,26.69,-5.06,0.01,-0.05,0.03,6.61,0.0,-6.61,0.01,0.0,-0.05,0.03,42.0,0.0,0.0,-45.21,0.01,14.6,0.0,0.0,-88.92,49.34
2013-07-18 15:00:00,34.16,-21.63,-5.94,0.0,15.72,-15.71,0.0,0.0,-0.01,0.0,19.68,0.0,-19.68,0.0,0.0,-0.01,0.0,0.0,26.69,-5.06,0.0,-0.01,0.0,6.61,0.0,-6.61,0.0,0.0,-0.01,0.0,36.87,0.0,0.0,-45.35,0.0,3.87,0.0,0.0,-70.65,47.02
2013-07-18 18:00:00,33.88,-21.63,-5.94,0.0,15.59,-15.59,0.0,0.0,-0.01,0.0,19.56,0.0,-19.56,0.0,0.0,-0.0,0.0,0.0,26.63,-4.99,0.0,-0.01,0.0,6.55,0.0,-6.55,0.0,0.0,-0.0,0.0,33.47,0.0,0.0,-45.03,0.0,0.0,0.0,0.01,-74.22,57.83
2013-07-18 21:00:00,33.71,-21.63,-5.94,0.0,15.25,-15.24,0.0,0.0,-0.01,0.0,19.27,0.0,-19.26,0.0,0.0,-0.0,0.0,0.0,26.61,-4.98,0.0,-0.01,0.0,6.54,0.0,-6.54,0.0,0.0,-0.0,0.0,31.96,0.0,0.0,-44.51,0.0,0.0,0.0,0.01,-75.47,60.23
2013-07-19 00:00:00,33.39,-21.63,-5.94,0.0,15.35,-15.34,0.0,0.0,-0.01,0.0,19.41,0.0,-19.41,0.0,0.0,-0.0,0.0,0.0,26.7,-5.07,0.0,-0.01,0.0,6.65,0.0,-6.65,0.0,0.0,-0.0,0.0,29.36,0.0,0.0,-44.94,0.0,0.0,0.0,0.01,-74.32,62.44
2013-07-19 03:00:00,33.18,-21.63,-5.94,0.0,15.78,-15.78,0.0,0.0,-0.01,0.0,19.8,0.0,-19.8,0.0,0.0,-0.0,0.0,0.0,26.83,-5.2,0.0,-0.01,0.0,6.77,0.0,-6.76,0.0,0.0,-0.0,0.0,29.96,0.0,0.0,-45.81,0.0,0.0,0.0,0.02,-72.69,61.28
2013-07-19 06:00:00,33.57,-21.63,-5.94,0.0,15.69,-15.68,0.01,0.0,-0.08,0.05,19.7,0.0,-19.7,0.01,0.0,-0.07,0.04,0.0,26.77,-5.13,0.01,-0.08,0.05,6.71,0.0,-6.7,0.01,0.0,-0.07,0.04,44.07,0.0,0.0,-45.53,0.01,2.17,0.0,0.0,-80.81,52.45
2013-07-19 09:00:00,33.96,-21.63,-5.94,0.0,15.6,-15.6,0.01,0.0,-0.06,0.04,19.61,0.0,-19.63,0.01,0.01,-0.06,0.03,0.0,26.7,-5.08,0.01,-0.06,0.03,6.64,0.0,-6.64,0.01,0.0,-0.06,0.03,72.44,0.0,0.0,-45.31,0.01,16.35,0.0,0.0,-124.25,52.74
2013-07-19 12:00:00,33.92,-21.63,-5.94,0.0,15.62,-15.62,0.01,0.0,-0.06,0.04,19.64,0.0,-19.65,0.01,0.01,-0.06,0.03,0.0,26.69,-5.06,0.01,-0.06,0.04,6.63,0.0,-6.63,0.01,0.0,-0.06,0.03,142.9,0.0,0.0,-45.33,0.01,17.14,0.0,0.0,-193.58,50.85
2013-07-19 15:00:00,34.09,-21.63,-5.94,0.0,15.72,-15.71,0.0,0.0,-0.02,0.0,19.73,0.0,-19.73,0.0,0.0,-0.02,0.0,0.0,26.69,-5.06,0.0,-0.02,0.0,6.63,0.0,-6.63,0.0,0.0,-0.02,0.0,42.75,0.0,0.0,-45.47,0.0,4.73,0.0,0.0,-81.0,50.82
2013-07-19 18:00:00,34.04,-21.63,-5.94,0.0,15.59,-15.58,0.0,0.0,-0.01,0.0,19.6,0.0,-19.6,0.0,0.0,-0.0,0.0,0.0,26.62,-4.99,0.0,-0.01,0.0,6.57,0.0,-6.56,0.0,0.0,-0.0,0.0,26.52,0.0,0.0,-45.12,0.0,0.0,0.0,0.0,-75.53,66.03
2013-07-19 21:00:00,34.54,-21.63,-5.94,0.0,15.24,-15.24,0.0,0.0,-0.01,0.0,19.29,0.0,-19.29,0.0,0.0,-0.0,0.0,0.0,26.62,-4.99,0.0,-0.01,0.0,6.57,0.0,-6.56,0.0,0.0,-0.0,0.0,14.92,0.0,0.0,-44.59,0.0,0.0,0.0,0.0,-76.17,77.23
2013-07-20 00:00:00,34.6,-21.63,-5.94,0.0,15.25,-15.24,0.0,0.0,-0.01,0.0,19.16,0.0,-19.16,0.0,0.0,-0.0,0.0,0.0,26.66,-5.03,0.0,-0.01,0.0,6.5,0.0,-6.49,0.0,0.0,-0.0,0.0,13.33,0.0,0.0,-44.26,0.0,0.0,0.0,0.0,-75.85,78.11
2013-07-20 03:00:00,34.2,-21.63,-5.94,0.0,15.6,-15.6,0.0,0.0,-0.01,0.0,19.38,0.0,-19.38,0.0,0.0,-0.0,0.0,0.0,26.7,-5.07,0.0,-0.01,0.0,6.52,0.0,-6.52,0.0,0.0,-0.0,0.0,11.37,0.0,0.0,-44.67,0.0,0.0,0.0,0.0,-74.38,79.42
2013-07-20 06:00:00,34.11,-21.63,-5.94,0.0,15.53,-15.52,0.01,0.0,-0.09,0.06,19.33,0.0,-19.32,0.01,0.0,-0.07,0.05,0.0,26.66,-5.02,0.01,-0.09,0.06,6.5,0.0,-6.49,0.01,0.0,-0.08,0.05,39.31,0.0,0.0,-44.52,0.24,2.42,0.0,0.0,-76.9,51.27
2013-07-20 09:00:00,34.16,-21.63,-5.94,0.0,15.45,-15.45,0.01,0.0,-0.07,0.05,19.27,0.0,-19.28,0.01,0.02,-0.07,0.04,0.0,26.61,-4.98,0.01,-0.07,0.05,6.46,0.0,-6.46,0.01,0.0,-0.07,0.04,60.82,0.0,0.0,-44.41,1.18,17.34,0.0,0.0,-115.3,52.13
2013-07-20 12:00:00,34.16,-21.63,-5.94,0.0,15.47,-15.46,0.01,0.0,-0.07,0.05,19.28,0.0,-19.29,0.01,0.02,-0.07,0.05,0.0,26.61,-4.98,0.01,-0.07,0.05,6.47,0.0,-6.46,0.01,0.0,-0.07,0.05,108.2,0.0,0.0,-44.43,0.89,18.3,0.0,0.0,-161.05,49.85
2013-07-20 15:00:00,34.28,-21.63,-5.94,0.0,15.54,-15.54,0.0,0.0,-0.01,0.0,19.34,0.0,-19.34,0.0,0.0,-0.01,0.0,0.0,26.62,-4.99,0.0,-0.01,0.0,6.47,0.0,-6.47,0.0,0.0,-0.01,0.0,30.01,0.0,0.0,-44.52,0.0,5.38,0.0,0.0,-71.92,52.7
2013-07-20 18:00:00,34.13,-21.63,-5.94,0.0,15.44,-15.43,0.0,0.0,-0.01,0.0,19.27,0.0,-19.26,0.0,0.0,-0.0,0.0,0.0,26.58,-4.95,0.0,-0.01,0.0,6.45,0.0,-6.45,0.0,0.0,-0.0,0.0,23.93,0.0,0.0,-44.35,0.0,0.0,0.0,0.0,-73.84,66.06
2013-07-20 21:00:00,34.36,-21.63,-5.94,0.0,15.16,-15.16,0.0,0.0,-0.01,0.0,19.1,0.0,-19.1,0.0,0.0,-0.0,0.0,0.0,26.57,-4.93,0.0,-0.01,0.0,6.44,0.0,-6.44,0.0,0.0,-0.0,0.0,15.32,0.0,0.0,-44.04,0.0,0.0,0.0,0.0,-76.11,76.41
2013-07-21 00:00:00,34.6,-21.63,-5.94,0.0,15.24,-15.23,0.0,0.0,-0.01,0.0,19.16,0.0,-19.15,0.0,0.0,-0.0,0.0,0.0,26.65,-5.02,0.0,-0.01,0.0,6.5,0.0,-6.49,0.0,0.0,-0.0,0.0,9.49,0.0,0.0,-44.24,0.0,0.0,0.0,0.0,-77.22,83.3
2013-07-21 03:00:00,34.57,-21.63,-5.94,0.0,15.57,-15.57,0.0,0.0,-0.01,0.0,19.36,0.0,-19.36,0.0,0.0,-0.0,0.0,0.0,26.69,-5.06,0.0,-0.01,0.0,6.52,0.0,-6.52,0.0,0.0,-0.0,0.0,6.83,0.0,0.0,-44.63,0.0,0.0,0.0,0.0,-75.71,84.87
2013-07-21 06:00:00,34.81,-21.63,-5.94,0.0,15.51,-15.49,0.01,0.0,-0.1,0.06,19.31,0.0,-19.3,0.01,0.0,-0.08,0.05,0.0,26.66,-5.01,0.01,-0.1,0.06,6.5,0.0,-6.48,0.01,0.0,-0.08,0.05,39.65,0.0,0.0,-44.48,0.32,2.38,0.0,0.0,-78.63,51.88
2013-07-21 09:00:00,34.5,-21.63,-5.94,0.0,15.43,-15.43,0.01,0.0,-0.09,0.06,19.25,0.0,-19.26,0.01,0.02,-0.08,0.05,0.0,26.61,-4.97,0.01,-0.08,0.06,6.46,0.0,-6.46,0.01,0.0,-0.08,0.05,60.89,0.0,0.0,-44.37,1.53,16.89,0.0,0.0,-114.62,51.1
2013-07-21 12:00:00,34.46,-21.63,-5.94,0.0,15.45,-15.44,0.01,0.0,-0.09,0.06,19.27,0.0,-19.28,0.01,0.02,-0.08,0.05,0.0,26.61,-4.97,0.01,-0.08,0.05,6.47,0.0,-6.46,0.01,0.0,-0.08,0.05,125.06,0.0,0.0,-44.4,0.61,18.52,0.0,0.0,-177.23,48.9
2013-07-21 15:00:00,34.02,-21.63,-5.94,0.0,15.52,-15.52,0.0,0.0,-0.01,0.0,19.32,0.0,-19.32,0.0,0.0,-0.01,0.0,0.0,26.61,-4.98,0.0,-0.01,0.0,6.47,0.0,-6.47,0.0,0.0,-0.01,0.0,35.18,0.0,0.0,-44.48,0.0,5.03,0.0,0.0,-71.97,48.15
2013-07-21 18:00:00,30.41,-21.63,-5.94,0.0,15.41,-15.41,0.0,0.0,-0.0,0.0,19.25,0.0,-19.24,0.0,0.0,-0.0,0.0,0.0,26.58,-4.95,0.0,-0.0,0.0,6.45,0.0,-6.44,0.0,0.0,-0.0,0.0,24.07,0.0,0.0,-44.31,0.0,0.0,0.0,0.0,-68.68,64.44
2013-07-21 21:00:00,30.5,-21.63,-5.94,0.0,15.15,-15.15,0.0,0.0,-0.0,0.0,19.09,0.0,-19.09,0.0,0.0,-0.0,0.0,0.0,26.55,-4.92,0.0,-0.0,0.0,6.43,0.0,-6.43,0.0,0.0,-0.0,0.0,3.95,0.0,0.0,-44.01,0.0,0.0,0.0,0.1,-70.25,85.64
2013-07-22 00:00:00,30.6,-21.63,-5.94,0.0,15.16,-15.16,0.0,0.0,-0.0,0.0,19.14,0.0,-19.14,0.0,0.0,-0.0,0.0,0.0,26.57,-4.94,0.0,-0.0,0.0,6.46,0.0,-6.46,0.0,0.0,-0.0,0.0,1.52,0.0,0.0,-44.16,0.0,0.0,0.0,0.14,-70.03,87.86
2013-07-22 03:00:00,30.74,-21.63,-5.94,0.0,15.44,-15.44,0.0,0.0,-0.0,0.0,19.32,0.0,-19.32,0.0,0.0,-0.0,0.0,0.0,26.65,-5.02,0.0,-0.0,0.0,6.52,0.0,-6.51,0.0,0.0,-0.0,0.0,1.53,0.0,0.0,-44.57,0.0,0.0,0.0,0.92,-67.96,85.28
2013-07-22 06:00:00,31.1,-21.63,-5.94,0.0,15.41,-15.37,0.16,0.0,-0.66,0.46,19.31,0.0,-19.28,0.13,0.0,-0.58,0.41,0.0,26.66,-4.98,0.15,-0.7,0.48,6.56,0.0,-6.48,0.11,0.0,-0.61,0.43,41.5,0.0,0.0,-44.43,0.3,2.31,0.0,0.05,-74.92,50.03
2013-07-22 09:00:00,34.06,-21.63,-5.94,0.0,15.35,-15.32,0.15,0.0,-0.63,0.44,19.26,0.0,-19.24,0.13,0.02,-0.57,0.4,0.0,26.61,-4.94,0.15,-0.67,0.47,6.52,0.0,-6.46,0.11,0.0,-0.59,0.41,51.42,0.0,0.0,-44.33,0.32,17.6,0.0,0.0,-101.91,48.76
2013-07-22 12:00:00,34.12,-21.63,-5.94,0.0,15.37,-15.33,0.15,0.0,-0.64,0.45,19.27,0.0,-19.25,0.13,0.01,-0.57,0.4,0.0,26.61,-4.93,0.15,-0.67,0.47,6.52,0.0,-6.45,0.11,0.0,-0.6,0.42,151.39,0.0,0.0,-44.34,0.35,18.54,0.0,0.0,-200.86,46.73
2013-07-22 15:00:00,30.21,-21.63,-5.94,0.0,15.43,-15.39,0.07,0.0,-0.36,0.25,19.31,0.0,-19.29,0.08,0.0,-0.33,0.22,0.0,26.6,-4.93,0.07,-0.39,0.27,6.49,0.0,-6.45,0.06,0.0,-0.35,0.24,49.56,0.0,0.0,-44.41,0.11,5.37,0.0,0.0,-83.38,48.47
2013-07-22 18:00:00,30.13,-21.63,-5.94,0.0,15.34,-15.31,0.07,0.0,-0.35,0.25,19.24,0.0,-19.22,0.07,0.0,-0.32,0.22,0.0,26.56,-4.89,0.07,-0.38,0.27,6.46,0.0,-6.42,0.06,0.0,-0.34,0.24,27.33,0.0,0.0,-44.23,0.11,0.0,0.0,0.0,-70.37,62.96
2013-07-22 21:00:00,30.32,-21.63,-5.94,0.0,15.13,-15.09,0.07,0.0,-0.35,0.25,19.1,0.0,-19.07,0.07,0.0,-0.31,0.22,0.0,26.55,-4.88,0.07,-0.38,0.27,6.46,0.0,-6.42,0.06,0.0,-0.34,0.24,10.6,0.0,0.0,-43.97,0.11,0.0,0.0,0.11,-70.54,79.32
2013-07-23 00:00:00,30.37,-21.63,-5.94,0.0,15.02,-14.97,0.05,0.0,-0.32,0.22,19.03,0.0,-19.0,0.05,0.0,-0.28,0.2,0.0,26.5,-4.82,0.05,-0.34,0.24,6.43,0.0,-6.37,0.04,0.0,-0.31,0.22,2.0,0.0,0.0,-43.76,0.08,0.0,0.0,0.31,-69.05,85.99
2013-07-23 03:00:00,30.43,-21.63,-5.94,0.0,15.13,-15.12,0.02,0.0,-0.1,0.07,19.12,0.0,-19.12,0.02,0.0,-0.1,0.07,0.0,26.5,-4.87,0.02,-0.1,0.07,6.43,0.0,-6.41,0.02,0.0,-0.12,0.08,1.76,0.0,0.0,-44.03,0.02,0.0,0.0,0.67,-67.85,84.91
2013-07-23 06:00:00,30.57,-21.63,-5.94,0.0,15.14,-15.09,0.07,0.0,-0.38,0.26,19.12,0.0,-19.09,0.07,0.0,-0.35,0.24,0.0,26.51,-4.85,0.07,-0.37,0.25,6.45,0.0,-6.39,0.06,0.0,-0.37,0.26,40.48,0.0,0.0,-43.96,0.57,2.65,0.0,0.0,-74.32,49.94
2013-07-23 09:00:00,34.32,-21.63,-5.94,0.0,15.09,-15.06,0.07,0.0,-0.33,0.23,19.07,0.0,-19.07,0.07,0.02,-0.32,0.22,0.0,26.48,-4.83,0.07,-0.33,0.23,6.42,0.0,-6.38,0.06,0.0,-0.34,0.24,64.2,0.0,0.0,-43.9,0.81,18.24,0.0,0.0,-116.15,48.4
2013-07-23 12:00:00,34.87,-21.63,-5.94,0.0,15.1,-15.07,0.04,0.0,-0.26,0.18,19.08,0.0,-19.07,0.05,0.01,-0.25,0.17,0.0,26.48,-4.82,0.05,-0.26,0.18,6.41,0.0,-6.37,0.04,0.0,-0.26,0.18,131.33,0.0,0.0,-43.9,1.07,19.43,0.0,0.0,-182.73,45.86
2013-07-23 15:00:00,34.17,-21.63,-5.94,0.0,15.1,-15.1,0.0,0.0,-0.01,0.0,19.1,0.0,-19.1,0.0,0.0,-0.01,0.0,0.0,26.45,-4.82,0.0,-0.01,0.0,6.38,0.0,-6.37,0.0,0.0,-0.01,0.0,35.75,0.0,0.0,-43.94,0.0,5.84,0.0,0.0,-72.14,46.24
2013-07-23 18:00:00,31.81,-21.63,-5.94,0.0,15.06,-15.06,0.0,0.0,-0.0,0.0,19.07,0.0,-19.07,0.0,0.0,-0.0,0.0,0.0,26.43,-4.8,0.0,-0.0,0.0,6.36,0.0,-6.36,0.0,0.0,-0.0,0.0,27.64,0.0,0.0,-43.87,0.0,0.0,0.0,0.0,-68.93,59.27
2013-07-23 21:00:00,31.95,-21.63,-5.94,0.0,14.94,-14.94,0.0,0.0,-0.0,0.0,18.98,0.0,-18.98,0.0,0.0,-0.0,0.0,0.0,26.42,-4.79,0.0,-0.0,0.0,6.36,0.0,-6.35,0.0,0.0,-0.0,0.0,15.0,0.0,0.0,-43.7,0.0,0.0,0.0,0.01,-70.55,73.23
