,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,lcoe,lcoe,lcoe,lcoe,lcoe,market_value,market_value,market_value,market_value,market_value,market_value,io,io,io,io,io,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,storage,storage,storage,storage,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used
,offwind-ac,onwind,residential rural solar thermal,residential urban decentral solar thermal,services rural solar thermal,services urban decentral solar thermal,solar,solar rooftop,urban central solar thermal,ror,offwind-dc,CO2 sequestration,H2 liquid,H2 storage,Li ion,battery storage,biogas,co2,fossil gas,gas for industry,heat,hot water storage,low voltage,oil,process emissions,solid biomass,solid biomass for industry,transmission lines,onwind,offwind-ac,offwind-dc,solar rooftop,solar,onwind,offwind-ac,offwind-dc,solar rooftop,solar,ror,oil,hydrogen,electricity,gas,total,BEV charger,H2 Electrolysis,H2 Fuel Cell,H2 liquefaction,V2G,air heat pump,battery storage,electricity distribution grid,ground heat pump,hot water storage,hydroelectricity,methanation,offshore wind,onshore wind,power-to-liquid,resistive heater,solar PV,solar rooftop,solar thermal,H2 storage,Li ion,battery storage,hot water storage,gas,offwind-ac,offwind-dc,oil,onwind,residential rural solar thermal,residential urban decentral solar thermal,ror,services rural solar thermal,services urban decentral solar thermal,solar,solar rooftop,urban central solar thermal
FR0 23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,135.05,105.21,81.18,76.68,,,,,42.36,41.32,78.77,,,,,73.34,,,,56.24,,74.37,74.53,,57.56,52.98,,2.8,0.0,13.21,-0.63,15.38,4.8,0.57,0.0,0.05,4.8,0.24,0.0,2.39,0.22,1.3,0.5,0.0,0.0,0.0,0.0,1.36,0.0,1.01,0.0,1.65,10.92,0.01,1.26,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,100.0,0.0
FR0 24,,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,,,137.9,108.07,84.1,79.47,,,,,43.05,42.35,81.72,,,,,76.29,,,,,50.52,67.94,,,57.25,50.52,71.33,2.43,0.0,0.51,-0.04,2.9,2.39,0.19,0.0,0.03,2.39,0.0,0.0,1.58,0.2,0.22,1.89,0.0,0.0,0.0,0.0,0.49,5.44,0.21,0.0,0.57,5.43,0.01,0.02,,,,,0.0,0.0,0.0,0.0,0.0,0.0,12.92,40.76,0.0
FR0 25,,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,,,147.99,118.16,96.73,88.92,,,,,50.05,49.13,91.17,,,,,85.73,,,,60.64,,76.53,,,65.12,56.87,81.25,6.83,0.0,19.25,0.18,26.26,9.7,0.81,0.0,0.1,9.7,0.5,0.0,3.44,0.29,2.01,0.98,0.0,0.0,0.0,0.0,1.22,0.02,2.05,0.0,2.19,22.04,0.0,2.5,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.04,100.0,0.0
FR0 26,0.0,4.24,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,,,123.89,94.06,76.49,72.54,,,,,41.24,40.14,74.42,,,,,68.98,52.13,,,51.67,,55.0,64.12,,53.76,50.51,65.74,6.77,0.0,-48.87,-0.4,-42.49,7.76,2.14,0.0,0.08,7.76,0.48,0.01,3.58,0.24,2.3,0.22,0.32,0.0,35.25,0.35,2.11,0.0,1.64,0.0,6.14,17.64,0.02,3.18,,0.01,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
FR0 3,0.0,1.29,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,0.0,,121.04,91.21,80.23,73.4,,,,,40.53,39.45,76.02,,,,,70.59,33.78,,,,,45.79,57.63,57.57,60.95,54.87,,-3.52,0.0,-28.91,-12.98,-45.41,6.84,10.88,0.0,0.07,6.84,0.52,0.0,2.66,0.05,2.31,0.0,5.56,0.0,24.76,1.45,1.31,0.77,0.43,0.0,11.26,15.55,0.0,5.46,,0.0,0.03,,100.0,0.0,0.0,,0.0,0.0,1.3,29.97,0.0
FR0 4,,1.84,0.0,0.0,0.0,0.0,0.07,0.01,0.0,,,,146.86,117.02,96.37,87.83,,,,,50.24,49.28,90.41,,,,,84.97,68.04,,,65.66,58.83,68.04,,,65.66,58.83,,7.56,0.0,15.93,3.82,27.3,10.19,1.11,0.0,0.11,10.19,0.61,0.0,4.3,0.21,2.38,0.0,0.13,0.0,7.96,0.0,1.37,5.35,2.09,0.0,1.82,23.16,0.0,3.17,,,,,25.78,0.0,0.0,,0.0,0.0,9.38,97.01,0.0
FR0 5,,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.01,,,139.39,109.56,86.3,80.88,,,,,46.4,45.4,83.2,,,,,77.77,,,,,53.07,67.33,,,59.96,53.07,72.81,3.49,0.0,-4.95,-0.11,-1.57,3.51,0.28,0.0,0.04,3.51,0.02,0.0,2.04,0.28,0.4,1.68,0.01,0.0,0.0,0.0,0.7,10.87,0.31,0.0,0.84,7.97,0.0,0.19,,,,,0.0,0.0,0.0,0.0,0.0,0.0,20.52,42.27,0.0
FR0 6,,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,,,132.85,103.02,80.14,75.49,,,,,43.16,42.1,77.54,,,,,72.11,,,,53.32,,66.52,,,56.93,50.52,66.99,3.22,0.0,27.36,0.24,30.82,10.07,1.21,0.0,0.11,10.07,0.71,0.0,4.59,0.26,3.83,0.61,0.01,0.0,0.0,0.07,2.46,0.0,2.13,0.57,3.67,22.88,0.01,4.26,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.01,100.0,0.0
FR0 7,,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,,,,135.56,105.72,84.69,77.87,,,,,44.2,43.14,80.42,,,,,74.99,,,,60.15,53.48,58.31,,,60.39,53.48,,3.51,0.0,24.55,-3.62,24.44,10.44,0.86,0.0,0.11,10.44,0.8,0.0,4.34,0.24,3.63,0.0,0.23,0.0,0.0,0.0,2.0,5.43,2.2,0.0,2.75,23.72,0.0,5.52,,,,,0.0,0.0,0.0,,0.0,0.0,5.26,100.0,0.0
FR0 8,,0.26,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,,,141.7,111.87,91.6,82.8,,,,,47.63,46.64,85.47,,,,,80.07,46.19,,,65.1,57.74,51.16,,,65.09,57.74,,4.88,0.0,-8.31,2.85,-0.58,12.02,0.99,0.0,0.13,12.02,1.08,0.0,4.15,0.07,4.58,0.0,0.26,0.0,13.66,0.0,2.05,6.49,1.09,0.0,2.88,27.31,0.0,5.8,,,,,100.0,0.0,0.0,,0.0,0.0,12.29,42.88,0.0
FR0 9,0.0,6.56,0.0,0.0,0.0,0.0,0.07,0.01,0.0,,0.0,,121.07,91.24,80.45,74.27,,,,,40.98,39.96,76.75,,,,,71.35,47.41,,,57.15,50.56,49.05,60.39,62.27,57.89,50.56,,-7.04,0.0,-58.29,-10.79,-76.12,12.62,13.22,0.0,0.14,12.62,1.08,0.0,4.6,0.08,4.42,0.0,6.65,0.0,35.28,1.57,2.45,45.08,2.66,0.0,21.36,28.68,0.0,7.91,,0.0,0.01,,100.0,0.0,0.0,,0.0,0.0,51.84,100.0,0.0
GB4 0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,109.62,79.78,69.05,61.39,,,,,31.58,31.13,64.07,,,,,58.64,31.43,,,,,40.05,50.48,52.94,64.76,61.45,,-39.24,0.0,6.39,-8.82,-41.67,7.34,29.48,0.0,0.11,7.34,0.1,0.0,2.3,0.28,11.64,0.0,5.81,0.0,31.62,7.63,1.35,0.0,0.0,0.0,1435.53,16.68,0.0,0.01,,0.0,0.0,,100.0,0.0,0.0,,0.0,0.0,0.0,0.01,0.0
GB5 0,0.0,11.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.17,,117.54,87.7,67.22,60.14,,,,,34.92,34.14,62.83,,,,,57.4,37.08,,,,,40.72,50.49,51.06,64.37,60.95,60.21,18.8,0.0,-45.9,-43.76,-70.85,2.68,26.22,0.0,0.04,2.68,0.0,0.0,1.23,0.17,0.72,1.81,17.48,0.46,45.06,0.26,0.5,0.0,0.0,0.0,1.33,6.09,0.0,0.67,,0.0,9.22,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
GB5 1,,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,136.29,106.46,83.69,75.29,,,,,45.04,44.09,78.02,,,,,72.58,39.01,,,,,46.48,,,68.47,64.1,,3.2,0.0,-2.84,2.71,3.07,27.25,1.74,0.0,0.42,27.25,2.55,0.0,9.27,0.16,9.92,0.0,0.26,0.0,25.21,0.0,4.84,0.0,0.0,0.0,6.95,61.94,0.0,16.37,,,,,100.0,0.0,0.0,,0.0,0.0,0.0,0.01,0.0
GB5 10,1.53,1.31,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,0.19,,116.79,86.96,84.9,76.45,,,,,41.82,40.96,79.17,,,,,73.74,36.21,57.48,52.76,,59.11,49.11,57.6,56.21,67.53,59.11,,-58.85,0.0,45.37,-0.32,-13.81,21.46,48.98,0.0,0.33,21.46,0.83,0.0,6.26,0.2,17.74,0.0,0.0,7.44,25.98,11.77,3.58,57.41,0.0,0.0,5023.01,48.78,0.0,8.16,,99.98,100.0,,100.0,0.0,0.0,,0.0,0.0,87.84,0.02,0.0
GB5 11,,0.99,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,,,118.54,88.71,85.72,77.11,,,,,43.83,42.93,79.81,,,,,74.38,34.14,,,,61.11,48.15,,,68.45,61.11,,-22.41,0.0,16.16,-0.04,-6.29,14.85,18.99,0.0,0.23,14.85,1.01,0.0,5.11,0.08,4.8,0.0,0.0,0.0,14.95,4.04,2.92,36.01,0.0,0.0,2230.79,33.74,0.0,5.9,,,,,100.0,0.0,0.0,,0.0,0.0,84.93,0.01,0.0
GB5 12,0.0,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.61,,126.88,97.05,75.61,68.16,,,,,30.31,30.34,70.89,,,,,65.45,38.86,,50.82,,,41.72,52.74,50.82,70.09,66.05,,6.2,0.0,-41.96,-2.47,-38.23,1.47,1.84,0.0,0.02,1.47,0.0,0.0,0.57,0.11,0.22,2.09,1.19,2.95,13.48,0.01,0.32,0.0,0.0,0.0,0.73,3.35,0.0,0.03,,0.0,28.99,,100.0,0.0,0.0,,0.0,0.0,0.0,0.05,0.0
GB5 13,0.69,0.83,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,0.24,,139.17,109.33,88.53,79.61,,,,,46.04,45.25,82.32,,,,,76.88,35.93,55.33,51.82,,60.21,50.18,61.41,59.31,68.64,60.21,,1.44,0.0,81.91,8.11,91.47,58.79,3.76,0.0,0.91,58.79,6.02,0.0,22.13,0.04,21.59,0.0,0.52,4.47,13.61,0.0,9.69,23.64,0.0,0.0,11.72,133.62,0.0,40.9,,100.0,100.0,,100.0,0.0,0.0,,0.0,0.0,46.95,0.01,0.0
GB5 14,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,129.79,99.96,80.99,73.25,,,,,43.2,42.16,75.94,,,,,70.51,31.25,,,,,48.09,57.63,,67.24,62.7,,9.56,0.0,-44.79,-1.7,-36.94,3.77,1.35,0.0,0.06,3.77,0.14,0.0,1.53,0.17,0.97,0.0,0.47,0.0,17.22,0.24,0.78,0.0,0.0,0.0,4.4,8.58,0.0,1.37,,0.0,,,100.0,0.0,0.0,,0.0,0.0,0.0,0.03,0.0
GB5 15,,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,119.74,89.91,86.19,77.58,,,,,45.7,44.79,80.3,,,,,74.86,34.58,,,,,48.66,,,70.68,66.42,,-23.68,0.0,108.48,3.94,88.74,32.27,21.12,0.0,0.5,32.27,2.51,0.0,10.96,0.06,7.67,0.0,0.0,0.0,14.52,5.64,5.52,0.0,0.0,0.0,2209.89,73.34,0.0,13.19,,,,,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
GB5 16,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,,121.18,91.34,70.01,62.44,,,,,37.94,37.17,65.12,,,,,59.69,33.24,,,,,36.87,48.56,52.09,65.66,63.0,67.16,-29.04,0.0,-15.31,-22.89,-67.24,16.03,26.04,0.0,0.25,16.03,0.38,0.0,5.6,0.36,11.34,0.02,10.16,0.0,51.85,6.93,3.2,0.0,0.0,0.0,9.58,36.44,0.0,15.18,,0.0,0.02,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB5 17,0.0,3.89,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,0.0,,133.9,104.07,84.58,76.18,,,,,44.89,43.92,78.9,,,,,73.47,33.38,,,,,48.71,57.59,59.98,66.9,60.16,,15.76,0.0,-33.49,-2.19,-19.91,5.94,0.75,0.0,0.09,5.94,0.36,0.0,1.93,0.2,1.85,0.0,0.32,0.0,14.39,0.0,1.28,0.8,0.0,0.0,1.81,13.5,0.0,2.72,,0.01,0.0,,100.0,0.0,0.0,,0.0,0.0,2.39,0.04,0.0
GB5 2,0.0,3.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,132.52,102.69,83.26,75.15,,,,,44.48,43.47,77.83,,,,,72.4,34.2,,,,,45.43,55.91,58.33,67.21,63.03,,7.73,0.0,-37.21,-2.94,-32.43,10.42,3.2,0.0,0.16,10.42,0.74,0.0,3.76,0.23,3.13,0.0,1.23,0.0,22.88,0.52,2.31,0.0,0.0,0.0,7.98,23.67,0.0,5.91,,0.01,0.04,,100.0,0.0,0.0,,0.0,0.0,0.0,0.02,0.0
GB5 3,0.0,3.96,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,0.07,,126.61,96.77,79.7,72.24,,,,,40.73,39.71,74.98,,,,,69.54,30.2,,,,59.33,48.34,57.28,59.25,66.79,59.32,,30.49,0.0,-43.57,-5.56,-18.64,4.72,4.99,0.0,0.07,4.72,0.09,0.0,1.64,0.28,0.94,0.0,2.89,0.12,18.38,0.3,1.13,1.31,0.0,0.0,4.87,10.72,0.0,1.59,,0.0,99.99,,100.0,0.0,0.0,,0.0,0.0,3.63,0.04,0.0
GB5 4,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,126.7,96.87,77.69,69.89,,,,,41.73,40.95,72.61,,,,,67.18,31.73,,,,,39.83,50.78,54.49,66.61,63.85,,-19.19,0.0,6.72,-12.35,-24.82,11.77,15.6,0.0,0.18,11.77,0.43,0.0,4.45,0.22,6.15,0.0,5.79,0.0,27.26,4.04,2.22,0.0,0.0,0.0,16.28,26.74,0.0,9.2,,0.0,0.02,,100.0,0.0,0.0,,0.0,0.0,0.0,0.01,0.0
GB5 5,0.0,4.04,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,1.22,,114.25,84.41,82.94,74.89,,,,,39.72,38.95,77.58,,,,,72.14,32.24,,54.75,,,50.38,55.6,54.75,67.3,61.78,,-8.13,0.0,-21.22,-1.82,-31.17,4.74,9.77,0.0,0.07,4.74,0.1,0.0,1.7,0.18,3.26,0.0,0.83,4.76,12.4,1.94,0.82,0.88,0.0,0.0,793.04,10.78,0.0,0.64,,0.01,43.84,,100.0,0.0,0.0,,0.0,0.0,3.22,0.02,0.0
GB5 6,0.0,0.45,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,0.0,,113.01,83.18,82.4,74.24,,,,,38.17,37.33,76.95,,,,,71.52,36.18,,,,59.14,45.08,57.13,58.37,67.21,59.14,,-35.26,0.0,24.95,-0.89,-11.2,13.05,32.81,0.0,0.2,13.05,0.35,0.0,4.43,0.35,10.87,0.0,0.0,0.0,26.39,7.21,1.85,27.88,0.0,0.0,2953.56,29.66,0.0,2.29,,0.0,0.21,,100.0,0.0,0.0,,0.0,0.0,48.93,0.02,0.0
GB5 7,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.03,,116.09,86.26,78.03,69.77,,,,,40.11,39.46,72.48,,,,,67.04,36.14,,,,,41.86,54.32,55.27,68.42,65.08,,-41.98,0.0,74.23,-2.21,30.04,14.85,27.03,0.0,0.23,14.85,0.49,0.0,5.5,0.19,10.29,0.0,0.0,0.09,19.98,7.36,2.71,0.0,0.0,0.0,2262.25,33.75,0.0,2.03,,0.01,100.0,,100.0,0.0,0.0,,0.0,0.0,0.0,0.01,0.0
GB5 8,0.0,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,119.15,89.32,68.32,61.07,,,,,25.81,25.84,63.75,,,,,58.32,36.43,,,,,40.35,47.97,50.43,63.38,60.24,,7.9,0.0,-24.41,-26.92,-43.43,3.7,13.23,0.0,0.06,3.7,0.0,0.0,1.33,0.25,0.22,0.06,8.83,0.0,25.87,0.04,0.8,0.0,0.0,0.0,1.61,8.4,0.0,0.2,,0.0,0.01,,100.0,0.0,0.0,,0.0,0.0,0.0,0.01,0.0
GB5 9,1.25,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.07,,137.49,107.65,87.49,79.02,,,,,45.44,44.41,81.69,,,,,76.26,34.6,53.16,54.74,,,56.49,56.86,59.34,66.87,60.69,,1.99,0.0,-47.87,0.67,-45.21,11.07,0.99,0.0,0.17,11.07,1.13,0.0,4.3,0.01,4.33,0.0,0.29,14.0,8.77,0.0,1.77,0.08,0.0,0.0,3.09,25.15,0.0,7.39,,100.0,100.0,,100.0,0.0,0.0,,0.0,0.0,0.3,0.04,0.0
GR0 0,0.0,2.49,0.0,0.0,0.0,0.0,0.07,0.02,0.0,0.0,1.55,,125.02,95.19,78.58,76.29,,,,,36.87,35.84,78.24,,,,,72.81,64.77,,66.78,42.99,38.0,64.77,74.26,71.41,47.54,38.0,98.87,-0.17,0.0,-84.15,-4.9,-89.21,23.56,21.02,0.0,1.69,23.56,1.82,7.32,7.33,0.28,6.67,0.01,3.78,5.36,44.41,1.99,6.61,62.98,4.01,0.0,58.12,53.53,30.36,10.43,,0.0,100.0,,60.63,0.0,0.0,0.0,0.0,0.0,96.93,100.0,0.0
GR0 1,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.12,,120.64,90.81,86.08,82.98,,,,,41.87,40.82,84.76,,,,,79.33,,,79.12,45.57,40.35,91.69,97.66,83.56,52.16,40.35,107.13,-5.12,0.0,-26.79,-0.74,-32.65,24.88,30.36,0.0,1.78,24.88,1.49,16.82,6.46,0.5,2.95,3.39,1.95,2.26,0.0,2.88,4.8,94.46,4.23,0.0,749.9,56.55,69.21,2.87,,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,68.26,100.0,0.0
HR0 0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.01,0.0,,149.09,119.26,96.09,89.6,,,,,48.58,47.32,91.87,,,,,86.43,,,,55.3,49.45,99.83,106.79,102.55,56.91,49.45,100.5,2.13,0.0,2.22,4.13,8.48,14.19,1.76,0.0,0.06,14.19,0.72,0.0,4.51,0.71,2.66,2.12,0.0,0.0,0.0,0.0,2.51,20.61,3.86,0.0,5.01,32.26,0.0,5.34,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,25.45,100.0,0.0
HU0 0,,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,146.66,116.83,93.6,87.46,,,,,49.03,47.74,89.84,,,,,84.41,73.43,,,,,73.43,,,60.8,55.0,76.79,5.31,0.0,-37.63,-0.94,-33.27,17.18,1.24,0.0,0.0,17.18,1.63,0.0,7.6,0.97,10.31,0.0,0.0,0.0,54.67,0.0,5.02,0.0,0.0,0.0,3.45,39.04,0.0,8.38,,,,,80.14,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
HU0 1,,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,,,147.77,117.94,94.03,88.52,,,,,49.12,47.84,90.84,,,,,85.41,,,,56.25,49.87,87.59,,,56.25,49.87,76.53,5.4,0.0,12.6,-1.95,16.05,10.57,0.99,0.0,0.0,10.57,0.85,0.0,4.65,0.73,4.83,0.05,0.0,0.0,0.0,0.0,3.19,14.1,1.28,0.0,2.89,24.03,0.0,5.69,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9.75,34.05,0.0
IE4 0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,,118.09,88.25,67.7,60.05,,,,,34.8,34.25,62.72,,,,,57.29,36.54,,,,,36.54,46.82,52.64,63.55,59.19,61.98,-42.36,0.0,-51.26,-78.83,-172.44,18.35,74.07,0.0,0.12,18.35,0.43,0.0,7.65,0.49,16.09,0.56,39.14,0.0,120.52,10.63,4.0,0.0,0.0,0.0,8.14,41.7,0.0,35.39,,0.0,0.07,,87.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IT0 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,147.03,117.2,96.23,89.55,,,,,47.53,46.48,91.6,,,,,86.17,,,,53.64,,96.41,94.69,,63.3,51.89,75.57,6.56,0.0,33.5,-0.98,39.08,20.07,1.49,0.0,0.22,20.07,0.76,0.0,5.1,0.43,2.52,0.2,0.0,0.0,0.0,0.0,1.7,0.01,3.13,0.01,4.26,45.62,0.01,3.31,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.02,100.0,0.0
IT0 1,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.01,0.0,0.0,0.0,,135.67,105.84,88.2,85.25,,,,,42.84,41.62,87.01,,,,,81.58,,,,46.91,42.14,88.6,93.8,91.01,52.04,42.14,73.02,1.13,0.0,0.68,0.41,2.22,8.92,0.91,0.0,0.1,8.92,0.19,3.65,2.65,0.44,1.19,0.05,0.09,0.0,0.0,0.0,1.9,13.06,1.39,0.0,2.59,20.26,10.62,1.45,,0.0,0.31,,0.0,0.0,0.0,0.0,0.0,0.0,27.88,100.0,0.0
IT0 10,0.0,2.87,0.0,0.0,0.0,0.0,0.86,0.01,0.0,,,,130.6,100.76,85.12,82.17,,,,,40.45,39.18,83.9,,,,,78.47,67.67,,,45.22,40.52,78.4,84.43,,50.11,40.52,,-0.17,0.0,-54.38,-3.03,-57.59,21.11,9.51,0.0,0.23,21.11,1.21,12.1,7.13,0.43,5.24,0.04,2.01,0.0,37.47,0.93,4.36,48.79,3.29,0.01,24.46,47.97,36.69,7.05,,0.0,,,100.0,0.0,0.0,,0.0,0.0,68.43,100.0,0.0
IT0 11,,0.0,0.0,0.0,0.0,0.0,1.79,0.01,0.01,0.02,,,146.09,116.26,95.82,88.84,,,,,49.26,48.28,90.85,,,,,85.42,,,,53.2,49.32,88.88,,,66.16,51.17,74.85,4.27,0.0,23.3,6.8,34.37,46.51,3.56,0.0,0.5,46.51,1.97,0.0,9.44,0.28,6.73,1.96,0.0,0.0,0.0,0.0,3.06,38.2,7.26,3.64,10.23,105.71,0.01,10.48,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
IT0 12,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.05,0.02,,,143.66,113.83,94.14,87.87,,,,,50.83,49.53,89.76,,,,,84.33,,,,51.66,46.27,101.81,107.65,,66.06,49.04,73.78,9.07,0.0,-18.86,-0.03,-9.82,26.04,2.07,0.0,0.28,26.04,0.67,0.01,6.19,0.51,3.76,3.11,0.02,0.0,0.0,0.0,1.92,51.7,4.06,5.34,6.08,59.18,0.02,7.42,,0.01,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
IT0 13,0.0,0.84,0.0,0.0,0.0,0.0,0.84,0.01,0.0,0.0,0.08,,125.99,96.16,83.15,80.35,,,,,38.35,37.29,82.08,,,,,76.65,81.58,,,44.02,39.72,81.58,87.41,86.16,49.64,39.72,69.27,-1.62,0.0,-20.25,-2.94,-24.81,13.05,6.69,0.0,0.14,13.05,0.61,11.1,3.11,0.38,2.32,0.09,2.16,0.56,11.25,0.62,2.5,28.31,2.04,0.0,12.94,29.65,33.68,2.83,,0.0,100.0,,47.08,0.0,0.0,0.0,0.0,0.0,60.56,100.0,0.0
IT0 14,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.01,,,141.02,111.18,93.08,87.32,,,,,46.91,45.85,89.27,,,,,83.84,,,,49.92,45.18,101.69,103.83,,56.28,45.18,72.7,1.83,0.0,17.09,1.11,20.02,13.26,1.14,0.0,0.14,13.26,0.32,0.0,3.24,0.43,1.68,0.97,0.03,0.0,0.0,0.0,1.48,4.11,2.07,0.86,3.7,30.14,0.01,2.44,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,10.65,100.0,0.0
IT0 15,,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.01,,,145.53,115.69,96.26,89.71,,,,,47.16,46.06,91.67,,,,,86.24,,,,52.61,46.9,102.77,,,62.31,46.9,75.35,3.62,0.0,35.89,8.99,48.49,31.11,2.51,0.0,0.33,31.11,1.56,0.0,8.15,0.15,4.32,0.48,0.0,0.0,0.0,0.0,2.13,19.33,4.85,0.01,7.37,70.71,0.01,7.56,,,,,0.0,0.0,0.0,0.0,0.0,0.0,27.84,100.0,0.0
IT0 16,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.01,0.0,0.02,0.0,,143.79,113.96,95.68,89.3,,,,,50.43,49.49,91.16,,,,,85.73,,,,53.09,48.33,109.02,113.11,116.36,63.5,48.33,74.66,2.24,0.0,-4.43,2.09,-0.1,17.23,1.81,0.0,0.19,17.23,0.46,0.01,4.79,0.4,1.62,1.11,0.03,0.0,0.0,0.0,1.41,35.79,2.69,0.28,5.97,39.16,0.03,3.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,96.68,100.0,0.0
IT0 2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,145.51,115.68,96.49,90.34,,,,,46.37,45.29,92.3,,,,,86.86,,,,52.27,46.98,101.1,109.76,107.62,61.09,46.98,76.81,4.7,0.0,13.54,-2.8,15.45,11.8,1.17,0.0,0.13,11.8,0.5,0.01,3.6,0.24,1.73,0.03,0.0,0.0,0.0,0.0,1.08,11.93,1.84,0.01,3.58,26.83,0.02,2.75,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,34.81,100.0,0.0
IT0 3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.01,0.0,0.02,,,132.65,102.82,85.99,83.05,,,,,41.06,39.87,84.76,,,,,79.33,,,,45.65,40.79,95.97,99.2,,50.02,40.79,69.23,4.15,0.0,2.25,0.16,6.57,11.59,2.16,0.0,0.12,11.59,0.18,1.11,2.92,0.6,0.95,0.83,0.2,0.0,0.0,0.21,2.3,11.46,1.81,0.01,6.84,26.33,3.23,0.76,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,33.42,100.0,0.0
IT0 4,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.02,0.15,0.03,0.0,,137.22,107.39,92.03,86.55,,,,,44.78,43.58,88.33,,,,,82.89,,,,48.11,45.88,98.59,96.59,95.63,57.02,46.05,71.96,2.2,0.0,-1.78,3.84,4.26,28.07,2.78,0.0,0.3,28.07,1.57,8.94,5.29,0.29,6.27,0.67,0.19,0.0,0.0,0.0,2.36,33.55,4.38,3.94,8.41,63.8,26.01,9.72,,0.0,0.11,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
