snapshot,AC,DC,H2 Electrolysis,OCGT,PHS,battery charger,battery discharger,electricity distribution grid,hydro,offwind-ac,offwind-dc,onwind,ror,solar,urban central gas CHP,urban central solid biomass CHP,urban central solid biomass CHP CC
2013-07-21 09:00:00,-0.0,0.0,-723.85,0.0,-39.87,-68.55,0.01,-672.98,22.15,9.93,31.68,157.88,13.92,1269.68,0.0,0.0,0.0
2013-07-21 12:00:00,0.0,-0.0,-734.56,0.0,-36.92,-59.58,0.03,-615.27,22.24,10.31,34.2,194.17,14.12,1171.25,0.0,0.0,0.0
2013-07-21 15:00:00,0.0,0.0,-297.76,0.0,-5.82,-1.39,0.03,-496.28,32.12,13.34,42.14,196.4,14.21,503.0,0.0,0.0,0.0
2013-07-21 18:00:00,-0.0,0.0,-66.72,0.0,26.47,-0.01,32.64,-364.25,74.33,15.01,47.68,204.47,14.2,16.2,0.0,0.0,0.0
2013-07-21 21:00:00,0.0,-0.0,-73.87,0.0,25.98,-0.01,37.14,-350.87,74.2,11.32,41.99,219.93,14.17,0.0,0.0,0.0,0.03
2013-07-22 00:00:00,-0.0,0.0,-66.82,0.0,25.85,-0.01,37.93,-311.64,74.09,7.01,33.68,185.72,14.14,0.0,0.0,0.0,0.05
2013-07-22 03:00:00,0.0,0.0,-64.4,0.0,29.14,-0.01,37.11,-299.36,75.16,4.36,30.38,153.71,14.11,19.47,0.0,0.0,0.33
2013-07-22 06:00:00,0.0,0.0,-336.37,0.0,-11.68,-16.39,0.05,-488.04,32.54,1.66,26.63,127.61,13.93,650.04,0.0,0.0,0.02
2013-07-22 09:00:00,-0.0,0.0,-591.37,0.0,-39.6,-67.88,0.03,-778.37,27.21,0.52,21.49,124.39,13.56,1290.0,0.0,0.0,0.0
2013-07-22 12:00:00,-0.0,0.0,-603.95,0.0,-33.09,-64.68,0.04,-712.41,27.16,1.19,26.52,158.78,13.86,1186.57,0.0,0.0,0.0
2013-07-22 15:00:00,0.0,0.0,-224.36,0.0,-1.74,-1.99,1.28,-563.62,60.02,3.7,37.43,176.04,13.99,499.24,0.0,0.0,0.0
2013-07-22 18:00:00,-0.0,0.0,-72.39,0.0,26.55,-0.01,35.24,-346.97,76.93,7.08,44.05,200.29,13.98,15.25,0.0,0.0,0.0
2013-07-22 21:00:00,0.0,-0.0,-74.37,0.0,23.06,-0.02,37.19,-353.44,75.97,7.38,49.47,220.77,13.95,0.0,0.0,0.0,0.04
2013-07-23 00:00:00,-0.0,0.0,-72.01,0.0,23.63,-0.01,36.85,-338.1,74.71,6.07,49.96,204.85,13.95,0.0,0.0,0.0,0.11
2013-07-23 03:00:00,0.0,0.0,-76.3,0.0,22.49,-0.01,34.28,-332.18,75.06,4.36,51.95,185.92,13.95,20.26,0.0,0.0,0.24
2013-07-23 06:00:00,0.0,-0.0,-361.82,0.0,-13.87,-17.57,0.08,-521.55,30.85,3.42,46.67,192.01,13.86,627.9,0.0,0.0,0.0
2013-07-23 09:00:00,-0.0,0.0,-592.7,0.0,-38.91,-66.51,0.04,-754.16,16.25,2.33,39.52,179.43,13.42,1201.29,0.0,0.0,0.0
2013-07-23 12:00:00,-0.0,-0.0,-612.64,0.0,-29.14,-63.6,0.07,-698.97,22.36,3.33,40.16,223.3,13.78,1101.34,0.0,0.0,0.0
2013-07-23 15:00:00,0.0,-0.0,-243.24,0.0,-6.84,-3.32,0.03,-569.43,56.65,5.89,56.76,236.7,13.92,452.88,0.0,0.0,0.0
2013-07-23 18:00:00,-0.0,0.0,-82.78,0.0,16.43,-0.01,35.4,-381.54,84.63,7.61,68.27,224.84,13.9,13.26,0.0,0.0,0.0
2013-07-23 21:00:00,0.0,0.0,-86.77,0.0,15.19,-0.02,29.79,-351.66,84.0,6.32,84.85,204.41,13.88,0.0,0.0,0.0,0.0
2013-07-24 00:00:00,-0.0,0.0,-83.29,0.0,15.44,-0.01,33.64,-352.2,86.49,10.05,86.08,189.95,13.84,0.0,0.0,0.0,0.0
2013-07-24 03:00:00,0.0,0.0,-78.82,0.0,17.07,-0.01,45.97,-359.82,87.8,7.89,76.8,169.97,13.8,19.34,0.0,0.0,0.0
2013-07-24 06:00:00,0.0,-0.0,-325.97,0.0,-6.65,-17.12,0.02,-525.19,51.17,4.12,72.59,148.08,13.75,585.19,0.0,0.0,0.0
2013-07-24 09:00:00,-0.0,0.0,-588.93,0.0,-30.69,-69.77,0.01,-737.33,37.53,5.39,58.62,157.2,13.51,1154.44,0.0,0.0,0.0
2013-07-24 12:00:00,-0.0,0.0,-612.35,0.0,-25.59,-63.8,0.01,-720.76,39.81,6.29,55.54,205.68,13.6,1101.55,0.0,0.0,0.0
2013-07-24 15:00:00,0.0,0.0,-272.23,0.0,-3.11,-0.16,0.03,-577.72,75.47,6.17,49.39,209.99,13.61,498.55,0.0,0.0,0.0
2013-07-24 18:00:00,0.0,0.0,-12.14,0.0,23.85,-0.0,25.42,-386.9,99.26,4.47,36.41,172.5,13.56,17.13,0.0,0.0,6.44
2013-07-24 21:00:00,-0.0,0.0,-0.36,0.0,22.73,-0.0,36.25,-358.41,99.14,3.55,24.97,152.14,13.52,0.0,0.0,0.0,6.48
2013-07-25 00:00:00,-0.0,0.0,-0.4,0.0,22.61,-0.0,37.85,-338.0,99.11,3.26,17.93,137.66,13.48,0.0,0.0,0.0,6.51
2013-07-25 03:00:00,-0.0,0.0,-0.38,0.0,25.95,0.0,45.27,-338.39,99.09,3.7,15.02,112.48,13.43,17.26,0.0,0.0,6.57
2013-07-25 06:00:00,-0.0,0.0,-273.43,0.0,-12.0,-14.12,0.02,-488.09,63.93,4.48,15.0,90.93,13.39,599.74,0.0,0.0,0.14
2013-07-25 09:00:00,0.0,0.0,-455.46,0.0,-27.61,-68.27,0.01,-737.55,48.25,4.43,9.4,76.04,13.09,1137.66,0.0,0.0,0.0
2013-07-25 12:00:00,-0.0,0.0,-483.51,0.0,-29.14,-66.8,0.01,-715.3,52.28,5.1,12.1,122.68,13.07,1089.49,0.0,0.0,0.0
2013-07-25 15:00:00,-0.0,0.0,-160.98,0.0,-2.08,-1.66,0.02,-589.17,76.53,5.32,14.65,136.16,12.83,505.04,0.0,0.0,3.33
2013-07-25 18:00:00,-0.0,0.0,-0.1,0.0,36.22,0.0,33.6,-343.87,99.37,3.43,15.42,111.69,12.72,15.85,0.0,0.05,15.63
2013-07-25 21:00:00,0.0,0.0,-0.11,0.0,32.07,0.0,36.85,-342.16,99.3,2.15,24.13,120.95,12.67,0.0,0.0,0.06,14.1
2013-07-26 00:00:00,-0.0,-0.0,-0.11,0.0,31.98,0.0,36.23,-328.1,99.3,2.02,22.45,109.63,12.65,0.0,0.0,0.15,13.82
2013-07-26 03:00:00,-0.0,0.0,-0.09,0.0,37.18,0.0,38.1,-334.26,99.34,2.22,22.7,86.01,12.62,21.29,0.0,0.19,14.7
2013-07-26 06:00:00,0.0,0.0,-217.67,0.0,-12.84,-12.65,0.02,-515.91,53.65,1.44,24.56,66.21,12.59,599.05,0.0,0.0,1.54
2013-07-26 09:00:00,-0.0,-0.0,-416.7,0.0,-34.03,-69.71,0.01,-778.03,47.55,0.67,20.63,54.43,12.18,1161.62,0.0,0.0,1.35
2013-07-26 12:00:00,0.0,0.0,-440.86,0.0,-30.09,-68.27,0.01,-749.81,48.29,0.27,16.0,100.98,12.28,1110.27,0.0,0.0,0.93
2013-07-26 15:00:00,0.0,0.0,-138.48,0.0,-4.38,-0.22,0.02,-581.33,79.46,0.93,12.25,120.82,12.22,495.8,0.0,0.0,2.9
2013-07-26 18:00:00,0.0,0.0,-0.54,0.0,27.54,0.0,32.97,-330.82,99.09,1.51,18.59,119.79,12.12,14.14,0.0,0.0,5.61
2013-07-26 21:00:00,-0.0,-0.0,-0.52,0.0,25.77,0.0,38.27,-340.45,99.11,2.0,17.29,140.63,12.08,0.0,0.0,0.0,5.84
2013-07-27 00:00:00,0.0,0.0,-0.43,0.0,25.99,0.0,40.1,-320.55,99.15,3.02,13.22,121.23,12.05,0.0,0.0,0.0,6.23
2013-07-27 03:00:00,-0.0,0.0,-0.3,0.0,28.35,0.0,33.44,-320.08,99.24,3.46,11.13,107.19,12.02,19.14,0.0,0.0,6.44
2013-07-27 06:00:00,-0.0,0.0,-313.83,0.0,-20.71,-15.77,0.25,-406.64,43.97,3.74,18.31,95.84,11.82,583.01,0.0,0.0,0.0
2013-07-27 09:00:00,0.0,-0.0,-589.01,0.0,-34.36,-69.06,0.09,-613.8,43.18,3.1,24.57,121.54,11.26,1102.48,0.0,0.0,0.0
2013-07-27 12:00:00,0.0,0.0,-622.28,0.0,-33.91,-66.46,0.2,-595.13,42.68,3.74,38.81,183.39,11.47,1037.47,0.0,0.0,0.0
2013-07-27 15:00:00,-0.0,0.0,-386.59,0.0,-11.57,-0.09,0.05,-431.59,45.42,3.73,48.1,271.59,11.71,449.25,0.0,0.0,0.0
2013-07-27 18:00:00,-0.0,-0.0,-100.52,0.0,18.54,-0.02,35.78,-353.77,47.86,8.0,59.38,264.53,11.71,8.51,0.0,0.0,0.0
2013-07-27 21:00:00,-0.0,-0.0,-171.3,0.0,11.98,-0.03,50.84,-371.48,46.58,17.85,80.01,323.85,11.7,0.0,0.0,0.0,0.0
2013-07-28 00:00:00,0.0,-0.0,-244.61,0.0,4.43,-0.03,31.67,-370.06,45.64,28.42,109.1,383.75,11.69,0.0,0.0,0.0,0.0
2013-07-28 03:00:00,-0.0,-0.0,-296.0,0.0,5.79,-0.02,26.52,-430.06,44.66,28.57,126.42,462.45,11.7,19.97,0.0,0.0,0.0
2013-07-28 06:00:00,0.0,-0.0,-735.24,0.0,-24.63,-18.99,0.26,-420.92,3.7,26.35,147.54,440.11,11.52,570.3,0.0,0.0,0.0
2013-07-28 09:00:00,-0.0,0.0,-871.65,0.0,-39.05,-67.43,0.16,-696.21,4.03,20.83,153.18,402.14,11.2,1082.8,0.0,0.0,0.0
2013-07-28 12:00:00,-0.0,-0.0,-859.91,0.0,-33.64,-65.02,0.23,-635.72,4.06,17.35,153.62,427.43,11.48,980.1,0.0,0.0,0.0
2013-07-28 15:00:00,-0.0,-0.0,-603.96,0.0,-5.18,-0.04,0.04,-455.54,28.32,15.41,147.97,456.36,11.64,404.97,0.0,0.0,0.0
2013-07-28 18:00:00,-0.0,-0.0,-258.51,0.0,9.68,-0.02,32.39,-388.13,45.03,13.6,128.63,394.93,11.67,10.72,0.0,0.0,0.0
2013-07-28 21:00:00,-0.0,-0.0,-247.83,0.0,5.65,-0.02,40.21,-383.8,45.52,18.88,110.56,399.1,11.74,0.0,0.0,0.0,0.0
2013-07-29 00:00:00,-0.0,0.0,-254.55,0.0,4.21,-0.03,22.91,-369.99,44.47,21.39,114.41,405.31,11.84,0.0,0.0,0.0,0.01
2013-07-29 03:00:00,-0.0,-0.0,-265.29,0.0,8.79,-0.02,49.29,-388.75,46.05,23.08,124.77,372.76,12.03,17.21,0.0,0.0,0.08
2013-07-29 06:00:00,-0.0,-0.0,-586.68,0.0,-10.19,-16.05,0.06,-443.2,36.77,21.5,123.84,353.9,12.32,507.72,0.0,0.0,0.0
2013-07-29 09:00:00,-0.0,-0.0,-775.82,0.0,-13.61,-67.66,0.03,-658.2,36.44,20.97,106.14,325.22,12.6,1013.87,0.0,0.0,0.0
2013-07-29 12:00:00,-0.0,-0.0,-784.13,0.0,-12.41,-64.57,0.04,-628.75,37.24,19.87,106.0,367.39,12.95,946.34,0.0,0.0,0.01
2013-07-29 15:00:00,0.0,0.0,-585.83,0.0,-6.14,-2.62,0.04,-506.42,45.0,23.87,106.94,463.36,13.41,448.37,0.0,0.0,0.02
2013-07-29 18:00:00,0.0,0.0,-255.91,0.0,12.42,-0.02,36.67,-416.58,52.78,24.81,100.07,417.52,13.6,14.42,0.0,0.0,0.24
2013-07-29 21:00:00,0.0,0.0,-300.32,0.0,6.36,-0.02,42.36,-386.36,51.48,26.04,97.05,449.58,13.64,0.0,0.0,0.0,0.17
2013-07-30 00:00:00,-0.0,-0.0,-285.2,0.0,6.56,-0.02,38.9,-377.52,51.57,25.93,94.6,431.36,13.65,0.0,0.0,0.0,0.17
2013-07-30 03:00:00,0.0,0.0,-267.29,0.0,7.22,-0.02,26.86,-413.29,51.87,25.7,94.54,447.67,13.64,12.87,0.0,0.0,0.24
2013-07-30 06:00:00,0.0,-0.0,-670.59,0.0,-29.55,-17.56,0.3,-475.29,25.69,27.93,98.65,488.17,13.48,538.76,0.0,0.0,0.0
2013-07-30 09:00:00,0.0,0.0,-812.03,0.0,-43.6,-67.92,0.16,-727.91,18.37,26.88,114.34,481.75,12.94,997.02,0.0,0.0,0.0
2013-07-30 12:00:00,-0.0,-0.0,-826.95,0.0,-41.77,-65.97,0.21,-712.17,8.35,27.03,127.75,542.93,12.95,927.64,0.0,0.0,0.0
2013-07-30 15:00:00,0.0,0.0,-690.44,0.0,-16.71,-0.05,0.05,-535.69,14.29,28.11,133.11,598.63,13.32,455.37,0.0,0.0,0.0
2013-07-30 18:00:00,0.0,-0.0,-320.09,0.0,3.5,-0.03,25.83,-438.96,39.45,27.78,91.92,544.11,13.25,13.21,0.0,0.0,0.01
2013-07-30 21:00:00,0.0,0.0,-282.74,0.0,6.33,-0.02,34.43,-413.61,39.08,23.72,66.26,513.34,13.21,0.0,0.0,0.0,0.01
2013-07-31 00:00:00,0.0,0.0,-268.78,0.0,9.91,-0.02,44.01,-375.16,38.43,19.0,68.64,450.78,13.2,0.0,0.0,0.0,0.01
2013-07-31 03:00:00,-0.0,0.0,-212.7,0.0,14.51,-0.02,40.54,-352.2,39.83,18.2,68.34,353.85,13.2,16.43,0.0,0.0,0.01
2013-07-31 06:00:00,-0.0,0.0,-537.59,0.0,-16.93,-19.61,0.23,-442.75,15.54,19.2,74.95,324.72,13.12,569.11,0.0,0.0,0.0
2013-07-31 09:00:00,-0.0,0.0,-788.27,0.0,-32.83,-67.74,0.14,-640.09,13.49,18.32,78.36,326.81,12.65,1079.14,0.0,0.0,0.0
2013-07-31 12:00:00,-0.0,-0.0,-845.39,0.0,-32.03,-63.95,0.17,-651.36,13.22,18.59,75.74,423.58,12.74,1048.68,0.0,0.0,0.0
2013-07-31 15:00:00,0.0,-0.0,-570.55,0.0,-8.76,-0.04,2.42,-467.55,20.68,15.44,74.25,425.34,12.82,495.95,0.0,0.0,0.0
2013-07-31 18:00:00,-0.0,-0.0,-207.01,0.0,24.78,-0.02,38.93,-412.4,72.41,12.29,56.2,390.47,12.73,11.61,0.0,0.0,0.0
2013-07-31 21:00:00,0.0,0.0,-207.38,0.0,22.01,-0.02,37.6,-388.87,72.4,10.39,47.92,393.25,12.69,0.0,0.0,0.0,0.0
2013-08-01 00:00:00,0.0,0.0,-245.05,0.0,20.62,-0.02,33.5,-377.85,71.55,10.49,53.45,420.65,12.66,0.0,0.0,0.0,0.0
2013-08-01 03:00:00,-0.0,-0.0,-232.09,0.0,23.22,-0.02,32.38,-398.65,71.62,9.91,61.71,403.43,12.64,15.84,0.0,0.0,0.0
2013-08-01 06:00:00,-0.0,-0.0,-677.24,0.0,-23.17,-19.1,0.27,-399.32,15.14,9.47,65.52,363.46,12.53,652.43,0.0,0.0,0.0
2013-08-01 09:00:00,0.0,0.0,-880.7,0.0,-38.65,-68.31,0.17,-736.76,13.33,8.48,54.14,359.6,11.78,1276.92,0.0,0.0,0.0
2013-08-01 12:00:00,-0.0,0.0,-868.18,0.0,-37.56,-64.03,0.23,-717.76,16.91,9.7,52.75,399.27,11.69,1196.97,0.0,0.0,0.0
2013-08-01 15:00:00,-0.0,-0.0,-609.16,0.0,-9.86,-0.04,1.06,-486.93,36.19,13.55,55.82,440.64,12.52,546.2,0.0,0.0,0.0
2013-08-01 18:00:00,-0.0,0.0,-298.89,0.0,23.07,-0.02,29.98,-383.79,53.61,17.75,77.24,454.99,12.49,13.57,0.0,0.0,0.0
2013-08-01 21:00:00,-0.0,0.0,-345.56,0.0,5.64,-0.03,28.21,-395.61,53.08,21.65,119.68,500.45,12.47,0.0,0.0,0.0,0.0
2013-08-02 00:00:00,0.0,-0.0,-374.57,0.0,8.83,-0.02,39.92,-372.06,51.79,19.61,136.17,477.88,12.44,0.0,0.0,0.0,0.0
2013-08-02 03:00:00,-0.0,-0.0,-367.53,0.0,17.23,-0.02,45.67,-383.47,51.38,13.07,135.75,460.83,12.42,14.66,0.0,0.0,0.0
2013-08-02 06:00:00,0.0,0.0,-799.27,0.0,-23.41,-17.64,0.19,-409.31,0.48,8.14,125.44,458.72,12.35,644.31,0.0,0.0,0.0
2013-08-02 09:00:00,0.0,0.0,-999.14,0.0,-39.17,-69.65,0.08,-725.11,0.47,4.98,98.19,458.95,11.59,1258.82,0.0,0.0,0.0
2013-08-02 12:00:00,0.0,0.0,-1003.19,0.0,-37.98,-63.88,0.14,-708.47,0.47,4.67,63.68,512.67,11.79,1220.08,0.0,0.0,0.0
2013-08-02 15:00:00,-0.0,0.0,-732.76,0.0,-8.25,-0.04,0.19,-478.85,20.3,9.48,51.49,601.74,12.21,524.49,0.0,0.0,0.0
2013-08-02 18:00:00,0.0,0.0,-368.13,0.0,5.5,-0.03,41.41,-400.64,33.93,14.18,40.45,610.07,12.18,11.08,0.0,0.0,0.0
2013-08-02 21:00:00,-0.0,-0.0,-424.72,0.0,6.72,-0.03,13.36,-385.9,31.68,14.71,75.24,656.79,12.16,0.0,0.0,0.0,0.0
2013-08-03 00:00:00,-0.0,0.0,-439.63,0.0,12.41,-0.02,42.64,-365.08,32.3,21.69,74.97,608.59,12.13,0.0,0.0,0.0,0.0
2013-08-03 03:00:00,-0.0,0.0,-508.77,0.0,10.7,-0.01,47.25,-335.19,27.16,26.71,132.02,571.89,12.12,16.12,0.0,0.0,0.0
2013-08-03 06:00:00,0.0,0.0,-848.41,0.0,-31.41,-22.1,0.29,-443.32,0.31,27.93,161.57,523.38,11.76,620.0,0.0,0.0,0.0
2013-08-03 09:00:00,-0.0,0.0,-1005.86,0.0,-47.03,-67.98,0.2,-739.77,0.31,25.15,153.11,475.01,11.45,1195.42,0.0,0.0,0.0
2013-08-03 12:00:00,0.0,0.0,-1008.39,0.0,-46.69,-61.47,0.27,-716.05,0.31,24.06,154.55,510.19,11.6,1131.63,0.0,0.0,0.0
2013-08-03 15:00:00,0.0,0.0,-709.67,0.0,-9.75,-0.04,0.05,-445.75,5.9,20.32,147.72,481.58,11.97,497.67,0.0,0.0,0.0
2013-08-03 18:00:00,0.0,0.0,-233.35,0.0,16.44,-0.02,30.6,-378.3,60.81,12.59,103.24,364.0,11.94,12.05,0.0,0.0,0.0
2013-08-03 21:00:00,-0.0,-0.0,-186.54,0.0,16.13,-0.02,41.34,-352.74,62.02,11.06,79.17,317.65,11.94,0.0,0.0,0.0,0.0
2013-08-04 00:00:00,-0.0,0.0,-185.22,0.0,15.93,-0.02,39.43,-334.57,66.9,11.09,80.09,294.47,11.9,0.0,0.0,0.0,0.0
2013-08-04 03:00:00,0.0,0.0,-153.03,0.0,16.44,-0.02,33.43,-336.98,64.02,9.26,71.4,267.72,11.84,15.91,0.0,0.0,0.0
2013-08-04 06:00:00,0.0,0.0,-644.64,0.0,-21.12,-20.85,0.27,-297.53,11.15,7.5,76.13,248.22,11.57,629.29,0.0,0.0,0.0
2013-08-04 09:00:00,-0.0,0.0,-851.07,0.0,-33.04,-67.49,0.2,-603.72,7.78,4.69,70.95,231.07,11.29,1229.33,0.0,0.0,0.0
2013-08-04 12:00:00,0.0,0.0,-839.26,0.0,-34.24,-63.13,0.23,-599.28,9.38,4.27,73.12,284.39,11.42,1153.1,0.0,0.0,0.0
2013-08-04 15:00:00,-0.0,-0.0,-467.6,0.0,-10.88,-0.06,1.6,-410.56,29.31,2.91,62.76,285.98,11.61,494.9,0.0,0.0,0.0
2013-08-04 18:00:00,-0.0,-0.0,-96.96,0.0,31.51,-0.02,30.8,-371.19,86.11,1.5,49.79,246.72,11.53,10.2,0.0,0.0,0.0
2013-08-04 21:00:00,0.0,-0.0,-109.8,0.0,26.23,-0.02,45.15,-367.41,86.11,3.33,56.07,248.91,11.42,0.0,0.0,0.0,0.0
2013-08-05 00:00:00,-0.0,0.0,-139.51,0.0,21.65,-0.02,40.0,-356.81,86.11,5.97,66.22,265.12,11.28,0.0,0.0,0.0,0.0
2013-08-05 03:00:00,-0.0,-0.0,-150.93,0.0,21.86,-0.02,27.29,-381.84,86.11,7.35,69.98,294.45,11.04,14.72,0.0,0.0,0.0
2013-08-05 06:00:00,0.0,0.0,-596.6,0.0,-21.72,-15.77,0.18,-412.26,40.15,7.41,65.97,292.37,10.67,629.6,0.0,0.0,0.0
2013-08-05 09:00:00,-0.0,-0.0,-825.5,0.0,-37.7,-69.61,0.08,-708.09,34.12,6.55,55.08,294.53,9.88,1240.65,0.0,0.0,0.0
2013-08-05 12:00:00,-0.0,-0.0,-807.17,0.0,-34.33,-65.78,0.15,-675.58,36.5,5.58,55.18,339.84,9.75,1135.85,0.0,0.0,0.0
2013-08-05 15:00:00,-0.0,-0.0,-474.28,0.0,-9.91,-0.05,1.34,-497.42,42.77,9.32,71.91,385.48,9.4,461.44,0.0,0.0,0.0
2013-08-05 18:00:00,-0.0,0.0,-243.02,0.0,13.27,-0.02,43.83,-416.27,63.57,15.58,93.74,411.43,9.15,8.74,0.0,0.0,0.0
2013-08-05 21:00:00,-0.0,0.0,-261.08,0.0,6.07,-0.03,31.94,-413.54,59.8,21.21,112.07,434.5,9.06,0.0,0.0,0.0,0.0
2013-08-06 00:00:00,-0.0,0.0,-220.4,0.0,5.69,-0.03,22.57,-393.29,57.57,19.91,109.06,389.89,9.02,0.0,0.0,0.0,0.0
2013-08-06 03:00:00,-0.0,0.0,-163.51,0.0,8.2,-0.02,45.14,-393.93,58.9,13.31,106.64,301.29,9.0,14.98,0.0,0.0,0.0
2013-08-06 06:00:00,0.0,-0.0,-475.62,0.0,-6.23,-16.42,0.18,-470.26,13.39,8.53,113.55,208.04,8.93,615.9,0.0,0.0,0.0
2013-08-06 09:00:00,0.0,0.0,-665.01,0.0,-26.52,-67.08,0.08,-728.83,9.59,5.59,102.41,165.92,8.74,1195.12,0.0,0.0,0.0
2013-08-06 12:00:00,0.0,0.0,-630.14,0.0,-23.8,-65.5,0.14,-644.13,13.61,3.25,85.26,192.41,8.92,1059.97,0.0,0.0,0.0
2013-08-06 15:00:00,0.0,-0.0,-265.0,0.0,1.13,-2.19,1.37,-526.6,73.75,3.05,73.34,201.57,9.08,430.49,0.0,0.0,0.0
2013-08-06 18:00:00,-0.0,-0.0,-63.8,0.0,34.8,-0.01,33.28,-362.82,89.26,2.71,51.81,196.55,9.13,8.27,0.0,0.0,0.84
2013-08-06 21:00:00,-0.0,-0.0,-66.77,0.0,30.0,-0.01,34.48,-358.43,88.41,4.24,40.46,216.68,9.25,0.0,0.0,0.0,1.7
2013-08-07 00:00:00,-0.0,-0.0,-65.19,0.0,30.72,-0.01,36.71,-339.84,88.55,6.47,41.08,190.07,9.38,0.0,0.0,0.0,2.08
2013-08-07 03:00:00,0.0,0.0,-55.33,0.0,36.46,-0.0,38.99,-356.18,88.9,8.71,35.47,176.42,9.43,14.18,0.0,0.0,2.97
2013-08-07 06:00:00,0.0,0.0,-279.59,0.0,-7.53,-15.98,0.06,-484.48,62.84,11.53,35.69,158.68,9.46,509.31,0.0,0.0,0.0
2013-08-07 09:00:00,-0.0,0.0,-444.69,0.0,-20.72,-68.2,0.04,-717.72,59.04,11.03,32.51,139.93,9.36,999.41,0.0,0.0,0.0
2013-08-07 12:00:00,-0.0,-0.0,-433.12,0.0,-15.65,-60.81,0.05,-682.83,63.96,10.95,37.48,172.58,9.61,897.78,0.0,0.0,0.0
2013-08-07 15:00:00,-0.0,0.0,-243.94,0.0,-3.12,-5.96,1.16,-474.9,76.01,12.64,46.88,208.86,9.74,372.63,0.0,0.0,0.0
2013-08-07 18:00:00,0.0,0.0,-47.07,0.0,21.59,-0.01,40.33,-403.77,85.98,9.0,60.43,215.28,9.88,8.29,0.0,0.0,0.08
2013-08-07 21:00:00,0.0,0.0,-67.76,0.0,19.09,-0.02,44.24,-389.35,87.49,8.1,71.16,216.96,10.02,0.0,0.0,0.0,0.07
2013-08-08 00:00:00,-0.0,0.0,-72.09,0.0,17.79,-0.02,29.94,-367.36,87.5,9.94,74.56,209.45,10.17,0.0,0.0,0.0,0.12
2013-08-08 03:00:00,0.0,-0.0,-63.84,0.0,19.1,-0.01,29.16,-384.36,87.58,9.07,75.07,204.83,10.3,12.92,0.0,0.0,0.18
2013-08-08 06:00:00,0.0,0.0,-307.55,0.0,-8.25,-18.48,0.05,-482.69,49.4,4.15,68.29,173.67,10.46,510.92,0.0,0.0,0.0
2013-08-08 09:00:00,-0.0,-0.0,-617.1,0.0,-15.68,-68.08,0.03,-688.09,47.86,3.35,72.56,198.85,10.58,1055.73,0.0,0.0,0.0
2013-08-08 12:00:00,-0.0,0.0,-653.01,0.0,-15.55,-62.2,0.05,-667.05,44.93,4.73,70.95,286.45,10.85,979.83,0.0,0.0,0.0
2013-08-08 15:00:00,0.0,0.0,-418.81,0.0,-4.9,-0.59,0.29,-476.49,49.6,7.54,66.07,338.39,11.09,427.8,0.0,0.0,0.0
2013-08-08 18:00:00,-0.0,0.0,-154.01,0.0,8.5,-0.02,39.69,-432.9,71.74,8.31,57.45,381.43,11.22,8.47,0.0,0.0,0.11
2013-08-08 21:00:00,-0.0,-0.0,-205.57,0.0,7.47,-0.02,34.13,-414.27,71.11,8.38,54.75,432.65,11.29,0.0,0.0,0.0,0.08
2013-08-09 00:00:00,0.0,0.0,-210.32,0.0,8.1,-0.03,35.65,-395.47,71.93,10.64,56.36,411.64,11.32,0.0,0.0,0.0,0.16
2013-08-09 03:00:00,-0.0,0.0,-171.88,0.0,8.25,-0.02,33.55,-409.28,72.09,12.52,61.89,367.31,11.38,13.9,0.0,0.0,0.29
2013-08-09 06:00:00,0.0,0.0,-518.27,0.0,-9.8,-14.0,0.06,-460.1,33.87,13.02,69.02,335.93,11.45,538.82,0.0,0.0,0.0
2013-08-09 09:00:00,0.0,-0.0,-706.84,0.0,-24.46,-69.88,0.02,-730.44,33.87,12.18,74.73,295.07,11.33,1104.41,0.0,0.0,0.0
2013-08-09 12:00:00,0.0,0.0,-732.06,0.0,-24.3,-66.96,0.02,-688.31,33.54,12.48,73.36,355.76,11.55,1024.89,0.0,0.0,0.02
2013-08-09 15:00:00,0.0,0.0,-531.04,0.0,-6.04,-0.05,0.04,-473.11,44.53,12.29,56.96,427.15,11.98,457.28,0.0,0.0,0.0
2013-08-09 18:00:00,-0.0,0.0,-165.09,0.0,13.15,-0.02,37.54,-405.6,67.77,9.58,49.26,372.15,12.16,8.9,0.0,0.0,0.19
2013-08-09 21:00:00,0.0,0.0,-132.82,0.0,6.54,-0.03,42.38,-393.84,63.99,8.8,53.32,339.38,12.24,0.0,0.0,0.0,0.03
2013-08-10 00:00:00,0.0,0.0,-121.5,0.0,2.72,-0.03,30.75,-373.65,55.67,9.04,56.49,328.22,12.26,0.0,0.0,0.0,0.03
2013-08-10 03:00:00,0.0,0.0,-85.85,0.0,3.24,-0.02,34.13,-373.54,55.37,6.55,48.71,287.36,12.27,11.61,0.0,0.0,0.2
2013-08-10 06:00:00,0.0,-0.0,-468.81,0.0,-20.75,-14.62,0.22,-357.95,42.6,5.55,45.13,204.24,12.01,552.39,0.0,0.0,0.0
2013-08-10 09:00:00,-0.0,0.0,-692.91,0.0,-33.56,-69.8,0.09,-614.64,36.41,7.49,66.45,186.67,11.61,1102.19,0.0,0.0,0.0
2013-08-10 12:00:00,0.0,0.0,-743.01,0.0,-29.47,-66.78,0.13,-610.77,36.34,11.01,80.09,247.26,11.75,1063.44,0.0,0.0,0.0
