,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,lcoe,lcoe,lcoe,lcoe,lcoe,market_value,market_value,market_value,market_value,market_value,market_value,io,io,io,io,io,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,storage,storage,storage,storage,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used
,offwind-ac,onwind,residential rural solar thermal,residential urban decentral solar thermal,services rural solar thermal,services urban decentral solar thermal,solar,solar rooftop,urban central solar thermal,ror,offwind-dc,CO2 sequestration,H2 liquid,H2 storage,Li ion,battery storage,biogas,co2,fossil gas,gas for industry,heat,hot water storage,low voltage,oil,process emissions,solid biomass,solid biomass for industry,transmission lines,onwind,offwind-ac,offwind-dc,solar rooftop,solar,onwind,offwind-ac,offwind-dc,solar rooftop,solar,ror,oil,hydrogen,electricity,gas,total,BEV charger,H2 Electrolysis,H2 Fuel Cell,H2 liquefaction,H2 pipeline retrofitted,V2G,air heat pump,battery storage,electricity distribution grid,ground heat pump,hot water storage,hydroelectricity,methanation,offshore wind,onshore wind,power-to-liquid,resistive heater,solar PV,solar rooftop,solar thermal,H2 storage,Li ion,battery storage,hot water storage,gas,offwind-ac,offwind-dc,oil,onwind,residential rural solar thermal,residential urban decentral solar thermal,ror,services rural solar thermal,services urban decentral solar thermal,solar,solar rooftop,urban central solar thermal
FR0 2,,0.0,0.0,0.0,0.0,0.0,0.89,0.01,0.27,0.01,,,115.36,85.53,111.23,102.87,,,,,60.44,59.18,104.59,,,,,99.16,,,,,54.01,106.41,,,63.77,54.01,90.61,1.16,5.78,-6.98,-8.21,-8.25,4.17,0.38,0.0,0.04,1.8,4.17,0.07,3.2,1.81,0.12,1.08,2.96,0.0,0.0,0.0,0.56,0.34,13.06,0.88,1.5,0.0,9.48,9.3,1.67,,,,,0.0,0.0,0.0,0.0,0.0,0.0,76.05,100.0,0.0
FR0 20,0.0,2.22,0.0,0.0,0.0,0.0,0.06,0.01,0.0,,0.0,,113.82,83.98,92.28,86.5,,,,,45.49,44.38,88.3,,,,,82.87,61.0,,,56.5,50.08,61.0,68.87,69.75,59.04,50.08,,-0.38,-13.35,-16.49,0.34,-29.88,9.25,9.71,0.0,0.1,5.39,9.25,0.29,0.65,4.21,0.53,1.51,0.0,0.0,0.0,28.48,0.41,2.03,16.95,1.95,0.0,0.0,21.03,1.89,2.73,,0.14,1.49,,54.98,0.0,0.0,,0.0,0.0,16.22,100.0,0.0
FR0 21,,0.02,0.0,0.0,0.0,0.0,0.37,0.01,0.0,0.02,,,115.67,85.84,120.81,111.47,,,,,56.98,55.84,113.36,,,,,107.93,92.49,,,63.73,60.72,92.49,,,67.24,60.71,98.11,-4.89,16.49,13.2,-6.0,18.81,13.47,0.0,0.73,0.14,29.64,13.47,0.46,0.42,4.82,0.24,9.48,1.6,0.0,0.0,2.39,1.26,1.05,5.68,2.84,0.0,0.0,30.61,1.21,5.37,,,,,10.79,0.0,0.0,0.0,0.0,0.0,13.34,100.0,0.0
FR0 22,0.0,1.84,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,2.14,,114.1,84.27,94.67,87.83,,,,,47.48,46.54,90.11,,,,,84.68,44.21,,55.93,,56.52,48.98,60.23,60.99,65.13,56.52,,-3.07,-37.34,-22.0,1.51,-60.9,9.94,21.9,0.0,0.11,5.4,9.94,0.69,0.01,4.95,0.1,5.63,0.0,0.0,8.93,29.55,1.01,1.93,17.07,0.0,0.0,0.0,22.59,0.02,5.29,,0.0,100.0,,100.0,0.0,0.0,,0.0,0.0,23.84,0.06,0.0
FR0 23,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,,,,113.68,83.85,96.28,90.07,,,,,45.82,44.66,91.82,,,,,86.39,,,,56.21,50.18,85.03,85.08,,61.38,50.17,,0.64,4.55,9.0,0.03,14.22,4.8,0.0,0.0,0.05,8.02,4.8,0.18,1.13,2.17,0.23,2.7,0.5,0.0,0.0,0.0,0.38,1.18,1.4,1.01,0.0,0.0,10.92,3.28,1.03,,0.01,,,0.0,0.0,0.0,,0.0,0.0,3.92,100.0,0.0
FR0 24,,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,,,114.5,84.67,95.68,90.16,,,,,46.12,45.36,92.13,,,,,86.7,,,,,51.33,74.75,,,56.97,51.32,80.25,2.37,0.65,-4.47,0.26,-1.2,2.39,0.0,0.0,0.03,2.7,2.39,0.0,1.66,1.51,0.19,1.75,1.89,0.0,0.0,0.0,0.01,0.42,9.59,0.45,0.0,0.0,5.43,4.82,0.02,,,,,0.0,0.0,0.0,0.0,0.0,0.0,22.78,89.59,0.0
FR0 25,,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.0,0.0,,,115.38,85.55,110.43,102.14,,,,,53.72,52.63,104.08,,,,,98.65,,,,60.73,54.57,88.09,,,64.76,54.57,90.4,2.35,8.98,9.02,-0.74,19.62,9.7,0.0,0.0,0.1,9.85,9.7,0.32,0.01,3.25,0.29,4.55,0.98,0.0,0.0,0.0,0.77,1.05,6.51,2.05,0.0,0.0,22.04,0.02,2.18,,,,,0.0,0.0,0.0,0.0,0.0,0.0,13.44,100.0,0.0
FR0 26,0.0,1.87,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,,,114.07,84.23,77.92,73.98,,,,,41.96,40.75,75.85,,,,,70.41,50.81,,,51.63,45.8,50.81,60.5,,54.66,45.8,66.34,6.3,-26.56,-7.91,0.09,-28.09,7.76,12.52,0.0,0.08,4.49,7.76,0.47,0.01,3.62,0.24,2.29,0.22,0.0,0.0,28.45,0.4,2.16,10.19,1.64,0.02,0.0,17.64,0.01,4.71,,0.01,,,80.7,0.0,0.0,0.0,0.0,0.0,21.36,100.0,0.0
FR0 3,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,112.98,83.15,82.13,75.4,,,,,41.57,40.57,77.77,,,,,72.34,33.82,,,,,45.68,55.19,55.69,60.93,55.72,,-0.48,-30.29,-8.75,-2.44,-41.97,6.84,16.27,0.0,0.07,0.01,6.84,0.56,0.0,2.94,0.05,2.44,0.0,0.14,0.0,24.76,0.66,1.47,0.0,0.0,0.0,0.0,15.55,0.01,5.97,,0.0,0.03,,100.0,0.0,0.0,,0.0,0.0,0.01,0.05,0.0
FR0 4,,2.14,0.0,0.0,0.0,0.0,0.07,0.01,0.0,,,,115.38,85.55,107.62,99.18,,,,,53.23,52.28,101.36,,,,,95.93,64.81,,,65.59,58.54,64.81,,,65.87,58.54,,2.38,5.05,6.48,2.76,16.66,10.19,4.1,0.0,0.11,18.29,10.19,0.42,0.0,4.27,0.21,4.46,0.0,0.0,0.0,14.22,0.89,1.35,7.51,2.15,0.0,0.0,23.16,0.01,2.91,,,,,46.03,0.0,0.0,,0.0,0.0,13.17,100.0,0.0
FR0 5,,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,,114.38,84.55,97.56,91.56,,,,,49.23,48.45,93.45,,,,,88.01,,,,,53.33,69.35,,,59.82,53.33,81.56,3.29,1.11,-3.82,-0.11,0.46,3.51,0.0,0.0,0.04,2.69,3.51,0.01,1.3,1.98,0.28,2.09,1.68,0.0,0.0,0.03,0.04,0.64,8.1,0.57,0.0,0.0,7.97,3.77,0.17,,,,,0.08,0.0,0.0,0.0,0.0,0.0,15.28,76.45,0.0
FR0 6,,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,,,114.0,84.16,94.2,87.72,,,,,46.58,45.44,89.51,,,,,84.07,,,,53.27,47.79,79.77,,,60.2,47.79,77.86,-3.17,12.09,3.24,1.85,14.01,10.07,0.0,0.0,0.11,6.18,10.07,0.56,2.65,4.24,0.27,2.03,0.61,0.0,0.0,0.0,1.16,2.09,17.57,2.13,0.0,0.0,22.88,7.71,2.68,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21.94,100.0,0.0
FR0 7,,0.23,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,,,113.99,84.16,95.67,88.75,,,,,46.91,45.88,90.76,,,,,85.32,55.59,,,60.07,53.31,55.59,,,61.09,53.31,,-1.45,9.61,12.25,-1.75,18.66,10.44,0.0,0.0,0.11,7.19,10.44,0.67,0.01,4.25,0.25,6.82,0.0,0.0,0.0,2.91,0.85,1.83,6.31,2.2,0.0,0.0,23.72,0.03,4.87,,,,,5.46,0.0,0.0,,0.0,0.0,6.11,100.0,0.0
FR0 8,,1.26,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,,,114.78,84.95,101.9,93.57,,,,,50.4,49.55,95.83,,,,,90.39,47.66,,,,57.67,54.52,,,65.42,57.67,,-2.04,-6.8,11.23,5.06,7.45,12.02,8.58,0.0,0.13,18.4,12.02,0.84,0.0,4.33,0.07,3.46,0.0,0.0,0.0,13.66,1.18,2.06,11.69,0.42,0.0,0.0,27.31,0.01,6.67,,,,,100.0,0.0,0.0,,0.0,0.0,22.13,16.5,0.0
FR0 9,0.0,5.29,0.0,0.0,0.0,0.0,0.04,0.01,0.0,,0.0,,113.44,83.61,83.6,77.41,,,,,42.49,41.35,79.47,,,,,74.03,47.18,,,57.13,50.53,47.18,56.07,58.03,57.13,50.53,,-5.81,-39.79,-7.08,1.29,-51.39,12.62,21.0,0.0,0.14,0.89,12.62,1.08,0.01,4.99,0.08,4.68,0.0,0.0,0.0,30.25,1.13,2.74,39.72,2.6,0.0,0.0,28.68,0.03,9.52,,0.0,0.01,,85.74,0.0,0.0,,0.0,0.0,45.67,97.47,0.0
GB4 0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,112.31,82.48,81.75,72.93,,,,,41.77,41.12,75.64,,,,,70.21,31.82,,,,,42.33,51.33,54.29,73.89,70.0,,1.2,12.15,-6.38,-56.21,-49.24,7.34,25.95,0.0,0.11,0.01,7.34,0.23,0.0,2.47,0.3,1.05,0.0,20.62,0.0,31.62,0.56,1.54,0.05,0.0,0.0,9764.05,16.68,0.0,2.02,,0.0,0.02,,100.0,0.0,0.0,,0.0,0.0,0.09,0.02,0.0
GB5 0,0.0,5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.4,,112.5,82.67,70.8,63.29,,,,,40.46,39.8,65.97,,,,,60.53,35.26,,47.81,,,42.39,52.01,49.25,67.39,62.46,62.83,19.85,-84.28,-31.15,-0.53,-96.11,2.68,36.77,0.0,0.04,0.0,2.68,0.01,0.0,1.2,0.17,0.34,1.81,0.37,4.96,45.06,0.05,0.5,0.0,0.0,0.0,0.0,6.09,0.0,0.11,,0.0,100.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
GB5 1,,1.11,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,,,113.25,83.42,92.31,83.78,,,,,46.71,45.63,86.74,,,,,81.31,37.93,,,,61.81,44.6,,,69.96,61.81,,-23.83,26.28,-3.72,7.27,5.99,27.25,13.98,0.0,0.42,9.99,27.25,2.06,0.0,8.8,0.17,17.63,0.0,0.0,0.0,25.21,4.52,4.23,13.5,0.0,0.0,0.0,61.94,0.01,16.64,,,,,100.0,0.0,0.0,,0.0,0.0,20.64,0.01,0.0
GB5 10,0.0,0.89,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,0.21,,113.61,83.78,91.05,82.63,,,,,46.13,45.05,85.65,,,,,80.21,36.02,,52.89,,59.12,46.35,58.77,56.06,67.5,59.12,,-2.01,-22.94,-13.54,2.62,-35.87,21.46,24.87,0.0,0.33,14.6,21.46,1.73,0.0,7.22,0.2,6.94,0.0,0.0,1.98,25.98,2.44,3.48,50.37,0.0,0.0,7403.95,48.78,0.01,16.1,,0.02,100.0,,100.0,0.0,0.0,,0.0,0.0,77.07,0.01,0.0
GB5 11,,0.84,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,,,113.17,83.34,91.79,83.37,,,,,46.44,45.33,86.33,,,,,80.9,34.04,,,,61.17,45.25,,,69.71,61.17,,-13.14,7.42,-1.28,1.58,-5.43,14.85,12.3,0.0,0.23,7.33,14.85,1.15,0.0,5.34,0.08,8.25,0.0,0.0,0.0,14.95,2.54,2.76,19.6,0.0,0.0,2384.9,33.74,0.01,11.47,,,,,100.0,0.0,0.0,,0.0,0.0,46.23,0.01,0.0
GB5 12,0.0,2.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,0.67,,112.49,82.66,85.64,77.67,,,,,32.68,32.7,80.92,,,,,75.49,37.59,,49.16,,66.62,43.16,53.02,50.95,70.91,66.62,,6.19,-22.58,-28.16,-10.18,-54.73,1.47,16.55,0.0,0.02,0.9,1.47,0.0,0.0,0.56,0.12,0.19,2.09,3.66,10.17,13.48,0.01,0.29,1.2,0.0,0.0,0.0,3.35,0.01,0.01,,0.0,100.0,,100.0,0.0,0.0,,0.0,0.0,6.63,0.05,0.0
GB5 13,0.71,0.33,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,0.2,,113.87,84.04,92.85,84.2,,,,,46.9,46.0,87.2,,,,,81.77,35.5,55.47,51.62,,60.53,46.38,58.19,57.49,68.63,60.53,,-40.78,76.65,64.03,12.26,112.17,58.79,0.03,0.0,0.91,21.05,58.79,5.28,0.0,21.62,0.04,20.32,0.0,0.0,4.47,13.61,7.15,9.13,5.71,0.0,0.0,0.0,133.62,0.01,49.02,,100.0,100.0,,100.0,0.0,0.0,,0.0,0.0,11.33,0.0,0.0
GB5 14,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,113.14,83.3,87.78,79.66,,,,,44.56,43.36,82.77,,,,,77.34,30.83,,,,,48.0,56.46,,67.91,63.49,,9.06,-10.29,-30.86,-1.01,-33.11,3.77,9.21,0.0,0.06,2.01,3.77,0.13,0.0,1.55,0.18,0.96,0.0,0.0,0.0,17.22,0.29,0.76,0.0,0.0,0.0,0.0,8.58,0.01,1.54,,0.0,,,100.0,0.0,0.0,,0.0,0.0,0.01,0.04,0.0
GB5 15,,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,113.0,83.17,92.06,83.67,,,,,47.19,46.14,86.62,,,,,81.19,34.84,,,,,46.65,,,72.09,66.87,,-39.86,81.41,19.27,7.1,67.92,32.27,0.23,0.0,0.5,29.26,32.27,2.23,0.0,10.7,0.06,24.93,0.0,0.01,0.0,14.52,8.29,4.95,0.0,0.0,0.0,2344.58,73.34,0.01,18.49,,,,,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
GB5 16,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,112.34,82.5,73.36,65.37,,,,,40.8,40.45,68.06,,,,,62.63,33.21,,,,,40.28,50.23,52.52,65.94,62.73,67.14,-8.05,-54.22,10.14,-17.15,-69.27,16.03,39.31,0.0,0.25,5.29,16.03,0.81,0.0,5.86,0.36,2.93,0.02,8.29,0.01,51.85,2.4,3.08,0.0,0.0,0.0,0.0,36.44,0.0,5.31,,0.0,0.56,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB5 17,0.0,0.9,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,0.24,,113.82,83.99,90.19,81.81,,,,,46.23,45.09,84.82,,,,,79.39,31.39,,53.57,,58.32,46.92,55.48,53.56,66.55,58.32,,13.29,-43.13,4.59,-1.57,-26.83,5.94,14.78,0.0,0.09,24.63,5.94,0.32,0.0,1.94,0.21,1.78,0.0,0.0,4.16,14.39,0.42,1.25,11.64,0.0,0.0,0.0,13.5,0.01,3.17,,0.01,10.25,,100.0,0.0,0.0,,0.0,0.0,34.71,0.03,0.0
GB5 2,0.0,0.32,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,0.0,,113.56,83.73,91.42,83.02,,,,,46.38,45.28,85.97,,,,,80.53,32.62,,,,59.29,45.22,57.3,58.91,67.73,59.29,,4.16,-29.18,-4.84,-0.4,-30.26,10.42,18.21,0.0,0.16,39.41,10.42,0.68,0.0,3.69,0.23,3.49,0.0,0.0,0.0,22.88,1.03,2.16,11.96,0.0,0.0,0.0,23.67,0.01,6.3,,0.02,0.08,,100.0,0.0,0.0,,0.0,0.0,22.45,0.02,0.0
GB5 3,0.0,1.6,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,0.05,,112.79,82.96,85.5,77.75,,,,,42.9,41.75,80.91,,,,,75.48,29.17,,,,58.37,48.91,56.43,57.89,66.02,58.36,,30.81,-22.9,-26.41,-0.07,-18.57,4.72,12.95,0.0,0.07,0.0,4.72,0.09,0.0,1.66,0.29,0.75,0.0,0.02,0.12,18.38,0.2,1.1,5.22,0.0,0.0,0.0,10.72,0.01,1.21,,0.0,100.0,,100.0,0.0,0.0,,0.0,0.0,14.48,0.04,0.0
GB5 4,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.28,,112.65,82.82,83.44,75.17,,,,,44.3,43.19,77.96,,,,,72.53,31.17,,51.13,,,42.3,51.99,52.14,68.3,65.56,,-12.98,-18.81,-8.5,0.22,-40.07,11.77,20.94,0.0,0.18,15.51,11.77,0.64,0.0,4.53,0.23,2.95,0.0,0.01,1.4,27.26,2.3,2.09,0.0,0.0,0.0,0.0,26.74,0.0,6.27,,0.0,100.0,,100.0,0.0,0.0,,0.0,0.0,0.0,0.01,0.0
GB5 5,0.0,3.15,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,1.59,,113.13,83.3,88.28,80.25,,,,,45.45,44.37,83.2,,,,,77.77,31.57,,53.88,,60.57,48.96,54.16,53.88,67.98,60.57,,0.88,-45.38,4.32,-0.31,-40.48,4.74,15.5,0.0,0.07,5.28,4.74,0.21,0.0,1.82,0.19,1.25,0.0,0.0,8.35,12.4,0.46,0.95,6.72,0.0,0.0,3210.67,10.78,0.0,1.83,,0.01,76.85,,100.0,0.0,0.0,,0.0,0.0,24.71,0.03,0.0
GB5 6,0.0,0.38,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,0.0,,113.22,83.39,87.92,79.77,,,,,44.98,43.77,82.88,,,,,77.44,36.15,,,,59.18,44.05,56.94,57.03,66.67,59.18,,-0.01,-44.53,23.88,-0.49,-21.15,13.05,24.28,0.0,0.2,1.75,13.05,0.73,0.0,5.32,0.37,3.44,0.0,0.0,0.0,26.39,1.45,2.49,21.97,0.0,0.0,7525.27,29.66,0.01,7.97,,0.0,0.18,,100.0,0.0,0.0,,0.0,0.0,38.57,0.01,0.0
GB5 7,0.19,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.03,,112.79,82.96,88.75,80.44,,,,,45.71,44.58,83.58,,,,,78.15,36.16,,,,,42.67,53.32,57.2,70.86,66.82,,-15.53,0.89,16.21,-0.93,0.63,14.85,14.12,0.0,0.23,16.3,14.85,0.93,0.0,5.75,0.2,5.69,0.0,0.12,0.85,19.98,3.01,2.35,0.0,0.0,0.0,3570.26,33.75,0.01,9.69,,22.11,100.0,,100.0,0.0,0.0,,0.0,0.0,0.01,0.01,0.0
GB5 8,0.0,3.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,112.96,83.12,72.18,64.61,,,,,31.19,31.28,67.31,,,,,61.88,34.85,,,,,42.72,50.6,52.8,64.9,61.39,,7.94,-56.98,11.78,-3.0,-40.26,3.7,20.16,0.0,0.06,29.27,3.7,0.0,0.0,1.32,0.26,0.22,0.06,0.0,0.0,25.87,0.03,0.79,0.0,0.0,0.0,0.0,8.4,0.0,0.01,,0.0,0.02,,100.0,0.0,0.0,,0.0,0.0,0.0,0.01,0.0
GB5 9,0.34,2.1,0.0,0.0,0.0,0.0,0.03,0.01,0.0,,0.64,,114.11,84.27,92.73,84.1,,,,,46.68,45.45,87.13,,,,,81.7,33.66,51.75,53.47,65.76,58.03,53.06,54.06,56.95,65.76,60.57,,-6.1,-35.67,-5.23,1.76,-45.25,11.07,17.31,0.0,0.17,0.0,11.07,1.02,0.0,4.04,0.01,7.22,0.0,0.0,14.0,8.77,1.37,1.56,25.45,1.46,0.0,0.0,25.15,0.01,8.07,,100.0,100.0,,100.0,0.0,0.0,,0.0,0.0,100.0,58.23,0.0
GR0 0,0.0,1.75,0.0,0.0,0.0,0.0,0.06,0.02,0.15,0.0,1.46,,114.16,84.33,80.53,78.72,,,,,38.59,37.5,80.55,,,,,75.11,65.04,,66.49,42.99,38.0,65.04,70.46,67.72,49.29,39.44,95.88,8.62,-23.34,-54.75,1.8,-67.67,23.56,24.27,0.0,1.69,0.9,23.56,1.84,8.93,7.42,0.29,10.21,0.01,0.18,5.36,27.76,0.0,6.29,64.97,4.01,3.53,0.0,53.53,38.96,18.24,,0.0,100.0,,37.9,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
GR0 1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.0,0.0,,114.96,85.13,83.28,80.01,,,,,42.43,41.38,82.06,,,,,76.63,,,,45.65,40.71,76.32,84.01,76.82,50.81,40.71,96.59,7.15,12.25,31.91,5.21,56.51,24.88,2.72,0.0,1.78,9.08,24.88,1.61,0.0,6.63,0.52,7.22,3.39,0.0,0.0,0.0,0.0,4.64,5.22,4.23,1.56,627.46,56.55,0.02,13.79,,0.0,0.01,,0.0,0.0,0.0,0.0,0.0,0.0,3.77,100.0,0.0
HR0 0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.02,0.0,0.01,0.0,,116.45,86.62,113.52,106.85,,,,,53.81,52.47,108.78,,,,,103.34,,,,55.46,51.32,115.04,124.07,120.31,58.13,51.32,120.07,2.11,4.73,-0.85,4.07,10.06,14.19,0.59,0.07,0.06,0.3,14.19,0.56,0.01,4.19,0.72,3.02,2.12,0.0,0.0,0.0,0.0,2.42,17.55,3.86,0.01,0.0,32.26,0.04,5.34,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.67,100.0,0.0
HU0 0,,1.19,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,,,115.96,86.13,107.79,101.95,,,,,53.44,52.1,104.1,,,,,98.67,73.27,,,56.95,50.48,73.27,,,56.95,50.48,87.47,-1.54,-4.17,-8.84,0.59,-13.95,17.18,11.6,0.0,0.0,3.06,17.18,1.24,0.0,7.15,0.98,8.3,0.0,0.0,0.0,42.11,1.19,4.4,6.48,1.45,0.0,0.0,39.04,0.01,9.39,,,,,61.74,0.0,0.0,0.0,0.0,0.0,4.18,23.82,0.0
HU0 1,,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.0,0.0,,,116.03,86.2,107.69,102.21,,,,,53.37,52.07,104.27,,,,,98.84,,,,56.39,50.2,89.46,,,56.39,50.2,86.5,3.09,4.35,6.5,-0.77,13.17,10.57,1.25,0.0,0.0,4.32,10.57,0.67,0.02,4.35,0.73,3.15,0.05,0.0,0.0,0.0,0.4,2.88,17.18,2.0,0.0,0.0,24.03,0.09,6.64,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.88,53.18,0.0
IE4 0,0.0,14.29,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.16,,111.69,81.86,80.83,71.88,,,,,40.74,40.03,74.63,,,,,69.2,36.62,,,,63.22,41.15,50.61,53.83,69.7,63.22,72.67,-10.5,-219.09,1.33,0.76,-227.5,18.35,105.14,0.0,0.12,0.02,18.35,0.89,0.0,8.12,0.52,4.48,0.56,0.86,0.35,137.83,3.36,4.07,9.51,0.0,0.0,0.0,41.7,0.0,9.83,,0.0,100.0,,100.0,0.0,0.0,0.0,0.0,0.0,4.34,0.01,0.0
IT0 0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.01,0.01,,,115.71,85.88,118.61,109.72,,,,,53.26,51.87,111.55,,,,,106.12,,,,53.77,,138.14,144.12,,64.46,51.27,91.58,4.16,10.49,24.09,-1.95,36.79,20.07,0.0,1.07,0.22,6.23,20.07,0.43,0.02,4.78,0.44,7.37,0.2,0.0,0.0,0.0,0.41,1.34,0.84,3.13,1.78,0.0,45.62,0.05,3.62,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.21,100.0,0.0
IT0 1,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.02,0.01,0.0,0.0,,114.65,84.82,92.92,89.73,,,,,44.79,43.45,91.48,,,,,86.05,,,,47.18,41.77,93.18,99.87,96.72,53.27,41.77,76.18,0.18,-4.8,-5.89,0.49,-10.02,8.92,5.5,0.0,0.1,4.78,8.92,0.15,8.43,2.68,0.46,0.77,0.05,0.0,0.0,0.0,0.17,1.93,26.18,1.39,0.06,0.0,20.26,24.52,0.68,,0.0,0.3,,0.0,0.0,0.0,0.0,0.0,0.0,55.9,100.0,0.0
IT0 10,0.0,2.77,0.0,0.0,0.0,0.0,0.27,0.02,0.06,,,,114.28,84.45,83.25,81.09,,,,,40.64,39.3,82.76,,,,,77.33,68.86,,,45.3,40.15,68.86,72.45,,50.61,40.15,,3.77,-23.2,-4.18,-0.72,-24.33,21.11,16.1,0.0,0.23,4.34,21.11,1.2,5.96,7.55,0.43,5.52,0.04,0.35,0.0,26.48,0.0,4.98,40.14,3.29,1.06,0.0,47.97,17.35,12.39,,0.0,,,70.67,0.0,0.0,,0.0,0.0,56.3,100.0,0.0
IT0 11,,0.0,0.0,0.0,0.0,0.0,2.01,0.01,0.25,0.02,,,115.81,85.98,118.59,109.76,,,,,55.3,53.96,111.6,,,,,106.16,,,,53.25,49.61,121.77,,,67.02,51.07,90.97,-7.6,31.17,10.43,4.96,38.95,46.51,5.07,3.57,0.5,7.53,46.51,1.27,7.53,9.17,0.28,21.05,1.96,0.0,0.0,0.0,2.06,2.07,38.2,7.26,6.96,0.0,105.71,21.9,12.48,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
IT0 12,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.02,0.75,0.02,,,115.58,85.75,119.92,110.71,,,,,57.31,55.98,112.58,,,,,107.15,,,,51.86,47.61,155.72,155.94,,72.47,56.12,91.84,2.32,13.68,-17.84,-0.83,-2.67,26.04,5.99,1.87,0.28,4.04,26.04,0.37,17.91,5.85,0.51,6.73,3.11,0.0,0.0,0.0,1.17,1.47,51.7,4.06,6.23,0.0,59.18,52.11,8.77,,0.01,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
IT0 13,0.0,0.35,0.0,0.0,0.0,0.0,0.32,0.02,0.09,0.0,0.07,,113.6,83.77,86.4,83.17,,,,,40.02,38.95,84.87,,,,,79.44,81.21,,,44.1,39.54,81.21,85.52,88.26,50.65,39.54,70.62,0.33,-1.74,0.58,-0.58,-1.42,13.05,3.52,0.0,0.14,0.0,13.05,0.59,3.54,3.35,0.39,2.84,0.09,0.75,0.56,5.08,0.14,2.62,13.12,2.04,1.25,0.49,29.65,11.34,4.74,,0.0,100.0,,21.25,0.0,0.0,0.0,0.0,0.0,28.08,100.0,0.0
IT0 14,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.02,0.14,0.02,,,114.9,85.07,103.69,97.66,,,,,49.9,48.62,99.5,,,,,94.07,,,,50.28,45.97,118.63,121.42,,59.58,45.97,80.2,-0.54,2.48,3.56,0.95,6.45,13.26,3.02,0.38,0.14,5.59,13.26,0.2,3.22,3.48,0.44,1.51,0.97,0.0,0.0,0.0,0.41,1.49,18.86,2.07,1.1,0.0,30.14,9.38,2.01,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,48.96,100.0,0.0
