snapshot,AC,DC,H2 Electrolysis,H2 Fuel Cell,OCGT,PHS,battery charger,battery discharger,electricity distribution grid,hydro,offwind-ac,offwind-dc,onwind,ror,solar,urban central gas CHP,urban central solid biomass CHP,urban central solid biomass CHP CC
2013-10-05 00:00:00,-0.0,0.0,-250.75,24.55,0.0,7.61,-0.78,46.46,-422.71,40.37,17.25,103.19,416.24,11.75,0.0,0.0,0.0,6.84
2013-10-05 03:00:00,0.0,-0.0,-190.98,26.73,0.0,9.41,-0.08,49.59,-436.45,40.74,12.75,70.1,394.27,12.09,1.18,0.0,0.0,10.65
2013-10-05 06:00:00,-0.0,-0.0,-298.92,26.3,0.0,-5.88,-53.8,0.39,-509.73,26.12,9.83,58.01,347.6,12.3,381.91,0.0,0.0,5.86
2013-10-05 09:00:00,-0.0,0.0,-456.46,26.31,0.0,-17.35,-115.49,0.02,-652.64,24.49,7.55,49.86,304.82,12.37,813.0,0.0,0.0,3.5
2013-10-05 12:00:00,0.0,-0.0,-412.24,28.18,0.0,-13.12,-92.63,0.11,-588.93,23.69,4.91,41.34,320.9,12.54,668.61,0.0,0.0,6.63
2013-10-05 15:00:00,-0.0,0.0,-198.02,30.69,0.0,6.12,-1.72,18.1,-456.64,39.01,5.19,40.38,331.04,12.69,161.44,0.0,0.03,11.7
2013-10-05 18:00:00,0.0,-0.0,-175.79,30.23,0.0,7.5,-0.22,62.59,-430.93,44.33,5.27,38.45,392.75,12.79,0.0,0.0,0.0,13.04
2013-10-05 21:00:00,0.0,-0.0,-206.38,31.32,0.0,6.04,-0.02,57.38,-396.28,45.04,3.84,34.76,400.12,12.8,0.0,0.14,0.0,11.22
2013-10-06 00:00:00,-0.0,0.0,-209.27,31.42,0.0,6.1,-0.02,63.6,-378.6,47.97,3.55,36.02,375.21,12.78,0.0,0.59,0.0,10.66
2013-10-06 03:00:00,-0.0,0.0,-180.26,31.42,0.0,6.82,-0.02,67.19,-378.9,53.37,2.56,37.38,329.9,12.74,1.77,0.51,0.0,15.51
2013-10-06 06:00:00,0.0,0.0,-279.1,29.69,0.0,-5.41,-51.41,0.05,-435.67,35.31,2.06,36.35,286.85,12.67,362.82,0.0,0.0,5.76
2013-10-06 09:00:00,-0.0,-0.0,-498.11,28.48,0.0,-14.31,-131.15,0.01,-626.58,28.97,1.78,39.32,282.57,12.58,872.81,0.0,0.0,3.62
2013-10-06 12:00:00,0.0,0.0,-493.53,28.64,0.0,-11.62,-104.32,0.01,-553.04,30.06,2.31,48.59,320.13,12.43,714.21,0.0,0.0,6.11
2013-10-06 15:00:00,0.0,-0.0,-265.05,32.41,0.0,7.94,-1.83,24.14,-424.47,47.92,3.67,56.43,307.03,12.24,169.13,7.15,0.0,23.28
2013-10-06 18:00:00,-0.0,-0.0,-184.6,32.41,1.19,15.01,-0.09,70.42,-427.71,55.12,4.86,59.12,328.91,12.06,0.0,9.94,0.0,23.36
2013-10-06 21:00:00,-0.0,-0.0,-208.97,32.41,1.31,10.5,-0.09,60.17,-410.49,52.67,5.44,68.78,346.05,11.91,0.0,7.02,0.0,23.31
2013-10-07 00:00:00,0.0,0.0,-222.07,32.41,1.31,9.74,-0.09,58.27,-398.21,52.73,5.34,72.26,344.05,11.76,0.0,9.17,0.01,23.31
2013-10-07 03:00:00,-0.0,-0.0,-225.79,32.41,1.31,12.81,-0.06,89.32,-430.32,55.28,5.05,64.66,345.64,11.62,1.77,12.9,0.01,23.39
2013-10-07 06:00:00,-0.0,-0.0,-337.27,31.0,0.0,-2.69,-52.93,0.47,-525.76,38.01,6.16,62.98,351.32,11.51,410.78,0.0,0.0,6.41
2013-10-07 09:00:00,0.0,-0.0,-601.92,26.71,0.0,-23.22,-147.56,0.01,-722.69,36.18,5.68,64.58,388.15,11.45,959.63,0.0,0.0,2.98
2013-10-07 12:00:00,0.0,-0.0,-574.27,30.75,0.0,-4.51,-112.52,0.26,-641.36,37.58,5.37,59.84,423.21,11.42,756.67,0.0,0.0,7.54
2013-10-07 15:00:00,0.0,0.0,-324.18,32.41,1.13,11.91,-1.64,32.46,-471.21,58.38,5.0,56.54,384.59,11.39,173.12,8.01,0.0,22.09
2013-10-07 18:00:00,0.0,-0.0,-258.78,32.41,1.08,24.77,-0.06,79.67,-434.39,64.7,4.84,57.81,388.56,11.38,0.0,6.12,0.0,21.89
2013-10-07 21:00:00,0.0,0.0,-268.9,32.41,0.72,19.92,-0.07,68.98,-407.28,62.44,5.2,59.84,387.3,11.35,0.0,6.39,0.0,21.71
2013-10-08 00:00:00,-0.0,0.0,-226.66,32.41,0.55,20.13,-0.06,67.79,-392.7,63.66,5.03,59.9,328.62,11.31,0.0,7.23,0.0,22.79
2013-10-08 03:00:00,-0.0,-0.0,-178.35,32.37,0.42,24.7,-0.01,82.68,-433.45,70.34,4.88,60.66,286.06,11.21,0.88,13.61,0.0,23.99
2013-10-08 06:00:00,-0.0,-0.0,-235.01,28.48,0.0,-3.79,-49.74,0.02,-517.47,41.58,5.38,66.55,257.01,11.1,387.33,0.0,0.0,8.56
2013-10-08 09:00:00,0.0,0.0,-468.83,28.48,0.0,-10.37,-150.13,0.01,-699.92,33.38,4.85,67.03,266.5,11.05,910.62,0.0,0.0,7.32
2013-10-08 12:00:00,0.0,-0.0,-432.56,28.48,0.0,-7.92,-112.32,1.04,-641.63,36.5,6.0,72.5,295.82,11.01,735.28,0.0,0.0,7.81
2013-10-08 15:00:00,0.0,0.0,-220.15,32.41,0.0,10.64,-2.19,29.02,-457.3,58.08,6.97,62.47,287.78,10.99,163.35,0.0,0.0,17.94
2013-10-08 18:00:00,0.0,-0.0,-155.82,32.41,0.0,9.33,-0.04,88.53,-461.3,57.09,9.76,58.79,331.61,10.98,0.0,0.0,0.0,18.66
2013-10-08 21:00:00,0.0,-0.0,-176.2,32.4,0.0,7.43,-0.04,57.02,-432.53,53.6,13.4,71.7,346.39,10.98,0.0,0.0,0.0,15.85
2013-10-09 00:00:00,0.0,0.0,-193.0,32.4,0.0,7.46,-0.04,54.9,-420.4,53.04,11.11,73.22,353.33,10.99,0.0,0.0,0.0,16.99
2013-10-09 03:00:00,0.0,-0.0,-202.26,32.41,0.0,10.4,-0.03,75.58,-462.78,54.9,10.44,73.67,374.13,11.02,1.03,0.0,0.0,21.49
2013-10-09 06:00:00,0.0,-0.0,-348.16,8.62,0.0,-0.8,-45.62,0.03,-557.82,35.9,10.59,84.88,441.66,11.05,354.59,0.0,0.0,5.09
2013-10-09 09:00:00,0.0,0.0,-716.99,7.19,0.0,-10.23,-136.24,0.02,-651.55,30.51,12.56,105.06,542.16,11.1,802.57,0.0,0.0,3.84
2013-10-09 12:00:00,-0.0,0.0,-767.55,6.93,0.0,-9.72,-102.97,0.02,-638.68,35.7,20.03,125.23,680.55,11.16,634.72,0.0,0.0,4.58
2013-10-09 15:00:00,-0.0,0.0,-662.99,10.04,0.0,3.62,-3.0,27.77,-526.51,45.34,25.35,135.08,773.44,11.19,154.01,0.0,0.0,6.67
2013-10-09 18:00:00,0.0,-0.0,-580.16,11.78,0.0,2.54,-0.65,65.6,-531.05,53.11,28.86,137.36,795.56,11.15,0.0,0.0,0.0,5.89
2013-10-09 21:00:00,0.0,-0.0,-530.53,7.54,0.0,3.31,-0.62,49.77,-486.33,49.77,27.66,132.36,731.2,11.08,0.0,0.0,0.0,4.8
2013-10-10 00:00:00,-0.0,-0.0,-512.75,17.0,0.0,3.44,-0.41,52.71,-477.72,54.12,25.29,121.17,698.02,11.08,0.0,0.0,0.0,8.06
2013-10-10 03:00:00,0.0,0.0,-506.08,20.83,0.0,4.25,-1.23,69.2,-497.73,63.7,25.01,125.61,671.27,11.1,0.55,0.0,0.0,13.53
2013-10-10 06:00:00,0.0,-0.0,-581.54,12.81,0.0,-6.41,-39.25,0.06,-557.5,39.14,21.83,121.29,609.2,11.18,359.37,0.0,0.0,9.81
2013-10-10 09:00:00,0.0,0.0,-744.16,12.07,0.0,-17.05,-144.31,0.03,-729.84,33.72,20.76,113.87,596.65,11.4,839.52,0.0,0.0,7.32
2013-10-10 12:00:00,0.0,0.0,-727.24,12.56,0.0,-17.05,-111.49,0.71,-675.76,34.88,21.4,117.3,656.71,11.7,667.85,0.0,0.0,8.42
2013-10-10 15:00:00,-0.0,0.0,-567.14,21.0,0.0,-0.53,-3.65,29.9,-521.09,40.47,24.25,120.58,676.53,11.99,156.66,0.0,0.0,11.02
2013-10-10 18:00:00,-0.0,0.0,-459.45,21.0,0.0,0.63,-2.55,61.99,-516.95,42.06,25.14,126.02,679.08,12.27,0.0,0.0,0.0,10.76
2013-10-10 21:00:00,-0.0,0.0,-472.32,21.0,0.0,1.11,-0.35,46.85,-464.95,38.64,23.11,127.61,660.15,12.52,0.0,0.0,0.0,6.62
2013-10-11 00:00:00,-0.0,-0.0,-492.57,19.87,0.0,2.47,-1.12,49.43,-475.55,40.15,27.3,132.88,674.19,12.74,0.0,0.0,0.0,10.21
2013-10-11 03:00:00,-0.0,0.0,-492.37,22.2,0.0,0.5,-1.1,74.92,-538.12,45.31,26.8,133.24,697.88,12.91,1.32,0.0,0.0,16.5
2013-10-11 06:00:00,-0.0,0.0,-628.15,16.64,0.0,-11.35,-46.68,1.94,-605.31,26.48,24.64,128.87,687.2,13.02,380.97,0.0,0.0,11.73
2013-10-11 09:00:00,-0.0,-0.0,-826.71,15.63,0.0,-19.95,-152.83,0.85,-705.51,20.87,20.29,123.29,624.57,13.09,876.89,0.0,0.0,9.51
2013-10-11 12:00:00,-0.0,0.0,-745.44,13.72,0.0,-21.1,-108.44,0.02,-663.55,24.12,14.82,119.51,637.4,13.13,706.09,0.0,0.0,9.71
2013-10-11 15:00:00,0.0,-0.0,-552.81,21.08,0.0,8.48,-0.58,27.24,-536.38,50.68,16.0,116.22,678.19,13.09,143.67,0.0,0.0,15.12
2013-10-11 18:00:00,0.0,0.0,-492.48,21.44,0.0,11.79,-0.58,85.55,-521.18,57.25,16.96,117.4,676.71,12.97,0.0,0.0,0.0,14.15
2013-10-11 21:00:00,-0.0,-0.0,-486.35,21.36,0.0,9.72,-0.25,85.96,-469.26,54.45,15.21,112.13,630.48,12.67,0.0,0.0,0.0,13.87
2013-10-12 00:00:00,-0.0,-0.0,-439.02,23.92,0.0,12.92,-0.34,66.46,-435.46,56.11,13.54,108.42,565.85,12.22,0.0,0.0,0.0,15.39
2013-10-12 03:00:00,0.0,0.0,-407.56,26.84,0.0,12.57,-0.01,67.78,-433.08,59.18,13.67,104.93,525.11,11.91,0.85,0.0,0.0,17.82
2013-10-12 06:00:00,0.0,0.0,-478.86,11.4,0.0,-5.79,-36.33,1.99,-518.78,29.32,11.4,91.91,524.52,11.73,343.51,0.0,0.0,13.98
2013-10-12 09:00:00,0.0,-0.0,-630.16,4.53,0.0,-9.08,-159.58,0.02,-658.82,16.93,9.55,90.79,479.32,11.69,832.57,0.0,0.0,12.22
2013-10-12 12:00:00,-0.0,-0.0,-576.17,4.71,0.0,-8.52,-143.95,0.1,-593.55,21.3,8.49,90.85,471.13,11.72,702.71,0.0,0.0,11.18
2013-10-12 15:00:00,-0.0,-0.0,-322.71,14.58,0.0,0.25,-0.21,34.74,-479.89,42.18,8.1,91.73,455.55,11.65,129.63,0.0,0.0,14.4
2013-10-12 18:00:00,-0.0,0.0,-299.01,14.3,0.0,8.18,-0.82,99.8,-463.81,46.88,8.39,95.93,464.37,11.57,0.0,0.0,0.0,14.21
2013-10-12 21:00:00,-0.0,0.0,-299.92,3.46,0.0,9.64,-0.08,92.11,-415.27,46.28,10.47,97.41,431.18,11.56,0.0,0.0,0.0,13.16
2013-10-13 00:00:00,-0.0,-0.0,-262.33,3.77,0.0,10.15,-0.4,53.42,-423.48,44.75,17.03,97.61,433.87,11.55,0.0,0.0,0.0,14.06
2013-10-13 03:00:00,0.0,0.0,-254.11,12.2,0.0,9.77,-0.12,46.86,-481.28,43.58,21.91,106.56,465.97,11.53,0.67,0.0,0.0,16.46
2013-10-13 06:00:00,0.0,0.0,-450.82,0.0,0.0,-17.93,-58.0,0.02,-522.38,5.37,22.74,115.73,513.92,11.5,373.71,0.0,0.0,6.14
2013-10-13 09:00:00,-0.0,-0.0,-614.49,0.0,0.0,-23.02,-152.76,0.02,-639.08,9.1,23.36,118.33,490.68,11.48,769.54,0.0,0.0,6.81
2013-10-13 12:00:00,-0.0,0.0,-609.84,0.0,0.0,-32.68,-136.15,0.02,-641.34,16.04,20.45,119.0,475.21,11.46,772.27,0.0,0.0,5.57
2013-10-13 15:00:00,-0.0,0.0,-321.62,6.28,0.0,3.46,-5.82,18.37,-495.39,53.68,17.94,114.87,434.89,11.42,143.83,0.38,0.0,17.71
2013-10-13 18:00:00,0.0,0.0,-239.59,6.22,0.0,13.09,-1.65,68.81,-478.08,64.95,15.86,107.2,413.91,11.35,0.0,0.0,0.0,17.94
2013-10-13 21:00:00,-0.0,-0.0,-263.61,5.89,0.0,11.14,-1.08,60.93,-449.79,63.65,15.33,103.72,431.08,11.3,0.0,0.0,0.0,11.44
2013-10-14 00:00:00,-0.0,0.0,-257.1,5.13,0.0,11.2,-0.73,64.61,-434.22,63.31,13.89,99.28,409.21,11.26,0.0,0.53,0.0,13.62
2013-10-14 03:00:00,0.0,0.0,-228.91,5.98,0.0,11.91,-0.58,91.93,-473.33,72.56,13.09,100.44,375.17,11.23,0.65,1.24,0.0,18.64
2013-10-14 06:00:00,0.0,0.0,-271.28,0.27,0.0,-0.69,-52.83,0.02,-565.82,46.13,11.69,96.35,353.65,11.2,359.38,0.0,0.0,11.9
2013-10-14 09:00:00,-0.0,0.0,-397.98,0.43,0.0,-3.7,-144.32,0.02,-685.02,37.65,11.06,88.11,339.99,11.18,733.36,0.0,0.0,9.23
2013-10-14 12:00:00,-0.0,-0.0,-403.6,0.28,0.0,-1.18,-117.22,0.06,-659.64,42.72,12.93,88.13,329.84,11.18,685.84,0.0,0.0,10.65
2013-10-14 15:00:00,0.0,0.0,-189.12,6.25,0.0,6.36,-1.25,47.01,-527.01,66.85,12.34,88.49,344.13,11.2,115.4,2.81,0.0,16.53
2013-10-14 18:00:00,0.0,0.0,-134.34,5.04,0.0,5.65,-2.76,73.84,-513.53,67.81,13.21,91.19,366.74,11.17,0.0,1.33,0.0,14.65
2013-10-14 21:00:00,0.0,0.0,-128.3,4.39,0.0,6.19,-2.79,57.69,-478.96,65.59,12.51,87.36,352.61,11.15,0.0,0.19,0.0,12.38
2013-10-15 00:00:00,-0.0,0.0,-114.53,4.1,0.0,5.89,-1.11,46.69,-465.93,61.88,11.49,69.73,354.64,11.15,0.0,0.77,0.0,15.23
2013-10-15 03:00:00,-0.0,0.0,-114.37,7.43,0.0,2.11,-0.07,64.13,-495.58,74.01,9.93,69.45,349.21,11.16,0.0,3.59,0.0,18.98
2013-10-15 06:00:00,-0.0,0.0,-144.78,5.25,0.0,0.83,-43.79,2.4,-570.53,55.55,9.16,55.53,319.54,11.18,286.95,0.33,0.0,12.37
2013-10-15 09:00:00,0.0,0.0,-270.31,4.38,0.0,-4.63,-134.46,0.02,-689.63,40.49,8.66,47.03,264.36,11.21,712.47,0.3,0.0,10.1
2013-10-15 12:00:00,0.0,0.0,-256.85,3.83,0.0,-0.45,-90.49,0.02,-627.71,56.48,12.07,47.29,273.86,11.27,558.99,0.81,0.0,10.88
2013-10-15 15:00:00,-0.0,-0.0,-108.61,23.63,0.6,5.82,-4.14,57.03,-506.9,67.31,14.52,56.78,262.2,11.32,102.06,3.57,0.0,14.8
2013-10-15 18:00:00,-0.0,0.0,-101.13,23.38,0.07,11.51,-3.99,83.51,-505.51,70.63,14.1,72.21,304.1,11.46,0.0,3.16,0.0,16.5
2013-10-15 21:00:00,0.0,0.0,-182.04,22.61,0.0,12.32,-0.14,55.59,-450.08,68.78,8.95,75.92,362.72,11.79,0.0,1.3,0.0,12.28
2013-10-16 00:00:00,0.0,0.0,-211.32,20.89,0.0,8.85,-0.17,60.08,-442.27,70.78,5.6,62.21,398.8,12.15,0.0,2.21,0.0,12.18
2013-10-16 03:00:00,-0.0,-0.0,-228.86,24.37,0.0,20.59,-0.01,64.92,-476.93,78.26,3.59,38.52,437.2,12.35,0.0,7.83,0.0,18.18
2013-10-16 06:00:00,-0.0,0.0,-417.01,13.16,0.0,-4.17,-5.91,1.34,-500.5,43.14,4.44,31.58,496.72,12.43,310.4,2.51,0.0,11.87
2013-10-16 09:00:00,0.0,0.0,-693.6,10.79,0.0,-13.42,-139.44,0.48,-606.62,39.5,9.93,38.14,544.79,12.44,784.57,1.7,0.0,10.71
2013-10-16 12:00:00,0.0,-0.0,-705.81,12.82,0.0,-14.67,-127.1,0.35,-630.24,39.71,15.09,50.55,637.81,12.5,695.86,3.87,0.0,9.25
2013-10-16 15:00:00,-0.0,0.0,-468.45,16.41,0.0,3.78,-4.21,41.54,-557.25,42.69,20.6,73.46,655.17,12.5,143.06,6.74,0.0,13.95
2013-10-16 18:00:00,-0.0,0.0,-439.2,16.64,0.0,5.89,-0.05,66.7,-517.47,49.83,26.05,101.84,660.15,12.54,0.0,6.54,0.0,10.53
2013-10-16 21:00:00,0.0,-0.0,-444.53,10.89,0.0,5.32,-1.14,48.41,-510.7,46.8,27.51,120.27,671.06,12.56,0.0,6.52,0.0,7.0
2013-10-17 00:00:00,0.0,0.0,-433.62,8.65,0.0,5.14,-0.04,50.66,-536.21,47.07,28.14,130.25,675.73,12.61,0.0,4.2,0.0,7.42
2013-10-17 03:00:00,0.0,0.0,-419.38,5.23,0.0,4.56,-0.02,61.87,-560.68,50.22,30.61,130.28,662.77,12.63,0.0,9.95,0.0,11.96
2013-10-17 06:00:00,-0.0,0.0,-613.46,0.0,0.0,-17.7,-37.73,0.06,-531.38,25.28,30.59,118.63,606.71,12.55,404.74,0.0,0.0,1.69
2013-10-17 09:00:00,0.0,0.0,-775.73,0.0,0.0,-31.96,-160.91,0.06,-703.99,21.86,28.33,115.13,532.8,12.09,961.17,0.0,0.0,1.14
2013-10-17 12:00:00,0.0,0.0,-730.44,0.0,0.0,-29.3,-152.7,0.05,-682.96,22.12,25.59,111.42,584.11,12.04,839.07,0.0,0.0,1.01
2013-10-17 15:00:00,-0.0,0.0,-286.0,0.0,0.0,-5.08,-1.37,16.28,-583.24,22.3,24.48,100.78,551.04,11.77,144.65,0.0,0.0,4.4
2013-10-17 18:00:00,0.0,0.0,-294.45,0.0,0.0,5.47,-0.38,68.09,-502.41,32.37,18.88,85.14,570.81,11.5,0.0,0.0,0.0,4.97
2013-10-17 21:00:00,-0.0,0.0,-294.84,0.0,0.0,4.39,-0.03,76.26,-478.74,25.53,17.9,70.58,564.72,11.25,0.0,0.0,0.0,2.98
2013-10-18 00:00:00,0.0,-0.0,-299.48,0.0,0.0,12.84,-0.03,85.62,-475.62,24.46,14.63,56.62,565.41,11.03,0.0,0.0,0.0,4.51
2013-10-18 03:00:00,0.0,0.0,-303.81,0.0,0.0,15.15,-0.03,92.01,-507.23,28.36,13.75,50.3,592.94,10.84,0.0,0.0,0.0,7.72
2013-10-18 06:00:00,0.0,0.0,-554.18,0.0,0.0,-18.62,-32.19,0.4,-542.8,11.28,14.55,45.41,643.37,10.7,420.75,0.0,0.0,1.33
2013-10-18 09:00:00,-0.0,0.0,-862.67,0.0,0.0,-35.94,-163.8,0.02,-725.1,10.26,16.25,47.08,697.15,10.2,1006.1,0.0,0.0,0.45
2013-10-18 12:00:00,0.0,-0.0,-806.3,0.13,0.0,-23.66,-149.87,0.03,-679.76,14.71,16.94,55.44,712.46,10.5,848.54,0.0,0.0,0.85
2013-10-18 15:00:00,0.0,0.0,-530.13,14.39,0.0,4.71,-0.9,47.29,-492.34,28.18,17.52,64.2,702.57,10.43,130.68,0.0,0.0,3.39
2013-10-18 18:00:00,0.0,0.0,-488.94,17.24,0.0,8.1,-0.04,77.1,-516.57,23.85,23.91,85.19,756.88,10.41,0.0,0.0,0.0,2.88
2013-10-18 21:00:00,-0.0,-0.0,-453.09,8.49,0.0,6.12,-0.11,59.55,-503.94,20.09,25.98,107.15,717.73,10.42,0.0,0.0,0.0,1.61
2013-10-19 00:00:00,-0.0,0.0,-394.66,8.58,0.0,3.45,-0.04,54.84,-472.96,18.68,23.52,116.34,628.41,10.49,0.0,0.0,0.0,3.34
2013-10-19 03:00:00,-0.0,0.0,-352.41,12.6,0.0,4.2,-0.06,58.26,-486.44,21.37,21.68,123.64,579.88,10.48,0.18,0.0,0.0,6.61
2013-10-19 06:00:00,0.0,-0.0,-601.37,0.0,0.0,-15.4,-50.73,0.04,-502.62,13.58,22.86,128.74,567.88,10.42,426.31,0.0,0.0,0.26
2013-10-19 09:00:00,-0.0,-0.0,-815.2,0.0,0.0,-33.78,-135.15,0.03,-675.09,11.58,22.53,118.35,503.29,10.22,993.16,0.0,0.0,0.06
2013-10-19 12:00:00,-0.0,0.0,-751.05,0.0,0.0,-20.34,-119.33,0.04,-570.09,13.32,22.2,102.25,562.64,10.13,749.81,0.0,0.0,0.4
2013-10-19 15:00:00,0.0,-0.0,-473.2,1.98,0.0,-5.78,-1.17,26.63,-499.8,16.23,23.44,106.93,690.68,10.07,102.84,0.0,0.0,1.16
2013-10-19 18:00:00,0.0,-0.0,-486.15,2.1,0.0,-5.77,-0.29,61.52,-507.67,11.62,26.63,115.56,770.77,10.03,0.0,0.0,0.0,1.65
2013-10-19 21:00:00,-0.0,0.0,-563.01,1.31,0.0,-5.38,-0.45,52.25,-455.89,8.16,25.9,128.19,798.03,9.98,0.0,0.0,0.0,0.89
2013-10-20 00:00:00,-0.0,-0.0,-571.67,1.32,0.0,-4.43,-0.2,53.27,-427.04,6.71,23.0,128.91,779.04,9.95,0.0,0.0,0.0,1.13
2013-10-20 03:00:00,0.0,0.0,-541.18,2.18,0.0,-4.39,-0.18,59.84,-445.42,10.81,23.24,122.8,760.45,9.96,0.2,0.0,0.0,1.69
2013-10-20 06:00:00,0.0,0.0,-725.76,1.2,0.0,-15.42,-42.61,1.95,-481.35,8.53,25.61,119.55,747.45,10.01,349.72,0.0,0.0,1.13
2013-10-20 09:00:00,0.0,-0.0,-896.36,0.93,0.0,-14.63,-122.18,0.03,-623.43,8.6,27.94,119.51,666.21,10.07,822.37,0.0,0.0,0.93
2013-10-20 12:00:00,0.0,0.0,-816.66,0.9,0.0,-9.53,-98.42,0.04,-554.17,11.88,29.77,126.19,661.65,10.24,637.02,0.04,0.0,1.04
2013-10-20 15:00:00,0.0,0.0,-523.26,3.34,0.0,-3.37,-2.73,33.46,-476.8,13.78,31.17,127.48,683.73,10.39,100.98,0.31,0.0,1.53
2013-10-20 18:00:00,0.0,-0.0,-481.18,3.68,0.0,-2.98,-6.3,66.23,-466.29,11.75,31.64,123.32,708.05,10.48,0.0,0.36,0.0,1.24
2013-10-20 21:00:00,0.0,0.0,-496.12,2.64,0.0,-3.54,-3.06,59.87,-434.86,8.31,32.08,115.29,707.89,10.55,0.0,0.0,0.0,0.95
2013-10-21 00:00:00,0.0,-0.0,-461.16,2.29,0.0,-4.46,-0.4,56.24,-412.12,6.54,31.12,108.1,662.13,10.59,0.0,0.18,0.0,0.95
2013-10-21 03:00:00,-0.0,0.0,-432.47,3.59,0.0,-2.27,-0.04,68.81,-447.91,10.94,29.97,107.31,649.56,10.65,0.18,0.4,0.0,1.29
2013-10-21 06:00:00,0.0,0.0,-667.54,2.95,0.0,-9.63,-38.26,1.78,-500.47,8.88,30.98,106.82,691.38,10.68,361.44,0.0,0.0,0.99
2013-10-21 09:00:00,0.0,-0.0,-936.12,1.65,0.0,-27.95,-131.55,0.03,-667.32,7.48,31.97,106.45,710.03,10.7,893.86,0.0,0.0,0.78
2013-10-21 12:00:00,0.0,0.0,-883.13,1.58,0.0,-15.26,-108.15,0.07,-621.85,8.81,31.21,110.27,769.38,10.69,695.58,0.0,0.0,0.79
2013-10-21 15:00:00,-0.0,0.0,-629.66,7.3,0.0,2.98,-0.04,48.82,-479.56,14.98,29.89,119.52,775.23,10.67,98.54,0.0,0.0,1.35
2013-10-21 18:00:00,0.0,0.0,-616.3,7.17,0.0,3.11,-0.04,66.11,-481.88,13.02,27.34,129.94,839.47,10.7,0.0,0.11,0.0,1.24
2013-10-21 21:00:00,0.0,0.0,-678.97,6.79,0.0,4.0,-0.22,43.27,-463.07,7.82,25.99,132.09,910.56,10.79,0.0,0.0,0.0,0.95
2013-10-22 00:00:00,-0.0,0.0,-702.48,6.77,0.0,4.73,-0.14,48.41,-479.41,11.38,26.86,132.87,938.88,11.02,0.0,0.0,0.0,1.11
2013-10-22 03:00:00,-0.0,0.0,-692.38,7.27,0.0,7.31,-0.12,56.65,-504.24,12.78,29.41,136.43,933.88,11.22,0.17,0.0,0.0,1.61
2013-10-22 06:00:00,-0.0,0.0,-907.87,2.62,0.0,-18.0,-38.5,0.21,-509.58,2.05,27.62,136.37,921.0,11.33,372.33,0.0,0.0,0.41
2013-10-22 09:00:00,-0.0,-0.0,-1027.38,1.72,0.0,-30.49,-133.02,1.75,-674.63,3.25,26.1,120.5,821.2,11.36,879.41,0.0,0.0,0.22
2013-10-22 12:00:00,0.0,-0.0,-917.15,1.6,0.0,-26.74,-96.01,0.17,-596.08,1.59,28.13,135.28,824.53,11.41,633.04,0.0,0.0,0.22
2013-10-22 15:00:00,0.0,-0.0,-813.5,3.51,0.0,-2.47,-2.92,37.94,-475.46,3.84,30.2,138.77,1002.25,11.48,65.4,0.0,0.0,0.95
2013-10-22 18:00:00,0.0,0.0,-822.36,3.39,0.0,-2.65,-0.42,66.16,-512.0,3.44,31.06,143.15,1078.23,11.44,0.0,0.0,0.0,0.56
2013-10-22 21:00:00,-0.0,0.0,-828.15,3.06,0.0,-7.04,-0.85,52.31,-500.81,3.73,29.87,141.48,1094.88,11.2,0.0,0.0,0.0,0.32
2013-10-23 00:00:00,-0.0,-0.0,-824.89,3.17,0.0,-5.33,-1.02,45.82,-482.22,4.02,30.3,138.49,1080.23,10.95,0.0,0.0,0.0,0.47
2013-10-23 03:00:00,0.0,-0.0,-829.1,3.78,0.0,4.74,-1.01,47.86,-504.47,3.95,30.72,135.17,1096.47,10.89,0.0,0.0,0.0,1.0
2013-10-23 06:00:00,0.0,-0.0,-947.78,2.73,0.0,-14.7,-41.38,2.26,-575.31,1.76,28.99,139.44,1068.56,11.12,323.9,0.0,0.0,0.39
2013-10-23 09:00:00,-0.0,0.0,-1091.05,2.1,0.0,-21.96,-114.57,0.13,-707.84,1.5,26.84,132.16,995.08,11.45,765.93,0.0,0.0,0.24
2013-10-23 12:00:00,0.0,0.0,-1099.47,2.22,0.0,-18.27,-91.87,1.44,-640.58,0.36,28.1,133.05,1019.37,11.87,653.54,0.0,0.0,0.24
2013-10-23 15:00:00,-0.0,-0.0,-732.82,3.91,0.0,0.93,-3.94,29.67,-566.73,1.78,31.2,145.17,979.89,12.34,98.28,0.0,0.0,0.31
2013-10-23 18:00:00,0.0,-0.0,-599.99,4.52,0.0,6.84,-0.18,57.92,-507.65,1.78,29.28,140.09,854.31,12.87,0.0,0.0,0.0,0.2
2013-10-23 21:00:00,0.0,0.0,-532.14,3.45,0.0,0.98,-0.55,47.95,-447.43,1.78,22.67,132.21,757.82,13.25,0.0,0.0,0.0,0.01
2013-10-24 00:00:00,0.0,-0.0,-455.82,3.63,0.0,3.92,-0.03,64.4,-410.14,1.47,16.31,121.78,640.77,13.54,0.0,0.0,0.0,0.17
2013-10-24 03:00:00,-0.0,-0.0,-375.63,6.49,0.0,9.68,-0.02,81.97,-428.17,2.07,12.0,111.14,565.91,13.85,0.0,0.0,0.0,0.72
2013-10-24 06:00:00,0.0,-0.0,-404.19,2.65,0.0,-8.47,-27.33,3.83,-472.66,0.67,11.66,104.26,523.74,14.02,251.25,0.0,0.0,0.56
