snapshot,Fischer-Tropsch,H2 Fuel Cell,low-temperature heat for industry,urban central air heat pump,urban central gas CHP,urban central gas boiler,urban central heat,urban central resistive heater,urban central solar thermal,urban central solid biomass CHP,urban central solid biomass CHP CC,urban central water tanks charger,urban central water tanks discharger
2013-06-17 06:00:00,44.14,0.0,-5.94,17.76,0.0,0.0,-48.94,2.85,3.83,0.0,0.0,-23.54,9.83
2013-06-17 09:00:00,44.14,0.0,-5.94,19.24,0.0,0.0,-48.3,2.93,19.66,0.0,0.0,-39.37,7.63
2013-06-17 12:00:00,44.14,0.0,-5.94,21.94,0.0,0.0,-48.21,2.55,22.73,0.0,0.0,-44.47,7.25
2013-06-17 15:00:00,44.14,0.0,-5.94,3.64,0.0,0.0,-48.56,0.0,8.09,0.0,0.0,-12.88,11.52
2013-06-17 18:00:00,44.14,0.0,-5.94,4.34,0.15,0.0,-48.06,0.0,0.0,0.0,0.0,-10.97,16.35
2013-06-17 21:00:00,44.14,0.0,-5.94,3.0,0.15,0.0,-46.52,0.0,0.0,0.0,0.0,-12.14,17.31
2013-06-18 00:00:00,44.14,0.0,-5.94,2.36,0.15,0.0,-45.88,0.0,0.0,0.0,0.0,-13.02,18.19
2013-06-18 03:00:00,44.14,0.0,-5.94,2.34,0.0,0.0,-47.5,0.0,0.0,0.0,0.0,-12.58,19.54
2013-06-18 06:00:00,44.14,0.0,-5.94,15.27,0.0,0.0,-47.15,1.79,3.66,0.0,0.0,-22.45,10.68
2013-06-18 09:00:00,44.14,0.0,-5.94,14.81,0.0,0.0,-46.73,1.93,16.34,0.0,0.0,-36.85,12.29
2013-06-18 12:00:00,44.14,0.0,-5.94,15.79,0.0,0.0,-46.69,1.64,19.7,0.0,0.0,-40.46,11.82
2013-06-18 15:00:00,44.14,0.0,-5.94,4.58,0.0,0.0,-46.94,0.0,6.88,0.0,0.0,-21.45,18.71
2013-06-18 18:00:00,44.14,1.58,-5.94,3.95,14.7,0.0,-46.52,0.0,0.0,0.0,0.0,-38.54,26.62
2013-06-18 21:00:00,44.14,1.59,-5.94,2.32,16.16,0.0,-45.49,0.0,0.0,0.0,0.0,-44.87,32.08
2013-06-19 00:00:00,44.14,1.94,-5.94,0.78,10.17,0.0,-46.04,0.0,0.0,0.0,0.0,-38.56,33.51
2013-06-19 03:00:00,44.14,1.58,-5.94,1.33,6.37,0.0,-47.82,0.0,0.0,0.0,0.0,-29.94,30.26
2013-06-19 06:00:00,44.14,0.0,-5.94,13.25,0.0,0.0,-47.46,1.17,3.72,0.0,0.0,-24.13,15.23
2013-06-19 09:00:00,44.14,0.0,-5.94,13.06,0.0,0.0,-47.0,1.13,19.88,0.0,0.0,-37.86,12.58
2013-06-19 12:00:00,44.14,0.0,-5.94,16.41,0.0,0.0,-46.95,0.89,23.46,0.0,0.0,-42.77,10.76
2013-06-19 15:00:00,44.14,0.0,-5.94,3.27,0.0,0.0,-47.22,0.0,7.91,0.0,0.0,-16.21,14.03
2013-06-19 18:00:00,44.14,0.0,-5.94,3.77,0.0,0.0,-46.79,0.0,0.0,0.0,0.0,-13.12,17.94
2013-06-19 21:00:00,44.14,0.0,-5.94,2.36,0.0,0.0,-45.66,0.0,0.0,0.0,0.0,-13.25,18.34
2013-06-20 00:00:00,44.14,0.0,-5.94,1.45,0.0,0.0,-46.51,0.0,0.0,0.0,0.0,-12.14,19.0
2013-06-20 03:00:00,44.14,0.0,-5.94,1.95,0.0,0.0,-48.62,0.0,0.0,0.0,0.0,-11.07,19.54
2013-06-20 06:00:00,44.14,0.0,-5.94,12.74,0.0,0.0,-48.34,3.07,4.03,0.0,0.0,-20.48,10.78
2013-06-20 09:00:00,44.14,0.0,-5.94,12.09,0.0,0.0,-47.77,3.46,22.63,0.0,0.0,-37.86,9.23
2013-06-20 12:00:00,44.14,0.0,-5.94,18.13,0.0,0.0,-47.68,2.99,25.16,0.0,0.0,-45.84,9.03
2013-06-20 15:00:00,44.14,0.0,-5.94,3.14,0.0,0.0,-48.0,0.0,8.14,0.0,0.0,-13.56,12.08
2013-06-20 18:00:00,44.14,0.0,-5.94,3.66,0.0,0.0,-47.58,0.0,0.0,0.0,0.0,-11.16,16.88
2013-06-20 21:00:00,44.14,0.0,-5.94,1.93,0.0,0.0,-46.17,0.0,0.0,0.0,0.0,-11.47,17.51
2013-06-21 00:00:00,44.14,0.0,-5.94,1.26,0.0,0.0,-45.76,0.0,0.0,0.0,0.0,-11.23,17.53
2013-06-21 03:00:00,44.14,0.0,-5.94,1.66,0.0,0.0,-47.47,0.0,0.0,0.0,0.0,-10.29,17.89
2013-06-21 06:00:00,44.14,0.0,-5.94,15.69,0.0,0.0,-47.2,2.95,4.48,0.0,0.0,-23.15,9.03
2013-06-21 09:00:00,44.14,0.0,-5.94,19.7,0.0,0.0,-46.76,2.99,23.56,0.0,0.0,-44.89,7.19
2013-06-21 12:00:00,44.14,0.0,-5.94,21.7,0.0,0.0,-46.7,2.72,26.81,0.0,0.0,-49.55,6.81
2013-06-21 15:00:00,44.14,0.0,-5.94,3.64,0.0,0.0,-46.96,0.01,7.91,0.0,0.0,-12.37,9.55
2013-06-21 18:00:00,44.14,0.0,-5.94,3.77,0.0,0.0,-46.64,0.0,0.0,0.0,0.0,-9.75,14.41
2013-06-21 21:00:00,44.14,0.0,-5.94,2.24,0.0,0.0,-45.53,0.0,0.0,0.0,0.0,-10.32,15.42
2013-06-22 00:00:00,44.14,0.0,-5.94,1.57,0.0,0.0,-48.28,0.0,0.0,0.0,0.0,-7.75,16.27
2013-06-22 03:00:00,44.14,0.0,-5.94,2.06,0.0,0.0,-51.68,0.0,0.0,0.0,0.0,-6.2,17.62
2013-06-22 06:00:00,44.14,0.0,-5.94,26.21,0.0,0.0,-51.48,2.22,3.76,0.0,0.0,-27.19,8.28
2013-06-22 09:00:00,44.14,0.0,-5.94,38.0,0.0,0.0,-50.51,2.37,22.59,0.0,0.0,-54.93,4.27
2013-06-22 12:00:00,44.14,0.0,-5.94,36.17,0.0,0.0,-50.31,2.09,26.63,0.0,0.0,-56.8,4.02
2013-06-22 15:00:00,44.14,0.0,-5.94,14.67,0.0,0.0,-50.95,0.55,9.5,0.0,0.0,-18.1,6.13
2013-06-22 18:00:00,44.14,0.0,-5.94,10.73,0.0,0.0,-50.74,0.38,0.0,0.0,0.0,-10.48,11.89
2013-06-22 21:00:00,44.14,0.0,-5.94,7.64,0.0,0.0,-48.18,0.37,0.0,0.0,0.0,-10.34,12.31
2013-06-23 00:00:00,44.14,0.0,-5.94,8.13,0.0,0.0,-53.29,0.39,0.0,0.0,0.0,-7.61,14.17
2013-06-23 03:00:00,44.14,0.0,-5.94,11.44,0.0,0.0,-59.74,0.43,0.0,0.0,0.0,-6.22,15.88
2013-06-23 06:00:00,44.14,0.0,-5.94,24.49,0.0,0.0,-58.77,2.25,4.52,0.0,0.0,-15.91,5.21
2013-06-23 09:00:00,44.14,0.0,-5.94,32.17,0.0,0.0,-56.98,2.42,24.35,0.0,0.0,-43.17,3.0
2013-06-23 12:00:00,44.14,0.0,-5.94,32.83,0.0,0.0,-56.78,2.22,26.34,0.0,0.0,-45.63,2.81
2013-06-23 15:00:00,44.14,0.0,-5.94,25.25,0.0,0.0,-58.03,0.99,8.6,0.0,0.0,-18.42,3.4
2013-06-23 18:00:00,44.14,0.0,-5.94,14.84,0.0,0.0,-57.16,0.18,0.0,0.0,0.03,-4.73,8.63
2013-06-23 21:00:00,44.14,0.0,-5.94,6.64,0.0,0.0,-52.31,0.0,0.0,0.0,0.02,-2.94,10.38
2013-06-24 00:00:00,44.14,0.0,-5.94,13.23,0.0,0.0,-64.61,0.45,0.0,0.0,0.03,-1.63,14.34
2013-06-24 03:00:00,44.14,0.0,-5.94,18.65,0.0,0.0,-80.06,0.39,0.0,0.0,1.45,-1.08,22.45
2013-06-24 06:00:00,44.14,0.0,-5.94,21.13,0.0,0.0,-77.56,1.38,3.86,0.0,0.01,-1.57,14.54
2013-06-24 09:00:00,44.14,0.0,-5.94,22.49,0.0,0.0,-73.62,1.82,24.53,0.0,0.01,-17.49,4.05
2013-06-24 12:00:00,44.14,0.0,-5.94,23.49,0.0,0.0,-73.08,1.81,28.64,0.0,0.01,-21.77,2.69
2013-06-24 15:00:00,44.14,0.0,-5.94,26.1,0.0,0.0,-75.44,2.01,9.34,0.0,0.05,-5.0,4.73
2013-06-24 18:00:00,44.14,0.0,-5.94,19.74,0.0,0.0,-72.49,0.76,0.0,0.0,2.08,-1.16,12.87
2013-06-24 21:00:00,44.14,0.0,-5.94,9.28,0.15,0.0,-62.34,0.35,0.0,0.0,0.59,-1.89,15.67
2013-06-25 00:00:00,44.14,0.0,-5.94,11.4,0.15,0.0,-66.34,0.35,0.0,0.0,1.73,-2.05,16.55
2013-06-25 03:00:00,44.14,0.0,-5.94,15.48,0.15,0.0,-82.97,1.13,0.0,0.0,5.92,-1.11,23.21
2013-06-25 06:00:00,44.14,0.0,-5.94,26.86,0.15,0.0,-79.69,2.68,4.85,0.0,0.04,-3.08,9.99
2013-06-25 09:00:00,44.14,0.0,-5.94,29.28,0.0,0.0,-75.59,1.96,29.02,0.0,0.01,-26.51,3.62
2013-06-25 12:00:00,44.14,0.0,-5.94,33.98,0.0,0.0,-75.17,1.95,31.94,0.0,0.01,-34.09,3.18
2013-06-25 15:00:00,44.14,0.0,-5.94,27.12,0.0,0.0,-77.74,2.39,10.14,0.0,0.26,-5.33,4.96
2013-06-25 18:00:00,44.14,0.0,-5.94,18.94,1.45,0.0,-74.18,0.84,0.0,0.0,2.86,-2.1,13.99
2013-06-25 21:00:00,44.14,0.0,-5.94,13.41,1.16,0.0,-63.39,0.23,0.0,0.0,0.87,-3.54,13.05
2013-06-26 00:00:00,44.14,0.0,-5.94,14.8,0.84,0.0,-67.88,0.65,0.0,0.0,1.9,-3.44,14.94
2013-06-26 03:00:00,44.14,0.0,-5.94,17.13,0.86,0.0,-85.56,1.3,0.0,0.0,6.07,-2.46,24.46
2013-06-26 06:00:00,44.14,0.0,-5.94,29.75,0.0,0.0,-81.55,5.41,4.41,0.0,0.0,-5.55,9.31
2013-06-26 09:00:00,44.14,0.0,-5.94,29.67,0.0,0.0,-77.31,5.79,28.25,0.0,0.0,-28.55,3.95
2013-06-26 12:00:00,44.14,0.0,-5.94,32.93,0.0,0.0,-77.02,6.93,32.46,0.0,0.0,-37.48,3.96
2013-06-26 15:00:00,44.14,0.0,-5.94,29.85,0.0,0.0,-79.79,2.82,10.47,0.0,0.75,-8.47,6.15
2013-06-26 18:00:00,44.14,0.0,-5.94,26.27,0.0,0.0,-75.64,0.22,0.0,0.0,5.21,-2.1,7.84
2013-06-26 21:00:00,44.14,0.0,-5.94,18.59,0.0,0.0,-64.28,0.07,0.0,0.0,1.41,-3.77,9.78
2013-06-27 00:00:00,44.14,0.0,-5.94,17.52,0.0,0.0,-69.12,0.08,0.0,0.0,3.11,-2.62,12.82
2013-06-27 03:00:00,44.14,0.0,-5.94,19.2,0.0,0.0,-87.76,0.22,0.0,0.0,9.32,-1.81,22.63
2013-06-27 06:00:00,44.14,0.0,-5.94,28.19,0.0,0.0,-83.99,2.78,3.58,0.0,1.24,-2.01,12.01
2013-06-27 09:00:00,44.14,0.0,-5.94,25.58,0.0,0.0,-79.43,2.48,23.76,0.0,0.91,-16.22,4.7
2013-06-27 12:00:00,44.14,0.0,-5.94,27.49,0.0,0.0,-79.02,2.56,27.78,0.0,0.92,-22.07,4.12
2013-06-27 15:00:00,44.14,0.0,-5.94,24.51,0.0,0.0,-81.92,0.76,7.87,0.0,5.58,-4.61,9.6
2013-06-27 18:00:00,44.14,0.2,-5.94,14.36,0.0,0.0,-77.84,0.0,0.0,0.0,11.95,-2.46,15.59
2013-06-27 21:00:00,44.14,0.2,-5.94,7.64,0.0,0.0,-65.71,0.0,0.0,0.0,10.56,-5.26,14.36
2013-06-28 00:00:00,44.14,0.2,-5.94,5.51,0.0,0.0,-61.96,0.0,0.0,0.0,11.75,-8.2,14.49
2013-06-28 03:00:00,44.14,0.2,-5.94,7.26,0.0,0.0,-75.33,0.0,0.0,0.0,15.58,-6.74,20.83
2013-06-28 06:00:00,44.14,0.0,-5.94,22.83,0.0,0.0,-72.2,1.75,3.49,0.0,0.38,-4.31,9.85
2013-06-28 09:00:00,44.14,0.0,-5.94,21.21,0.0,0.0,-69.02,0.86,25.6,0.0,0.0,-20.38,3.51
2013-06-28 12:00:00,44.14,0.0,-5.94,26.23,0.0,0.0,-68.82,0.95,30.19,0.0,0.0,-29.92,3.15
2013-06-28 15:00:00,44.14,0.0,-5.94,23.99,0.0,0.0,-70.92,1.64,9.09,0.0,0.07,-6.85,4.78
2013-06-28 18:00:00,44.14,0.0,-5.94,21.08,0.0,0.0,-67.72,0.0,0.0,0.0,2.34,-4.35,10.45
2013-06-28 21:00:00,44.14,0.0,-5.94,14.5,0.0,0.0,-59.28,0.0,0.0,0.0,0.75,-4.92,10.74
2013-06-29 00:00:00,44.14,0.0,-5.94,9.04,0.0,0.0,-56.27,0.0,0.0,0.0,1.0,-4.68,12.71
2013-06-29 03:00:00,44.14,0.0,-5.94,13.87,0.0,0.0,-64.4,0.02,0.0,0.0,1.92,-4.02,14.41
2013-06-29 06:00:00,44.14,0.0,-5.94,15.73,0.0,0.0,-62.4,1.54,4.27,0.0,0.34,-4.3,6.61
2013-06-29 09:00:00,44.14,0.0,-5.94,14.83,0.0,0.0,-60.3,1.28,25.54,0.0,0.31,-23.05,3.18
2013-06-29 12:00:00,44.14,0.0,-5.94,16.1,0.0,0.0,-60.31,1.33,26.53,0.0,0.29,-25.4,3.25
2013-06-29 15:00:00,44.14,0.0,-5.94,17.93,0.0,0.0,-61.94,1.49,8.49,0.0,0.57,-9.58,4.85
2013-06-29 18:00:00,44.14,0.0,-5.94,17.28,0.0,0.0,-60.2,0.0,0.0,0.0,1.98,-6.37,9.11
2013-06-29 21:00:00,44.14,0.0,-5.94,9.58,0.0,0.0,-54.23,0.0,0.0,0.0,0.6,-5.82,11.67
2013-06-30 00:00:00,44.14,0.0,-5.94,9.27,0.0,0.0,-54.0,0.0,0.0,0.0,0.13,-6.91,13.31
2013-06-30 03:00:00,44.14,0.0,-5.94,12.88,0.0,0.0,-60.67,0.05,0.0,0.0,0.52,-6.2,15.22
2013-06-30 06:00:00,44.14,0.01,-5.94,22.45,0.0,0.0,-58.95,3.71,4.12,0.0,0.0,-15.55,6.01
2013-06-30 09:00:00,44.14,0.0,-5.94,27.83,0.0,0.0,-57.25,3.92,25.34,0.0,0.0,-42.16,4.11
2013-06-30 12:00:00,44.14,0.0,-5.94,24.67,0.0,0.0,-57.3,3.33,27.08,0.0,0.0,-40.01,4.02
2013-06-30 15:00:00,44.14,0.0,-5.94,13.97,0.0,0.0,-58.65,0.03,9.52,0.0,0.0,-10.07,6.99
2013-06-30 18:00:00,44.14,0.0,-5.94,10.95,0.0,0.0,-57.12,0.0,0.0,0.0,0.95,-7.55,14.56
2013-06-30 21:00:00,44.14,0.0,-5.94,6.22,0.0,0.0,-52.14,0.0,0.0,0.0,1.3,-8.74,15.16
2013-07-01 00:00:00,44.14,0.0,-5.94,2.16,0.0,0.0,-48.1,0.0,0.0,0.0,1.1,-7.91,14.54
2013-07-01 03:00:00,44.14,0.0,-5.94,3.63,0.0,0.0,-51.56,0.0,0.0,0.0,0.23,-5.87,15.36
2013-07-01 06:00:00,44.14,0.0,-5.94,17.27,0.0,0.0,-51.28,5.52,3.75,0.0,0.0,-21.72,8.25
2013-07-01 09:00:00,44.14,0.0,-5.94,20.01,0.0,0.0,-50.34,5.37,23.72,0.0,0.0,-42.7,5.74
2013-07-01 12:00:00,44.14,0.0,-5.94,21.76,0.0,0.0,-50.17,4.99,26.75,0.0,0.0,-47.01,5.47
2013-07-01 15:00:00,44.14,0.0,-5.94,3.53,0.0,0.0,-50.7,0.01,8.62,0.0,0.0,-9.95,10.29
2013-07-01 18:00:00,44.14,11.98,-5.94,2.38,0.0,0.0,-50.2,0.01,0.0,0.0,1.12,-24.85,21.35
2013-07-01 21:00:00,44.14,11.59,-5.94,1.36,0.0,0.0,-47.81,0.01,0.0,0.0,1.15,-27.26,22.77
2013-07-02 00:00:00,44.14,11.57,-5.94,1.64,0.0,0.0,-49.29,0.01,0.0,0.0,1.15,-27.36,24.08
2013-07-02 03:00:00,44.14,10.71,-5.94,2.11,0.0,0.0,-53.74,0.01,0.0,0.0,1.16,-24.14,25.7
2013-07-02 06:00:00,44.14,0.0,-5.94,12.98,0.0,0.0,-53.59,2.44,4.0,0.0,0.0,-14.75,10.72
2013-07-02 09:00:00,44.14,0.0,-5.94,15.06,0.0,0.0,-52.35,2.36,25.17,0.0,0.0,-35.43,6.98
2013-07-02 12:00:00,44.14,0.0,-5.94,17.03,0.0,0.0,-52.06,2.19,28.98,0.0,0.0,-40.98,6.64
2013-07-02 15:00:00,44.14,0.0,-5.94,6.65,0.0,0.0,-52.73,0.0,8.99,0.0,0.0,-11.41,10.29
2013-07-02 18:00:00,44.14,0.0,-5.94,6.25,0.0,0.0,-52.26,0.0,0.0,0.0,0.0,-8.33,16.13
2013-07-02 21:00:00,44.14,0.0,-5.94,3.71,0.0,0.0,-49.15,0.0,0.0,0.0,0.0,-9.21,16.44
2013-07-03 00:00:00,44.14,0.0,-5.94,0.83,0.0,0.0,-45.83,0.0,0.0,0.0,0.0,-10.64,17.43
2013-07-03 03:00:00,44.14,0.0,-5.94,2.0,0.0,0.0,-47.59,0.0,0.0,0.0,0.0,-10.02,17.42
2013-07-03 06:00:00,44.14,0.0,-5.94,9.02,0.0,0.0,-47.3,2.0,3.48,0.0,0.0,-16.03,10.63
2013-07-03 09:00:00,44.14,0.0,-5.94,10.33,0.0,0.0,-46.85,2.17,21.06,0.0,0.0,-32.49,7.58
2013-07-03 12:00:00,44.14,0.0,-5.94,11.71,0.0,0.0,-46.79,1.4,24.73,0.0,0.0,-36.9,7.64
2013-07-03 15:00:00,44.14,0.0,-5.94,2.96,0.0,0.0,-47.06,0.0,7.59,0.0,0.0,-13.14,11.46
2013-07-03 18:00:00,44.14,0.18,-5.94,2.54,0.0,0.0,-46.72,0.0,0.0,0.0,0.0,-11.51,17.3
2013-07-03 21:00:00,44.14,0.22,-5.94,1.2,0.0,0.0,-45.56,0.0,0.0,0.0,0.0,-12.56,18.49
2013-07-04 00:00:00,44.14,0.21,-5.94,1.0,0.0,0.0,-44.63,0.0,0.0,0.0,0.0,-13.48,18.7
2013-07-04 03:00:00,44.14,0.45,-5.94,1.17,0.0,0.0,-45.53,0.0,0.0,0.0,0.0,-13.49,19.2
2013-07-04 06:00:00,44.14,0.0,-5.94,8.02,0.0,0.0,-45.36,0.58,3.86,0.0,0.0,-17.14,11.84
2013-07-04 09:00:00,44.14,0.0,-5.94,8.99,0.0,0.0,-45.14,1.72,23.8,0.0,0.0,-37.49,9.91
2013-07-04 12:00:00,44.14,0.0,-5.94,13.1,0.0,0.0,-45.11,1.14,26.48,0.0,0.0,-43.63,9.82
2013-07-04 15:00:00,44.14,0.0,-5.94,3.9,0.0,0.0,-45.25,0.0,9.07,0.0,0.0,-18.25,12.33
2013-07-04 18:00:00,44.14,0.0,-5.94,3.22,0.0,0.0,-45.07,0.0,0.0,0.0,0.0,-14.96,18.6
2013-07-04 21:00:00,44.14,0.0,-5.94,1.45,0.0,0.0,-44.48,0.0,0.0,0.0,0.0,-15.91,20.73
2013-07-05 00:00:00,44.14,0.0,-5.94,1.43,0.0,0.0,-44.3,0.0,0.0,0.0,0.0,-16.5,21.16
2013-07-05 03:00:00,44.14,0.0,-5.94,1.13,0.0,0.0,-44.96,0.0,0.0,0.0,0.0,-16.66,22.29
2013-07-05 06:00:00,44.14,0.0,-5.94,6.03,0.0,0.0,-44.87,0.13,4.0,0.0,0.0,-19.84,16.33
2013-07-05 09:00:00,44.14,0.0,-5.94,6.46,0.0,0.0,-44.7,0.12,23.17,0.0,0.0,-33.33,10.06
2013-07-05 12:00:00,44.14,0.0,-5.94,7.65,0.0,0.0,-44.67,0.12,26.06,0.0,0.0,-37.45,10.07
2013-07-05 15:00:00,44.14,0.0,-5.94,2.35,0.0,0.0,-44.77,0.0,9.79,0.0,0.0,-19.21,13.64
2013-07-05 18:00:00,44.14,0.0,-5.94,1.92,0.0,0.0,-44.65,0.0,0.0,0.0,0.0,-15.01,19.54
2013-07-05 21:00:00,44.14,0.0,-5.94,0.75,0.0,0.0,-44.22,0.0,0.0,0.0,0.0,-16.15,21.42
2013-07-06 00:00:00,44.14,0.0,-5.94,0.79,0.0,0.0,-43.84,0.0,0.0,0.0,0.0,-17.27,22.11
2013-07-06 03:00:00,44.14,0.0,-5.94,0.8,0.0,0.0,-44.12,0.0,0.0,0.0,0.0,-17.72,22.83
2013-07-06 06:00:00,44.14,0.0,-5.94,10.18,0.0,0.0,-44.05,1.27,3.99,0.0,0.0,-24.5,14.9
2013-07-06 09:00:00,44.14,0.0,-5.94,13.56,0.0,0.0,-43.98,1.89,22.98,0.0,0.0,-44.97,12.31
2013-07-06 12:00:00,44.14,0.0,-5.94,16.4,0.0,0.0,-43.98,1.16,25.78,0.0,0.0,-48.95,11.38
2013-07-06 15:00:00,44.14,0.0,-5.94,5.08,0.0,0.0,-44.03,0.0,9.3,0.0,0.0,-24.89,16.34
2013-07-06 18:00:00,44.14,0.0,-5.94,1.77,0.0,0.0,-43.98,0.0,0.0,0.0,0.0,-17.07,21.07
2013-07-06 21:00:00,44.14,0.0,-5.94,1.53,0.0,0.0,-43.77,0.0,0.0,0.0,0.0,-17.94,21.97
2013-07-07 00:00:00,44.14,0.0,-5.94,1.44,0.0,0.0,-43.86,0.0,0.0,0.0,0.0,-18.03,22.25
2013-07-07 03:00:00,44.14,0.0,-5.94,1.44,0.0,0.0,-44.15,0.0,0.0,0.0,0.0,-17.81,22.31
2013-07-07 06:00:00,44.14,0.0,-5.94,16.54,0.0,0.0,-44.07,4.7,4.11,0.0,0.0,-34.21,14.73
2013-07-07 09:00:00,44.14,0.0,-5.94,23.97,0.0,0.0,-44.0,5.42,23.7,0.0,0.0,-60.12,12.83
2013-07-07 12:00:00,44.14,0.0,-5.94,19.11,0.0,0.0,-44.0,4.52,26.69,0.0,0.0,-56.92,12.39
2013-07-07 15:00:00,44.14,0.0,-5.94,3.83,0.0,0.0,-44.06,0.0,8.6,0.0,0.0,-22.85,16.26
2013-07-07 18:00:00,44.14,0.0,-5.94,2.14,0.0,0.0,-43.99,0.0,0.0,0.0,0.0,-18.08,21.72
2013-07-07 21:00:00,44.14,0.0,-5.94,1.9,0.0,0.0,-43.78,0.0,0.0,0.0,0.0,-18.57,22.24
2013-07-08 00:00:00,44.14,0.0,-5.94,1.8,0.0,0.0,-44.07,0.0,0.0,0.0,0.0,-18.45,22.51
2013-07-08 03:00:00,44.14,0.0,-5.94,1.94,0.0,0.0,-44.54,0.0,0.0,0.0,0.0,-17.96,22.35
2013-07-08 06:00:00,44.14,0.0,-5.94,10.87,0.0,0.0,-44.42,1.71,4.31,0.0,0.0,-25.63,14.95
2013-07-08 09:00:00,44.14,0.0,-5.94,17.99,0.0,0.0,-44.3,3.12,25.41,0.0,0.0,-52.61,12.19
2013-07-08 12:00:00,44.14,0.0,-5.94,18.3,0.0,0.0,-44.3,2.32,26.29,0.0,0.0,-51.86,11.04
2013-07-08 15:00:00,44.14,0.0,-5.94,8.93,0.0,0.0,-44.37,0.02,8.17,0.0,0.0,-24.33,13.38
2013-07-08 18:00:00,44.14,0.0,-5.94,3.89,0.0,0.0,-44.25,0.0,0.0,0.0,0.0,-16.77,18.92
2013-07-08 21:00:00,44.14,0.0,-5.94,2.31,0.0,0.0,-43.96,0.0,0.0,0.0,0.0,-17.25,20.69
2013-07-09 00:00:00,44.14,0.0,-5.94,1.97,0.0,0.0,-44.16,0.0,0.0,0.0,0.0,-16.98,20.97
2013-07-09 03:00:00,44.14,0.0,-5.94,1.73,0.0,0.0,-44.69,0.0,0.0,0.0,0.0,-16.33,21.09
2013-07-09 06:00:00,44.14,0.0,-5.94,4.19,0.0,0.0,-44.55,0.0,4.31,0.0,0.0,-16.45,14.3
2013-07-09 09:00:00,44.14,0.0,-5.94,3.39,0.0,0.0,-44.42,0.0,25.68,0.0,0.0,-34.84,11.99
2013-07-09 12:00:00,44.14,0.0,-5.94,4.33,0.0,0.0,-44.42,0.0,27.46,0.0,0.0,-36.77,11.19
2013-07-09 15:00:00,44.14,0.0,-5.94,4.84,0.0,0.0,-44.5,0.0,7.54,0.0,0.0,-19.84,13.75
2013-07-09 18:00:00,44.14,0.0,-5.94,2.93,0.0,0.0,-44.36,0.0,0.0,0.0,0.0,-17.15,20.37
2013-07-09 21:00:00,44.14,0.0,-5.94,1.42,0.0,0.0,-44.03,0.0,0.0,0.0,0.0,-17.51,21.92
2013-07-10 00:00:00,44.14,0.0,-5.94,1.73,0.0,0.0,-44.68,0.0,0.0,0.0,0.0,-17.23,21.97
2013-07-10 03:00:00,44.14,0.0,-5.94,1.99,0.0,0.0,-45.59,0.0,0.0,0.0,0.0,-16.77,22.16
2013-07-10 06:00:00,44.14,0.0,-5.94,5.52,0.0,0.0,-45.38,0.01,4.5,0.0,0.0,-18.14,15.28
2013-07-10 09:00:00,44.14,0.0,-5.94,9.47,0.0,0.0,-45.16,0.01,25.6,0.0,0.0,-41.2,13.07
2013-07-10 12:00:00,44.14,0.0,-5.94,7.27,0.0,0.0,-45.14,0.01,27.28,0.0,0.0,-40.51,12.88
2013-07-10 15:00:00,44.14,0.0,-5.94,5.45,0.0,0.0,-45.28,0.0,7.49,0.0,0.0,-19.92,14.05
2013-07-10 18:00:00,44.14,0.0,-5.94,5.32,0.0,0.0,-45.06,0.0,0.0,0.0,0.0,-17.66,19.2
2013-07-10 21:00:00,44.14,0.0,-5.94,3.3,0.0,0.0,-44.48,0.0,0.0,0.0,0.0,-18.13,21.11
2013-07-11 00:00:00,44.14,0.0,-5.94,2.4,0.0,0.0,-45.79,0.0,0.0,0.0,0.0,-18.03,23.21
2013-07-11 03:00:00,44.14,0.0,-5.94,2.74,0.0,0.0,-47.46,0.0,0.0,0.0,0.0,-17.67,24.19
2013-07-11 06:00:00,44.14,0.0,-5.94,5.9,0.0,0.0,-47.09,0.01,4.49,0.0,0.0,-18.74,17.22
2013-07-11 09:00:00,44.14,0.0,-5.94,5.58,0.0,0.0,-46.68,0.01,25.17,0.0,0.0,-35.72,13.42
2013-07-11 12:00:00,44.14,0.0,-5.94,6.53,0.0,0.0,-46.65,0.01,26.74,0.0,0.0,-36.92,12.07
2013-07-11 15:00:00,44.14,0.0,-5.94,5.39,0.0,0.0,-46.91,0.0,7.92,0.0,0.0,-19.43,14.82
2013-07-11 18:00:00,44.14,0.0,-5.94,4.32,0.79,0.0,-46.5,0.0,0.0,0.0,0.0,-16.95,20.14
2013-07-11 21:00:00,44.14,0.0,-5.94,1.93,1.32,0.0,-45.43,0.0,0.0,0.0,0.0,-18.82,22.79
2013-07-12 00:00:00,44.14,0.0,-5.94,0.8,2.36,0.0,-45.18,0.0,0.0,0.0,0.0,-20.76,24.57
2013-07-12 03:00:00,44.14,0.0,-5.94,1.85,8.46,0.0,-46.45,0.0,0.0,0.0,0.0,-26.73,24.67
2013-07-12 06:00:00,44.14,0.0,-5.94,5.16,0.0,0.0,-46.13,0.14,3.88,0.0,0.0,-19.16,17.91
2013-07-12 09:00:00,44.14,0.0,-5.94,5.2,0.0,0.0,-45.83,0.13,24.1,0.0,0.0,-36.43,14.61
2013-07-12 12:00:00,44.14,0.0,-5.94,6.75,0.0,0.0,-45.82,0.13,27.58,0.0,0.0,-40.04,13.18
