snapshot,AC,DAC,DC,H2 Electrolysis,H2 Fuel Cell,OCGT,PHS,battery charger,battery discharger,electricity distribution grid,hydro,offwind-ac,offwind-dc,onwind,ror,solar,urban central gas CHP,urban central gas CHP CC,urban central solid biomass CHP CC
2013-02-21 03:00:00,0.0,-1.24,-0.0,-261.67,0.55,0.0,8.19,-0.02,75.11,-705.61,78.91,27.61,58.57,614.92,12.87,0.0,65.77,0.0,26.02
2013-02-21 06:00:00,0.0,-1.21,0.0,-292.3,0.55,0.0,1.56,-15.53,3.01,-784.31,72.97,28.2,59.78,599.97,12.87,238.68,49.71,0.0,26.02
2013-02-21 09:00:00,-0.0,-1.25,-0.0,-611.52,0.0,0.0,-21.48,-143.23,0.17,-817.73,67.19,27.31,61.86,584.57,12.8,795.08,20.2,0.0,26.02
2013-02-21 12:00:00,-0.0,-1.26,0.0,-513.75,0.1,0.0,-11.08,-115.66,1.46,-792.67,68.77,24.56,59.24,580.54,12.81,628.28,32.63,0.0,26.02
2013-02-21 15:00:00,-0.0,-1.23,0.0,-312.22,0.55,0.0,7.32,-0.79,31.19,-740.79,77.88,25.8,63.26,579.93,12.88,172.43,57.78,0.0,26.02
2013-02-21 18:00:00,0.0,-1.16,-0.0,-213.66,0.55,0.0,15.11,-0.25,78.98,-726.64,81.02,28.25,69.15,570.45,12.91,0.0,59.26,0.0,26.02
2013-02-21 21:00:00,-0.0,-1.04,-0.0,-174.48,0.55,0.0,14.2,-0.26,65.89,-683.28,82.28,28.38,65.19,526.49,12.98,0.0,37.06,0.0,26.02
2013-02-22 00:00:00,-0.0,-0.99,-0.0,-151.89,0.55,0.0,10.48,-0.34,63.34,-672.41,79.17,28.38,59.54,510.77,12.99,0.0,34.38,0.0,26.02
2013-02-22 03:00:00,-0.0,-0.91,0.0,-134.35,0.55,0.0,14.7,-0.61,56.13,-719.32,79.35,29.03,57.7,518.99,12.98,0.0,59.73,0.0,26.02
2013-02-22 06:00:00,0.0,-0.88,0.0,-179.37,0.12,0.0,5.63,-25.36,4.3,-802.2,73.17,30.85,62.66,524.47,12.97,240.67,26.94,0.0,26.02
2013-02-22 09:00:00,-0.0,-0.94,-0.0,-515.2,0.0,0.0,-19.71,-151.94,0.02,-816.15,68.8,30.17,58.99,545.86,12.94,748.59,12.53,0.0,26.02
2013-02-22 12:00:00,-0.0,-0.97,0.0,-461.7,0.0,0.0,-12.75,-118.44,0.1,-805.34,68.78,31.81,60.07,591.99,13.0,594.34,13.06,0.0,26.02
2013-02-22 15:00:00,0.0,-0.95,0.0,-259.21,0.0,0.0,3.74,-1.31,25.83,-775.93,78.15,34.63,69.49,604.94,13.08,156.1,25.4,0.0,26.02
2013-02-22 18:00:00,-0.0,-0.62,0.0,-141.16,0.55,0.0,5.73,-0.07,75.55,-768.71,81.04,35.36,76.82,566.36,13.11,0.0,30.0,0.0,26.02
2013-02-22 21:00:00,-0.0,-0.74,-0.0,-93.84,0.0,0.16,10.36,-0.44,81.2,-731.45,76.93,31.66,69.3,501.61,13.15,0.0,16.07,0.0,26.02
2013-02-23 00:00:00,-0.0,-0.75,-0.0,-75.1,0.0,1.63,8.54,-0.23,60.23,-717.26,76.43,30.59,60.26,502.32,13.19,0.0,14.11,0.0,26.02
2013-02-23 03:00:00,-0.0,-0.57,0.0,-84.14,0.55,2.15,5.74,-0.19,47.34,-760.02,76.15,32.09,62.44,549.25,13.2,0.0,29.99,0.0,26.02
2013-02-23 06:00:00,0.0,-0.55,-0.0,-198.54,0.0,2.63,-6.37,-33.1,0.04,-814.77,62.18,31.65,70.0,596.41,13.2,241.31,9.87,0.0,26.02
2013-02-23 09:00:00,0.0,-0.6,-0.0,-584.37,0.0,2.67,-26.59,-161.73,0.02,-802.1,57.74,32.8,77.12,593.22,13.14,766.13,6.69,0.0,25.84
2013-02-23 12:00:00,0.0,-0.65,0.0,-565.12,0.0,2.67,-28.02,-145.15,0.13,-798.52,52.39,33.42,81.5,615.25,13.18,704.42,8.79,0.0,25.69
2013-02-23 15:00:00,-0.0,-0.58,0.0,-390.76,0.0,2.67,-3.04,-16.05,27.41,-757.38,69.39,33.47,95.43,664.67,13.22,211.09,24.66,0.0,25.81
2013-02-23 18:00:00,-0.0,-0.58,-0.0,-243.73,0.0,2.67,4.17,-1.41,69.27,-730.67,65.34,32.5,97.72,634.49,13.28,0.0,31.12,0.0,25.81
2013-02-23 21:00:00,-0.0,-0.76,0.0,-204.06,0.0,0.96,4.19,-1.45,65.68,-673.75,67.64,29.99,93.12,568.89,13.35,0.0,10.36,0.0,25.83
2013-02-24 00:00:00,0.0,-1.08,0.0,-213.05,0.0,0.0,4.13,-5.56,54.38,-667.97,66.56,30.7,99.78,584.53,13.39,0.0,8.5,0.0,25.69
2013-02-24 03:00:00,0.0,-0.95,0.0,-231.56,0.55,0.0,2.58,-1.14,58.05,-720.68,62.72,33.12,106.13,626.68,13.42,0.0,25.24,0.0,25.83
2013-02-24 06:00:00,0.0,-0.94,0.0,-336.24,0.55,0.0,-3.08,-19.91,7.27,-774.62,56.84,35.08,110.34,642.75,13.43,218.43,24.39,0.0,25.69
2013-02-24 09:00:00,-0.0,-0.96,0.0,-661.62,0.16,0.0,-21.18,-171.36,0.89,-807.23,41.82,34.58,109.59,634.25,13.39,789.38,12.44,0.0,25.83
2013-02-24 12:00:00,-0.0,-1.01,0.0,-670.08,0.1,0.0,-18.36,-137.58,0.01,-790.0,42.1,35.2,111.7,687.51,13.4,690.86,10.28,0.0,25.83
2013-02-24 15:00:00,-0.0,-0.63,0.0,-442.76,0.55,0.73,-1.22,-1.86,6.05,-756.7,61.88,37.11,113.81,688.99,13.42,213.31,41.47,0.0,25.83
2013-02-24 18:00:00,0.0,-0.63,0.0,-226.93,0.55,0.0,4.56,-1.61,57.26,-743.5,64.75,37.7,115.5,605.22,13.4,0.0,47.88,0.0,25.83
2013-02-24 21:00:00,0.0,-0.77,0.0,-186.46,0.55,0.0,5.73,-0.81,63.84,-682.24,63.68,34.68,112.72,528.71,13.41,0.0,20.94,0.0,26.0
2013-02-25 00:00:00,0.0,-0.78,0.0,-174.5,0.55,0.0,4.03,-0.09,70.35,-664.5,63.85,31.87,109.57,505.81,13.41,0.0,14.39,0.0,26.02
2013-02-25 03:00:00,-0.0,-0.78,-0.0,-194.74,0.55,0.0,7.77,-0.26,84.66,-722.25,70.71,35.24,112.55,518.56,13.41,0.0,48.54,0.0,26.02
2013-02-25 06:00:00,-0.0,-0.95,-0.0,-276.68,0.55,0.0,1.1,-16.76,10.1,-797.48,65.7,35.31,112.84,514.21,13.41,268.03,44.56,0.0,26.02
2013-02-25 09:00:00,-0.0,-0.99,0.0,-578.87,0.55,0.0,-23.05,-170.06,0.01,-820.74,48.87,31.43,100.8,470.67,13.4,883.45,18.48,0.0,26.02
2013-02-25 12:00:00,0.0,-1.0,0.0,-527.91,0.55,0.0,-18.38,-137.17,0.24,-794.64,49.46,34.04,108.29,491.91,13.46,738.54,16.58,0.0,26.02
2013-02-25 15:00:00,0.0,-0.68,0.0,-335.45,0.55,0.0,3.47,-1.07,28.55,-745.12,80.05,37.15,116.28,483.7,13.47,227.15,65.91,0.0,26.02
2013-02-25 18:00:00,-0.0,-0.58,0.0,-193.07,0.55,0.0,19.82,-0.78,81.96,-707.83,80.42,36.29,116.03,459.39,13.45,0.0,68.31,0.0,26.02
2013-02-25 21:00:00,-0.0,-0.94,0.0,-156.56,0.55,0.0,17.73,-0.01,75.66,-642.81,79.82,32.39,109.18,401.25,13.45,0.0,44.26,0.0,26.02
2013-02-26 00:00:00,-0.0,-0.93,0.0,-156.2,0.55,0.0,18.0,-0.01,77.83,-622.6,76.95,30.25,102.05,400.62,13.45,0.0,34.0,0.0,26.02
2013-02-26 03:00:00,0.0,-0.89,0.0,-116.07,0.55,0.0,14.82,-0.02,93.34,-680.38,78.08,25.63,85.66,380.55,13.44,0.0,79.26,0.0,26.02
2013-02-26 06:00:00,0.0,-0.94,0.0,-115.39,0.55,0.0,1.32,-22.94,6.59,-782.11,66.73,20.92,65.45,357.07,13.3,297.63,65.83,0.0,25.97
2013-02-26 09:00:00,0.0,-0.98,0.0,-436.33,0.55,0.0,-30.6,-191.92,0.33,-807.66,44.41,16.05,50.49,299.21,13.21,988.52,29.23,0.0,25.47
2013-02-26 12:00:00,-0.0,-0.99,-0.0,-337.72,0.55,0.0,-30.69,-172.4,0.3,-772.68,50.89,15.6,42.02,279.13,13.48,861.02,25.53,0.0,25.94
2013-02-26 15:00:00,-0.0,-0.95,-0.0,-113.28,0.55,0.0,-1.4,-1.92,17.08,-708.44,82.13,19.19,47.5,301.6,13.52,259.95,58.43,0.0,26.02
2013-02-26 18:00:00,-0.0,-0.67,-0.0,-26.08,0.55,0.0,13.13,-0.01,77.3,-676.1,85.01,20.44,51.44,344.12,13.52,0.0,71.32,0.0,26.02
2013-02-26 21:00:00,-0.0,-0.55,0.0,-22.23,0.55,0.0,13.68,-0.1,84.61,-602.96,85.48,20.71,50.61,293.3,13.52,0.0,37.33,0.0,26.02
2013-02-27 00:00:00,-0.0,-0.51,-0.0,-20.82,0.55,0.0,12.37,-0.12,74.27,-572.42,85.22,21.2,50.14,276.36,13.52,0.0,34.2,0.0,26.02
2013-02-27 03:00:00,-0.0,-0.46,0.0,-28.01,0.55,0.98,13.41,-0.16,72.09,-619.72,83.41,22.74,50.05,271.5,13.52,0.0,94.07,0.0,26.02
2013-02-27 06:00:00,-0.0,-0.62,-0.0,-57.96,0.55,1.7,4.0,-24.68,1.67,-737.8,68.47,21.35,48.41,254.74,13.52,295.09,85.52,0.0,26.02
2013-02-27 09:00:00,0.0,-1.04,0.0,-347.05,0.55,0.0,-19.28,-167.41,0.15,-806.16,44.65,22.46,50.26,229.72,13.43,912.76,41.1,0.0,25.83
2013-02-27 12:00:00,0.0,-1.01,-0.0,-314.57,0.55,0.0,-14.24,-138.28,1.01,-782.67,46.27,23.94,54.07,239.59,13.56,805.03,40.82,0.0,25.89
2013-02-27 15:00:00,-0.0,-0.89,0.0,-105.55,0.55,0.0,-0.98,-2.58,16.39,-699.48,73.37,25.81,62.54,292.88,13.57,216.88,81.6,0.0,25.89
2013-02-27 18:00:00,0.0,-0.87,0.0,-56.29,0.55,0.0,14.81,-0.02,84.83,-677.53,71.74,24.92,68.63,338.21,13.57,0.0,91.56,0.0,25.89
2013-02-27 21:00:00,-0.0,-0.95,0.0,-54.6,0.55,0.0,24.34,-0.01,83.39,-628.16,72.51,24.01,65.01,324.71,13.55,0.0,49.76,0.0,25.89
2013-02-28 00:00:00,-0.0,-0.97,0.0,-52.14,0.55,0.0,19.76,-0.01,87.51,-594.85,73.43,20.47,56.49,304.09,13.54,0.0,46.22,0.0,25.9
2013-02-28 03:00:00,-0.0,-0.99,0.0,-64.96,0.55,0.0,14.02,-0.01,84.22,-640.39,73.8,17.19,55.31,319.38,13.52,0.0,102.38,0.0,25.96
2013-02-28 06:00:00,-0.0,-1.19,0.0,-143.49,0.55,0.0,1.09,-20.84,2.75,-774.93,57.28,15.34,58.18,348.97,13.5,332.15,84.67,0.0,25.95
2013-02-28 09:00:00,0.0,-1.08,-0.0,-455.61,0.55,0.0,-22.43,-162.64,1.32,-791.9,24.7,14.13,52.04,310.38,13.41,947.19,44.25,0.0,25.68
2013-02-28 12:00:00,0.0,-1.09,-0.0,-407.8,0.55,0.0,-17.92,-158.61,0.1,-784.45,24.21,13.61,51.83,362.48,13.53,837.41,40.28,0.0,25.84
2013-02-28 15:00:00,0.0,-1.0,0.0,-220.92,0.55,0.0,5.52,-17.51,19.27,-701.77,55.24,15.87,64.36,448.32,13.54,227.21,65.42,0.0,25.89
2013-02-28 18:00:00,0.0,-1.03,0.0,-225.24,0.55,0.0,10.15,-1.21,86.86,-704.96,56.55,21.56,79.86,568.16,13.48,0.0,69.38,0.0,25.89
2013-02-28 21:00:00,0.0,-1.09,-0.0,-227.23,0.55,0.0,10.42,-0.08,86.91,-660.81,57.85,21.94,82.67,557.88,13.38,0.0,31.73,0.0,25.89
2013-03-01 00:00:00,-0.0,-1.09,-0.0,-204.15,0.55,0.0,17.15,-0.08,83.07,-639.94,58.45,19.97,88.66,508.66,13.33,0.0,29.5,0.0,25.91
2013-03-01 03:00:00,-0.0,-1.04,0.0,-154.82,0.55,0.0,13.13,-0.08,72.54,-685.3,59.74,16.83,91.01,466.47,13.31,0.0,81.62,0.0,26.02
2013-03-01 06:00:00,-0.0,-0.97,0.0,-180.66,0.55,0.0,3.99,-23.6,5.66,-780.71,47.57,16.38,94.09,417.01,13.13,294.47,67.05,0.0,26.02
2013-03-01 09:00:00,-0.0,-1.01,-0.0,-449.07,0.55,0.0,-17.05,-154.79,3.09,-810.79,33.93,15.72,85.16,363.92,12.94,852.92,39.1,0.0,25.37
2013-03-01 12:00:00,-0.0,-1.02,0.0,-427.26,0.55,0.0,-11.96,-142.05,4.07,-801.42,37.6,20.2,84.93,404.34,13.26,763.63,29.4,0.0,25.7
2013-03-01 15:00:00,0.0,-0.69,0.0,-181.47,0.55,0.04,0.65,-10.55,31.22,-727.81,59.01,25.98,86.11,423.6,13.23,209.52,44.57,0.0,26.02
2013-03-01 18:00:00,0.0,-0.57,0.0,-90.79,0.55,0.45,12.08,-0.77,69.78,-671.62,73.23,24.11,71.73,420.28,13.2,0.0,52.29,0.0,26.02
2013-03-01 21:00:00,-0.0,-0.68,0.0,-62.07,0.55,0.27,11.04,-0.05,77.36,-591.42,75.29,16.84,48.7,350.9,13.15,0.0,34.07,0.0,26.02
2013-03-02 00:00:00,0.0,-0.93,0.0,-56.48,0.55,0.47,10.68,-0.02,77.52,-551.52,73.62,10.75,32.59,323.39,13.1,0.0,40.26,0.0,26.02
2013-03-02 03:00:00,-0.0,-0.83,-0.0,-58.64,0.55,0.84,12.71,-0.02,68.0,-581.18,68.31,7.93,25.85,326.51,13.11,0.0,90.84,0.0,26.02
2013-03-02 06:00:00,0.0,-1.0,0.0,-120.54,0.55,1.13,2.47,-23.22,4.71,-722.59,42.69,8.01,29.7,338.96,13.13,309.46,90.5,0.0,26.02
2013-03-02 09:00:00,-0.0,-0.99,-0.0,-493.26,0.12,0.42,-24.9,-179.25,1.1,-776.2,21.26,9.76,44.8,315.5,12.68,1008.96,34.72,0.0,25.27
2013-03-02 12:00:00,-0.0,-1.0,-0.0,-500.64,0.0,0.65,-38.49,-177.5,0.22,-778.02,18.77,9.5,56.24,355.63,12.77,994.15,22.73,0.0,24.97
2013-03-02 15:00:00,0.0,-0.77,-0.0,-256.33,0.55,1.89,1.8,-9.18,17.18,-633.22,37.56,10.49,67.93,386.8,13.08,281.08,55.2,0.0,25.93
2013-03-02 18:00:00,-0.0,-0.7,0.0,-218.22,0.55,6.82,12.65,-0.3,98.32,-593.44,47.63,11.94,74.15,449.65,13.05,0.0,71.92,0.0,25.97
2013-03-02 21:00:00,-0.0,-0.77,0.0,-232.09,0.55,6.82,13.7,-0.57,108.64,-566.4,43.47,12.52,70.28,455.85,12.97,0.0,49.27,0.0,25.75
2013-03-03 00:00:00,-0.0,-0.77,-0.0,-220.14,0.55,6.82,11.36,-1.57,93.73,-541.93,44.22,11.42,61.29,445.64,12.93,0.0,50.68,0.0,25.76
2013-03-03 03:00:00,-0.0,-0.77,-0.0,-208.56,0.55,6.68,13.46,-0.41,71.93,-555.61,47.73,10.51,58.39,441.22,12.87,0.0,76.14,0.0,25.85
2013-03-03 06:00:00,-0.0,-0.73,-0.0,-240.09,0.55,6.67,-4.35,-31.15,0.03,-688.16,33.89,10.86,50.62,390.1,12.84,381.62,51.66,0.0,25.61
2013-03-03 09:00:00,0.0,-1.07,-0.0,-541.83,0.55,0.0,-28.66,-180.72,0.01,-753.08,22.69,11.17,38.58,296.08,12.21,1096.64,6.2,0.0,21.23
2013-03-03 12:00:00,0.0,-1.14,0.0,-536.78,0.55,0.0,-27.85,-177.45,0.61,-758.81,33.28,13.92,33.37,314.96,12.63,1065.81,5.77,0.0,21.11
2013-03-03 15:00:00,-0.0,-1.08,-0.0,-160.19,0.55,0.0,-0.4,-6.89,9.52,-632.14,54.54,18.63,34.22,350.45,12.84,276.98,17.36,0.0,25.6
2013-03-03 18:00:00,0.0,-1.08,0.0,-87.77,0.55,0.0,15.54,-0.01,115.26,-625.23,59.53,19.04,30.79,410.89,12.82,0.0,23.72,0.0,25.94
2013-03-03 21:00:00,0.0,-1.15,0.0,-92.23,0.55,0.0,12.99,-0.02,90.19,-581.51,58.67,16.51,29.21,418.71,12.79,0.0,9.34,0.0,25.95
2013-03-04 00:00:00,-0.0,-1.07,0.0,-76.23,0.55,0.0,10.95,-0.02,72.77,-557.4,57.43,15.61,28.28,403.64,12.76,0.0,6.69,0.0,26.02
2013-03-04 03:00:00,-0.0,-1.02,0.0,-56.62,0.55,0.0,11.9,-0.01,91.73,-610.15,59.65,16.86,32.51,389.49,12.74,0.0,26.34,0.0,26.02
2013-03-04 06:00:00,0.0,-1.02,0.0,-211.96,0.0,0.0,-7.67,-25.31,0.04,-800.9,50.8,16.36,41.7,391.82,12.72,507.8,0.0,0.0,25.62
2013-03-04 09:00:00,-0.0,-1.07,-0.0,-751.36,0.0,0.0,-36.32,-170.0,0.01,-820.19,40.27,13.0,38.55,288.58,11.8,1366.88,0.0,0.0,19.85
2013-03-04 12:00:00,0.0,-1.11,-0.0,-703.86,0.0,0.0,-31.65,-173.12,0.02,-809.11,41.31,12.28,41.47,307.45,12.49,1283.97,0.0,0.0,19.86
2013-03-04 15:00:00,0.0,-1.06,-0.0,-195.79,0.0,0.0,0.35,-1.35,27.19,-681.09,49.41,15.46,49.55,405.3,12.66,293.61,0.0,0.0,25.73
2013-03-04 18:00:00,0.0,-1.05,-0.0,-190.47,0.0,0.0,2.01,-0.14,89.75,-687.14,53.07,24.34,68.9,602.05,12.65,0.0,0.0,0.0,26.02
2013-03-04 21:00:00,0.0,-1.09,0.0,-210.74,0.0,0.0,-1.56,-0.69,52.76,-625.61,50.97,21.42,60.65,615.81,12.63,0.0,0.08,0.0,25.37
2013-03-05 00:00:00,-0.0,-1.09,-0.0,-188.57,0.0,0.0,-0.84,-1.47,46.19,-584.76,51.01,18.84,52.66,567.1,12.62,0.0,3.57,0.0,24.74
2013-03-05 03:00:00,0.0,-0.9,-0.0,-156.24,0.0,0.0,6.97,-1.71,78.32,-627.09,53.56,19.35,53.44,526.22,12.6,0.0,9.58,0.0,25.91
2013-03-05 06:00:00,0.0,-0.82,0.0,-315.94,0.0,0.0,-4.57,-39.58,4.64,-730.69,47.74,18.98,58.11,474.78,12.6,439.76,9.3,0.0,25.66
2013-03-05 09:00:00,-0.0,-1.07,-0.0,-683.26,0.0,0.0,-32.34,-157.8,3.32,-791.43,43.38,13.4,51.88,280.27,12.26,1244.57,0.0,0.0,16.81
2013-03-05 12:00:00,-0.0,-1.1,0.0,-574.86,0.0,0.0,-21.62,-127.63,0.04,-771.37,43.09,8.84,50.96,324.45,12.56,1036.22,0.0,0.0,20.42
2013-03-05 15:00:00,0.0,-1.11,-0.0,-143.35,0.55,0.0,4.82,-5.36,13.23,-678.69,57.21,8.5,45.75,428.13,12.64,229.0,4.1,0.0,24.57
2013-03-05 18:00:00,0.0,-1.11,0.0,-145.4,0.55,0.0,9.94,-1.15,55.05,-664.39,62.19,12.35,47.08,577.45,12.66,0.0,10.13,0.0,24.66
2013-03-05 21:00:00,-0.0,-1.15,0.0,-141.94,0.55,0.0,6.24,-1.13,42.99,-602.74,61.91,13.76,37.41,541.61,12.7,0.0,6.46,0.0,23.31
2013-03-06 00:00:00,0.0,-1.23,0.0,-136.9,0.55,0.0,9.55,-0.87,51.03,-551.62,60.75,12.56,26.31,489.44,12.78,0.0,5.64,0.0,22.0
2013-03-06 03:00:00,-0.0,-1.43,0.0,-130.8,0.55,0.0,15.36,-1.01,59.52,-580.27,64.06,12.76,24.14,480.1,12.88,0.0,20.27,0.0,23.85
2013-03-06 06:00:00,0.0,-1.44,0.0,-185.44,0.55,0.0,5.23,-13.19,22.13,-660.77,62.3,14.2,28.21,492.36,13.0,188.05,10.83,0.0,23.96
2013-03-06 09:00:00,0.0,-1.48,0.0,-326.81,0.0,0.0,-1.06,-58.43,7.59,-691.14,50.48,14.58,37.3,440.15,13.15,490.36,1.86,0.0,23.42
2013-03-06 12:00:00,-0.0,-1.48,0.0,-510.43,0.0,0.0,-16.68,-83.29,4.79,-761.03,42.87,13.83,37.54,434.92,13.29,804.8,1.62,0.0,19.23
2013-03-06 15:00:00,-0.0,-1.48,-0.0,-295.95,0.0,0.0,7.4,-2.59,36.79,-627.2,47.26,15.54,43.76,524.45,13.45,210.43,3.58,0.0,24.57
2013-03-06 18:00:00,-0.0,-1.52,-0.0,-290.02,0.0,0.0,7.54,-0.76,56.57,-639.71,37.9,24.24,75.21,689.24,13.59,0.0,3.08,0.0,24.62
2013-03-06 21:00:00,-0.0,-1.52,0.0,-366.32,0.0,0.0,5.55,-1.24,47.06,-602.1,33.11,30.04,103.41,714.96,13.75,0.0,0.28,0.0,23.02
2013-03-07 00:00:00,0.0,-1.52,0.0,-379.39,0.0,0.0,4.98,-0.81,38.14,-556.34,34.4,28.17,104.34,691.43,13.97,0.0,0.0,0.0,22.62
2013-03-07 03:00:00,-0.0,-1.52,-0.0,-370.02,0.0,0.0,11.17,-0.72,56.43,-591.91,37.93,26.79,107.17,685.37,14.05,0.0,1.03,0.0,24.23
2013-03-07 06:00:00,0.0,-1.52,0.0,-429.94,0.0,0.0,1.29,-11.37,7.46,-701.07,37.17,24.9,109.21,691.79,14.09,232.98,1.03,0.0,23.99
2013-03-07 09:00:00,0.0,-1.62,0.0,-663.03,0.0,0.0,-12.45,-118.24,0.04,-751.41,25.88,22.09,94.37,663.21,14.25,705.55,0.0,0.0,21.35
2013-03-07 12:00:00,0.0,-1.62,0.0,-671.67,0.0,0.0,-10.54,-97.86,0.05,-747.2,28.4,22.8,91.86,714.61,14.83,636.52,0.0,0.0,19.78
2013-03-07 15:00:00,-0.0,-1.58,-0.0,-572.66,0.0,0.0,-5.03,-2.39,20.85,-629.98,50.22,25.92,98.01,804.71,15.26,171.39,0.29,0.0,24.98
2013-03-07 18:00:00,0.0,-1.55,-0.0,-523.9,0.0,0.0,4.05,-2.04,73.78,-651.32,52.64,28.08,100.23,879.4,15.36,0.0,0.43,0.0,24.84
2013-03-07 21:00:00,-0.0,-1.55,0.0,-508.37,0.0,0.0,0.31,-1.75,44.75,-624.79,49.03,28.17,104.08,870.46,15.41,0.0,0.0,0.0,24.25
2013-03-08 00:00:00,-0.0,-1.55,0.0,-502.84,0.0,0.0,0.31,-2.13,34.42,-597.86,49.25,25.94,100.82,854.18,15.43,0.0,0.0,0.0,24.03
2013-03-08 03:00:00,0.0,-1.55,0.0,-511.53,0.0,0.0,-0.42,-1.81,56.35,-620.35,49.76,22.58,96.86,868.81,15.52,0.0,0.74,0.0,25.03
2013-03-08 06:00:00,0.0,-1.54,-0.0,-573.55,0.0,0.0,-5.51,-24.69,4.3,-732.18,37.31,22.51,98.44,845.66,15.67,288.67,0.56,0.0,24.35
2013-03-08 09:00:00,0.0,-1.54,0.0,-815.49,0.0,0.0,-27.22,-159.21,4.37,-789.08,25.66,21.46,95.98,763.11,15.9,853.16,0.0,0.0,12.88
2013-03-08 12:00:00,-0.0,-1.54,-0.0,-720.46,0.0,0.0,-17.83,-136.7,0.02,-761.73,31.14,19.15,92.81,738.5,16.28,724.22,0.0,0.0,16.13
2013-03-08 15:00:00,-0.0,-1.53,-0.0,-494.56,0.0,0.0,-2.55,-3.58,23.83,-652.09,60.41,19.66,94.73,719.08,16.56,196.5,0.0,0.0,23.56
2013-03-08 18:00:00,-0.0,-1.53,0.0,-378.66,0.0,0.0,1.49,-1.09,90.59,-635.44,62.71,22.39,97.57,700.9,16.64,0.0,0.0,0.0,24.43
2013-03-08 21:00:00,0.0,-1.55,-0.0,-345.86,0.0,0.0,1.58,-0.72,67.25,-589.92,61.77,20.04,92.03,656.02,16.69,0.0,0.0,0.0,22.68
2013-03-09 00:00:00,0.0,-1.55,-0.0,-352.02,0.0,0.0,-1.18,-0.31,51.28,-549.28,62.06,19.68,90.68,640.0,16.73,0.0,0.0,0.0,23.91
2013-03-09 03:00:00,-0.0,-1.53,-0.0,-343.18,0.0,0.0,-1.47,-0.32,66.65,-554.73,61.23,17.55,88.36,624.64,16.75,0.0,0.54,0.0,25.51
2013-03-09 06:00:00,0.0,-1.46,0.0,-425.51,0.0,0.0,-3.1,-26.58,6.69,-649.16,42.0,14.45,87.17,596.97,16.75,317.21,0.0,0.0,24.57
2013-03-09 09:00:00,0.0,-1.5,0.0,-693.41,0.0,0.0,-20.87,-165.12,0.01,-736.67,26.36,12.72,80.48,558.85,16.77,903.62,0.0,0.0,18.77
2013-03-09 12:00:00,-0.0,-1.52,-0.0,-666.69,0.0,0.0,-12.06,-151.07,0.03,-681.86,36.16,13.22,80.58,559.88,16.98,786.29,0.0,0.0,20.04
2013-03-09 15:00:00,0.0,-1.49,0.0,-452.94,0.0,0.0,-3.58,-4.6,22.81,-582.23,56.35,13.63,86.41,593.45,17.14,228.92,1.28,0.0,24.86
2013-03-09 18:00:00,0.0,-1.49,0.0,-384.09,0.0,0.0,8.12,-0.07,106.87,-573.51,58.96,13.69,87.01,640.28,17.22,0.0,1.63,0.0,25.38
2013-03-09 21:00:00,-0.0,-1.59,0.0,-393.42,0.0,0.0,4.41,-0.03,89.38,-549.05,54.81,15.23,90.89,646.78,17.29,0.0,0.07,0.0,25.23
2013-03-10 00:00:00,-0.0,-1.62,-0.0,-427.26,0.0,0.0,3.47,-0.03,79.4,-550.45,54.51,18.15,95.95,684.24,17.35,0.0,0.94,0.0,25.34
2013-03-10 03:00:00,-0.0,-1.38,0.0,-463.78,0.1,0.0,2.2,-0.03,66.42,-579.1,56.68,22.32,102.72,743.36,17.38,0.0,7.57,0.0,25.53
2013-03-10 06:00:00,0.0,-1.33,0.0,-655.0,0.0,0.0,-7.02,-35.34,0.07,-669.03,39.41,25.72,103.7,802.39,17.45,353.36,0.26,0.0,25.34
2013-03-10 09:00:00,0.0,-1.42,-0.0,-971.97,0.0,0.0,-28.91,-172.88,0.03,-787.63,26.78,30.62,106.1,838.51,17.54,922.75,0.0,0.0,20.47
2013-03-10 12:00:00,-0.0,-1.45,-0.0,-940.23,0.0,0.0,-24.54,-163.84,0.09,-735.67,31.7,33.95,109.7,857.8,17.74,793.44,0.38,0.0,20.92
2013-03-10 15:00:00,-0.0,-1.37,0.0,-722.86,0.0,0.0,-6.35,-1.04,12.43,-639.85,53.13,37.83,116.03,876.1,17.96,231.68,1.21,0.0,25.09
2013-03-10 18:00:00,-0.0,-1.35,0.0,-574.13,0.55,0.0,2.21,-0.3,92.47,-649.19,60.11,40.82,118.46,865.29,18.04,0.0,1.38,0.0,25.63
2013-03-10 21:00:00,-0.0,-1.56,0.0,-541.34,0.0,0.0,2.98,-0.2,72.8,-614.73,61.2,40.06,121.06,816.96,18.12,0.0,0.24,0.0,24.42
2013-03-11 00:00:00,-0.0,-1.56,-0.0,-545.92,0.0,0.0,6.4,-0.47,61.33,-612.68,63.44,40.46,122.02,823.48,18.16,0.0,0.4,0.0,24.95
2013-03-11 03:00:00,0.0,-1.27,-0.0,-539.29,0.55,0.0,0.43,-0.31,66.4,-646.12,65.87,39.33,120.54,833.08,18.18,0.0,16.6,0.0,26.0
2013-03-11 06:00:00,-0.0,-1.13,0.0,-678.15,0.55,0.0,-8.3,-30.7,2.88,-754.23,54.69,39.31,118.42,845.03,18.22,349.57,17.84,0.0,25.99
