snapshot,DAC,Fischer-Tropsch,H2 Fuel Cell,low-temperature heat for industry,urban central air heat pump,urban central gas CHP,urban central gas CHP CC,urban central gas boiler,urban central heat,urban central resistive heater,urban central solar thermal,urban central solid biomass CHP CC,urban central water tanks charger,urban central water tanks discharger
2013-03-03 09:00:00,-4.08,34.17,0.5,-5.94,120.88,6.2,0.0,34.69,-320.99,58.84,31.84,59.76,-17.28,1.4
2013-03-03 12:00:00,-4.37,34.0,0.5,-5.94,128.58,5.77,0.0,24.41,-308.84,55.06,43.27,59.42,-32.83,0.96
2013-03-03 15:00:00,-4.15,33.08,0.5,-5.94,123.67,17.36,0.0,40.74,-331.58,43.19,11.7,72.08,-4.73,4.07
2013-03-03 18:00:00,-4.13,35.87,0.5,-5.94,114.09,23.72,0.0,46.26,-333.0,37.65,0.0,73.03,-0.83,12.76
2013-03-03 21:00:00,-4.42,31.51,0.5,-5.94,103.86,9.34,0.0,13.33,-235.95,20.05,0.0,73.06,-7.42,2.06
2013-03-04 00:00:00,-4.09,27.71,0.5,-5.94,96.15,6.69,0.0,9.36,-205.2,9.68,0.0,73.25,-10.06,1.93
2013-03-04 03:00:00,-3.9,34.8,0.5,-5.94,105.62,26.34,0.0,40.52,-325.79,29.09,0.0,73.26,-0.86,26.33
2013-03-04 06:00:00,-3.92,36.91,0.0,-5.94,111.64,0.0,0.0,63.1,-343.03,52.99,0.87,72.12,-0.7,15.95
2013-03-04 09:00:00,-4.09,35.59,0.0,-5.94,124.36,0.0,0.0,17.13,-304.43,63.26,30.21,55.9,-13.44,1.46
2013-03-04 12:00:00,-4.26,34.67,0.0,-5.94,134.26,0.0,0.0,14.38,-291.99,49.45,40.05,55.91,-28.58,2.03
2013-03-04 15:00:00,-4.05,33.58,0.0,-5.94,133.62,0.0,0.0,19.86,-309.31,40.12,10.72,72.44,-4.89,13.82
2013-03-04 18:00:00,-4.02,33.85,0.0,-5.94,124.55,0.0,0.0,31.66,-306.58,40.67,0.0,73.27,-1.41,13.93
2013-03-04 21:00:00,-4.18,30.0,0.0,-5.94,115.62,0.08,0.0,13.57,-217.7,11.52,0.0,71.41,-16.12,1.72
2013-03-05 00:00:00,-4.18,24.63,0.0,-5.94,106.21,3.57,0.0,5.54,-175.94,7.37,0.0,69.65,-32.59,1.65
2013-03-05 03:00:00,-3.44,30.43,0.0,-5.94,110.95,9.58,0.0,17.18,-274.64,35.3,0.0,72.94,-6.87,14.49
2013-03-05 06:00:00,-3.14,32.02,0.0,-5.94,113.78,9.3,0.0,22.27,-289.23,41.93,0.3,72.24,-4.24,10.7
2013-03-05 09:00:00,-4.1,32.64,0.0,-5.94,127.32,0.0,0.0,12.96,-257.63,44.57,11.19,47.33,-13.35,4.99
2013-03-05 12:00:00,-4.23,32.17,0.0,-5.94,136.96,0.0,0.0,8.03,-247.45,37.98,11.37,57.49,-28.53,2.14
2013-03-05 15:00:00,-4.25,32.32,0.5,-5.94,131.99,4.1,0.0,12.45,-261.7,28.21,0.78,69.17,-14.07,6.42
2013-03-05 18:00:00,-4.26,32.92,0.5,-5.94,115.29,10.13,0.0,13.2,-259.53,29.75,0.0,69.41,-11.54,10.05
2013-03-05 21:00:00,-4.42,31.31,0.5,-5.94,96.34,6.46,0.0,4.17,-186.55,16.34,0.0,65.64,-26.64,2.79
2013-03-06 00:00:00,-4.73,28.56,0.5,-5.94,85.15,5.64,0.0,0.94,-153.54,14.99,0.0,61.94,-36.68,3.15
2013-03-06 03:00:00,-5.48,33.9,0.5,-5.94,88.33,20.27,0.0,7.49,-235.41,21.6,0.0,67.14,-8.46,16.04
2013-03-06 06:00:00,-5.53,34.43,0.5,-5.94,98.16,10.83,0.0,13.83,-247.44,29.84,0.09,67.46,-10.64,14.39
2013-03-06 09:00:00,-5.66,34.92,0.0,-5.94,107.33,1.86,0.0,3.13,-221.25,31.73,2.48,65.94,-19.7,5.15
2013-03-06 12:00:00,-5.66,33.77,0.0,-5.94,120.38,1.62,0.0,2.51,-212.85,30.22,3.91,54.15,-29.15,7.03
2013-03-06 15:00:00,-5.66,32.59,0.0,-5.94,112.02,3.58,0.0,4.52,-224.69,21.33,0.81,69.16,-15.25,7.53
2013-03-06 18:00:00,-5.81,33.65,0.0,-5.94,106.53,3.08,0.0,4.83,-222.72,22.69,0.0,69.32,-14.46,8.81
2013-03-06 21:00:00,-5.84,30.33,0.0,-5.94,87.69,0.28,0.0,1.1,-162.21,14.07,0.0,64.8,-34.12,9.82
2013-03-07 00:00:00,-5.84,29.97,0.0,-5.94,77.81,0.0,0.0,1.07,-146.91,14.45,0.0,63.69,-42.18,13.87
2013-03-07 03:00:00,-5.84,33.23,0.0,-5.94,84.6,1.03,0.0,9.34,-223.68,26.93,0.0,68.22,-13.66,25.77
2013-03-07 06:00:00,-5.84,35.04,0.0,-5.94,93.07,1.03,0.0,8.28,-234.73,31.04,0.07,67.53,-11.19,21.63
2013-03-07 09:00:00,-6.19,35.67,0.0,-5.94,101.72,0.0,0.0,2.76,-210.16,27.12,6.07,60.1,-19.48,8.32
2013-03-07 12:00:00,-6.19,34.66,0.0,-5.94,110.97,0.0,0.0,2.03,-202.31,24.28,8.95,55.68,-30.6,8.44
2013-03-07 15:00:00,-6.04,33.07,0.0,-5.94,99.89,0.29,0.0,3.49,-213.37,28.2,1.15,70.32,-21.2,10.14
2013-03-07 18:00:00,-5.94,33.56,0.0,-5.94,92.95,0.43,0.0,5.1,-211.38,28.72,0.0,69.93,-19.7,12.26
2013-03-07 21:00:00,-5.94,32.35,0.0,-5.94,78.35,0.0,0.0,1.71,-154.8,21.58,0.0,68.27,-45.69,10.1
2013-03-08 00:00:00,-5.94,31.76,0.0,-5.94,76.14,0.0,0.0,3.31,-150.63,27.18,0.0,67.65,-53.52,9.98
2013-03-08 03:00:00,-5.93,34.33,0.0,-5.94,90.04,0.74,0.0,12.25,-230.19,38.08,0.0,70.47,-17.61,13.75
2013-03-08 06:00:00,-5.88,39.1,0.0,-5.94,94.13,0.56,0.0,11.22,-241.85,39.81,0.15,68.55,-13.21,13.36
2013-03-08 09:00:00,-5.89,38.61,0.0,-5.94,118.26,0.0,0.0,5.63,-216.31,34.99,7.13,36.26,-26.26,13.51
2013-03-08 12:00:00,-5.91,38.56,0.0,-5.94,121.24,0.0,0.0,5.31,-208.08,31.75,7.48,45.41,-38.3,8.47
2013-03-08 15:00:00,-5.86,36.88,0.0,-5.94,107.05,0.0,0.0,8.09,-219.5,32.6,1.36,66.33,-29.73,8.73
2013-03-08 18:00:00,-5.86,36.79,0.0,-5.94,100.32,0.0,0.0,8.38,-217.64,32.68,0.0,68.77,-27.32,9.81
2013-03-08 21:00:00,-5.94,34.57,0.0,-5.94,87.51,0.0,0.0,1.12,-159.56,18.03,0.0,63.84,-44.33,10.67
2013-03-09 00:00:00,-5.94,33.97,0.0,-5.94,79.07,0.0,0.0,6.86,-171.31,18.09,0.0,67.31,-35.42,13.29
2013-03-09 03:00:00,-5.87,37.54,0.0,-5.94,92.84,0.54,0.0,31.06,-260.12,26.77,0.0,71.83,-11.77,23.11
2013-03-09 06:00:00,-5.6,40.56,0.0,-5.94,97.9,0.0,0.0,30.81,-268.89,32.92,0.15,69.18,-9.33,18.24
2013-03-09 09:00:00,-5.76,38.59,0.0,-5.94,106.18,0.0,0.0,16.39,-240.63,38.55,12.4,52.86,-19.99,7.35
2013-03-09 12:00:00,-5.82,37.26,0.0,-5.94,110.65,0.0,0.0,20.24,-231.81,29.43,15.0,56.43,-32.16,6.71
2013-03-09 15:00:00,-5.72,38.51,0.0,-5.94,96.53,1.28,0.0,28.91,-247.74,26.18,3.29,70.0,-15.69,10.38
2013-03-09 18:00:00,-5.7,39.9,0.0,-5.94,88.46,1.63,0.0,28.1,-249.02,28.85,0.0,71.45,-13.42,15.68
2013-03-09 21:00:00,-6.07,38.11,0.0,-5.94,70.57,0.07,0.0,10.99,-181.49,21.43,0.0,71.03,-30.21,11.5
2013-03-10 00:00:00,-6.19,39.04,0.0,-5.94,76.33,0.94,0.0,14.45,-202.02,25.6,0.0,71.35,-26.46,12.88
2013-03-10 03:00:00,-5.29,43.98,0.09,-5.94,84.42,7.57,0.0,52.51,-311.76,40.99,0.0,71.88,-6.37,27.9
2013-03-10 06:00:00,-5.08,44.19,0.0,-5.94,97.59,0.26,0.0,64.01,-323.99,46.72,0.2,71.35,-4.66,15.32
2013-03-10 09:00:00,-5.45,43.83,0.0,-5.94,106.65,0.0,0.0,41.04,-288.65,48.14,22.79,57.64,-23.97,3.92
2013-03-10 12:00:00,-5.55,43.75,0.0,-5.94,108.98,0.38,0.0,33.2,-277.31,47.17,29.07,58.91,-35.9,3.24
2013-03-10 15:00:00,-5.24,42.92,0.0,-5.94,102.3,1.21,0.0,49.5,-296.89,43.63,4.37,70.63,-11.14,4.64
2013-03-10 18:00:00,-5.17,44.76,0.5,-5.94,94.91,1.38,0.0,53.34,-299.26,42.25,0.0,72.17,-7.1,8.15
2013-03-10 21:00:00,-5.97,43.66,0.0,-5.94,84.92,0.24,0.0,12.27,-215.03,34.76,0.0,68.74,-21.92,4.27
2013-03-11 00:00:00,-5.99,43.61,0.0,-5.94,84.9,0.4,0.0,18.84,-225.78,34.24,0.0,70.25,-18.87,4.33
2013-03-11 03:00:00,-4.86,45.68,0.5,-5.94,96.29,16.6,0.0,77.58,-359.74,45.67,0.0,73.21,-4.33,19.34
2013-03-11 06:00:00,-4.32,45.47,0.5,-5.94,102.13,17.84,0.0,95.34,-384.2,42.71,0.09,73.18,-3.31,20.49
2013-03-11 09:00:00,-4.78,43.71,0.5,-5.94,104.79,8.38,0.0,78.63,-339.77,38.31,15.18,66.98,-13.83,7.83
2013-03-11 12:00:00,-4.87,43.49,0.5,-5.94,110.17,11.3,0.0,70.11,-324.67,33.36,20.6,69.7,-28.47,4.71
2013-03-11 15:00:00,-4.64,43.54,0.5,-5.94,97.2,37.43,0.0,65.43,-343.5,32.77,3.83,73.21,-6.94,7.09
2013-03-11 18:00:00,-4.53,44.58,0.5,-5.94,89.86,38.82,0.0,69.01,-342.48,32.52,0.0,73.27,-6.45,10.85
2013-03-11 21:00:00,-5.32,43.67,0.11,-5.94,78.65,22.95,0.0,27.68,-243.21,25.93,0.0,73.26,-21.89,4.11
2013-03-12 00:00:00,-5.41,43.57,0.11,-5.94,77.21,24.56,0.0,27.33,-238.96,17.84,0.0,73.26,-18.07,4.5
2013-03-12 03:00:00,-4.81,44.69,0.5,-5.94,91.13,49.0,0.0,75.03,-383.83,38.42,0.0,73.27,-1.44,23.96
2013-03-12 06:00:00,-4.46,44.53,0.11,-5.94,103.65,34.28,0.0,87.4,-407.43,35.57,0.23,73.27,-1.83,40.61
2013-03-12 09:00:00,-4.75,43.75,0.0,-5.94,106.35,24.02,0.0,69.84,-360.08,37.13,13.18,71.07,-10.19,15.63
2013-03-12 12:00:00,-4.91,43.34,0.05,-5.94,110.56,27.09,0.0,59.2,-344.28,36.21,19.29,72.65,-20.86,7.6
2013-03-12 15:00:00,-4.77,42.85,0.5,-5.94,102.91,51.92,0.0,63.2,-364.74,33.5,3.14,73.27,-2.58,6.72
2013-03-12 18:00:00,-4.65,43.73,0.5,-5.94,94.51,69.5,0.0,54.33,-362.84,31.91,0.0,73.27,-1.82,7.51
2013-03-12 21:00:00,-5.09,41.73,0.5,-5.94,69.25,58.53,0.0,17.34,-255.93,19.11,0.0,73.27,-15.2,2.41
2013-03-13 00:00:00,-4.91,40.66,0.5,-5.94,68.73,60.9,0.0,19.02,-250.03,11.54,0.0,73.27,-17.53,3.78
2013-03-13 03:00:00,-4.23,42.07,0.5,-5.94,83.61,87.7,0.0,72.53,-404.05,25.48,0.0,73.27,-0.58,29.63
2013-03-13 06:00:00,-4.21,42.82,0.5,-5.94,95.88,65.37,0.0,98.16,-426.96,29.26,0.06,73.27,-0.22,32.0
2013-03-13 09:00:00,-4.78,41.63,0.5,-5.94,107.33,40.17,0.0,80.1,-377.11,30.86,10.25,73.21,-5.18,8.94
2013-03-13 12:00:00,-4.57,40.83,0.5,-5.94,111.49,39.57,0.0,73.72,-360.69,24.93,15.19,73.21,-12.1,3.82
2013-03-13 15:00:00,-4.69,41.99,0.5,-5.94,96.57,70.26,0.0,81.74,-382.47,21.13,2.86,73.26,-0.59,5.36
2013-03-13 18:00:00,-3.8,35.77,0.5,-5.94,87.24,80.37,0.0,87.45,-379.92,18.38,0.0,73.27,-0.78,7.45
2013-03-13 21:00:00,-3.99,33.39,0.5,-5.94,77.08,60.93,0.0,36.38,-266.63,8.45,0.0,73.24,-14.14,0.71
2013-03-14 00:00:00,-4.07,32.57,0.5,-5.94,72.66,62.64,0.0,33.68,-256.4,8.02,0.0,73.25,-18.34,1.39
2013-03-14 03:00:00,-3.16,34.65,0.5,-5.94,84.37,79.81,0.0,117.06,-415.44,16.28,0.0,73.27,-0.84,19.43
2013-03-14 06:00:00,-3.23,37.96,0.5,-5.94,97.84,57.04,0.0,131.26,-439.23,19.34,0.38,71.56,-0.32,32.82
2013-03-14 09:00:00,-3.66,38.49,0.5,-5.94,112.51,2.95,0.0,102.12,-387.8,48.38,18.15,69.82,-8.33,12.8
2013-03-14 12:00:00,-3.69,38.02,0.5,-5.94,116.43,4.99,0.0,89.59,-370.84,44.49,24.51,71.06,-15.55,6.39
2013-03-14 15:00:00,-4.63,39.18,0.5,-5.94,113.48,32.0,0.0,97.47,-393.38,41.83,5.71,70.91,-1.83,4.68
2013-03-14 18:00:00,-4.74,40.09,0.5,-5.94,100.47,65.54,0.0,80.38,-390.96,41.26,0.0,70.35,-1.92,4.94
2013-03-14 21:00:00,-5.18,36.81,0.5,-5.94,90.42,38.31,0.0,26.78,-273.81,31.89,0.0,69.99,-10.53,0.72
2013-03-15 00:00:00,-5.5,35.43,0.5,-5.94,85.4,33.2,0.0,32.41,-255.2,22.41,0.0,71.55,-15.07,0.8
2013-03-15 03:00:00,-4.92,40.02,0.5,-5.94,91.11,53.78,0.0,109.42,-415.23,42.19,0.0,73.04,-3.12,19.13
2013-03-15 06:00:00,-4.91,45.21,0.5,-5.94,101.19,14.49,0.0,131.89,-435.2,49.34,0.73,72.88,-1.63,31.44
2013-03-15 09:00:00,-5.41,42.86,0.0,-5.94,115.09,0.0,0.0,74.68,-384.64,74.16,23.98,68.14,-7.2,4.27
2013-03-15 12:00:00,-5.59,41.54,0.0,-5.94,120.01,1.02,0.0,62.89,-368.5,70.39,35.09,64.16,-17.47,2.4
2013-03-15 15:00:00,-4.35,40.31,0.5,-5.94,117.8,3.07,0.0,81.86,-391.49,72.77,9.73,73.27,-3.24,5.69
2013-03-15 18:00:00,-4.22,37.06,0.1,-5.94,111.79,5.32,0.0,90.27,-387.78,68.99,0.0,73.27,-1.41,12.54
2013-03-15 21:00:00,-5.05,33.87,0.0,-5.94,106.29,2.49,0.0,32.27,-271.43,39.43,0.0,73.27,-9.09,3.88
2013-03-16 00:00:00,-5.05,32.53,0.0,-5.94,103.07,4.17,0.0,21.07,-238.98,37.27,0.0,73.27,-26.03,4.62
2013-03-16 03:00:00,-4.36,35.44,0.0,-5.94,105.41,4.69,0.0,84.14,-377.85,71.12,0.0,73.27,-9.53,23.58
2013-03-16 06:00:00,-4.33,40.1,0.0,-5.94,110.53,1.73,0.0,80.25,-387.12,83.16,1.92,73.27,-5.73,12.15
2013-03-16 09:00:00,-4.5,38.28,0.0,-5.94,119.32,0.0,0.0,26.06,-344.31,88.87,31.21,66.31,-18.87,3.56
2013-03-16 12:00:00,-5.62,38.21,0.0,-5.94,124.01,0.0,0.0,23.3,-331.59,84.49,30.34,66.65,-26.59,2.73
2013-03-16 15:00:00,-5.5,39.78,0.0,-5.94,123.57,0.81,0.0,53.66,-356.66,79.44,4.52,73.02,-11.59,4.88
2013-03-16 18:00:00,-5.19,41.13,0.0,-5.94,117.81,1.09,0.0,59.66,-357.51,72.5,0.0,73.04,-7.52,10.92
2013-03-16 21:00:00,-5.89,37.93,0.0,-5.94,113.26,0.77,0.0,28.22,-251.97,43.0,0.0,72.88,-34.99,2.71
2013-03-17 00:00:00,-5.89,35.48,0.0,-5.94,110.07,0.77,0.0,23.48,-226.24,39.46,0.0,72.93,-48.36,4.23
2013-03-17 03:00:00,-5.43,40.93,0.0,-5.94,110.68,2.43,0.0,60.96,-355.17,71.15,0.0,73.27,-6.84,13.95
2013-03-17 06:00:00,-5.04,43.82,0.0,-5.94,113.48,0.0,0.0,50.55,-365.38,91.19,0.47,73.16,-5.64,9.31
2013-03-17 09:00:00,-5.29,43.35,0.0,-5.94,119.9,0.0,0.0,19.21,-325.24,86.95,8.35,71.33,-16.17,3.54
2013-03-17 12:00:00,-5.65,42.53,0.0,-5.94,123.67,0.0,0.0,17.03,-313.14,81.37,6.56,71.47,-21.31,3.4
2013-03-17 15:00:00,-5.55,43.37,0.0,-5.94,121.72,0.0,0.0,42.63,-336.38,68.61,0.55,72.77,-11.25,9.46
2013-03-17 18:00:00,-5.84,42.19,0.0,-5.94,116.8,14.7,0.0,36.44,-337.41,67.96,0.0,72.85,-8.51,6.75
2013-03-17 21:00:00,-5.89,38.9,0.0,-5.94,112.01,9.7,0.0,4.74,-238.42,38.79,0.0,72.42,-30.91,4.61
2013-03-18 00:00:00,-5.89,38.09,0.0,-5.94,104.2,9.1,0.0,3.82,-212.62,30.32,0.0,72.41,-38.29,4.79
2013-03-18 03:00:00,-5.56,39.67,0.0,-5.94,108.72,15.01,0.0,33.51,-338.36,68.77,0.0,73.05,-6.76,17.87
2013-03-18 06:00:00,-5.36,41.69,0.0,-5.94,112.21,19.67,0.0,31.59,-356.91,73.28,0.17,73.11,-5.66,22.14
2013-03-18 09:00:00,-5.58,40.92,0.0,-5.94,120.45,0.05,0.0,24.09,-316.49,67.03,4.97,70.95,-12.63,12.17
2013-03-18 12:00:00,-5.67,40.87,0.0,-5.94,125.06,0.84,0.0,19.56,-303.4,59.35,11.82,71.51,-22.57,8.56
2013-03-18 15:00:00,-5.51,40.2,0.5,-5.94,120.49,17.46,0.0,27.06,-321.42,44.55,4.09,72.48,-8.93,14.95
2013-03-18 18:00:00,-5.47,41.05,0.5,-5.94,105.31,28.93,0.0,30.76,-318.64,43.28,0.0,72.2,-6.93,14.93
2013-03-18 21:00:00,-5.73,38.89,0.42,-5.94,92.5,25.15,0.0,4.66,-225.94,22.31,0.0,68.32,-20.05,5.39
2013-03-19 00:00:00,-5.73,36.93,0.47,-5.94,82.34,26.17,0.0,3.5,-205.38,20.42,0.0,67.47,-24.44,4.17
2013-03-19 03:00:00,-5.32,40.02,0.5,-5.94,94.13,32.54,0.0,38.2,-325.48,39.74,0.0,72.63,-3.36,22.33
2013-03-19 06:00:00,-5.08,42.21,0.5,-5.94,104.9,28.83,0.0,47.82,-344.52,43.98,1.63,71.48,-2.3,16.47
2013-03-19 09:00:00,-5.38,41.21,0.0,-5.94,121.46,5.96,0.0,35.83,-305.47,43.0,29.75,53.59,-20.28,6.25
2013-03-19 12:00:00,-5.41,40.34,0.0,-5.94,127.5,4.09,0.0,30.16,-292.56,39.45,40.18,54.6,-36.12,3.69
2013-03-19 15:00:00,-5.2,37.1,0.5,-5.94,121.8,12.53,0.0,37.1,-309.6,31.89,9.73,72.2,-6.79,4.67
2013-03-19 18:00:00,-5.21,36.61,0.5,-5.94,115.78,35.56,0.0,23.99,-307.71,25.38,0.0,72.1,-4.58,13.5
2013-03-19 21:00:00,-5.73,36.07,0.5,-5.94,99.1,8.14,0.0,10.34,-219.08,15.07,0.0,70.64,-15.23,6.09
2013-03-20 00:00:00,-5.73,35.75,0.5,-5.94,93.15,4.64,0.0,9.32,-203.88,13.46,0.0,71.74,-20.83,7.82
2013-03-20 03:00:00,-4.96,38.28,0.5,-5.94,101.6,39.65,0.0,35.37,-322.72,22.57,0.0,73.07,-6.06,28.62
2013-03-20 06:00:00,-4.75,39.34,0.5,-5.94,112.05,16.51,0.0,73.15,-342.29,24.28,0.83,69.91,-4.47,20.85
2013-03-20 09:00:00,-5.08,40.22,0.5,-5.94,117.96,3.95,0.0,57.93,-303.47,29.01,13.29,61.31,-16.49,6.8
2013-03-20 12:00:00,-5.21,39.64,0.19,-5.94,122.66,4.95,0.0,48.5,-290.53,27.43,15.82,66.34,-27.82,3.96
2013-03-20 15:00:00,-4.82,36.94,0.5,-5.94,120.0,37.44,0.0,33.93,-307.36,21.0,4.59,72.19,-15.78,7.29
2013-03-20 18:00:00,-4.88,36.1,0.5,-5.94,105.76,67.98,0.0,13.09,-305.83,17.8,0.0,72.36,-8.3,11.35
2013-03-20 21:00:00,-5.64,37.66,0.5,-5.94,83.18,34.57,0.0,2.05,-217.99,9.39,0.0,71.33,-15.68,6.54
2013-03-21 00:00:00,-5.85,37.08,0.5,-5.94,75.04,32.92,0.0,2.43,-206.69,9.51,0.0,72.04,-20.74,9.67
2013-03-21 03:00:00,-5.17,42.25,0.5,-5.94,90.56,71.96,0.0,24.77,-327.75,18.15,0.0,73.15,-6.81,24.32
2013-03-21 06:00:00,-5.16,44.61,0.5,-5.94,108.7,31.24,0.0,69.68,-347.37,20.55,1.82,71.63,-5.36,15.09
2013-03-21 09:00:00,-5.34,45.88,0.5,-5.94,118.24,4.23,0.0,36.58,-307.91,52.3,32.42,54.29,-30.2,4.93
2013-03-21 12:00:00,-5.29,46.3,0.5,-5.94,123.44,3.39,0.0,36.98,-294.81,42.81,41.1,51.3,-43.66,3.85
2013-03-21 15:00:00,-5.41,45.86,0.5,-5.94,113.91,9.84,0.0,37.38,-311.98,43.82,10.96,66.39,-10.67,5.31
2013-03-21 18:00:00,-5.44,46.1,0.5,-5.94,110.57,13.41,0.0,32.58,-310.32,48.82,0.0,68.1,-8.38,10.0
2013-03-21 21:00:00,-6.02,46.37,0.5,-5.94,93.48,9.88,0.0,7.25,-220.89,27.59,0.0,63.15,-24.35,8.97
2013-03-22 00:00:00,-6.02,46.41,0.5,-5.94,89.65,8.31,0.0,8.16,-212.45,25.59,0.0,67.06,-30.98,9.69
2013-03-22 03:00:00,-5.09,46.41,0.5,-5.94,98.88,20.23,0.0,42.91,-338.22,54.19,0.0,72.85,-10.92,24.18
2013-03-22 06:00:00,-4.92,46.62,0.0,-5.94,110.78,0.0,0.0,63.77,-357.41,62.17,1.78,70.44,-11.31,24.02
2013-03-22 09:00:00,-5.36,46.62,0.0,-5.94,119.49,0.0,0.0,27.23,-316.86,83.12,32.14,48.46,-36.73,7.83
2013-03-22 12:00:00,-5.54,46.61,0.0,-5.94,124.98,0.0,0.0,19.28,-303.61,83.92,39.68,48.75,-53.3,5.16
2013-03-22 15:00:00,-5.28,46.45,0.0,-5.94,116.51,0.0,0.0,29.13,-321.61,78.1,8.98,67.01,-19.55,6.19
2013-03-22 18:00:00,-5.28,44.51,0.0,-5.94,112.9,0.0,0.0,30.73,-319.33,78.97,0.0,70.9,-16.07,8.62
2013-03-22 21:00:00,-5.99,43.8,0.0,-5.94,103.13,0.0,0.0,2.49,-227.3,44.63,0.0,67.7,-28.51,5.98
2013-03-23 00:00:00,-5.96,44.05,0.0,-5.94,100.56,0.0,0.0,4.86,-234.06,47.51,0.0,67.56,-24.59,5.99
2013-03-23 03:00:00,-5.07,45.08,0.0,-5.94,101.85,0.05,0.0,60.77,-367.8,80.77,0.0,72.44,-6.16,24.01
2013-03-23 06:00:00,-4.76,45.52,0.0,-5.94,109.65,0.0,0.0,68.72,-380.85,84.49,0.93,71.33,-5.79,16.7
2013-03-23 09:00:00,-5.05,44.22,0.0,-5.94,111.73,0.0,0.0,43.86,-338.55,81.95,18.57,60.32,-15.67,4.56
2013-03-23 12:00:00,-5.19,43.77,0.0,-5.94,114.19,0.0,0.0,35.92,-325.29,78.25,19.47,60.86,-19.61,3.56
2013-03-23 15:00:00,-4.85,43.52,0.0,-5.94,114.48,0.0,0.0,55.63,-349.26,71.74,3.03,70.26,-7.26,8.62
2013-03-23 18:00:00,-4.78,43.49,0.0,-5.94,110.27,0.01,0.0,62.12,-351.56,68.42,0.0,70.88,-6.46,13.53
2013-03-23 21:00:00,-5.9,42.32,0.0,-5.94,99.18,0.0,0.0,18.02,-249.76,44.64,0.0,69.67,-19.3,7.04
2013-03-24 00:00:00,-5.91,42.83,0.0,-5.94,92.14,0.0,0.0,19.61,-240.05,39.01,0.0,70.05,-21.1,9.34
2013-03-24 03:00:00,-4.78,45.09,0.0,-5.94,90.5,1.07,0.0,77.98,-377.7,69.02,0.0,71.62,-5.96,39.09
2013-03-24 06:00:00,-5.26,45.1,0.0,-5.94,103.45,0.0,0.0,78.91,-391.68,87.88,0.72,71.47,-4.34,19.69
2013-03-24 09:00:00,-5.25,44.45,0.0,-5.94,107.48,0.0,0.0,54.32,-347.95,79.42,10.71,68.84,-12.06,5.98
2013-03-24 12:00:00,-5.42,44.22,0.0,-5.94,112.91,0.0,0.0,43.92,-334.12,76.29,11.42,69.37,-17.26,4.6
2013-03-24 15:00:00,-5.09,44.23,0.0,-5.94,110.88,0.05,0.0,65.44,-358.75,73.24,1.9,71.68,-6.13,8.46
2013-03-24 18:00:00,-4.99,43.58,0.0,-5.94,108.85,0.07,0.0,69.46,-361.41,73.94,0.0,71.87,-5.88,10.42
2013-03-24 21:00:00,-5.96,42.01,0.0,-5.94,100.12,0.0,0.0,18.17,-255.67,46.76,0.0,71.26,-15.76,4.99
2013-03-25 00:00:00,-5.99,41.42,0.0,-5.94,97.14,0.0,0.0,15.25,-232.87,33.6,0.0,72.01,-21.2,6.57
2013-03-25 03:00:00,-5.37,42.73,0.0,-5.94,103.15,0.46,0.0,77.96,-373.67,79.36,0.0,73.27,-8.32,16.36
2013-03-25 06:00:00,-5.2,43.78,0.0,-5.94,105.37,0.33,0.0,86.7,-396.51,84.62,0.08,73.27,-6.36,19.86
2013-03-25 09:00:00,-5.55,43.69,0.0,-5.94,111.5,0.31,0.0,53.53,-350.73,81.5,9.09,73.02,-16.48,6.06
2013-03-25 12:00:00,-5.67,43.51,0.0,-5.94,116.04,0.14,0.0,41.1,-335.55,78.21,14.23,73.02,-23.61,4.51
2013-03-25 15:00:00,-5.37,41.92,0.0,-5.94,111.26,0.45,0.0,59.11,-355.6,75.38,3.04,73.27,-6.8,9.26
2013-03-25 18:00:00,-5.35,42.2,0.0,-5.94,108.17,0.42,0.0,65.37,-353.75,67.98,0.0,73.27,-6.89,14.5
2013-03-25 21:00:00,-6.19,41.6,0.0,-5.94,99.68,0.0,0.0,10.0,-249.53,42.64,0.0,73.27,-13.01,7.46
2013-03-26 00:00:00,-6.16,41.75,0.0,-5.94,96.08,0.0,0.0,11.25,-234.37,31.93,0.0,73.27,-17.79,9.97
2013-03-26 03:00:00,-5.48,42.86,0.0,-5.94,98.82,0.91,0.0,90.66,-376.36,67.65,0.0,73.27,-9.79,23.41
2013-03-26 06:00:00,-5.43,42.72,0.0,-5.94,102.98,0.9,0.0,95.14,-399.22,80.3,0.31,73.27,-7.99,22.96
2013-03-26 09:00:00,-5.72,42.79,0.0,-5.94,106.35,0.29,0.0,58.88,-353.11,76.77,9.6,73.05,-11.38,8.39
2013-03-26 12:00:00,-5.85,42.51,0.0,-5.94,109.95,0.13,0.0,46.06,-337.85,73.14,12.57,73.27,-15.12,7.12
2013-03-26 15:00:00,-5.58,40.08,0.0,-5.94,110.54,0.85,0.0,75.95,-358.09,63.13,2.1,73.27,-8.02,11.7
2013-03-26 18:00:00,-5.45,40.3,0.5,-5.94,106.75,5.42,0.0,80.36,-356.16,54.64,0.0,73.27,-8.19,14.48
2013-03-26 21:00:00,-6.14,40.0,0.5,-5.94,98.49,1.61,0.0,20.24,-251.07,33.09,0.0,73.27,-11.36,7.29
