,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,curtailment,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,prices,lcoe,lcoe,lcoe,lcoe,lcoe,market_value,market_value,market_value,market_value,market_value,market_value,io,io,io,io,io,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,capacity,storage,storage,storage,storage,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used,potential_used
,offwind-ac,onwind,residential rural solar thermal,residential urban decentral solar thermal,services rural solar thermal,services urban decentral solar thermal,solar,solar rooftop,urban central solar thermal,ror,offwind-dc,CO2 sequestration,H2 liquid,H2 storage,Li ion,battery storage,biogas,co2,fossil gas,gas for industry,heat,hot water storage,low voltage,oil,process emissions,solid biomass,solid biomass for industry,transmission lines,onwind,offwind-ac,offwind-dc,solar rooftop,solar,onwind,offwind-ac,offwind-dc,solar rooftop,solar,ror,oil,hydrogen,electricity,gas,total,BEV charger,H2 Electrolysis,H2 Fuel Cell,H2 liquefaction,V2G,air heat pump,battery storage,electricity distribution grid,ground heat pump,hot water storage,hydroelectricity,methanation,offshore wind,onshore wind,power-to-liquid,resistive heater,solar PV,solar rooftop,solar thermal,H2 storage,Li ion,battery storage,hot water storage,gas,offwind-ac,offwind-dc,oil,onwind,residential rural solar thermal,residential urban decentral solar thermal,ror,services rural solar thermal,services urban decentral solar thermal,solar,solar rooftop,urban central solar thermal
FR0 20,0.0,2.99,0.0,0.0,0.0,0.0,0.11,0.01,0.0,,0.0,,134.59,104.76,95.11,89.01,,,,,46.1,45.06,90.8,,,,,85.37,62.16,,,56.7,50.38,62.16,72.62,72.22,58.05,50.38,,-2.15,0.0,-14.5,-4.76,-21.41,9.25,6.84,0.0,0.1,9.25,0.29,0.72,4.2,0.53,1.76,0.0,3.08,0.0,26.82,0.91,1.95,12.24,1.95,0.0,14.29,21.03,2.1,4.06,,0.14,1.46,,51.78,0.0,0.0,,0.0,0.0,11.71,100.0,0.0
FR0 21,,0.09,0.0,0.0,0.0,0.0,0.66,0.02,0.0,0.02,,,156.17,126.34,125.84,115.74,,,,,60.08,59.05,117.61,,,,,112.17,93.19,,,63.83,59.92,93.18,,,69.19,59.92,101.81,2.27,0.0,10.9,-2.81,10.36,13.47,1.36,0.0,0.14,13.47,0.62,0.85,4.95,0.24,9.38,1.6,0.0,0.0,4.82,0.0,1.3,11.94,2.84,0.0,3.79,30.61,2.49,5.94,,,,,21.78,0.0,0.0,0.0,0.0,0.0,28.06,100.0,0.0
FR0 22,0.0,2.3,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,3.12,,129.79,99.95,95.39,88.73,,,,,47.29,46.33,91.18,,,,,85.74,44.49,,57.61,,56.59,45.98,58.3,60.59,67.28,56.59,,-10.19,0.0,-23.76,-17.83,-51.77,9.94,19.5,0.0,0.11,9.94,0.56,0.01,4.93,0.1,4.54,0.0,9.41,8.93,29.55,2.99,1.93,16.01,0.0,0.0,27.02,22.59,0.03,11.56,,0.0,100.0,,100.0,0.0,0.0,,0.0,0.0,22.36,0.03,0.0
FR0 23,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,,,,144.54,114.71,100.98,94.12,,,,,48.24,47.11,95.87,,,,,90.44,,,,56.5,50.55,89.81,90.21,,61.23,50.55,,2.8,0.0,6.3,0.47,9.57,4.8,0.49,0.0,0.05,4.8,0.22,2.6,2.19,0.23,1.58,0.5,0.0,0.0,0.0,0.0,1.14,6.25,1.01,0.39,1.57,10.92,7.57,2.89,,0.02,,,0.0,0.0,0.0,,0.0,0.0,17.53,100.0,0.0
FR0 24,,0.0,0.0,0.0,0.0,0.0,0.35,0.01,0.0,0.01,,,140.41,110.58,99.52,93.26,,,,,46.91,46.47,95.15,,,,,89.72,,,,,51.67,75.52,,,57.92,51.67,83.08,2.43,0.0,-4.89,0.19,-2.27,2.39,0.21,0.0,0.03,2.39,0.0,2.33,1.52,0.2,1.79,1.89,0.02,0.0,0.0,0.0,0.42,11.2,0.33,0.0,0.58,5.43,6.77,0.03,,,,,0.0,0.0,0.0,0.0,0.0,0.0,26.62,65.61,0.0
FR0 25,,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,,,151.05,121.22,114.53,105.7,,,,,56.21,55.19,107.57,,,,,102.14,,,,60.31,53.94,90.27,,,65.18,53.94,93.28,6.83,0.0,8.58,1.2,16.61,9.7,0.89,0.0,0.1,9.7,0.47,0.01,3.36,0.29,1.92,0.98,0.01,0.0,0.0,0.0,1.12,10.82,2.05,0.0,2.64,22.04,0.02,3.87,,,,,0.0,0.0,0.0,0.0,0.0,0.0,22.33,100.0,0.0
FR0 26,0.0,2.51,0.0,0.0,0.0,0.0,0.06,0.01,0.0,0.0,,,122.46,92.63,82.64,78.23,,,,,42.37,41.18,79.99,,,,,74.55,51.87,,,51.82,46.37,51.87,66.19,,54.05,46.37,70.04,2.81,0.0,-10.23,-4.84,-12.26,7.76,6.84,0.0,0.08,7.76,0.44,0.01,3.58,0.25,2.31,0.22,2.81,0.0,22.8,1.17,2.07,3.31,1.64,0.0,15.97,17.64,0.04,6.05,,0.01,,,64.66,0.0,0.0,0.0,0.0,0.0,6.95,100.0,0.0
FR0 3,0.0,2.03,0.0,0.0,0.0,0.0,0.06,0.0,0.0,,0.0,,123.69,93.85,85.07,78.29,,,,,41.26,40.25,80.78,,,,,75.35,34.1,,,,53.72,43.32,52.48,57.11,64.13,53.72,,-12.58,0.0,-7.05,-18.18,-37.8,6.84,16.64,0.0,0.07,6.84,0.34,0.01,2.78,0.05,5.7,0.0,7.39,0.0,24.76,3.49,1.45,9.3,0.0,0.0,11.67,15.55,0.02,8.87,,0.0,0.02,,100.0,0.0,0.0,,0.0,0.0,15.73,0.19,0.0
FR0 4,,3.14,0.0,0.0,0.0,0.0,0.06,0.01,0.0,,,,145.36,115.53,111.55,103.31,,,,,55.85,55.01,105.34,,,,,99.91,65.92,,,65.77,58.46,65.92,,,65.77,58.46,,7.55,0.0,1.71,3.61,12.87,10.19,3.17,0.0,0.11,10.19,0.58,0.01,4.66,0.22,2.55,0.0,1.5,0.0,17.51,0.0,1.65,7.23,1.7,0.0,5.95,23.16,0.02,7.1,,,,,56.68,0.0,0.0,,0.0,0.0,12.68,78.92,0.0
FR0 5,,0.1,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.01,,,142.02,112.19,100.67,94.16,,,,,50.75,49.96,96.0,,,,,90.57,69.83,,,,53.17,69.83,,,60.15,53.17,83.55,3.49,0.0,-6.97,0.03,-3.45,3.51,0.29,0.0,0.04,3.51,0.02,1.77,2.0,0.28,1.62,1.68,0.07,0.0,2.54,0.0,0.65,8.72,0.35,0.0,0.82,7.97,5.14,0.33,,,,,6.08,0.0,0.0,0.0,0.0,0.0,16.45,47.6,0.0
FR0 6,,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.02,0.01,,,142.18,112.35,98.45,91.51,,,,,48.87,47.85,93.29,,,,,87.85,,,,53.31,47.84,81.98,,,59.56,47.84,81.04,3.55,0.0,3.85,2.27,9.66,10.07,0.91,0.0,0.11,10.07,0.66,4.33,4.23,0.27,3.83,0.61,0.04,0.0,0.01,0.0,1.98,20.69,2.13,2.05,2.63,22.88,12.59,7.25,,,,,0.02,0.0,0.0,0.0,0.0,0.0,25.82,100.0,0.0
FR0 7,,0.4,0.0,0.0,0.0,0.0,0.05,0.01,0.0,,,,138.78,108.95,98.48,91.56,,,,,48.84,47.81,93.59,,,,,88.16,56.02,,,60.18,53.46,56.01,,,60.79,53.46,,3.51,0.0,12.02,-1.66,13.86,10.44,0.99,0.0,0.11,10.44,0.78,0.01,4.38,0.25,3.74,0.0,0.31,0.0,4.27,0.0,1.88,8.81,2.2,0.0,3.05,23.72,0.04,8.97,,,,,8.0,0.0,0.0,,0.0,0.0,8.53,100.0,0.0
FR0 8,,4.4,0.0,0.0,0.0,0.0,0.08,0.01,0.0,,,,139.35,109.52,104.18,96.14,,,,,52.25,51.45,98.42,,,,,92.99,52.96,,,,57.99,59.77,,,65.54,57.99,,3.79,0.0,12.99,-4.79,11.99,12.02,8.34,0.0,0.13,12.02,0.94,0.0,4.56,0.07,4.47,0.0,4.94,0.0,13.66,0.27,2.25,10.41,0.72,0.0,6.54,27.31,0.01,12.88,,,,,100.0,0.0,0.0,,0.0,0.0,19.7,28.34,0.0
FR0 9,0.0,4.51,0.0,0.0,0.0,0.0,0.08,0.01,0.0,,0.0,,125.77,95.94,87.7,81.71,,,,,43.07,41.95,83.84,,,,,78.43,48.73,,,57.27,50.61,48.73,56.19,60.96,57.76,50.61,,-11.83,0.0,-4.71,-5.61,-22.15,12.62,11.59,0.0,0.14,12.62,1.0,1.13,4.84,0.08,4.94,0.0,4.4,0.0,18.11,2.74,2.58,33.65,2.66,0.0,19.53,28.68,3.42,13.46,,0.0,0.01,,51.33,0.0,0.0,,0.0,0.0,38.69,99.99,0.0
GB4 0,0.0,1.81,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,0.0,,115.09,85.25,82.39,73.88,,,,,37.67,36.88,76.58,,,,,71.15,31.94,,,,67.97,39.94,49.1,52.95,77.54,67.97,,-35.28,0.0,0.18,-8.88,-43.98,7.34,25.63,0.0,0.11,7.34,0.1,0.0,2.28,0.28,9.86,0.0,4.77,0.0,31.62,7.38,1.35,4.02,0.0,0.0,1461.83,16.68,0.0,0.65,,0.0,0.01,,100.0,0.0,0.0,,0.0,0.0,6.97,0.03,0.0
GB5 0,0.0,8.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,,121.25,91.42,72.17,65.37,,,,,37.03,36.38,68.1,,,,,62.67,36.12,,,,,38.95,48.64,52.64,73.44,68.32,62.0,0.45,0.0,-13.97,-40.19,-53.71,2.68,31.49,0.0,0.04,2.68,0.0,0.0,1.22,0.17,2.54,1.81,17.18,0.0,45.06,4.11,0.5,0.0,0.0,0.0,2.3,6.09,0.0,9.4,,0.0,0.04,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
GB5 1,,4.54,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,,,137.59,107.76,92.81,84.76,,,,,48.0,47.05,87.65,,,,,82.22,39.8,,,,62.12,45.96,,,71.5,62.12,,3.2,0.0,-7.82,5.95,1.32,27.25,2.84,0.0,0.42,27.25,2.52,0.0,9.91,0.17,10.77,0.0,0.92,0.0,25.21,0.0,4.71,8.0,0.0,0.0,10.58,61.94,0.01,27.6,,,,,100.0,0.0,0.0,,0.0,0.0,12.22,0.01,0.0
GB5 10,0.99,0.73,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,0.16,,119.22,89.39,91.85,83.88,,,,,44.47,43.91,86.72,,,,,81.29,35.95,55.84,52.52,,59.11,48.15,56.7,57.68,69.08,59.5,,-50.56,0.0,20.57,0.24,-29.75,21.46,44.12,0.0,0.33,21.46,0.81,0.0,6.76,0.2,15.35,0.0,0.0,7.44,25.98,10.84,3.7,65.35,0.0,0.0,4406.74,48.78,0.01,9.23,,100.0,100.0,,100.0,0.0,0.0,,0.0,0.0,100.0,0.04,0.0
GB5 11,,0.47,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,,,121.02,91.19,94.78,86.56,,,,,47.05,46.18,89.26,,,,,83.82,33.78,,,,61.1,48.86,,,71.58,62.61,,-17.89,0.0,0.93,0.85,-16.11,14.85,16.68,0.0,0.23,14.85,1.08,0.0,5.43,0.08,4.12,0.0,0.0,0.0,14.95,3.41,2.81,42.4,0.0,0.0,1859.42,33.74,0.01,11.48,,,,,100.0,0.0,0.0,,0.0,0.0,100.0,0.04,0.0
GB5 12,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.58,,123.77,93.94,84.67,77.75,,,,,28.61,28.4,80.86,,,,,75.43,37.18,,49.96,,,38.32,49.94,49.96,72.74,66.86,,5.17,0.0,-22.5,-15.77,-33.1,1.47,9.95,0.0,0.02,1.47,0.0,0.0,0.56,0.12,0.32,2.09,6.49,4.24,13.48,0.21,0.27,0.0,0.0,0.0,1.87,3.35,0.01,0.32,,0.0,41.69,,100.0,0.0,0.0,,0.0,0.0,0.01,0.06,0.0
GB5 13,0.72,0.57,0.0,0.0,0.0,0.0,0.06,0.0,0.0,,0.26,,137.93,108.1,93.93,85.86,,,,,48.01,47.14,88.7,,,,,83.27,35.7,55.55,51.96,,60.21,45.74,58.21,58.15,69.7,60.21,,0.81,0.0,72.9,13.2,86.91,58.79,5.75,0.0,0.91,58.79,5.87,0.0,23.27,0.04,25.54,0.0,1.65,4.47,13.61,0.15,9.92,36.37,0.0,0.0,24.3,133.62,0.01,70.78,,100.0,100.0,,100.0,0.0,0.0,,0.0,0.0,72.22,0.01,0.0
GB5 14,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,124.07,94.24,84.26,77.34,,,,,41.62,40.55,80.33,,,,,74.9,31.12,,,,,43.49,50.57,,67.81,62.6,,5.76,0.0,-20.69,-10.73,-25.66,3.77,8.02,0.0,0.06,3.77,0.06,0.01,1.57,0.17,1.91,0.0,4.18,0.0,17.22,1.02,0.8,0.0,0.0,0.0,5.74,8.58,0.02,3.05,,0.0,,,100.0,0.0,0.0,,0.0,0.0,0.0,0.02,0.0
GB5 15,,0.36,0.0,0.0,0.0,0.0,0.03,0.0,0.0,,,,122.32,92.49,95.53,87.18,,,,,49.01,48.08,89.92,,,,,84.48,34.41,,,,65.09,50.11,,,73.75,65.09,,-15.79,0.0,82.43,6.17,72.82,32.27,16.47,0.0,0.5,32.27,2.71,0.0,11.49,0.06,9.97,0.0,0.0,0.0,14.52,4.43,5.19,11.75,0.0,0.0,1601.68,73.34,0.01,24.54,,,,,100.0,0.0,0.0,,0.0,0.0,26.58,0.01,0.0
GB5 16,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,,125.04,95.21,75.1,67.57,,,,,40.3,39.81,70.28,,,,,64.85,33.27,,,,,36.4,46.68,52.22,73.26,69.13,68.78,-25.84,0.0,2.71,-36.59,-59.72,16.03,36.84,0.0,0.25,16.03,0.47,0.0,5.38,0.36,10.76,0.02,17.06,0.0,51.85,7.32,3.06,0.0,0.0,0.0,10.7,36.44,0.0,26.44,,0.0,0.01,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
GB5 17,0.0,2.2,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,0.0,,131.18,101.34,90.58,82.88,,,,,45.54,44.72,85.69,,,,,80.26,32.23,,,,58.62,44.97,53.92,58.47,69.52,58.62,,10.37,0.0,-10.85,-12.09,-12.56,5.94,9.5,0.0,0.09,5.94,0.24,0.0,2.02,0.21,1.93,0.0,4.99,0.0,14.39,1.2,1.22,6.94,0.0,0.0,7.57,13.5,0.01,4.89,,0.0,0.0,,100.0,0.0,0.0,,0.0,0.0,20.68,0.04,0.0
GB5 2,0.0,2.71,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,0.0,,133.46,103.63,91.6,83.71,,,,,46.45,45.5,86.54,,,,,81.11,33.66,,,,60.08,44.17,56.83,60.47,69.81,60.07,,4.07,0.0,-25.63,-7.15,-28.7,10.42,7.59,0.0,0.16,10.42,0.66,0.0,3.92,0.23,3.2,0.0,3.4,0.0,22.88,1.28,2.2,3.82,0.0,0.0,13.7,23.67,0.01,9.51,,0.01,0.05,,100.0,0.0,0.0,,0.0,0.0,7.16,0.03,0.0
GB5 3,0.0,1.99,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,0.0,,121.59,91.76,82.18,75.14,,,,,38.98,37.92,78.34,,,,,72.91,29.33,,,,,43.21,50.43,56.5,66.84,60.05,,21.52,0.0,-14.12,-11.86,-4.46,4.72,11.63,0.0,0.07,4.72,0.04,0.01,1.64,0.28,2.29,0.0,5.46,0.0,18.38,2.2,1.06,0.79,0.0,0.0,5.7,10.72,0.03,5.78,,0.0,0.13,,100.0,0.0,0.0,,0.0,0.0,2.19,0.03,0.0
GB5 4,0.0,1.5,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,0.0,,130.59,100.76,85.32,77.42,,,,,45.07,44.12,80.21,,,,,74.78,31.56,,,,66.74,39.65,49.04,56.75,73.97,66.74,,-13.87,0.0,2.4,-17.56,-29.02,11.77,17.76,0.0,0.18,11.77,0.57,0.0,4.55,0.23,4.35,0.0,7.74,0.0,27.26,3.42,2.17,3.81,0.0,0.0,21.93,26.74,0.0,15.19,,0.0,0.08,,100.0,0.0,0.0,,0.0,0.0,7.99,0.01,0.0
GB5 5,0.0,2.11,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,1.36,,114.71,84.87,88.08,80.54,,,,,40.21,39.36,83.35,,,,,77.91,30.82,,53.18,,60.53,47.04,53.69,53.18,69.94,60.53,,-15.08,0.0,-34.69,-3.33,-53.1,4.74,14.53,0.0,0.07,4.74,0.1,0.0,1.68,0.18,2.9,0.0,1.52,9.9,12.4,3.21,0.74,10.36,0.0,0.0,964.84,10.78,0.01,0.56,,0.01,91.17,,100.0,0.0,0.0,,0.0,0.0,38.07,0.04,0.0
GB5 6,0.0,0.41,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,0.0,,116.88,87.05,88.01,80.26,,,,,41.53,40.81,83.22,,,,,77.79,36.17,,,,59.13,44.74,55.09,58.55,69.15,59.13,,-28.61,0.0,2.54,-0.84,-26.91,13.05,26.93,0.0,0.2,13.05,0.35,0.0,4.92,0.36,8.85,0.0,0.0,0.0,26.39,6.19,2.15,38.65,0.0,0.0,2100.95,29.66,0.01,2.11,,0.0,0.18,,100.0,0.0,0.0,,0.0,0.0,67.84,0.03,0.0
GB5 7,0.24,0.21,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,0.03,,120.01,90.17,91.38,83.31,,,,,45.74,44.86,86.24,,,,,80.8,36.11,50.84,,,64.45,45.56,54.73,60.45,72.85,64.45,,-25.74,0.0,10.39,-1.44,-16.78,14.85,20.38,0.0,0.23,14.85,0.72,0.0,5.85,0.2,8.41,0.0,0.0,3.54,19.98,4.95,2.64,22.49,0.0,0.0,1759.38,33.75,0.01,5.69,,100.0,100.0,,100.0,0.0,0.0,,0.0,0.0,52.11,0.01,0.0
GB5 8,0.0,5.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,121.08,91.25,72.21,65.56,,,,,27.08,27.04,68.26,,,,,62.83,35.74,,,,,38.02,44.98,50.11,71.16,65.98,,-0.34,0.0,3.52,-33.14,-29.97,3.7,18.91,0.0,0.06,3.7,0.0,0.0,1.35,0.24,1.16,0.06,10.94,0.0,25.87,1.74,0.82,0.0,0.0,0.0,3.41,8.4,0.0,3.92,,0.0,0.01,,100.0,0.0,0.0,,0.0,0.0,0.0,0.01,0.0
GB5 9,0.68,2.6,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,0.94,,135.68,105.84,93.23,85.34,,,,,47.19,46.15,88.12,,,,,82.69,34.26,52.26,54.34,,58.09,52.45,53.65,57.06,69.36,58.09,,-4.37,0.0,-50.82,-1.86,-57.05,11.07,6.05,0.0,0.17,11.07,1.05,0.0,4.33,0.01,4.56,0.0,2.24,14.0,8.77,1.36,1.63,24.2,0.01,0.0,14.32,25.15,0.01,10.69,,100.0,100.0,,100.0,0.0,0.0,,0.0,0.0,95.06,0.26,0.0
GR0 0,0.0,2.49,0.0,0.0,0.0,0.0,0.2,0.03,0.0,0.0,1.9,,128.77,98.94,81.65,79.28,,,,,38.35,37.4,81.17,,,,,75.73,66.55,,68.01,43.08,38.06,66.55,71.62,69.51,48.87,38.06,94.61,1.21,0.0,-47.58,-8.16,-54.53,23.56,19.94,0.0,1.69,23.56,1.9,11.04,7.35,0.29,8.04,0.01,4.23,5.36,24.55,1.66,6.1,64.32,4.01,0.01,50.21,53.53,48.17,12.75,,0.0,100.0,,33.52,0.0,0.0,0.0,0.0,0.0,99.0,100.0,0.0
GR0 1,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.02,0.0,0.0,0.0,,124.77,94.94,85.58,82.09,,,,,42.2,41.18,84.06,,,,,78.63,,,,45.71,40.56,80.36,88.19,80.54,52.18,40.56,97.75,-4.84,0.0,28.56,-1.04,22.68,24.88,28.13,0.0,1.78,24.88,1.63,0.0,6.55,0.53,4.85,3.39,2.01,0.0,0.0,2.82,4.41,52.77,4.23,0.0,475.35,56.55,0.01,6.33,,0.0,0.02,,0.0,0.0,0.0,0.0,0.0,0.0,38.13,100.0,0.0
HR0 0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.03,0.0,0.02,0.0,,149.37,119.54,118.18,111.01,,,,,55.85,54.68,112.93,,,,,107.5,,,,55.66,52.04,124.07,132.26,128.43,58.85,52.04,125.16,2.13,0.0,-2.16,7.36,7.33,14.19,2.36,0.0,0.06,14.19,0.58,0.03,4.21,0.72,2.55,2.12,0.05,0.0,0.0,0.0,2.42,23.76,3.86,0.01,8.0,32.26,0.09,5.35,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.33,100.0,0.0
HU0 0,,2.63,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,,,144.31,114.48,111.53,105.44,,,,,55.39,54.4,107.56,,,,,102.13,75.07,,,,,75.07,,,58.67,53.4,90.76,5.3,0.0,-8.55,-1.47,-4.71,17.18,5.64,0.0,0.0,17.18,1.49,0.01,7.87,0.99,5.92,0.0,3.18,0.0,41.07,0.0,5.28,0.12,0.13,0.0,5.52,39.04,0.03,8.98,,,,,60.2,0.0,0.0,0.0,0.0,0.0,0.08,2.14,0.0
HU0 1,,0.0,0.0,0.0,0.0,0.0,0.34,0.02,0.0,0.0,,,146.01,116.18,112.14,106.32,,,,,55.43,54.38,108.32,,,,,102.88,,,,56.69,50.62,95.48,,,56.69,50.62,90.56,5.4,0.0,6.8,0.77,12.97,10.57,1.6,0.0,0.0,10.57,0.79,0.42,4.44,0.75,3.74,0.05,0.37,0.0,0.0,0.0,3.22,18.89,2.15,0.0,4.27,24.03,1.82,5.85,,,,,0.0,0.0,0.0,0.0,0.0,0.0,13.06,57.33,0.0
IE4 0,0.0,17.02,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.03,0.22,,121.25,91.42,83.56,74.8,,,,,39.65,38.72,77.79,,,,,72.36,37.58,,,,63.3,37.58,48.05,55.1,72.93,63.3,74.46,-37.67,0.0,-2.6,-69.21,-109.48,18.35,64.22,0.0,0.12,18.35,0.47,0.0,7.54,0.52,15.17,0.56,32.32,0.32,94.67,10.52,3.73,12.81,0.0,0.0,14.8,41.7,0.01,39.02,,0.0,93.02,,68.68,0.0,0.0,0.0,0.0,0.0,5.85,0.01,0.0
IT0 0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.02,0.02,0.02,,,149.96,120.13,127.52,117.32,,,,,56.35,55.08,119.19,,,,,113.76,,,,54.0,49.12,156.31,160.9,,65.34,49.12,98.82,6.56,0.0,18.59,2.03,27.19,20.07,1.62,0.0,0.22,20.07,0.45,0.45,4.8,0.44,3.63,0.2,0.07,0.0,0.0,0.0,1.38,10.96,3.13,2.39,4.43,45.62,1.3,4.49,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,28.84,100.0,0.0
IT0 1,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.04,0.0,0.0,0.0,,135.89,106.06,96.77,93.59,,,,,45.36,44.1,95.35,,,,,89.92,,,,47.77,42.68,98.57,106.18,102.95,53.6,42.68,80.78,-0.13,0.0,-5.78,-1.94,-7.85,8.92,4.25,0.0,0.1,8.92,0.15,8.61,2.65,0.46,0.87,0.05,1.41,0.0,0.0,0.29,1.88,25.51,1.39,0.0,8.61,20.26,25.05,0.67,,0.0,0.45,,0.0,0.0,0.0,0.0,0.0,0.0,54.47,100.0,0.0
IT0 10,0.0,2.62,0.0,0.0,0.0,0.0,0.73,0.04,0.0,,,,128.43,98.6,86.88,84.4,,,,,40.86,39.63,86.12,,,,,80.68,69.59,,,45.48,40.5,69.59,74.6,,51.28,40.5,,-5.42,0.0,-0.38,-7.65,-13.44,21.11,16.06,0.0,0.23,21.11,1.09,6.56,7.25,0.44,4.53,0.04,4.18,0.0,21.67,2.0,4.56,42.22,3.29,0.0,35.33,47.97,22.03,9.25,,0.0,,,57.83,0.0,0.0,,0.0,0.0,59.21,100.0,0.0
IT0 11,,0.0,0.0,0.0,0.0,0.0,4.18,0.03,0.14,0.04,,,150.24,120.41,128.36,118.15,,,,,58.91,57.68,120.0,,,,,114.57,,,,53.38,52.65,136.73,,,68.81,55.61,97.89,4.27,0.0,16.14,14.54,34.95,46.51,4.19,0.0,0.5,46.51,1.29,9.58,9.14,0.28,13.68,1.96,0.26,0.0,0.0,0.0,2.34,38.2,7.26,10.52,11.85,105.71,27.87,17.41,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
IT0 12,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.04,0.79,0.04,,,149.33,119.5,129.34,118.71,,,,,60.9,59.63,120.6,,,,,115.16,,,,52.1,47.87,170.25,170.0,,75.06,58.73,98.37,9.07,0.0,-20.28,3.65,-7.56,26.04,2.98,0.0,0.28,26.04,0.36,20.0,5.68,0.51,5.48,3.11,0.47,0.0,0.0,0.0,1.45,51.7,4.06,10.35,7.69,59.18,58.19,15.93,,0.02,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
IT0 13,0.0,0.44,0.0,0.0,0.0,0.0,0.61,0.03,0.0,0.0,0.09,,129.12,99.29,87.96,84.87,,,,,39.84,38.78,86.58,,,,,81.15,82.0,,,44.37,39.79,81.99,87.47,91.75,50.76,39.79,73.37,-2.19,0.0,0.03,-2.84,-5.0,13.05,6.21,0.0,0.14,13.05,0.6,4.01,3.29,0.39,2.3,0.09,1.62,0.56,5.47,0.7,2.6,18.89,2.04,0.0,14.04,29.65,13.66,3.1,,0.0,100.0,,22.88,0.0,0.0,0.0,0.0,0.0,40.4,100.0,0.0
IT0 14,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.04,0.17,0.03,,,139.73,109.9,108.85,102.08,,,,,52.12,51.04,103.87,,,,,98.44,,,,50.72,47.33,131.57,133.13,,61.18,47.33,84.52,1.11,0.0,2.59,1.24,4.95,13.26,2.94,0.0,0.14,13.26,0.22,4.77,3.41,0.44,1.43,0.97,0.71,0.0,0.0,0.19,1.56,21.15,2.07,1.64,6.74,30.14,13.88,2.36,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,54.89,100.0,0.0
IT0 15,,0.0,0.0,0.0,0.0,0.0,0.9,0.03,0.06,0.03,,,147.45,117.62,125.3,115.6,,,,,55.41,54.19,117.43,,,,,112.0,,,,52.87,48.09,156.39,,,64.16,48.09,96.72,3.62,0.0,23.18,14.15,40.95,31.11,3.76,0.0,0.33,31.11,1.02,1.74,7.75,0.16,11.28,0.48,0.57,0.0,0.0,0.0,1.41,27.04,4.85,5.28,9.89,70.71,5.06,9.83,,,,,0.0,0.0,0.0,0.0,0.0,0.0,38.93,100.0,0.0
