snapshot,DAC,Fischer-Tropsch,H2 Fuel Cell,agriculture heat,low-temperature heat for industry,residential rural gas boiler,residential rural ground heat pump,residential rural heat,residential rural resistive heater,residential rural water tanks charger,residential rural water tanks discharger,residential urban decentral air heat pump,residential urban decentral gas boiler,residential urban decentral heat,residential urban decentral resistive heater,residential urban decentral solar thermal,residential urban decentral water tanks charger,residential urban decentral water tanks discharger,services rural gas boiler,services rural ground heat pump,services rural heat,services rural resistive heater,services rural water tanks charger,services rural water tanks discharger,services urban decentral air heat pump,services urban decentral gas boiler,services urban decentral heat,services urban decentral resistive heater,services urban decentral solar thermal,services urban decentral water tanks charger,services urban decentral water tanks discharger,urban central air heat pump,urban central gas CHP,urban central gas CHP CC,urban central gas boiler,urban central heat,urban central resistive heater,urban central solar thermal,urban central solid biomass CHP CC,urban central water tanks charger,urban central water tanks discharger
2013-02-23 18:00:00,-2.23,34.22,0.0,-21.63,-5.94,9.6,101.08,-133.25,22.57,-0.0,0.0,92.11,46.44,-176.58,38.03,0.0,0.0,0.0,2.78,58.61,-44.25,4.5,-0.0,0.0,37.07,16.55,-61.83,8.22,0.0,-0.0,0.0,109.12,31.12,0.0,116.64,-411.26,49.11,0.02,72.67,-0.99,7.5
2013-02-23 21:00:00,-2.92,27.49,0.0,-21.63,-5.94,0.33,85.14,-86.95,1.49,-0.0,0.0,87.35,22.28,-115.94,6.31,0.0,-0.0,0.0,0.98,56.73,-37.26,1.18,-0.0,0.0,36.34,11.88,-51.96,3.74,0.0,-0.0,0.0,104.88,10.36,0.0,51.67,-289.63,40.56,0.0,72.71,-9.51,0.3
2013-02-24 00:00:00,-4.14,26.69,0.0,-21.63,-5.94,0.0,70.41,-70.41,0.0,-0.01,0.0,83.13,7.57,-91.93,1.23,0.0,-0.0,0.0,1.45,58.06,-40.75,2.87,-0.0,0.0,36.79,13.36,-56.35,6.21,0.0,-0.0,0.0,102.49,8.5,0.0,36.52,-255.77,33.16,0.0,72.32,-14.0,0.17
2013-02-24 03:00:00,-3.64,34.61,0.5,-21.63,-5.94,7.36,101.14,-121.57,13.07,-0.0,0.0,91.06,40.5,-158.16,26.6,0.0,-0.0,0.0,3.3,60.15,-55.01,13.19,-0.0,0.0,37.12,18.04,-76.35,21.19,0.0,0.0,0.0,106.53,25.24,0.0,104.09,-404.53,59.22,0.0,72.71,-1.2,12.38
2013-02-24 06:00:00,-3.62,36.46,0.5,-21.63,-5.94,8.1,101.4,-130.5,21.01,-0.0,0.0,91.34,42.42,-172.0,38.24,0.0,-0.0,0.0,2.92,59.66,-50.73,9.78,-0.0,0.0,37.12,16.95,-70.64,16.56,0.0,-0.0,0.0,106.87,24.39,0.0,115.05,-418.55,63.58,0.01,72.33,-0.58,9.47
2013-02-24 09:00:00,-3.67,37.62,0.15,-21.63,-5.94,6.23,99.07,-117.17,11.88,-0.0,0.0,93.92,34.89,-154.22,25.4,0.01,-0.0,0.0,2.03,58.56,-43.87,4.91,-0.0,0.0,38.18,13.45,-61.04,9.41,0.0,-0.0,0.0,110.98,12.44,0.0,82.58,-371.32,57.68,8.55,72.71,-4.2,2.41
2013-02-24 12:00:00,-3.85,37.46,0.09,-21.63,-5.94,5.49,98.43,-113.56,9.64,-0.0,0.0,96.02,33.0,-149.15,20.11,0.01,-0.0,0.0,1.58,58.02,-41.38,3.4,-0.0,0.0,39.05,12.12,-57.43,6.26,0.0,-0.0,0.0,116.61,10.28,0.0,70.55,-356.35,54.71,13.67,72.71,-10.38,0.41
2013-02-24 15:00:00,-2.4,35.77,0.5,-21.63,-5.94,7.28,100.79,-123.38,15.31,-0.0,0.0,96.09,37.74,-161.82,27.99,0.0,0.0,0.0,1.98,58.55,-43.33,4.43,-0.0,0.0,38.94,13.3,-60.15,7.91,0.0,-0.0,0.0,113.09,41.47,0.0,69.04,-382.91,55.19,2.23,72.71,-2.64,3.85
2013-02-24 18:00:00,-2.41,36.09,0.5,-21.63,-5.94,7.56,100.39,-125.58,17.62,-0.0,0.0,94.05,38.54,-165.5,32.9,0.0,0.0,0.0,1.69,58.0,-41.88,3.81,-0.0,0.0,38.07,12.65,-58.24,7.51,0.0,-0.0,0.0,110.29,47.88,0.0,70.26,-385.94,54.28,0.01,72.71,-1.83,4.07
2013-02-24 21:00:00,-2.96,29.35,0.5,-21.63,-5.94,0.21,80.9,-82.54,1.44,-0.0,0.0,89.23,13.67,-109.46,6.57,0.0,-0.0,0.0,0.39,54.89,-34.67,1.02,-0.0,0.0,37.15,7.77,-48.17,3.25,0.0,-0.0,0.0,104.4,20.94,0.0,24.19,-271.91,40.55,0.0,73.2,-12.48,0.14
2013-02-25 00:00:00,-3.0,26.02,0.5,-21.63,-5.94,0.0,69.07,-69.07,0.01,-0.01,0.0,82.59,5.15,-88.7,0.97,0.0,-0.0,0.0,0.68,56.21,-36.64,1.38,-0.0,0.0,37.04,8.96,-49.83,3.83,0.0,-0.0,0.0,101.3,14.39,0.0,20.01,-238.97,29.09,0.0,73.26,-17.14,0.46
2013-02-25 03:00:00,-2.98,35.05,0.5,-21.63,-5.94,5.63,100.4,-118.04,12.01,-0.0,0.0,92.14,34.74,-150.91,24.03,0.0,-0.0,0.0,3.06,60.04,-53.07,11.6,-0.0,0.0,37.65,16.69,-72.2,17.86,0.0,0.0,0.0,107.45,48.54,0.0,72.2,-384.87,51.47,0.0,73.27,-1.48,6.77
2013-02-25 06:00:00,-3.63,38.95,0.5,-21.63,-5.94,6.93,100.87,-126.58,18.78,-0.0,0.0,92.74,38.95,-163.61,31.92,0.0,-0.0,0.0,3.05,59.84,-52.96,11.7,-0.0,0.0,37.87,17.05,-72.39,17.47,0.0,-0.0,0.0,108.56,44.56,0.0,86.68,-407.1,53.57,0.01,73.27,-0.0,10.54
2013-02-25 09:00:00,-3.8,36.41,0.5,-21.63,-5.94,4.66,98.63,-113.95,10.66,-0.0,0.0,96.37,32.83,-147.15,17.92,0.02,-0.0,0.0,1.9,58.99,-44.97,5.71,-0.0,0.0,39.34,13.61,-61.44,8.48,0.01,-0.0,0.0,114.42,18.48,0.0,62.41,-359.8,48.7,15.65,73.27,-3.14,2.82
2013-02-25 12:00:00,-3.85,35.06,0.5,-21.63,-5.94,4.13,97.91,-110.52,8.48,-0.0,0.0,98.96,31.37,-142.46,12.09,0.04,-0.0,0.0,1.46,58.25,-41.81,3.73,-0.0,0.0,40.35,11.9,-57.04,4.78,0.01,-0.0,0.0,119.0,16.58,0.0,49.71,-344.14,36.59,23.67,73.27,-8.7,8.23
2013-02-25 15:00:00,-2.6,33.66,0.5,-21.63,-5.94,6.11,100.37,-120.06,13.58,-0.0,0.0,98.61,37.56,-154.54,18.37,0.01,-0.0,0.0,1.46,58.23,-41.74,3.67,-0.0,0.0,40.02,12.13,-56.93,4.77,0.0,-0.0,0.0,112.27,65.91,0.0,45.5,-364.79,35.96,3.94,73.27,-0.77,3.07
2013-02-25 18:00:00,-2.21,32.96,0.5,-21.63,-5.94,6.47,99.93,-121.89,15.49,-0.02,0.01,95.89,38.81,-157.56,22.85,0.0,-0.01,0.01,1.02,56.91,-38.57,2.27,-0.02,0.01,38.75,10.05,-52.7,3.91,0.0,-0.01,0.01,106.45,68.31,0.0,53.38,-362.69,33.24,0.01,73.27,-0.7,3.4
2013-02-25 21:00:00,-3.58,27.4,0.5,-21.63,-5.94,0.16,79.28,-80.37,0.94,-0.02,0.01,90.48,10.38,-104.55,3.69,0.0,-0.01,0.01,0.1,52.91,-31.82,0.44,-0.02,0.01,36.91,5.05,-43.38,1.43,0.0,-0.01,0.01,84.61,44.26,0.0,20.6,-255.18,18.88,0.0,73.27,-5.91,1.08
2013-02-26 00:00:00,-3.58,24.96,0.5,-21.63,-5.94,0.16,67.93,-68.09,0.01,-0.02,0.01,81.3,3.97,-86.08,0.81,0.0,-0.01,0.01,0.41,55.94,-35.82,1.1,-0.02,0.01,37.33,7.71,-47.81,2.78,0.0,-0.01,0.01,83.09,34.0,0.0,18.02,-230.95,12.26,0.0,73.27,-6.11,0.46
2013-02-26 03:00:00,-3.42,33.75,0.5,-21.63,-5.94,5.76,101.66,-116.21,8.8,-0.02,0.01,94.24,38.07,-145.96,13.65,0.0,-0.01,0.01,4.17,60.27,-51.82,9.0,-0.01,0.01,38.18,18.65,-69.13,12.3,0.0,-0.01,0.0,100.25,79.26,0.0,58.35,-371.02,30.88,0.0,73.27,-1.21,5.32
2013-02-26 06:00:00,-3.59,36.1,0.5,-21.63,-5.94,7.73,102.25,-124.32,14.34,-0.02,0.02,94.79,43.35,-157.89,19.75,0.0,-0.01,0.01,3.93,60.1,-51.66,9.26,-0.02,0.01,38.39,18.98,-69.28,11.91,0.0,-0.01,0.0,109.04,65.83,0.0,78.7,-391.87,32.24,0.01,73.13,-0.3,6.14
2013-02-26 09:00:00,-3.74,35.23,0.5,-21.63,-5.94,4.17,99.88,-111.97,7.93,-0.02,0.02,99.18,33.31,-142.1,9.58,0.04,-0.01,0.01,1.82,59.25,-43.89,4.46,-0.02,0.02,40.24,13.7,-58.85,4.89,0.01,-0.01,0.01,115.41,29.23,0.0,56.05,-346.64,27.37,21.28,71.7,-3.06,2.59
2013-02-26 12:00:00,-3.8,32.71,0.5,-21.63,-5.94,3.19,99.11,-108.65,6.35,-0.02,0.01,102.58,28.06,-137.66,6.96,0.06,-0.01,0.01,1.13,58.47,-40.83,2.87,-0.02,0.02,41.66,10.12,-54.66,2.87,0.02,-0.01,0.01,120.03,25.53,0.0,50.51,-331.76,18.94,32.02,73.04,-13.72,1.92
2013-02-26 15:00:00,-3.64,32.39,0.5,-21.63,-5.94,6.16,101.78,-118.03,10.09,-0.0,0.0,102.46,37.24,-149.3,9.58,0.02,0.0,0.0,1.13,58.44,-40.76,2.81,-0.0,0.0,41.44,10.31,-54.55,2.8,0.01,0.0,0.0,118.72,58.43,0.0,54.02,-351.65,14.44,8.09,73.27,-0.85,2.19
2013-02-26 18:00:00,-2.58,30.63,0.5,-21.63,-5.94,6.76,101.23,-119.68,11.68,-0.0,0.0,99.01,40.64,-152.01,12.37,0.0,0.0,0.0,0.63,56.81,-37.65,1.84,-0.0,0.0,39.9,8.27,-50.51,2.34,0.0,-0.0,0.0,110.86,71.32,0.0,52.95,-349.36,14.53,0.01,73.27,-0.35,4.15
2013-02-26 21:00:00,-2.1,25.9,0.5,-21.63,-5.94,0.16,78.13,-78.92,0.64,-0.0,0.0,93.11,5.78,-101.05,2.17,0.0,-0.0,0.0,0.1,52.34,-31.1,0.29,-0.0,0.0,37.82,2.87,-41.64,0.95,0.0,-0.0,0.0,91.29,37.33,0.0,19.44,-246.15,9.74,0.0,73.27,-3.58,0.27
2013-02-27 00:00:00,-1.93,24.53,0.5,-21.63,-5.94,0.16,67.82,-67.98,0.0,-0.0,0.0,84.57,1.31,-86.34,0.45,0.0,-0.0,0.0,0.17,56.11,-35.47,0.81,-0.0,0.0,38.57,7.11,-47.59,1.91,0.0,0.0,0.0,88.14,34.2,0.0,15.01,-231.02,6.33,0.0,73.27,-3.6,0.49
2013-02-27 03:00:00,-1.77,31.91,0.5,-21.63,-5.94,6.11,103.6,-115.96,6.25,-0.0,0.0,95.5,40.61,-146.33,10.22,0.0,0.0,0.0,4.73,60.5,-51.25,7.63,-0.0,0.0,38.56,21.12,-68.76,9.08,0.0,0.0,0.0,97.96,94.07,0.0,55.74,-371.03,17.54,0.0,73.27,-0.05,7.79
2013-02-27 06:00:00,-2.36,33.94,0.5,-21.63,-5.94,8.33,104.13,-123.85,11.39,-0.0,0.0,96.02,45.82,-158.24,16.41,0.0,0.0,0.0,4.37,60.44,-51.09,7.91,-0.0,0.0,38.73,20.48,-68.96,9.75,0.0,0.0,0.0,105.68,85.52,0.0,75.69,-391.93,19.46,0.14,73.27,-0.41,6.42
2013-02-27 09:00:00,-3.97,34.37,0.5,-21.63,-5.94,3.71,101.51,-111.58,6.36,-0.0,0.0,100.53,31.87,-142.43,9.98,0.04,0.0,0.0,1.69,59.65,-43.42,3.71,-0.0,0.0,40.6,13.23,-58.58,4.74,0.01,0.0,0.0,112.94,41.1,0.0,43.9,-346.75,30.44,18.19,72.73,-4.09,6.56
2013-02-27 12:00:00,-3.88,33.19,0.5,-21.63,-5.94,2.63,100.73,-108.33,4.97,-0.0,0.0,104.02,26.73,-138.01,7.21,0.05,-0.0,0.0,0.8,58.85,-40.39,2.37,-0.0,0.0,41.9,9.71,-54.41,2.78,0.02,-0.0,0.0,113.76,40.82,0.0,33.76,-331.92,27.78,23.83,72.9,-8.51,3.7
2013-02-27 15:00:00,-3.39,32.69,0.5,-21.63,-5.94,6.14,103.6,-117.68,7.95,-0.0,0.0,103.91,35.53,-149.67,10.23,0.0,0.0,0.0,0.81,58.84,-40.32,2.3,-0.0,0.0,41.78,9.8,-54.3,2.72,0.0,-0.0,0.0,103.99,81.6,0.0,33.92,-351.85,29.93,4.6,72.9,-0.65,1.66
2013-02-27 18:00:00,-3.35,31.88,0.5,-21.63,-5.94,6.56,103.06,-119.16,9.54,-0.0,0.0,99.76,38.8,-152.28,13.72,0.0,0.0,0.0,0.3,57.03,-37.24,1.54,-0.0,0.0,39.99,7.93,-50.29,2.37,0.0,-0.0,0.0,94.02,91.56,0.0,38.6,-349.43,28.11,0.0,72.9,-1.03,2.14
2013-02-27 21:00:00,-3.63,25.41,0.5,-21.63,-5.94,0.0,78.01,-78.59,0.58,-0.0,0.0,93.05,6.04,-101.26,2.17,0.0,-0.0,0.0,0.0,52.17,-30.79,0.25,-0.0,0.0,38.1,2.67,-41.47,0.7,0.0,-0.0,0.0,81.08,49.76,0.0,13.08,-246.2,18.28,0.0,72.9,-5.63,0.36
2013-02-28 00:00:00,-3.7,22.79,0.5,-21.63,-5.94,0.0,65.71,-65.71,0.01,-0.0,0.0,82.92,0.69,-83.84,0.23,0.0,-0.0,0.0,0.02,55.05,-33.99,0.55,-0.0,0.0,38.52,5.94,-45.95,1.49,0.0,-0.0,0.0,75.34,46.22,0.0,9.69,-223.89,11.58,0.0,72.91,-5.83,0.3
2013-02-28 03:00:00,-3.78,31.36,0.5,-21.63,-5.94,4.62,103.51,-111.67,3.53,-0.0,0.0,95.08,35.33,-141.61,11.2,0.0,0.0,0.0,4.52,60.53,-48.99,5.57,-0.0,0.0,38.5,18.96,-66.28,8.82,0.0,0.0,0.0,91.12,102.38,0.0,38.63,-358.63,26.42,0.0,73.08,-0.74,5.58
2013-02-28 06:00:00,-4.55,34.2,0.5,-21.63,-5.94,6.83,104.64,-118.97,7.5,-0.0,0.0,96.07,39.28,-152.92,17.57,0.0,0.0,0.0,4.0,60.44,-48.8,5.98,-0.0,0.0,38.81,18.09,-66.45,9.54,0.0,0.0,0.0,98.98,84.67,0.0,56.49,-378.4,32.28,0.23,73.07,-1.44,9.9
2013-02-28 09:00:00,-4.14,31.5,0.5,-21.63,-5.94,1.51,101.74,-107.27,4.01,-0.0,0.0,102.61,23.03,-137.72,12.06,0.02,-0.0,0.0,0.88,59.71,-41.51,2.54,-0.0,0.0,41.32,10.06,-56.49,5.1,0.01,-0.0,0.0,116.59,44.25,0.0,24.22,-335.01,42.77,16.21,72.29,-4.83,1.59
2013-02-28 12:00:00,-4.16,29.69,0.5,-21.63,-5.94,0.93,100.4,-104.21,2.88,-0.0,0.0,106.78,18.02,-133.5,8.65,0.05,-0.0,0.0,0.31,58.53,-38.64,1.43,-0.0,0.0,42.83,6.82,-52.49,2.82,0.02,-0.0,0.0,120.44,40.28,0.0,19.22,-320.84,37.7,22.61,72.75,-12.95,0.67
2013-02-28 15:00:00,-3.84,30.38,0.5,-21.63,-5.94,3.66,104.03,-113.18,5.49,-0.0,0.0,106.48,26.55,-144.74,11.69,0.02,0.0,0.0,0.32,58.51,-38.58,1.37,-0.0,0.0,42.63,7.12,-52.38,2.62,0.01,-0.0,0.0,113.38,65.42,0.0,25.44,-340.03,37.84,4.62,72.9,-2.86,2.17
2013-02-28 18:00:00,-3.93,32.03,0.5,-21.63,-5.94,3.91,103.68,-114.45,6.85,-0.0,0.0,101.73,31.38,-147.15,14.03,0.0,0.0,0.0,0.03,56.29,-35.63,0.93,-0.0,0.0,40.64,5.79,-48.52,2.08,0.0,-0.0,0.0,104.92,69.38,0.0,29.61,-337.52,39.18,0.0,72.89,-3.13,1.99
2013-02-28 21:00:00,-4.17,26.15,0.5,-21.63,-5.94,0.0,75.36,-75.63,0.27,-0.0,0.0,93.47,3.05,-98.04,1.52,0.0,-0.0,0.0,0.0,50.92,-29.52,0.23,-0.0,0.0,37.79,1.72,-40.06,0.55,0.0,-0.0,0.0,92.32,31.73,0.0,9.68,-238.23,23.47,0.0,72.9,-8.84,0.41
2013-03-01 00:00:00,-4.17,23.33,0.5,-21.63,-5.94,0.0,64.25,-64.24,0.0,-0.0,0.0,80.86,0.43,-81.53,0.25,0.0,-0.0,0.0,0.02,54.51,-33.23,0.32,-0.0,0.0,38.26,4.81,-44.54,1.47,0.0,0.0,0.0,90.44,29.5,0.0,5.67,-217.47,16.61,0.0,72.95,-11.92,0.47
2013-03-01 03:00:00,-3.98,28.47,0.5,-21.63,-5.94,3.75,102.63,-108.98,2.6,-0.0,0.0,96.23,29.76,-137.45,11.46,0.0,0.0,0.0,3.67,60.44,-47.84,5.36,-0.0,0.0,39.46,16.57,-64.13,8.11,0.0,0.0,0.0,100.03,81.62,0.0,30.77,-347.73,38.61,0.0,73.27,-1.22,5.58
2013-03-01 06:00:00,-3.73,29.77,0.5,-21.63,-5.94,5.51,104.54,-115.86,5.8,-0.0,0.0,98.29,34.93,-147.92,14.69,0.0,0.0,0.0,3.39,60.43,-47.56,5.36,-0.0,0.0,39.77,16.54,-64.13,7.82,0.0,0.0,0.0,106.67,67.05,0.0,46.57,-365.78,45.18,0.26,73.27,-0.83,7.0
2013-03-01 09:00:00,-3.87,28.6,0.5,-21.63,-5.94,1.9,100.44,-104.52,2.19,-0.0,0.0,103.13,22.81,-133.32,7.37,0.01,0.0,0.0,1.09,59.41,-40.49,1.61,-0.0,0.0,41.65,9.9,-54.57,3.0,0.01,0.0,0.0,118.34,39.1,0.0,29.23,-324.1,36.12,16.74,71.43,-7.28,1.11
2013-03-01 12:00:00,-3.91,28.45,0.5,-21.63,-5.94,1.23,98.83,-101.58,1.53,-0.0,0.0,105.29,18.81,-129.31,5.16,0.05,0.0,0.0,0.42,58.05,-37.72,0.87,-0.0,0.0,42.2,6.97,-50.75,1.56,0.02,-0.0,0.0,121.39,29.4,0.0,28.43,-310.62,31.12,25.74,72.37,-18.03,1.09
2013-03-01 15:00:00,-2.63,30.17,0.5,-21.63,-5.94,3.69,103.43,-110.32,3.19,-0.0,0.0,105.33,27.51,-140.2,7.34,0.01,0.0,0.0,0.43,58.01,-37.65,0.85,-0.0,0.0,41.88,7.22,-50.65,1.55,0.01,0.0,0.0,115.78,44.57,0.0,44.36,-329.22,24.19,5.39,73.27,-2.87,2.43
2013-03-01 18:00:00,-2.17,28.71,0.5,-21.63,-5.94,4.37,103.13,-111.47,3.96,-0.0,0.0,101.63,31.84,-142.35,8.88,0.0,0.0,0.0,0.08,55.83,-34.75,0.47,-0.0,0.0,40.23,5.5,-46.88,1.15,0.0,0.0,0.0,109.07,52.29,0.0,48.13,-326.42,19.75,0.0,73.27,-2.22,5.03
2013-03-01 21:00:00,-2.59,22.5,0.5,-21.63,-5.94,0.0,73.52,-73.59,0.07,-0.0,0.0,90.76,3.31,-94.73,0.67,0.0,-0.0,0.0,0.0,50.93,-29.39,0.09,-0.0,0.0,37.02,2.09,-39.51,0.4,0.0,0.0,0.0,94.99,34.07,0.0,12.5,-231.57,12.32,0.0,73.27,-11.23,1.16
2013-03-02 00:00:00,-3.55,23.09,0.5,-21.63,-5.94,0.0,65.56,-65.55,0.0,-0.0,0.0,81.17,1.81,-83.31,0.34,0.0,-0.0,0.0,0.32,57.39,-36.8,0.73,-0.0,0.0,38.69,8.5,-49.45,2.26,0.0,0.0,0.0,82.84,40.26,0.0,17.03,-229.01,10.41,0.0,73.27,-10.07,1.16
2013-03-02 03:00:00,-3.19,28.18,0.5,-21.63,-5.94,5.41,103.05,-112.39,3.92,-0.0,0.0,95.33,34.82,-141.78,11.62,0.0,0.0,0.0,4.19,60.34,-49.27,6.36,-0.0,0.0,38.63,19.23,-66.41,8.55,0.0,0.0,0.0,96.28,90.84,0.0,50.51,-359.12,18.61,0.0,73.27,-0.62,10.66
2013-03-02 06:00:00,-3.82,29.81,0.5,-21.63,-5.94,7.21,104.47,-119.52,7.84,-0.0,0.0,96.23,39.73,-152.95,16.99,0.0,0.0,0.0,2.95,60.19,-45.38,3.86,-0.0,0.0,38.85,16.2,-61.43,6.38,0.0,0.0,0.0,99.67,90.5,0.0,50.71,-369.81,27.13,0.09,73.27,-0.7,8.57
2013-03-02 09:00:00,-3.8,30.8,0.11,-21.63,-5.94,2.31,101.63,-107.55,3.66,-0.19,0.14,101.45,26.36,-137.47,9.66,0.04,-0.14,0.1,0.67,58.9,-39.32,1.43,-0.17,0.12,40.8,9.47,-53.22,2.97,0.02,-0.15,0.1,115.1,34.72,0.0,45.3,-328.95,34.59,22.21,71.15,-16.38,1.07
2013-03-02 12:00:00,-3.83,30.13,0.0,-21.63,-5.94,1.5,100.41,-104.46,2.61,-0.2,0.14,104.88,21.46,-133.23,6.86,0.07,-0.15,0.11,0.29,57.75,-37.19,0.84,-0.18,0.12,41.64,6.75,-50.2,1.84,0.03,-0.16,0.11,121.62,22.73,0.0,44.93,-316.42,32.06,30.73,70.29,-27.25,0.94
2013-03-02 15:00:00,-2.95,27.63,0.5,-21.63,-5.94,4.82,103.61,-113.48,5.11,-0.18,0.12,105.58,30.1,-144.45,8.79,0.02,-0.14,0.1,0.62,58.77,-38.92,1.2,-0.17,0.12,42.0,8.7,-52.52,1.87,0.01,-0.15,0.1,116.4,55.2,0.0,40.82,-339.78,28.0,9.06,73.0,-5.54,3.58
2013-03-02 18:00:00,-2.68,30.19,0.5,-21.63,-5.94,5.14,103.51,-114.91,6.29,-0.12,0.08,100.3,34.9,-147.04,11.87,0.0,-0.11,0.08,0.43,57.89,-37.54,0.88,-0.11,0.08,39.29,9.79,-50.78,1.74,0.0,-0.12,0.08,94.09,71.92,0.0,44.75,-341.26,31.13,0.0,73.12,-4.71,8.86
2013-03-02 21:00:00,-2.96,26.99,0.5,-21.63,-5.94,0.15,75.28,-75.57,0.19,-0.16,0.11,88.04,8.6,-97.64,1.05,0.0,-0.14,0.1,0.12,53.18,-31.78,0.15,-0.12,0.09,36.28,5.79,-42.95,0.92,0.0,-0.13,0.09,82.92,49.27,0.0,12.12,-242.52,23.37,0.0,72.5,-17.37,1.11
2013-03-03 00:00:00,-2.96,22.45,0.5,-21.63,-5.94,0.15,64.42,-64.56,0.03,-0.12,0.08,75.53,5.77,-81.66,0.39,0.0,-0.1,0.07,0.26,56.66,-35.87,0.59,-0.08,0.05,36.54,9.38,-48.02,2.13,0.0,-0.08,0.05,76.29,50.68,0.0,6.33,-223.71,22.11,0.0,72.53,-19.3,1.01
2013-03-03 03:00:00,-2.95,30.39,0.5,-21.63,-5.94,4.84,102.94,-110.5,2.73,-0.02,0.01,91.91,34.74,-138.65,12.01,0.0,-0.02,0.02,3.42,60.31,-47.95,5.84,-0.01,0.01,38.11,17.39,-64.42,8.93,0.0,-0.02,0.02,88.94,76.14,0.0,45.32,-350.3,32.71,0.0,72.78,-1.35,13.74
2013-03-03 06:00:00,-2.79,31.51,0.5,-21.63,-5.94,6.25,104.74,-117.45,6.46,-0.02,0.01,95.57,36.28,-149.49,17.64,0.0,-0.02,0.02,2.58,60.25,-44.16,2.96,-0.01,0.01,38.52,14.91,-59.6,6.18,0.0,-0.02,0.02,91.98,51.66,0.0,73.27,-360.69,36.37,0.75,72.09,-1.21,12.49
2013-03-03 09:00:00,-4.08,34.17,0.5,-21.63,-5.94,1.78,101.14,-105.71,2.86,-0.22,0.15,102.45,17.39,-134.42,14.57,0.05,-0.16,0.11,0.48,58.4,-38.29,1.1,-0.22,0.16,40.86,6.1,-51.66,4.73,0.02,-0.16,0.11,120.88,6.2,0.0,34.69,-320.99,58.84,31.84,59.76,-17.28,1.4
2013-03-03 12:00:00,-4.37,34.0,0.5,-21.63,-5.94,1.19,99.49,-102.69,2.08,-0.22,0.16,106.26,13.67,-130.29,10.34,0.07,-0.18,0.13,0.17,57.1,-36.23,0.66,-0.23,0.16,41.89,4.11,-48.75,2.78,0.03,-0.19,0.13,128.58,5.77,0.0,24.41,-308.84,55.06,43.27,59.42,-32.83,0.96
2013-03-03 15:00:00,-4.15,33.08,0.5,-21.63,-5.94,4.05,103.77,-111.55,3.72,-0.0,0.0,107.46,22.76,-141.23,10.99,0.02,-0.0,0.0,0.48,58.23,-37.9,0.82,-0.0,0.0,42.32,6.02,-50.99,2.64,0.01,-0.0,0.0,123.67,17.36,0.0,40.74,-331.58,43.19,11.7,72.08,-4.73,4.07
2013-03-03 18:00:00,-4.13,35.87,0.5,-21.63,-5.94,4.79,103.87,-112.92,4.26,-0.0,0.0,101.71,28.87,-143.74,13.16,0.0,-0.0,0.0,0.26,57.32,-36.56,0.61,-0.0,0.0,40.06,6.49,-49.31,2.76,0.0,-0.0,0.0,114.09,23.72,0.0,46.26,-333.0,37.65,0.0,73.03,-0.83,12.76
2013-03-03 21:00:00,-4.42,31.51,0.5,-21.63,-5.94,0.0,74.31,-74.48,0.18,-0.0,0.0,88.53,5.88,-95.75,1.34,0.0,-0.0,0.0,0.03,51.95,-30.43,0.08,-0.0,0.0,36.74,3.29,-41.03,1.0,0.0,-0.0,0.0,103.86,9.34,0.0,13.33,-235.95,20.05,0.0,73.06,-7.42,2.06
2013-03-04 00:00:00,-4.09,27.71,0.5,-21.63,-5.94,0.0,62.87,-62.86,0.0,-0.0,0.0,74.9,2.05,-77.66,0.71,0.0,-0.0,0.0,0.07,52.83,-31.61,0.35,-0.0,0.0,35.66,4.12,-41.29,1.51,0.0,-0.0,0.0,96.15,6.69,0.0,9.36,-205.2,9.68,0.0,73.25,-10.06,1.93
2013-03-04 03:00:00,-3.9,34.8,0.5,-21.63,-5.94,3.13,100.27,-106.23,2.82,-0.0,0.0,91.91,27.67,-129.77,10.18,0.0,-0.0,0.0,3.7,59.6,-45.34,3.66,-0.0,0.0,37.38,15.42,-59.1,6.3,0.0,-0.0,0.0,105.62,26.34,0.0,40.52,-325.79,29.09,0.0,73.26,-0.86,26.33
2013-03-04 06:00:00,-3.92,36.91,0.0,-21.63,-5.94,3.91,102.12,-112.79,6.75,-0.0,0.0,94.24,25.15,-139.72,20.32,0.0,-0.0,0.0,2.41,59.6,-45.03,4.64,-0.0,0.0,38.1,11.7,-59.14,9.34,0.0,-0.0,0.0,111.64,0.0,0.0,63.1,-343.03,52.99,0.87,72.12,-0.7,15.95
2013-03-04 09:00:00,-4.09,35.59,0.0,-21.63,-5.94,0.32,98.3,-101.82,3.23,-0.12,0.08,102.44,4.3,-126.06,19.31,0.05,-0.11,0.08,0.17,58.13,-38.39,1.74,-0.12,0.08,41.18,1.83,-50.42,7.42,0.02,-0.12,0.08,124.36,0.0,0.0,17.13,-304.43,63.26,30.21,55.9,-13.44,1.46
2013-03-04 12:00:00,-4.26,34.67,0.0,-21.63,-5.94,0.31,96.56,-99.01,2.18,-0.11,0.08,107.01,2.77,-122.33,12.51,0.07,-0.11,0.07,0.11,56.61,-35.79,0.74,-0.12,0.08,42.32,1.06,-46.94,3.56,0.03,-0.12,0.08,134.26,0.0,0.0,14.38,-291.99,49.45,40.05,55.91,-28.58,2.03
