snapshot,Fischer-Tropsch,H2 Fuel Cell,agriculture heat,low-temperature heat for industry,residential rural gas boiler,residential rural ground heat pump,residential rural heat,residential rural resistive heater,residential rural solar thermal,residential rural water tanks charger,residential rural water tanks discharger,residential urban decentral air heat pump,residential urban decentral gas boiler,residential urban decentral heat,residential urban decentral resistive heater,residential urban decentral solar thermal,residential urban decentral water tanks charger,residential urban decentral water tanks discharger,services rural gas boiler,services rural ground heat pump,services rural heat,services rural resistive heater,services rural water tanks charger,services rural water tanks discharger,services urban decentral air heat pump,services urban decentral gas boiler,services urban decentral heat,services urban decentral resistive heater,services urban decentral solar thermal,services urban decentral water tanks charger,services urban decentral water tanks discharger,urban central air heat pump,urban central gas CHP,urban central gas boiler,urban central heat,urban central resistive heater,urban central solar thermal,urban central solid biomass CHP,urban central solid biomass CHP CC,urban central water tanks charger,urban central water tanks discharger
2013-10-25 03:00:00,44.14,13.23,-21.63,-5.94,0.0,34.44,-34.43,0.03,0.0,-0.15,0.1,38.11,0.0,-38.43,0.36,0.0,-0.13,0.09,0.0,34.56,-12.91,0.03,-0.15,0.11,14.51,0.0,-14.74,0.26,0.0,-0.13,0.09,14.84,0.0,0.0,-91.72,1.01,0.0,0.0,6.8,-3.98,21.61
2013-10-25 06:00:00,44.14,0.61,-21.63,-5.94,0.0,32.72,-32.7,0.03,0.0,-0.16,0.11,36.48,0.0,-36.7,0.26,0.0,-0.14,0.09,0.0,33.53,-11.88,0.03,-0.17,0.12,13.54,0.0,-13.67,0.17,0.0,-0.14,0.09,27.38,0.0,0.0,-86.88,2.24,1.3,0.0,0.55,-1.97,18.56
2013-10-25 09:00:00,44.14,0.0,-21.63,-5.94,0.0,31.15,-31.06,0.11,0.0,-0.68,0.48,35.01,0.0,-35.07,0.2,0.02,-0.6,0.42,0.0,32.59,-10.87,0.1,-0.69,0.49,12.66,0.0,-12.63,0.14,0.01,-0.63,0.44,31.84,0.0,0.0,-82.28,1.04,17.16,0.0,0.0,-13.97,8.0
2013-10-25 12:00:00,44.14,0.0,-21.63,-5.94,0.0,31.34,-31.28,0.1,0.0,-0.58,0.41,35.22,0.0,-35.3,0.19,0.04,-0.52,0.36,0.0,32.32,-10.62,0.1,-0.6,0.42,12.41,0.0,-12.37,0.12,0.01,-0.56,0.39,40.25,0.0,0.0,-82.23,1.15,20.26,0.0,0.35,-24.69,6.7
2013-10-25 15:00:00,44.14,3.81,-21.63,-5.94,0.0,33.2,-33.13,0.1,0.0,-0.59,0.42,36.95,0.0,-37.14,0.33,0.01,-0.52,0.36,0.0,32.29,-10.58,0.1,-0.61,0.43,12.36,0.0,-12.34,0.14,0.0,-0.55,0.39,29.33,0.0,0.0,-85.34,0.93,4.27,0.0,3.38,-7.19,12.61
2013-10-25 18:00:00,44.14,3.78,-21.63,-5.94,0.0,30.99,-30.92,0.1,0.0,-0.59,0.42,34.82,0.0,-34.9,0.23,0.0,-0.51,0.36,0.0,31.27,-9.56,0.1,-0.61,0.43,11.33,0.0,-11.28,0.11,0.0,-0.55,0.39,26.18,0.0,0.0,-79.66,0.93,0.0,0.0,3.28,-5.55,12.84
2013-10-25 21:00:00,44.14,3.71,-21.63,-5.94,0.0,24.07,-23.99,0.1,0.0,-0.6,0.42,28.06,0.0,-28.03,0.12,0.0,-0.51,0.36,0.0,31.06,-9.35,0.1,-0.61,0.43,11.14,0.0,-11.08,0.11,0.0,-0.55,0.38,18.74,0.0,0.0,-67.46,0.49,0.0,0.0,2.39,-6.81,10.75
2013-10-26 00:00:00,44.14,3.71,-21.63,-5.94,0.0,21.93,-21.85,0.1,0.0,-0.59,0.42,25.77,0.0,-25.75,0.13,0.0,-0.5,0.35,0.0,30.58,-8.87,0.1,-0.6,0.42,10.47,0.0,-10.49,0.18,0.0,-0.53,0.37,11.3,0.0,0.0,-62.51,0.33,0.0,0.0,3.26,-5.82,11.54
2013-10-26 03:00:00,44.14,3.84,-21.63,-5.94,0.0,27.24,-27.23,0.01,0.0,-0.09,0.06,30.68,0.0,-30.92,0.26,0.0,-0.08,0.06,0.0,31.27,-9.62,0.01,-0.1,0.07,11.11,0.0,-11.22,0.13,0.0,-0.08,0.06,12.84,0.0,0.0,-72.7,0.54,0.0,0.0,4.7,-2.73,15.3
2013-10-26 06:00:00,44.14,0.0,-21.63,-5.94,0.0,26.43,-26.28,0.63,0.0,-2.68,1.89,30.01,0.0,-30.0,0.38,0.0,-1.34,0.94,0.0,30.71,-8.98,0.53,-2.16,1.52,10.71,0.0,-10.58,0.27,0.0,-1.37,0.96,29.12,0.0,0.0,-70.0,5.02,1.17,0.0,0.0,-9.55,6.04
2013-10-26 09:00:00,44.14,0.0,-21.63,-5.94,0.0,25.38,-25.22,0.68,0.0,-2.89,2.03,29.0,0.0,-28.98,0.43,0.03,-1.68,1.18,0.0,30.12,-8.4,0.62,-2.47,1.74,10.14,0.0,-9.99,0.35,0.01,-1.76,1.24,30.73,0.0,0.0,-67.23,3.94,22.14,0.0,0.0,-29.51,1.71
2013-10-26 12:00:00,44.14,0.0,-21.63,-5.94,0.0,25.49,-25.35,0.74,0.0,-2.96,2.09,29.1,0.0,-29.12,0.47,0.04,-1.7,1.19,0.0,30.08,-8.38,0.66,-2.49,1.76,10.11,0.0,-9.99,0.38,0.02,-1.79,1.26,40.63,0.0,0.0,-67.45,3.86,27.05,0.0,0.0,-43.98,1.69
2013-10-26 15:00:00,44.14,0.0,-21.63,-5.94,0.0,26.73,-26.51,0.31,0.0,-1.81,1.27,30.18,0.0,-30.23,0.48,0.01,-1.52,1.07,0.0,30.32,-8.52,0.32,-1.69,1.19,10.25,0.0,-10.12,0.34,0.0,-1.6,1.13,31.31,0.0,0.0,-69.61,1.86,5.46,0.0,0.26,-12.16,4.67
2013-10-26 18:00:00,44.14,0.0,-21.63,-5.94,0.0,25.29,-25.05,0.3,0.0,-1.81,1.28,28.85,0.0,-28.8,0.4,0.0,-1.52,1.07,0.0,29.9,-8.08,0.31,-1.71,1.2,9.82,0.0,-9.67,0.32,0.0,-1.6,1.12,29.22,0.0,0.0,-66.36,1.25,0.0,0.0,0.39,-8.63,5.93
2013-10-26 21:00:00,44.14,0.0,-21.63,-5.94,0.0,21.04,-20.77,0.28,0.0,-1.86,1.31,24.77,0.0,-24.67,0.35,0.0,-1.54,1.08,0.0,29.6,-7.76,0.3,-1.73,1.22,9.53,0.0,-9.37,0.31,0.0,-1.62,1.14,19.31,0.0,0.0,-58.7,0.91,0.0,0.0,0.18,-7.55,7.63
2013-10-27 00:00:00,44.14,0.0,-21.63,-5.94,0.0,21.03,-20.77,0.29,0.0,-1.89,1.34,25.98,0.0,-25.89,0.37,0.0,-1.57,1.1,0.0,30.37,-8.54,0.32,-1.77,1.25,11.07,0.0,-10.94,0.34,0.0,-1.6,1.13,21.22,0.0,0.0,-63.53,1.07,0.0,0.0,0.2,-5.64,8.48
2013-10-27 03:00:00,44.14,0.0,-21.63,-5.94,0.0,26.09,-25.86,0.34,0.0,-1.95,1.38,31.73,0.0,-31.72,0.47,0.0,-1.62,1.14,0.0,31.64,-9.83,0.36,-1.84,1.3,12.61,0.0,-12.55,0.42,0.0,-1.65,1.16,27.94,0.0,0.0,-76.37,2.21,0.0,0.0,0.96,-5.03,12.08
2013-10-27 06:00:00,44.14,0.0,-21.63,-5.94,0.0,27.28,-27.05,0.36,0.0,-2.03,1.43,33.44,0.0,-33.43,0.49,0.0,-1.7,1.19,0.0,31.29,-9.47,0.37,-1.93,1.36,12.24,0.0,-12.14,0.42,0.0,-1.74,1.22,37.42,0.0,0.0,-78.62,3.01,0.79,0.0,0.01,-6.4,5.59
2013-10-27 09:00:00,44.14,0.0,-21.63,-5.94,0.0,25.94,-25.63,0.85,0.0,-3.93,2.77,31.77,0.0,-31.73,0.96,0.01,-3.44,2.42,0.0,30.62,-8.76,0.87,-3.76,2.65,11.48,0.0,-11.27,0.86,0.0,-3.62,2.55,57.1,0.0,0.0,-74.18,5.33,18.64,0.0,0.09,-46.98,1.8
2013-10-27 12:00:00,44.14,0.0,-21.63,-5.94,0.0,25.52,-25.25,0.87,0.0,-3.91,2.76,31.27,0.0,-31.23,0.97,0.0,-3.46,2.44,0.0,30.32,-8.49,0.89,-3.74,2.64,11.13,0.0,-10.92,0.86,0.0,-3.67,2.58,63.02,0.0,0.0,-72.71,3.99,22.99,0.0,0.32,-57.46,1.64
2013-10-27 15:00:00,44.14,0.0,-21.63,-5.94,0.0,26.55,-26.23,0.67,0.0,-3.35,2.37,32.42,0.0,-32.35,0.81,0.0,-2.98,2.1,0.0,30.58,-8.68,0.68,-3.24,2.28,11.37,0.0,-11.15,0.71,0.0,-3.14,2.21,44.69,0.0,0.0,-75.04,3.39,6.51,0.0,0.66,-20.9,2.49
2013-10-27 18:00:00,44.14,0.0,-21.63,-5.94,0.0,26.75,-26.42,0.65,0.0,-3.33,2.35,32.75,0.0,-32.69,0.8,0.0,-2.93,2.06,0.0,30.44,-8.53,0.66,-3.21,2.27,11.21,0.0,-10.99,0.69,0.0,-3.09,2.18,44.62,0.0,0.0,-75.34,3.08,0.0,0.0,0.85,-16.86,5.45
2013-10-27 21:00:00,44.14,0.0,-21.63,-5.94,0.0,22.41,-22.1,0.5,0.0,-2.76,1.95,27.81,0.0,-27.7,0.6,0.0,-2.42,1.7,0.0,29.69,-7.82,0.53,-2.61,1.84,10.33,0.0,-10.12,0.53,0.0,-2.55,1.8,30.43,0.0,0.0,-65.23,1.94,0.0,0.0,0.3,-13.12,7.47
2013-10-28 00:00:00,44.14,0.0,-21.63,-5.94,0.0,21.08,-20.78,0.49,0.0,-2.68,1.89,27.34,0.0,-27.23,0.58,0.0,-2.35,1.65,0.0,30.11,-8.24,0.51,-2.53,1.79,11.61,0.0,-11.41,0.53,0.0,-2.46,1.73,30.09,0.0,0.0,-66.67,1.63,0.0,0.0,0.23,-12.34,8.85
2013-10-28 03:00:00,44.14,0.0,-21.63,-5.94,0.0,25.95,-25.67,0.49,0.0,-2.64,1.86,34.01,0.0,-33.94,0.62,0.0,-2.34,1.64,0.0,31.84,-9.98,0.51,-2.53,1.79,14.06,0.0,-13.93,0.59,0.0,-2.43,1.71,41.42,0.0,0.0,-82.59,2.53,0.0,0.0,0.7,-10.09,9.82
2013-10-28 06:00:00,44.14,0.0,-21.63,-5.94,0.0,27.54,-27.27,0.47,0.0,-2.5,1.76,36.53,0.0,-36.48,0.6,0.0,-2.22,1.56,0.0,32.02,-10.17,0.48,-2.4,1.7,14.41,0.0,-14.27,0.54,0.0,-2.32,1.63,41.76,0.0,0.0,-87.53,2.72,1.0,0.0,0.49,-11.34,14.69
2013-10-28 09:00:00,44.14,0.0,-21.63,-5.94,0.0,26.13,-25.83,0.51,0.0,-2.74,1.93,34.5,0.0,-34.42,0.61,0.03,-2.43,1.71,0.0,31.15,-9.27,0.52,-2.62,1.85,13.14,0.0,-12.95,0.54,0.01,-2.55,1.79,52.51,0.0,0.0,-81.72,4.5,22.02,0.0,0.0,-37.95,2.43
2013-10-28 12:00:00,44.14,0.0,-21.63,-5.94,0.0,25.69,-25.39,0.52,0.0,-2.81,1.98,33.83,0.0,-33.75,0.62,0.04,-2.51,1.77,0.0,30.76,-8.88,0.54,-2.69,1.9,12.57,0.0,-12.36,0.56,0.01,-2.64,1.86,74.0,0.0,0.0,-79.55,5.11,26.7,0.0,0.0,-65.76,1.29
2013-10-28 15:00:00,44.14,0.59,-21.63,-5.94,0.0,26.59,-26.33,0.46,0.0,-2.44,1.72,35.1,0.0,-35.04,0.59,0.01,-2.21,1.56,0.0,30.69,-8.85,0.47,-2.35,1.65,12.5,0.0,-12.33,0.51,0.0,-2.32,1.63,50.15,0.0,0.0,-81.71,1.55,5.93,0.0,1.55,-19.06,2.78
2013-10-28 18:00:00,44.14,0.62,-21.63,-5.94,0.0,26.89,-26.65,0.42,0.0,-2.26,1.59,35.66,0.0,-35.62,0.56,0.0,-2.03,1.43,0.0,30.38,-8.54,0.44,-2.19,1.54,12.06,0.0,-11.9,0.46,0.0,-2.13,1.5,47.26,0.0,0.0,-81.96,1.86,0.0,0.0,1.75,-11.4,3.67
2013-10-28 21:00:00,44.14,0.4,-21.63,-5.94,0.0,22.69,-22.44,0.41,0.0,-2.22,1.57,29.88,0.0,-29.79,0.49,0.0,-1.97,1.39,0.0,29.6,-7.77,0.42,-2.13,1.5,10.91,0.0,-10.75,0.44,0.0,-2.06,1.45,37.08,0.0,0.0,-69.93,1.64,0.0,0.0,2.76,-14.63,4.48
2013-10-29 00:00:00,44.14,0.94,-21.63,-5.94,0.0,28.2,-28.0,0.4,0.0,-2.07,1.46,38.82,0.0,-38.76,0.48,0.0,-1.85,1.3,0.0,34.84,-13.03,0.41,-2.02,1.43,19.25,0.0,-19.17,0.47,0.0,-1.86,1.31,55.57,0.0,0.0,-99.93,4.51,0.0,0.0,2.48,-7.4,5.62
2013-10-29 03:00:00,44.14,1.95,-21.63,-5.94,0.0,39.58,-39.43,0.31,0.0,-1.55,1.09,55.61,0.0,-55.74,0.52,0.0,-1.37,0.97,0.0,39.03,-17.26,0.31,-1.54,1.09,25.59,0.0,-25.71,0.52,0.0,-1.36,0.96,76.0,0.0,0.0,-140.49,11.39,0.0,0.0,7.4,-2.44,7.99
2013-10-29 06:00:00,44.14,1.43,-21.63,-5.94,0.0,42.49,-42.35,0.31,0.0,-1.53,1.07,60.44,0.0,-60.63,0.59,0.0,-1.35,0.95,0.0,39.22,-17.45,0.31,-1.53,1.07,25.99,0.0,-26.12,0.52,0.0,-1.34,0.94,87.49,0.0,0.0,-149.64,12.78,1.34,0.0,7.01,-3.46,4.85
2013-10-29 09:00:00,44.14,0.72,-21.63,-5.94,0.0,39.29,-39.18,0.29,0.0,-1.38,0.97,55.73,0.0,-55.81,0.43,0.01,-1.22,0.86,0.0,37.07,-15.34,0.29,-1.37,0.96,22.81,0.0,-22.83,0.37,0.0,-1.22,0.85,81.23,0.0,0.0,-135.65,10.29,16.98,0.0,2.04,-17.69,3.88
2013-10-29 12:00:00,44.14,1.82,-21.63,-5.94,0.0,38.34,-38.23,0.27,0.0,-1.31,0.92,54.27,0.0,-54.3,0.37,0.01,-1.17,0.82,0.0,36.2,-14.46,0.27,-1.31,0.92,21.47,0.0,-21.45,0.31,0.0,-1.17,0.82,86.14,0.0,0.0,-130.67,9.55,19.79,0.0,4.25,-29.62,0.53
2013-10-29 15:00:00,44.14,6.07,-21.63,-5.94,0.0,40.48,-40.45,0.09,0.0,-0.44,0.31,57.44,0.0,-57.58,0.25,0.0,-0.38,0.27,0.0,36.1,-14.43,0.09,-0.44,0.31,21.38,0.0,-21.39,0.12,0.0,-0.38,0.26,73.84,0.0,0.0,-136.21,2.59,4.12,0.0,11.0,-2.74,3.12
2013-10-29 18:00:00,44.14,5.35,-21.63,-5.94,0.0,41.18,-41.15,0.06,0.0,-0.28,0.19,58.63,0.0,-58.82,0.26,0.0,-0.25,0.17,0.0,35.32,-13.66,0.05,-0.28,0.19,20.23,0.0,-20.23,0.08,0.0,-0.26,0.18,75.05,0.0,0.0,-136.36,2.55,0.0,0.0,12.06,-1.78,4.93
2013-10-29 21:00:00,44.14,4.72,-21.63,-5.94,0.0,31.37,-31.34,0.05,0.0,-0.29,0.2,44.19,0.0,-44.19,0.07,0.0,-0.25,0.17,0.0,33.5,-11.84,0.05,-0.28,0.19,17.39,0.0,-17.38,0.06,0.0,-0.26,0.18,56.28,0.0,0.0,-106.21,0.68,0.0,0.0,6.36,-5.36,5.31
2013-10-30 00:00:00,44.14,5.26,-21.63,-5.94,0.0,34.84,-34.82,0.03,0.0,-0.15,0.1,46.47,0.0,-46.47,0.04,0.0,-0.13,0.09,0.0,38.86,-17.21,0.03,-0.16,0.11,24.07,0.0,-24.12,0.09,0.0,-0.12,0.08,57.07,0.0,0.0,-121.77,3.28,0.0,0.0,11.03,-1.26,8.18
2013-10-30 03:00:00,44.14,6.79,-21.63,-5.94,0.0,52.74,-52.73,0.03,0.0,-0.15,0.1,70.22,0.0,-70.77,0.59,0.0,-0.12,0.08,0.0,45.27,-23.65,0.04,-0.15,0.1,32.51,0.0,-33.26,0.79,0.0,-0.12,0.08,62.78,0.0,0.0,-179.46,11.42,0.0,0.0,26.87,-0.34,33.72
2013-10-30 06:00:00,44.14,5.67,-21.63,-5.94,0.0,56.33,-56.32,0.03,0.0,-0.15,0.1,75.63,0.0,-76.38,0.79,0.0,-0.13,0.09,0.0,45.32,-23.69,0.04,-0.16,0.11,32.86,0.0,-33.46,0.64,0.0,-0.12,0.08,85.93,0.0,0.0,-189.47,14.15,1.1,0.0,24.01,-0.61,21.01
2013-10-30 09:00:00,44.14,3.88,-21.63,-5.94,0.0,51.61,-51.6,0.03,0.0,-0.15,0.1,69.51,0.0,-69.8,0.31,0.02,-0.13,0.09,0.0,42.18,-20.54,0.03,-0.16,0.11,28.81,0.0,-28.96,0.18,0.01,-0.13,0.09,89.88,0.0,0.0,-170.35,17.49,19.93,0.0,12.45,-17.19,5.71
2013-10-30 12:00:00,44.14,3.61,-21.63,-5.94,0.0,50.26,-50.26,0.0,0.0,-0.03,0.02,67.62,0.0,-67.86,0.22,0.02,-0.02,0.0,0.0,40.91,-19.28,0.0,-0.03,0.02,27.04,0.0,-27.13,0.09,0.01,-0.02,0.0,102.99,0.0,0.0,-163.85,17.31,25.03,0.0,11.43,-36.6,1.87
2013-10-30 15:00:00,44.14,19.48,-21.63,-5.94,0.0,53.74,-53.74,0.0,0.0,-0.02,0.01,72.12,0.0,-72.57,0.45,0.01,-0.01,0.0,0.0,40.88,-19.25,0.0,-0.02,0.01,26.96,0.0,-27.07,0.12,0.0,-0.01,0.0,85.48,0.0,0.0,-171.88,2.12,5.68,0.0,17.43,-3.49,6.98
2013-10-30 18:00:00,44.14,20.02,-21.63,-5.94,0.0,54.6,-54.6,0.0,0.0,-0.02,0.01,73.43,0.0,-73.97,0.54,0.0,-0.01,0.0,0.0,39.66,-18.03,0.0,-0.02,0.01,25.29,0.0,-25.38,0.09,0.0,-0.01,0.0,83.61,0.0,0.0,-171.37,2.77,0.0,0.0,17.78,-0.42,9.39
2013-10-30 21:00:00,44.14,14.88,-21.63,-5.94,0.0,39.35,-39.34,0.0,0.0,-0.03,0.01,53.12,0.0,-53.17,0.06,0.0,-0.01,0.0,0.0,36.99,-15.36,0.0,-0.02,0.01,21.5,0.0,-21.52,0.03,0.0,-0.01,0.0,63.68,0.0,0.0,-128.85,0.5,0.0,0.0,6.47,-2.58,7.69
2013-10-31 00:00:00,44.14,15.56,-21.63,-5.94,0.0,38.47,-38.46,0.0,0.0,-0.03,0.01,47.55,0.0,-47.54,0.0,0.0,-0.01,0.0,0.0,40.77,-19.14,0.0,-0.03,0.01,24.42,0.0,-24.51,0.1,0.0,-0.01,0.0,50.57,0.0,0.0,-124.29,1.45,0.0,0.0,11.46,-2.97,10.01
2013-10-31 03:00:00,44.14,21.6,-21.63,-5.94,0.0,59.88,-59.87,0.0,0.0,-0.02,0.01,69.71,0.0,-73.3,3.59,0.0,-0.01,0.0,0.0,48.2,-26.57,0.01,-0.02,0.01,30.81,0.0,-33.89,3.08,0.0,-0.01,0.0,57.68,0.0,0.0,-184.91,2.33,0.0,0.0,35.74,-0.55,29.89
2013-10-31 06:00:00,44.14,11.67,-21.63,-5.94,0.0,63.54,-63.54,0.01,0.0,-0.03,0.02,73.72,0.0,-78.18,4.47,0.0,-0.01,0.0,0.0,48.09,-26.47,0.01,-0.03,0.02,31.31,0.0,-33.83,2.53,0.0,-0.01,0.0,80.81,0.0,0.0,-193.23,13.18,0.76,0.0,34.35,-0.09,14.33
2013-10-31 09:00:00,44.14,0.0,-21.63,-5.94,0.0,58.04,-58.03,0.0,0.0,-0.03,0.02,71.02,0.0,-71.45,0.42,0.01,-0.01,0.0,0.0,44.5,-22.87,0.0,-0.03,0.02,29.09,0.0,-29.27,0.18,0.01,-0.01,0.0,79.74,0.0,0.0,-173.75,21.78,18.86,0.0,2.76,-13.1,25.51
2013-10-31 12:00:00,44.14,0.17,-21.63,-5.94,0.0,56.55,-56.54,0.0,0.0,-0.03,0.02,69.33,0.0,-69.57,0.21,0.03,-0.02,0.01,0.0,43.08,-21.45,0.0,-0.03,0.02,27.38,0.0,-27.47,0.08,0.01,-0.01,0.0,93.98,0.0,0.0,-167.39,20.45,24.3,0.0,18.23,-33.04,5.09
2013-10-31 15:00:00,44.14,7.29,-21.63,-5.94,0.0,60.72,-60.71,0.0,0.0,-0.03,0.02,73.81,0.0,-74.58,0.78,0.0,-0.01,0.0,0.0,43.06,-21.42,0.0,-0.03,0.02,27.33,0.0,-27.43,0.1,0.0,-0.01,0.0,82.23,0.0,0.0,-175.96,10.26,6.26,0.0,31.1,-6.87,7.49
2013-10-31 18:00:00,44.14,5.96,-21.63,-5.94,0.0,61.51,-61.51,0.0,0.0,-0.03,0.02,73.7,0.0,-75.73,2.04,0.0,-0.01,0.0,0.0,41.61,-19.97,0.0,-0.03,0.02,25.57,0.0,-25.62,0.06,0.0,-0.01,0.0,77.14,0.0,0.0,-174.83,13.34,0.0,0.0,32.25,-0.29,8.21
2013-10-31 21:00:00,44.14,4.0,-21.63,-5.94,0.0,43.36,-43.35,0.0,0.0,-0.03,0.02,53.81,0.0,-53.82,0.01,0.0,-0.01,0.01,0.0,38.58,-16.94,0.0,-0.03,0.02,21.76,0.0,-21.76,0.01,0.0,-0.01,0.0,57.88,0.0,0.0,-130.38,5.23,0.0,0.0,18.03,-2.48,9.51
2013-11-01 00:00:00,44.14,4.11,-21.63,-5.94,0.0,36.56,-36.55,0.0,0.0,-0.03,0.02,44.86,0.0,-44.86,0.0,0.0,-0.01,0.0,0.0,39.17,-17.54,0.0,-0.03,0.02,22.36,0.0,-22.39,0.03,0.0,-0.01,0.0,48.59,0.0,0.0,-116.0,3.05,0.0,0.0,13.75,-2.44,10.73
2013-11-01 03:00:00,44.14,4.87,-21.63,-5.94,0.0,56.12,-56.11,0.0,0.0,-0.03,0.02,67.22,0.0,-67.97,0.75,0.0,-0.01,0.0,0.0,45.71,-24.11,0.03,-0.03,0.02,29.82,0.0,-30.64,0.82,0.0,-0.01,0.0,63.64,0.0,0.0,-170.09,12.46,0.0,0.0,34.93,-0.5,16.48
2013-11-01 06:00:00,44.14,3.19,-21.63,-5.94,0.0,59.52,-59.53,0.02,0.0,-0.04,0.02,71.64,0.0,-72.66,1.03,0.0,-0.01,0.01,0.0,45.66,-24.05,0.03,-0.04,0.02,30.04,0.0,-30.69,0.65,0.0,-0.01,0.0,83.08,0.0,0.0,-178.28,16.62,0.58,0.0,31.16,-0.82,6.26
2013-11-01 09:00:00,44.14,0.0,-21.63,-5.94,0.0,54.5,-54.48,0.04,0.0,-0.19,0.13,66.36,0.0,-66.55,0.23,0.0,-0.15,0.1,0.0,42.49,-20.85,0.04,-0.18,0.12,26.56,0.0,-26.65,0.13,0.0,-0.16,0.11,80.58,0.0,0.0,-160.77,20.44,18.8,0.0,12.9,-16.87,6.71
2013-11-01 12:00:00,44.14,0.17,-21.63,-5.94,0.0,53.13,-53.12,0.04,0.0,-0.19,0.13,64.68,0.0,-64.82,0.18,0.01,-0.16,0.1,0.0,41.22,-19.59,0.04,-0.17,0.12,24.99,0.0,-25.03,0.08,0.0,-0.16,0.11,85.91,0.0,0.0,-155.0,15.78,20.87,0.0,19.0,-26.22,1.27
2013-11-01 15:00:00,44.14,3.94,-21.63,-5.94,0.0,56.94,-56.93,0.01,0.0,-0.08,0.05,69.03,0.0,-69.31,0.29,0.0,-0.06,0.04,0.0,41.2,-19.56,0.01,-0.08,0.05,24.93,0.0,-24.99,0.07,0.0,-0.06,0.04,75.67,0.0,0.0,-162.67,10.42,4.3,0.0,27.89,-0.7,2.94
2013-11-01 18:00:00,44.14,3.67,-21.63,-5.94,0.0,57.62,-57.61,0.02,0.0,-0.07,0.05,70.01,0.0,-70.38,0.39,0.0,-0.06,0.04,0.0,39.91,-18.27,0.01,-0.08,0.05,23.38,0.0,-23.42,0.05,0.0,-0.06,0.04,66.42,0.0,0.0,-161.8,12.56,0.0,0.0,26.01,-0.43,15.36
2013-11-01 21:00:00,44.14,2.91,-21.63,-5.94,0.0,41.0,-40.99,0.01,0.0,-0.07,0.05,50.64,0.0,-50.64,0.02,0.0,-0.06,0.04,0.0,37.47,-15.83,0.01,-0.08,0.05,20.29,0.0,-20.29,0.01,0.0,-0.06,0.04,50.2,0.07,0.0,-122.36,5.84,0.0,0.0,12.47,-2.02,14.68
2013-11-02 00:00:00,44.14,0.94,-21.63,-5.94,0.0,30.95,-30.94,0.0,0.0,-0.03,0.02,38.41,0.0,-38.41,0.0,0.0,-0.01,0.0,0.0,36.38,-14.74,0.0,-0.03,0.02,19.0,0.0,-19.1,0.11,0.0,-0.01,0.0,39.66,0.12,0.0,-99.21,1.04,0.0,0.0,6.71,-2.54,15.07
2013-11-02 03:00:00,44.14,0.41,-21.63,-5.94,0.0,45.41,-45.4,0.0,0.0,-0.03,0.02,55.15,0.0,-55.6,0.46,0.0,-0.01,0.0,0.0,40.25,-18.65,0.03,-0.03,0.02,23.74,0.01,-24.17,0.42,0.0,-0.01,0.0,43.72,0.01,0.0,-137.6,8.22,0.0,0.0,18.05,-0.36,29.34
2013-11-02 06:00:00,44.14,0.0,-21.63,-5.94,0.0,48.31,-48.33,0.03,0.0,-0.03,0.02,59.03,0.04,-59.82,0.76,0.0,-0.01,0.01,0.0,39.17,-17.54,0.01,-0.03,0.02,22.5,0.01,-22.83,0.33,0.0,-0.01,0.0,55.34,0.0,0.0,-142.58,11.29,0.67,0.0,12.61,-0.64,25.11
2013-11-02 09:00:00,44.14,0.0,-21.63,-5.94,0.0,44.59,-44.46,0.21,0.0,-1.16,0.82,54.73,0.0,-55.05,0.6,0.0,-0.94,0.66,0.0,37.37,-15.63,0.22,-1.11,0.78,20.31,0.0,-20.37,0.35,0.0,-0.98,0.68,75.92,0.0,0.0,-130.1,18.19,14.23,0.0,4.27,-22.93,2.22
2013-11-02 12:00:00,44.14,0.0,-21.63,-5.94,0.0,43.51,-43.4,0.26,0.0,-1.27,0.89,53.43,0.0,-53.66,0.54,0.01,-1.06,0.74,0.0,36.64,-14.92,0.26,-1.21,0.85,19.38,0.0,-19.41,0.35,0.0,-1.11,0.78,96.66,0.0,0.0,-126.04,19.17,18.37,0.0,4.75,-52.8,1.69
2013-11-02 15:00:00,44.14,0.0,-21.63,-5.94,0.0,46.29,-46.17,0.22,0.0,-1.15,0.81,56.52,0.05,-56.95,0.66,0.0,-0.97,0.68,0.0,37.18,-15.45,0.22,-1.1,0.78,19.99,0.01,-20.09,0.39,0.0,-1.01,0.71,76.7,0.0,0.0,-132.89,14.86,4.86,0.0,8.74,-15.26,4.78
2013-11-02 18:00:00,44.14,0.0,-21.63,-5.94,0.0,46.91,-46.79,0.23,0.0,-1.19,0.84,57.41,0.03,-57.95,0.81,0.0,-0.99,0.7,0.0,36.79,-15.05,0.22,-1.14,0.81,19.53,0.0,-19.62,0.39,0.0,-1.03,0.72,78.31,0.0,0.0,-133.81,16.28,0.0,0.0,9.34,-16.35,8.03
2013-11-02 21:00:00,44.14,0.0,-21.63,-5.94,0.0,34.73,-34.57,0.26,0.0,-1.4,0.98,43.3,0.0,-43.33,0.38,0.0,-1.18,0.82,0.0,34.99,-13.24,0.27,-1.33,0.94,17.27,0.0,-17.27,0.36,0.0,-1.22,0.85,64.93,0.09,0.0,-104.54,12.97,0.0,0.0,5.92,-24.98,7.4
